epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_main_traj_contract_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
30,hybrid,0.1,0.5,0.2,0.1,4.150905077073016e-06,3.4088238918883608e-06,1.8869696166163706e-06,1.5218542752719904e-06,5.528621139909698e-06,1.039014748699771e-06,1.7065814453918238e-07,1.8921907119368572e-07,0.4075410354052379,0.4076534593324129,-0.0002413148335680959,-1.151337485648412e-06,0.4076494345122672,-0.0002453396537138164,-1.1692834031972333e-06,0.4740740740740741,0.0815789548331962
31,hybrid,0.1,0.5,0.2,0.1,4.121565801974318e-06,3.3870054244094012e-06,1.874180083287644e-06,1.5128253411217568e-06,5.47267554806963e-06,1.0282289363987127e-06,1.7057116223120416e-07,1.8729282275795298e-07,0.40631008666335955,0.40651929298946127,-0.00024655212838869955,-1.1685530001302388e-06,0.40651529915776075,-0.00025054596008922125,-1.1862572106260602e-06,0.4777777777777778,0.08135316902357
32,hybrid,0.1,0.5,0.2,0.1,4.09233269020344e-06,3.364115772030248e-06,1.8593024606056275e-06,1.5048133114246207e-06,5.425729352048265e-06,1.0189267447806206e-06,1.7048184144447854e-07,1.856439829683656e-07,0.4052844550165049,0.4053994377289992,-0.0002518457789043582,-1.185921359407344e-06,0.4053954802784273,-0.0002558032294762702,-1.2033301777911632e-06,0.4777777777777778,0.08113025670158072
33,hybrid,0.1,0.5,0.2,0.1,4.071717493713114e-06,3.350125396560605e-06,1.8489835039134166e-06,1.5011418926471885e-06,5.376074634667416e-06,1.009727453243017e-06,1.703957068966578e-07,1.8398463368576768e-07,0.40409734279766596,0.4042903238672938,-0.00025726670966835785,-1.2035815146423968e-06,0.4042864225735907,-0.0002611680033714481,-1.2206195753537686e-06,0.4777777777777778,0.08090951811539243
34,hybrid,0.1,0.5,0.2,0.1,4.041692314833743e-06,3.326966019684685e-06,1.8362116793055155e-06,1.490754340379169e-06,5.324916511994039e-06,9.999191958083854e-07,1.7031014083968194e-07,1.822346439496543e-07,0.4030554215614285,0.403194836924976,-0.0002626606502383888,-1.2208939127888075e-06,0.403190987088663,-0.00026651048655135234,-1.2375890026191272e-06,0.48148148148148145,0.08069149951504288
35,hybrid,0.1,0.5,0.2,0.1,4.011128918669337e-06,3.3021156073773367e-06,1.821028365832658e-06,1.481087241544678e-06,5.282691765622231e-06,9.914632058449126e-07,1.7022940622182496e-07,1.8074413472977715e-07,0.4018116742194791,0.40211040126137215,-0.000267886728711364,-1.2373127186907204e-06,0.402106540162884,-0.00027174782719951995,-1.2539261941758753e-06,0.4925925925925926,0.0804756575980167
36,hybrid,0.1,0.5,0.2,0.1,3.987558186140442e-06,3.2840724358932366e-06,1.8098937943684324e-06,1.4741786415248042e-06,5.241257949960661e-06,9.836773213129166e-07,1.7015187820185002e-07,1.7935995525113903e-07,0.40064483328823064,0.40104179508942456,-0.0002732277104904868,-1.2539505969885723e-06,0.4010379595424913,-0.0002770632574237708,-1.27035240950977e-06,0.5037037037037037,0.08026300455998302
37,hybrid,0.1,0.5,0.2,0.1,3.9661284651230775e-06,3.269079675095179e-06,1.7989211642534062e-06,1.4701585108417726e-06,5.193031719346146e-06,9.748000440422328e-07,1.7006459269787427e-07,1.7774561809328448e-07,0.3996245064360209,0.3999861582725407,-0.00027882611275764635,-1.2715687068662763e-06,0.3999823903344295,-0.00028259405086883405,-1.287568357845098e-06,0.5111111111111111,0.08005299687705966
38,hybrid,0.1,0.5,0.2,0.1,3.941373427282964e-06,3.25041523022346e-06,1.7891719477914673e-06,1.461243282431993e-06,5.147560979610857e-06,9.662597405877553e-07,1.6998391311816213e-07,1.762020990984187e-07,0.3985054130355372,0.3989421633629479,-0.0002839599298500306,-1.2868252367686508e-06,0.39893834502270775,-0.00028777827009018875,-1.3029855824416773e-06,0.5185185185185185,0.07984522465855959
39,hybrid,0.1,0.5,0.2,0.1,3.919912520615441e-06,3.2348623603030743e-06,1.7784185870792772e-06,1.456443773223797e-06,5.1034301460001084e-06,9.579970420088113e-07,1.699002831385733e-07,1.7470714571235614e-07,0.3974837214915304,0.39790692822611357,-0.0002894907496574506,-1.3036890496734635e-06,0.3979031552486841,-0.00029326372708693427,-1.319580160272422e-06,0.5222222222222223,0.0796392837951542
40,hybrid,0.1,0.5,0.2,0.1,3.896967823803829e-06,3.2165509661185504e-06,1.7658000151905852e-06,1.4507509509279654e-06,5.068828957074419e-06,9.512646239512991e-07,1.6982695278321567e-07,1.7353396197783785e-07,0.39654406542792886,0.39689004987939186,-0.00029538937948914157,-1.3221437668896135e-06,0.396886410342089,-0.00029902891679201016,-1.3373545560709085e-06,0.5370370370370371,0.0794370878517762
41,hybrid,0.1,0.5,0.2,0.1,3.875733969681906e-06,3.2007742677661217e-06,1.756507465821337e-06,1.4442668019447855e-06,5.02806875903219e-06,9.437376324806428e-07,1.6974460896685033e-07,1.7215282601256488e-07,0.3955157672657849,0.39587860051148144,-0.00030112771415002904,-1.3396724474874452e-06,0.39587504180915034,-0.0003046864164811258,-1.3544447749274334e-06,0.5481481481481482,0.0792359456451263
42,hybrid,0.1,0.5,0.2,0.1,3.854511185810822e-06,3.184930836489224e-06,1.7464429409052066e-06,1.438487895584018e-06,4.9875859320440674e-06,9.363005549076327e-07,1.696702739329196e-07,1.7082175611719104e-07,0.3944263502772011,0.39488396877356136,-0.00030707361597781535,-1.3579445136916314e-06,0.39488055594949484,-0.000310486440044333,-1.3720116161499633e-06,0.5481481481481482,0.07903820847790784
43,hybrid,0.1,0.5,0.2,0.1,3.831188241654855e-06,3.1672083844100205e-06,1.7380663500774904e-06,1.4291420343325297e-06,4.945598317567444e-06,9.285924783610379e-07,1.6958929357371723e-07,1.6942002548808974e-07,0.3934461345626149,0.39390366816996014,-0.00031273686570515435,-1.374714061172283e-06,0.39390027733370314,-0.00031612770196215445,-1.3886194981119692e-06,0.562962962962963,0.07884328100713306
44,hybrid,0.1,0.5,0.2,0.1,3.810537080359954e-06,3.152161711163699e-06,1.7270002894049688e-06,1.4251614217587302e-06,4.90389969613352e-06,9.2069794183757e-07,1.6950891246528394e-07,1.6798539958290216e-07,0.3922674404894363,0.3929272994815296,-0.00031869357912256424,-1.3927654577248908e-06,0.3929240575312676,-0.00032193552938458714,-1.4059433483551106e-06,0.5777777777777777,0.07864919861213043
45,hybrid,0.1,0.5,0.2,0.1,3.787143289876429e-06,3.133386857945065e-06,1.7170222385544479e-06,1.4163646193906175e-06,4.8692726170660146e-06,9.142993865604724e-07,1.6944143622642457e-07,1.6682917022476279e-07,0.3914145337171323,0.3919659985331874,-0.00032409274929195986,-1.40819885236201e-06,0.39196268575477355,-0.0003274055277058263,-1.4216102548308387e-06,0.5814814814814815,0.07845801825649587
46,hybrid,0.1,0.5,0.2,0.1,3.7703290221663375e-06,3.1209418124791078e-06,1.7087811022911901e-06,1.412160710187917e-06,4.8363213368594116e-06,9.082989387925237e-07,1.693656284838259e-07,1.6575507600128897e-07,0.3904384728399039,0.39101405322919536,-0.00033010730788535225,-1.426115429883516e-06,0.3910108443203781,-0.00033331621670262823,-1.4390152933006404e-06,0.5962962962962963,0.07826883210741614
47,hybrid,0.1,0.5,0.2,0.1,3.7516540479290667e-06,3.107641190202309e-06,1.7001215167145199e-06,1.407519673487789e-06,4.796268846822247e-06,9.008288435213507e-07,1.6928864104923966e-07,1.6438597304453359e-07,0.389465532090214,0.39007432497517514,-0.00033598649256361135,-1.4434089018793223e-06,0.39007118321411655,-0.00033912825362220067,-1.4559320865111154e-06,0.6111111111111112,0.07808206229354775
48,hybrid,0.1,0.5,0.2,0.1,3.7299321632893993e-06,3.0911762293809965e-06,1.6905253224962282e-06,1.4006509068847683e-06,4.756662272913937e-06,8.938700673983994e-07,1.692149712405159e-07,1.6308970661700903e-07,0.38842630783549564,0.38914347922596265,-0.00034151415519267925,-1.459022698978101e-06,0.38914030937487404,-0.0003446840062812928,-1.4716121896987417e-06,0.6111111111111112,0.07789699867623107
49,hybrid,0.1,0.5,0.2,0.1,3.713123356987802e-06,3.0784287698430003e-06,1.6820582824832975e-06,1.3963704873597032e-06,4.726189264031334e-06,8.881793613586565e-07,1.6914253185429293e-07,1.6207566074166762e-07,0.3876138381198399,0.38822083998450446,-0.0003475223764106694,-1.476664249939623e-06,0.3882177819135671,-0.00035058044734803673,-1.4886987142983437e-06,0.6148148148148148,0.07771367247218303
50,hybrid,0.1,0.5,0.2,0.1,3.694605190859687e-06,3.0641879768447737e-06,1.6733327960159878e-06,1.3908551808287859e-06,4.694203247775787e-06,8.822483502989498e-07,1.6907353046556548e-07,1.609968892373349e-07,0.3866701902482522,0.3873043517145163,-0.0003534215585770939,-1.4936407574271866e-06,0.3873013638447598,-0.0003564094283335928,-1.505353671626714e-06,0.6148148148148148,0.0775315546546187
51,hybrid,0.1,0.5,0.2,0.1,3.6749647976973013e-06,3.048638054352184e-06,1.664765938753185e-06,1.3838721155989996e-06,4.66332676641512e-06,8.766675859547617e-07,1.690075719776015e-07,1.599940667036047e-07,0.38569370595037095,0.3864058586292279,-0.0003593208849840268,-1.5103843673144293e-06,0.3864029215686739,-0.0003622579455380137,-1.5218815232768339e-06,0.6222222222222222,0.07735303590284238
52,hybrid,0.1,0.5,0.2,0.1,3.6609611263746477e-06,3.0386673665408083e-06,1.6575506921741302e-06,1.381116674366678e-06,4.633131167587052e-06,8.712072180469529e-07,1.6893588043221236e-07,1.5898064307513427e-07,0.3848506981121308,0.3855156667882059,-0.00036504451506857993,-1.5264260808524701e-06,0.3855126999183923,-0.0003680113848821831,-1.5379992759406626e-06,0.6333333333333333,0.0771761422606549
53,hybrid,0.1,0.5,0.2,0.1,3.6440486381386565e-06,3.026069564894802e-06,1.6506762314948241e-06,1.3753933333999777e-06,4.600685403224666e-06,8.654729074278982e-07,1.6886997531566283e-07,1.57910532921388e-07,0.38369708137108327,0.3846316216613389,-0.0003705987315968384,-1.5416344669311188e-06,0.38462854883567654,-0.0003736715572592031,-1.5536275871920707e-06,0.6333333333333333,0.07700044407858715
54,hybrid,0.1,0.5,0.2,0.1,3.6254802604866846e-06,3.012021274563044e-06,1.6425434916433084e-06,1.3694777829197353e-06,4.566683173813186e-06,8.592843679082272e-07,1.687931893716345e-07,1.567906685423222e-07,0.38301645475317636,0.38375887968973454,-0.0003766031536931447,-1.5586393980137844e-06,0.38375585729839357,-0.0003796255450341235,-1.5703758185834477e-06,0.6370370370370371,0.07682709656868553
55,hybrid,0.1,0.5,0.2,0.1,3.6119111911063036e-06,3.0022628236497e-06,1.6362089338653077e-06,1.366053889784393e-06,4.537839088131822e-06,8.542166030135467e-07,1.6873104613294758e-07,1.5586445864342094e-07,0.38212657040191517,0.38289324304135114,-0.00038253607433674786,-1.5751598494227314e-06,0.3828902378380466,-0.0003855412776412881,-1.586831432527679e-06,0.6370370370370371,0.07665515582313757
56,hybrid,0.1,0.5,0.2,0.1,3.594646505519255e-06,2.9894203595774236e-06,1.6283700395240315e-06,1.361050320053392e-06,4.50476959357921e-06,8.482032946233542e-07,1.686610115955576e-07,1.547491865839099e-07,0.38121930788708297,0.38204006154970865,-0.0003884624407371473,-1.5917219421072298e-06,0.38203707273240944,-0.00039145125803635716,-1.6032705098284906e-06,0.6370370370370371,0.07648570479808915
57,hybrid,0.1,0.5,0.2,0.1,3.581593134763714e-06,2.979490344365535e-06,1.620933480253655e-06,1.3585568641118802e-06,4.481412224128623e-06,8.438528176808501e-07,1.6859117616924656e-07,1.5396156798531727e-07,0.38047363401708945,0.38119604147151737,-0.0003947526501842935,-1.6096360320996188e-06,0.3811932109541964,-0.00039758316750526657,-1.6205149067205341e-06,0.6370370370370371,0.07631815882434033
58,hybrid,0.1,0.5,0.2,0.1,3.5678429160069882e-06,2.9698725128766363e-06,1.6146753227189667e-06,1.3551971901576696e-06,4.4502376203697086e-06,8.384966909441537e-07,1.6852456152217427e-07,1.5294664109338143e-07,0.37955956321877904,0.3803581030600589,-0.0004007869582394741,-1.6265433653287658e-06,0.38035536075504006,-0.0004035292632583176,-1.6370253982883696e-06,0.6370370370370371,0.07615177800365967
59,hybrid,0.1,0.5,0.2,0.1,3.548314651621529e-06,2.9542904590284913e-06,1.6061129721853819e-06,1.3481774868431094e-06,4.420368477811005e-06,8.33160367448095e-07,1.6846151880609718e-07,1.5198734481193685e-07,0.37860161315852314,0.379526000611176,-0.0004069796146456417,-1.6439738068555853e-06,0.37952340379770494,-0.00040957642811667583,-1.6538580446412042e-06,0.6407407407407407,0.07598659604516432
60,hybrid,0.1,0.5,0.2,0.1,3.5343893336728636e-06,2.9430795943755004e-06,1.6011464860461888e-06,1.3419331083293116e-06,4.399964948127507e-06,8.294164618292606e-07,1.6840881026613403e-07,1.5131324448461276e-07,0.37780004610573925,0.3787109706227817,-0.00041277681872287086,-1.6596086253960586e-06,0.3787082667133077,-0.00041548072819685977,-1.6699273142322247e-06,0.6444444444444445,0.07582474948830091
61,hybrid,0.1,0.5,0.2,0.1,3.52132344936971e-06,2.934370943919058e-06,1.5952250722310842e-06,1.3391458716879732e-06,4.367084644421272e-06,8.23780762886541e-07,1.6833385726770663e-07,1.502440410085254e-07,0.3771242267540559,0.3778950492908638,-0.0004189670859496286,-1.6768752764425676e-06,0.3778924002427485,-0.00042161613406493936,-1.6869181784731776e-06,0.6444444444444445,0.07566280327536269
62,hybrid,0.1,0.5,0.2,0.1,3.506456756656143e-06,2.923136270384618e-06,1.5876246520179598e-06,1.3355116183666579e-06,4.339841970148324e-06,8.189181791524858e-07,1.6826909322886748e-07,1.4933628925669272e-07,0.3761063065044216,0.3770878955842055,-0.0004249949383690055,-1.6935155681889837e-06,0.37708530740435336,-0.00042758311822116424,-1.7032996873790596e-06,0.6481481481481481,0.0755025781045149
63,hybrid,0.1,0.5,0.2,0.1,3.4963694348895125e-06,2.915577449388054e-06,1.5816511459660624e-06,1.333926303421992e-06,4.3206768389784705e-06,8.155024450356628e-07,1.6820949413987498e-07,1.48724301603611e-07,0.375411170414943,0.37629315394531243,-0.00043125911491387336,-1.7109605387167983e-06,0.3762906841164763,-0.00043372894374998916,-1.720253334897687e-06,0.6592592592592592,0.07534488261204526
64,hybrid,0.1,0.5,0.2,0.1,3.479922204211751e-06,2.9028986952014064e-06,1.5759731371894477e-06,1.326925558011959e-06,4.292308670545685e-06,8.105049183354836e-07,1.681477203043872e-07,1.4779264195577652e-07,0.3743732906019329,0.3755071488844937,-0.00043738934827186604,-1.7277669000268598e-06,0.3755047360902233,-0.00043980214254230043,-1.7368370571366697e-06,0.662962962962963,0.07518890764655312
65,hybrid,0.1,0.5,0.2,0.1,3.465669829488195e-06,2.8918793264033312e-06,1.56990821228489e-06,1.3219711141184413e-06,4.26777236957928e-06,8.062806877897316e-07,1.6808912369275486e-07,1.470132661269359e-07,0.3737312303814037,0.374730184653826,-0.00044344398176399125,-1.7441704617017495e-06,0.37472772857581077,-0.0004459000597792362,-1.7533882374264824e-06,0.6666666666666666,0.075034725727118
