epoch,batch_size,batches_per_epoch,train_steps,eval_steps,inference_backend,inference_method,state_init,train_loss,train_accuracy,val_loss,val_accuracy,train_baseline_accuracy,val_baseline_accuracy,accuracy,baseline_accuracy,train_mean_pre_update_energy,train_mean_post_update_energy,train_mean_energy_delta,weight_norm_l1,weight_norm_l2,bias_norm_l1,bias_norm_l2
1,64,20,30,30,pc_euler,euler,forward,0.09059141370680812,0.20445505171042164,0.09105067187301032,0.15555555555555556,0.10182975338106603,0.1037037037037037,0.15555555555555556,0.1037037037037037,0.47589076828619054,0.47147338555591356,-0.0044173827302770256,3.206006631787195,1.2404361664513905,0.001827465419215867,0.10085050931310588
2,64,20,30,30,pc_euler,euler,forward,0.08666650737684274,0.2529832935560859,0.08714844681763652,0.2037037037037037,0.10182975338106603,0.1037037037037037,0.2037037037037037,0.1037037037037037,0.43662532162529644,0.43483755842393484,-0.0017877632013615142,3.20606865306209,1.2463767255737592,0.002517858645306641,0.13937216451658058
3,64,20,30,30,pc_euler,euler,forward,0.08438777771692377,0.3317422434367542,0.08489122297496972,0.2777777777777778,0.10182975338106603,0.1037037037037037,0.2777777777777778,0.1037037037037037,0.4220546981298769,0.4206237551919766,-0.001430942937900359,3.206168462520188,1.2542740384889601,0.0027937617234618122,0.15513285118944403
4,64,20,30,30,pc_euler,euler,forward,0.08244757669993236,0.42482100238663484,0.08297677730554014,0.3925925925925926,0.10182975338106603,0.1037037037037037,0.3925925925925926,0.1037037037037037,0.41164723950102317,0.41037939011248137,-0.0012678493885418447,3.206305892033654,1.2642173391430733,0.0029472701558174983,0.162872538311641
5,64,20,30,30,pc_euler,euler,forward,0.08066183460858171,0.5139220365950676,0.08121613111661957,0.4962962962962963,0.10182975338106603,0.1037037037037037,0.4962962962962963,0.1037037037037037,0.40238094755420317,0.4011695481448211,-0.0012113994093820967,3.206483639173649,1.2763231050753545,0.003036780176312515,0.16714953865092497
6,64,20,30,30,pc_euler,euler,forward,0.07898883394224752,0.5855210819411297,0.07958096206525851,0.5555555555555556,0.10182975338106603,0.1037037037037037,0.5555555555555556,0.1037037037037037,0.3936504715055855,0.3924469836818093,-0.0012034878237761836,3.206702510720276,1.2905684402031918,0.0030935406613991877,0.16929373227120934
7,64,20,30,30,pc_euler,euler,forward,0.07741394260017585,0.6332537788385044,0.0780347937316113,0.6259259259259259,0.10182975338106603,0.1037037037037037,0.6259259259259259,0.1037037037037037,0.38550302451951707,0.3843651946170362,-0.0011378299024808857,3.20695377122927,1.3064705291120204,0.0031632334071326155,0.1718293053315545
8,64,20,30,30,pc_euler,euler,forward,0.07592605116090725,0.6770087509944311,0.07657877154960209,0.6777777777777778,0.10182975338106603,0.1037037037037037,0.6777777777777778,0.1037037037037037,0.37783454301369535,0.3767425581361915,-0.0010919848775038572,3.2072399976652086,1.3240743847205787,0.0032019841250792843,0.17363531384225295
9,64,20,30,30,pc_euler,euler,forward,0.07452921607811003,0.7104216388225935,0.07521639558579771,0.7037037037037037,0.10182975338106603,0.1037037037037037,0.7037037037037037,0.1037037037037037,0.37070853997957276,0.36965506730327446,-0.0010534726762982671,3.207552693505287,1.342946254952111,0.0032409667755899825,0.1753364044143486
10,64,20,30,30,pc_euler,euler,forward,0.07320527706835954,0.745425616547335,0.07391793506579167,0.737037037037037,0.10182975338106603,0.1037037037037037,0.737037037037037,0.1037037037037037,0.36378371927574055,0.362673555485408,-0.0011101637903325827,3.2078928720256217,1.3629625603309792,0.0033015893100343573,0.17767824693555442
