epoch,stage,lambda_id,alpha,lambda_traj_curr,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
11,hybrid,0.1,0.5,0.1,4.057647539161574e-06,3.2334475380845365e-06,2.2098973694372218e-06,1.0235501686473152e-06,7.016979862227964e-06,1.2250201485424085e-06,0.43472972997327297,0.436619883548704,-6.451815002928019e-05,-3.2985066523703887e-07,0.4366181643570328,-6.623734170047024e-05,-3.371805381129631e-07,0.25925925925925924,0.08733688033974665
12,hybrid,0.1,0.5,0.1,3.9965114891865525e-06,3.1858933402603295e-06,2.1710749624527678e-06,1.0148183778075621e-06,6.903254357658145e-06,1.2029271316040878e-06,0.4334688713097764,0.43541747756896265,-6.530150149108849e-05,-3.323925055885471e-07,0.4354153424740928,-6.743659636093691e-05,-3.4194085176563914e-07,0.26296296296296295,0.08709655581409075
13,hybrid,0.1,0.5,0.1,3.942679603807965e-06,3.143419083381452e-06,2.1360381203194387e-06,1.0073809630620131e-06,6.808375054662787e-06,1.1842301496023321e-06,0.4324029545947833,0.43425787479927186,-6.63658976478021e-05,-3.362531182345477e-07,0.4342553709406401,-6.886975627956593e-05,-3.47727152030092e-07,0.28888888888888886,0.08686484813938393
14,hybrid,0.1,0.5,0.1,3.894251789732956e-06,3.1070239560975068e-06,2.1035764847325542e-06,1.0034474713649523e-06,6.7070362547958975e-06,1.1652420815586038e-06,0.43115543296306785,0.4331306534065616,-6.715279357960569e-05,-3.385099073882679e-07,0.43312781093085306,-6.999526928813671e-05,-3.517119539726886e-07,0.2962962962962963,0.08663956124002824
15,hybrid,0.1,0.5,0.1,3.84343008980694e-06,3.0679332688325824e-06,2.07162642496671e-06,9.963068438658725e-07,6.608478655769514e-06,1.146489553974054e-06,0.4299551363979372,0.4320203640858183,-6.827004157972105e-05,-3.422826517979812e-07,0.4320173766990625,-7.125742833552495e-05,-3.562060578733955e-07,0.3148148148148148,0.0864177268254796
16,hybrid,0.1,0.5,0.1,3.796273776571753e-06,3.031423806442271e-06,2.0412819141913978e-06,9.901418922508738e-07,6.519023164088975e-06,1.1294765372058445e-06,0.42889875470248534,0.430931158805466,-6.957261669765513e-05,-3.468787223753539e-07,0.43092805118191074,-7.26802402529203e-05,-3.6134783029678373e-07,0.32592592592592595,0.08620014628443273
17,hybrid,0.1,0.5,0.1,3.7494769521926497e-06,2.995982147257922e-06,2.011430071662857e-06,9.845520755950652e-07,6.4234084529411865e-06,1.111539596406087e-06,0.4277647411479767,0.429854456843463,-7.11580803987033e-05,-3.52728742182253e-07,0.42985126853900285,-7.434638485886991e-05,-3.6754444469454684e-07,0.32592592592592595,0.08598512298477234
18,hybrid,0.1,0.5,0.1,3.7068225340931326e-06,2.9635534288918786e-06,1.984651173650027e-06,9.789022552418515e-07,6.336989259004762e-06,1.0957017930077802e-06,0.42666428090316255,0.4287947429592132,-7.275197215950158e-05,-3.584572184358811e-07,0.4287916950823419,-7.579984903083314e-05,-3.7247732671824704e-07,0.32592592592592595,0.08577349898627454
19,hybrid,0.1,0.5,0.1,3.665515082737085e-06,2.9316595062863442e-06,1.9587483313660564e-06,9.729111749202874e-07,6.257946168901094e-06,1.0806095956063115e-06,0.42558200661330303,0.4277460768276955,-7.464402479590015e-05,-3.6552798414129866e-07,0.4277430169662087,-7.770388628269842e-05,-3.795130719481043e-07,0.3333333333333333,0.08556414417049828
20,hybrid,0.1,0.5,0.1,3.625833921104964e-06,2.9018017669333708e-06,1.933423132369256e-06,9.683786345641147e-07,6.174958926206487e-06,1.0653626155094471e-06,0.42455620029399255,0.42670744367572394,-7.677880177298091e-05,-3.7360536300174254e-07,0.4267045206416632,-7.970183583372314e-05,-3.8682964095763787e-07,0.34074074074074073,0.08535684449549938
21,hybrid,0.1,0.5,0.1,3.585559991684757e-06,2.871492841158815e-06,1.90873475235471e-06,9.62758088804105e-07,6.090702159611642e-06,1.049969345647777e-06,0.4234140821553611,0.42567822203108596,-7.898149409996114e-05,-3.818062410753753e-07,0.4256754410056068,-8.176251957914271e-05,-3.94246812673594e-07,0.35185185185185186,0.08515144070503719
22,hybrid,0.1,0.5,0.1,3.5491829334791437e-06,2.8438123118587653e-06,1.8859474544968822e-06,9.578648573618828e-07,6.017378930852214e-06,1.0363272853515732e-06,0.4224587151346368,0.42465773714497373,-8.133999524456703e-05,-3.9059226663958253e-07,0.42465511171920006,-8.396542101823945e-05,-4.0219898306476706e-07,0.37037037037037035,0.08494781542804367
23,hybrid,0.1,0.5,0.1,3.5188784264976824e-06,2.82130972802379e-06,1.8674176495249195e-06,9.538920784988704e-07,5.951175357878387e-06,1.0245116268605422e-06,0.42142777109943425,0.4236526110457224,-8.380315323203158e-05,-3.997858481141422e-07,0.42365007110818076,-8.63430907736551e-05,-4.1090466128011e-07,0.3814814814814815,0.08474728283979088
24,hybrid,0.1,0.5,0.1,3.4866351601270052e-06,2.7961605931372787e-06,1.8462763262197431e-06,9.498842669175354e-07,5.891428808394754e-06,1.0133168615025105e-06,0.4204040706265747,0.4226610998620195,-8.614292918696087e-05,-4.08210448598923e-07,0.4226586377881549,-8.860500305157837e-05,-4.1887072074644864e-07,0.4,0.08454944855824129
25,hybrid,0.1,0.5,0.1,3.451490992794947e-06,2.770333929197883e-06,1.8262945122846825e-06,9.440394169132008e-07,5.812372690816664e-06,9.991979451539787e-07,0.41925371421764357,0.42167547647597803,-8.881077187089526e-05,-4.1799815913431894e-07,0.4216732035706971,-9.108367715182641e-05,-4.276675614515394e-07,0.42592592592592593,0.08435285744956977
26,hybrid,0.1,0.5,0.1,3.4238196970072666e-06,2.74840632037468e-06,1.8083111328220318e-06,9.400951875526481e-07,5.764169308721495e-06,9.899644576043692e-07,0.4184628362547203,0.42070355771388857,-9.161903684756778e-05,-4.283576895254494e-07,0.42070129004511153,-9.388670562460177e-05,-4.3788744917978547e-07,0.45185185185185184,0.08415903535014722
27,hybrid,0.1,0.5,0.1,3.3930983650554507e-06,2.7260831379018323e-06,1.7896386836152693e-06,9.364444542865628e-07,5.692809362083433e-06,9.773429094527449e-07,0.4173519014081527,0.4197326438073118,-9.448031573411342e-05,-4.386873189166367e-07,0.4197305218804673,-9.660224257862504e-05,-4.4748012551187573e-07,0.46296296296296297,0.08396542482460918
28,hybrid,0.1,0.5,0.1,3.3672370186768623e-06,2.7072830073026946e-06,1.77490034966127e-06,9.323826576414246e-07,5.632553608365197e-06,9.669865053764819e-07,0.4163278100648357,0.41878217575799553,-9.713019276047508e-05,-4.4789555645645754e-07,0.4187801317964972,-9.91741542588076e-05,-4.5623967633655446e-07,0.4740740740740741,0.08377586119015121
29,hybrid,0.1,0.5,0.1,3.3387860831941244e-06,2.6862689938333856e-06,1.758362913771918e-06,9.279060800614678e-07,5.569495554560146e-06,9.556753390472376e-07,0.41539095939110293,0.41783743343880514,-0.00010006626262876184,-4.58258782099673e-07,0.41783557795920884,-0.000101921742225064,-4.656417695132135e-07,0.4777777777777778,0.08358749994028677
30,hybrid,0.1,0.5,0.1,3.312995246232656e-06,2.667104086489277e-06,1.7433202755820976e-06,9.237838109071796e-07,5.513281163731989e-06,9.456304337018e-07,0.4144440027139911,0.41690427470444036,-0.00010333060199152477,-4.6998595744406416e-07,0.41690268326676805,-0.00010492203966383506,-4.760836437880901e-07,0.48148148148148145,0.08340152106128637
31,hybrid,0.1,0.5,0.1,3.2905280027016967e-06,2.650442394267728e-06,1.7290296599517033e-06,9.214127343160248e-07,5.46378563955583e-06,9.37070444783857e-07,0.4134350314674731,0.4159763958811264,-0.00010627147884600951,-4.800127305412531e-07,0.41597491360608996,-0.00010775375388244468,-4.855570720247598e-07,0.48518518518518516,0.08321653347199448
32,hybrid,0.1,0.5,0.1,3.2639786707116812e-06,2.6299358362137953e-06,1.7142116379982281e-06,9.15724198215568e-07,5.41289218877381e-06,9.275361562050446e-07,0.4125778975302311,0.41505790762294764,-0.00010961113376939391,-4.917568564570974e-07,0.4150565502614172,-0.00011096849529984576,-4.966704040509072e-07,0.5037037037037037,0.0830335037513434
33,hybrid,0.1,0.5,0.1,3.243097158041754e-06,2.614913327887946e-06,1.702155537252764e-06,9.127577906351821e-07,5.3629217091412705e-06,9.189165923968075e-07,0.4115696640306137,0.4141437645716775,-0.00011311620061471572,-5.040345730334761e-07,0.414142596909788,-0.00011428386250422751,-5.080532705314348e-07,0.5111111111111111,0.08285137615445845
34,hybrid,0.1,0.5,0.1,3.220908905241403e-06,2.598907674775048e-06,1.6891938973357203e-06,9.097137774393281e-07,5.310271521835836e-06,9.097407828277094e-07,0.41070083743979796,0.41324322548793113,-0.00011664408717193542,-5.162719238248673e-07,0.41324229650125016,-0.00011757307385290572,-5.191739903399439e-07,0.5185185185185185,0.08267197391502061
35,hybrid,0.1,0.5,0.1,3.2029702446963396e-06,2.5855383820091528e-06,1.6784477450704115e-06,9.070906369387414e-07,5.2712050274172494e-06,9.031135994546232e-07,0.4096961271835663,0.41235344337496527,-0.00011988664345868871,-5.270277928220567e-07,0.412352555054675,-0.00012077496374895969,-5.297043481901321e-07,0.5185185185185185,0.08249466600368478
36,hybrid,0.1,0.5,0.1,3.1798192899274105e-06,2.568145436682513e-06,1.6660805378052213e-06,9.020648988772921e-07,5.222363470252586e-06,8.943750621963873e-07,0.4088083881801906,0.4114703352804124,-0.00012325252915673657,-5.381820564524472e-07,0.4114694338375651,-0.00012415397200399303,-5.408686008832951e-07,0.5185185185185185,0.08231871756191382
37,hybrid,0.1,0.5,0.1,3.1608779777539903e-06,2.5543005326155194e-06,1.6542469071506143e-06,9.000536254649051e-07,5.1791495199258695e-06,8.866249314588376e-07,0.4079960156227839,0.4105919817368327,-0.00012679861767306289,-5.500301907923979e-07,0.4105911223645292,-0.00012765798997654842,-5.525055334804649e-07,0.5222222222222223,0.08214375607090114
38,hybrid,0.1,0.5,0.1,3.1413456957151776e-06,2.539248971123056e-06,1.64317717457846e-06,8.960717965445958e-07,5.141113393386796e-06,8.798538525344252e-07,0.40715653692968584,0.4097252066398679,-0.00013054868358658434,-5.626123129902545e-07,0.40972444669920444,-0.0001313086242500372,-5.645988445783263e-07,0.5333333333333333,0.0819711510646909
39,hybrid,0.1,0.5,0.1,3.126349692587168e-06,2.5293462259556848e-06,1.6357222959813613e-06,8.936239299743237e-07,5.097276662128178e-06,8.727580041866553e-07,0.406251429604173,0.40886826484608396,-0.00013432349633274443,-5.752388074371231e-07,0.4088676456205384,-0.00013494272187830614,-5.765749034948077e-07,0.5333333333333333,0.08180051766848334
40,hybrid,0.1,0.5,0.1,3.1097712334636934e-06,2.5173432076019416e-06,1.6259874945972147e-06,8.913557130047272e-07,5.058157163949604e-06,8.661230946679139e-07,0.4052892415255493,0.4080181406616042,-0.0001379208398128995,-5.868743123430486e-07,0.40801751982559104,-0.0001385416758260538,-5.881792956273241e-07,0.5407407407407407,0.08163121230028342
41,hybrid,0.1,0.5,0.1,3.0949253618233827e-06,2.506168880217198e-06,1.6175786490641176e-06,8.885902311530801e-07,5.026840531479048e-06,8.607242845828004e-07,0.4043741230707359,0.4071757706108445,-0.00014164577293956926,-5.988770606775668e-07,0.4071751868515268,-0.000142229532257232,-6.000014131758247e-07,0.5444444444444444,0.08146348327675682
42,hybrid,0.1,0.5,0.1,3.0759052854329152e-06,2.4928607954003074e-06,1.6084880872162814e-06,8.843727081840262e-07,4.977996844391197e-06,8.524480559348819e-07,0.40353675276701184,0.4063414265506142,-0.00014565189308068938,-6.119686994265525e-07,0.40634107340192066,-0.00014600504177425533,-6.121017514553113e-07,0.5444444444444444,0.08129741568873898
43,hybrid,0.1,0.5,0.1,3.0598553252575604e-06,2.4799224798792656e-06,1.5985715665653384e-06,8.813509133139275e-07,4.951943475941762e-06,8.473849778411808e-07,0.40281055364741486,0.4055137057028985,-0.00014965078048623237,-6.249384547896944e-07,0.4055134610574116,-0.00014989542597315664,-6.245764041352638e-07,0.5444444444444444,0.08113267129667695
44,hybrid,0.1,0.5,0.1,3.0465462380100397e-06,2.4709922173426195e-06,1.5917059546631245e-06,8.792862626794957e-07,4.9143107500911085e-06,8.412294565830883e-07,0.40181112431299404,0.4046903295221053,-0.00015364056527084058,-6.376741257956323e-07,0.4046901662986159,-0.0001538037887602317,-6.369485856052052e-07,0.5444444444444444,0.08096879401747523
45,hybrid,0.1,0.5,0.1,3.0304493244780718e-06,2.459335701814372e-06,1.5832177463287711e-06,8.761179554856014e-07,4.876215369441917e-06,8.349208571950846e-07,0.4010910564652564,0.4038770735804982,-0.00015795095302895135,-6.516464421890895e-07,0.40387720572225966,-0.00015781881126747388,-6.496927264818626e-07,0.5518518518518518,0.08080700490670543
46,hybrid,0.1,0.5,0.1,3.018377357759817e-06,2.450361297707054e-06,1.5759053609497486e-06,8.744559367573055e-07,4.84987554322639e-06,8.302850573012363e-07,0.40020502681654346,0.40307138972650597,-0.00016183065457298085,-6.637008153196797e-07,0.40307149032661976,-0.00016173005445918598,-6.618453356128148e-07,0.5518518518518518,0.0806466440762158
47,hybrid,0.1,0.5,0.1,3.0087931009340277e-06,2.443313975552566e-06,1.5716695281435002e-06,8.716444474090657e-07,4.828104051634174e-06,8.266872021804415e-07,0.3994406347960235,0.40227251746705767,-0.00016599847408083068,-6.768076970172789e-07,0.4022726094430203,-0.0001659064981182068,-6.749913686795452e-07,0.5592592592592592,0.08048770318822769
48,hybrid,0.1,0.5,0.1,2.9928434547630003e-06,2.4324157520911316e-06,1.5636575007678686e-06,8.687582513232635e-07,4.784757306594209e-06,8.195197201244745e-07,0.3985897482206633,0.4014844035693578,-0.00017030705654791367,-6.904634616678557e-07,0.4014847330707679,-0.00016997755513781243,-6.876506155506132e-07,0.5555555555555556,0.08033094212518113
49,hybrid,0.1,0.5,0.1,2.980932847686447e-06,2.4232149581842773e-06,1.5568672315352083e-06,8.663477266490688e-07,4.761707516327567e-06,8.154713786941274e-07,0.3978390902881604,0.4007058939602169,-0.00017456272350041546,-7.037459928977276e-07,0.40070639874001474,-0.00017405794370256578,-7.002021261827787e-07,0.5555555555555556,0.08017609133674346
50,hybrid,0.1,0.5,0.1,2.9677608181539497e-06,2.4137634705412137e-06,1.5499750112283928e-06,8.637884593128213e-07,4.72983252013565e-06,8.101409559917053e-07,0.3970227765713637,0.39993021010435315,-0.00017889938755361046,-7.172595498393169e-07,0.39993080310101065,-0.00017830639089611022,-7.133330654919123e-07,0.5666666666666667,0.08002182189838135
51,hybrid,0.1,0.5,0.1,2.9565363600452093e-06,2.405673938479302e-06,1.544481473241127e-06,8.611924652381749e-07,4.703058798656926e-06,8.055654170021447e-07,0.3962062557410694,0.39915807455471364,-0.00018332526634112778,-7.309349733262472e-07,0.3991587215433302,-0.00018267827772455725,-7.268202756843106e-07,0.5666666666666667,0.07986827996421096
52,hybrid,0.1,0.5,0.1,2.9452973442341437e-06,2.397419749736992e-06,1.5380677256979707e-06,8.593520240390211e-07,4.677486603063613e-06,8.012893419079037e-07,0.3954333079862256,0.3983939081062278,-0.00018786578378554575,-7.450767843890892e-07,0.3983947755372402,-0.00018699835277319332,-7.400849630734112e-07,0.5777777777777777,0.07971635477800267
53,hybrid,0.1,0.5,0.1,2.9350582199681297e-06,2.389872331291453e-06,1.5328235332624533e-06,8.570487980289997e-07,4.6545029786691294e-06,7.97355908097636e-07,0.39473487529964946,0.39763797879185436,-0.00019227298250062974,-7.585669535316026e-07,0.3976388788831556,-0.00019137289119941503,-7.534425216174242e-07,0.5814814814814815,0.07956605035487099
54,hybrid,0.1,0.5,0.1,2.9258153122876626e-06,2.383549163014083e-06,1.5290527271133098e-06,8.544964359007731e-07,4.629301738644596e-06,7.933597540911971e-07,0.3938445277923118,0.39688818013750343,-0.0001968913181824572,-7.727309068617937e-07,0.3968892598497005,-0.00019581160598536318,-7.669038134682123e-07,0.5814814814814815,0.07941701429113718
55,hybrid,0.1,0.5,0.1,2.9143064737240936e-06,2.3750762799747375e-06,1.5228527597885886e-06,8.522235201861491e-07,4.6033558915370765e-06,7.889460459564856e-07,0.393058049336227,0.3961444965835691,-0.00020129819594855158,-7.85928722836862e-07,0.3961455340884053,-0.00020026069111234168,-7.80266471629243e-07,0.5888888888888889,0.07926915895590353
56,hybrid,0.1,0.5,0.1,2.907389323567981e-06,2.3705612995685303e-06,1.520256670333765e-06,8.503046292347654e-07,4.582512263653109e-06,7.857679763413998e-07,0.3922662994742934,0.395413405264439,-0.00020584842740267728,-7.99624846491067e-07,0.3954145402352863,-0.0002047134565553721,-7.935712397566866e-07,0.5962962962962963,0.07912385073836833
57,hybrid,0.1,0.5,0.1,2.896994091819658e-06,2.3630437593706876e-06,1.5149950132348898e-06,8.480487461357975e-07,4.557857722150553e-06,7.816456023391543e-07,0.3915160445425031,0.3946807730553416,-0.00021030413882322518,-8.128655720058262e-07,0.3946819278735207,-0.00020914932064414193,-8.067308638553899e-07,0.5962962962962963,0.07897821543883296
58,hybrid,0.1,0.5,0.1,2.885986625696104e-06,2.3549832062194067e-06,1.5095075459712963e-06,8.454756602481097e-07,4.532788295046985e-06,7.77245899719995e-07,0.3907870211312864,0.3939488978118039,-0.00021505386582942876,-8.271290039859984e-07,0.39395010570744565,-0.00021384597018769824,-8.208228357109806e-07,0.5962962962962963,0.07883279033552668
59,hybrid,0.1,0.5,0.1,2.879488105744007e-06,2.350115126127329e-06,1.5063990922285858e-06,8.437160338987434e-07,4.518594663599326e-06,7.751351325674552e-07,0.3901379225281748,0.39323478027126313,-0.00021969314824787922,-8.40834460885914e-07,0.3932360925290212,-0.00021838089048981102,-8.341202219072576e-07,0.5925925925925926,0.0786908946839022
60,hybrid,0.1,0.5,0.1,2.8714169992713047e-06,2.3450740391203724e-06,1.5032690948480934e-06,8.418049442722788e-07,4.492398586753493e-06,7.71031014755831e-07,0.3892862811254828,0.39252106889071675,-0.00022445433223666766,-8.55003145860977e-07,0.3925224980040416,-0.00022302521891182092,-8.479063108560625e-07,0.5925925925925926,0.07854910464459068
61,hybrid,0.1,0.5,0.1,2.8628008552600986e-06,2.3380951894168477e-06,1.4984348042563564e-06,8.396603851604917e-07,4.478634409585058e-06,7.684222488474484e-07,0.38864185051198935,0.391819458399167,-0.00022916647838017168,-8.68885499882518e-07,0.3918210007875725,-0.0002276240899746762,-8.613472091460414e-07,0.5925925925925926,0.07840972497550944
62,hybrid,0.1,0.5,0.1,2.853161439867756e-06,2.331319732231575e-06,1.493959548855855e-06,8.373601833757202e-07,4.4540714768781925e-06,7.643455994836181e-07,0.3878556806724074,0.3911178489077093,-0.0002338885400866575,-8.827426208777244e-07,0.3911194020227652,-0.00023233542503076077,-8.7514130596867e-07,0.5925925925925926,0.07827034748955919
63,hybrid,0.1,0.5,0.1,2.844219641176362e-06,2.3239209869427117e-06,1.489078313558779e-06,8.348426733839329e-07,4.441196766629504e-06,7.617897757069948e-07,0.38726070975979277,0.39042207216743346,-0.00023877714077685797,-8.971898873306062e-07,0.390423660320909,-0.00023718898730129556,-8.894701734556273e-07,0.5925925925925926,0.07813216986164206
64,hybrid,0.1,0.5,0.1,2.8360512789196265e-06,2.319139927039772e-06,1.4861258969117725e-06,8.330140301280003e-07,4.411672549974423e-06,7.574409688241128e-07,0.3863749935623865,0.3897298415348195,-0.00024377735093744635,-9.119034585352301e-07,0.38973178148608245,-0.0002418373996744827,-9.02943688925505e-07,0.5925925925925926,0.07799472377715139
65,hybrid,0.1,0.5,0.1,2.8331639319767763e-06,2.3174788807501284e-06,1.484967323318553e-06,8.325115574315757e-07,4.4009286665574105e-06,7.55921845709064e-07,0.385758723505331,0.38905280437529105,-0.00024858004385197585,-9.258554750291763e-07,0.3890548744221518,-0.00024650999699121767,-9.164002106859916e-07,0.5962962962962963,0.07786027688382861
66,hybrid,0.1,0.5,0.1,2.823236159575125e-06,2.3092337666782355e-06,1.4789713415802297e-06,8.302624250980058e-07,4.386908600565634e-06,7.53115328403261e-07,0.38519547044035257,0.3883737574974413,-0.00025347712257456356,-9.400565563035868e-07,0.38837595948206804,-0.0002512751379478151,-9.301493983628821e-07,0.6,0.07772544692400317
67,hybrid,0.1,0.5,0.1,2.818937909096066e-06,2.3065367165916466e-06,1.4763829998046216e-06,8.301537167870253e-07,4.3730581432744006e-06,7.509537817697917e-07,0.38444205073343846,0.3876978838561517,-0.00025836527160927325,-9.541119324461183e-07,0.3877000732900723,-0.0002561758376887213,-9.443055277158214e-07,0.6037037037037037,0.0775912498255522
68,hybrid,0.1,0.5,0.1,2.8103642237483046e-06,2.2996101579461975e-06,1.4734208692838392e-06,8.261892886623583e-07,4.359068496442862e-06,7.484721615782063e-07,0.38385978819404637,0.38703715418915957,-0.00026329562444754595,-9.682984398680958e-07,0.3870393409539467,-0.0002611088596604083,-9.584491217017022e-07,0.6037037037037037,0.07746008996272143
69,hybrid,0.1,0.5,0.1,2.804756800438452e-06,2.29667009908204e-06,1.4718857165422966e-06,8.247843825397431e-07,4.335682829115164e-06,7.451841844489572e-07,0.3831312631593896,0.3863796331710456,-0.00026825211386638514,-9.825636220047655e-07,0.3863818722447805,-0.0002660130401315186,-9.725344972273653e-07,0.6111111111111112,0.0773295770569824
70,hybrid,0.1,0.5,0.1,2.7995227048744813e-06,2.2929785473204136e-06,1.4700893917789364e-06,8.228891555414774e-07,4.32239788856015e-06,7.430436869805245e-07,0.38225539929786756,0.3857230302200942,-0.00027320833570271263,-9.967250638653544e-07,0.385725343300146,-0.00027089525565088257,-9.864985111445487e-07,0.6111111111111112,0.07719924771115938
71,hybrid,0.1,0.5,0.1,2.7937939530528784e-06,2.287944068887825e-06,1.4657956618578318e-06,8.221484070299935e-07,4.316759152184019e-06,7.417396894665141e-07,0.3816646923093964,0.3850703406644781,-0.0002781291103742811,-1.0106881528516702e-06,0.3850726172166072,-0.00027585255824519317,-1.000588566369494e-06,0.6111111111111112,0.07706969395497047
72,hybrid,0.1,0.5,0.1,2.7871983132978578e-06,2.2836648537725014e-06,1.4633972256798895e-06,8.20267628092612e-07,4.296687130666749e-06,7.386474645868134e-07,0.3809200908006948,0.38442249229000575,-0.00028314512926796986,-1.0249122266907471e-06,0.3844245859697436,-0.00028105144953011196,-1.0154451009571118e-06,0.6148148148148148,0.07694112748385475
73,hybrid,0.1,0.5,0.1,2.7796532539105646e-06,2.2783842415417063e-06,1.4599474005977145e-06,8.184368409439917e-07,4.277205286814411e-06,7.354848368741726e-07,0.3803903486022699,0.3837864244825313,-0.00028833383435528104,-1.0397748772967013e-06,0.3837888449174951,-0.00028591339939149085,-1.0291691739949013e-06,0.6111111111111112,0.07681495166337732
74,hybrid,0.1,0.5,0.1,2.776592565460739e-06,2.275907137123225e-06,1.4583024143138538e-06,8.176047228093707e-07,4.2722281373514105e-06,7.346261460237337e-07,0.37980596482365386,0.38315155345314267,-0.0002931357534015633,-1.0532157657875524e-06,0.38315392991160235,-0.000290759294941878,-1.0427569197417092e-06,0.6074074074074074,0.07668893784130885
75,hybrid,0.1,0.5,0.1,2.771172925059629e-06,2.2719460707616006e-06,1.4563260451661797e-06,8.15620025595421e-07,4.259693830512807e-06,7.325747124674762e-07,0.37904922413043585,0.3825267556393348,-0.00029823577923482336,-1.0675601069695347e-06,0.3825291081708182,-0.00029588324775142727,-1.0571162850989547e-06,0.6111111111111112,0.07656499828371392
