epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
11,hybrid,0.1,0.5,0.2,0.05,4.886617899359364e-06,3.956951034957307e-06,2.2246163444432903e-06,1.7323346905140166e-06,6.676781048159294e-06,1.2668245315745637e-06,1.724770654243114e-07,0.43308483242697904,0.4324383834433712,-0.00015030219666578581,-7.953992903955557e-07,0.4324332830334715,-0.0001554026065654912,-8.214077175805337e-07,0.26296296296296295,0.0865177371280074
12,hybrid,0.1,0.5,0.2,0.05,4.8444042492105396e-06,3.9225882190484165e-06,2.203352230469834e-06,1.7192359885785825e-06,6.621075798600041e-06,1.2554477052120947e-06,1.723781851939848e-07,0.4315688389512869,0.43088030109339126,-0.00015462044377695383,-8.159554169015026e-07,0.43087521343631946,-0.00015970810084875442,-8.41751022541751e-07,0.2777777777777778,0.08620698430743365
13,hybrid,0.1,0.5,0.2,0.05,4.7973976078282605e-06,3.884386027585604e-06,2.180905300200058e-06,1.7034807273855463e-06,6.558533199951079e-06,1.2427209308559478e-06,1.722814815271653e-07,0.42997825167347675,0.42938149152055477,-0.000159293009631023,-8.378376453358036e-07,0.429376499270029,-0.00016428526015677125,-8.62979184520162e-07,0.3111111111111111,0.08590815690603716
14,hybrid,0.1,0.5,0.2,0.05,4.7543128686031874e-06,3.850367317344698e-06,2.1594333386716874e-06,1.6909339786730098e-06,6.494304855893536e-06,1.2295298747024438e-06,1.7218181457296944e-07,0.4284564085965209,0.4279240616786137,-0.0001638737536598378,-8.585846296430206e-07,0.4279191532514196,-0.00016878218085392138,-8.831546545979912e-07,0.3296296296296296,0.0856175870864547
15,hybrid,0.1,0.5,0.2,0.05,4.713530197800086e-06,3.818560876642567e-06,2.141249257711474e-06,1.6773116189310936e-06,6.429884214223704e-06,1.2168840867685484e-06,1.7208164762876493e-07,0.4270443275894005,0.4265109077831158,-0.0001684119409015583,-8.786019846681963e-07,0.4265060478611905,-0.00017327186282684037,-9.027616167475055e-07,0.35555555555555557,0.08533586394480347
16,hybrid,0.1,0.5,0.2,0.05,4.676613488308249e-06,3.7898314549414857e-06,2.1216465625920674e-06,1.6681848923494189e-06,6.371651412812989e-06,1.2050880338871379e-06,1.7198570616071813e-07,0.4256021839935308,0.4251223846853711,-0.00017309024323691746,-8.988432531429214e-07,0.4251176160016345,-0.00017785892697352867,-9.223875916884966e-07,0.36666666666666664,0.0850590949857216
17,hybrid,0.1,0.5,0.2,0.05,4.633405990344804e-06,3.7554211575931425e-06,2.101170834414721e-06,1.6542503231784208e-06,6.309076860879172e-06,1.1924132373406126e-06,1.7188998391242329e-07,0.42419913126770153,0.42376131768625086,-0.00017808740287683644,-9.202054806579181e-07,0.4237566972273254,-0.00018270786180230036,-9.428332561612328e-07,0.37037037037037035,0.08478788101782554
18,hybrid,0.1,0.5,0.2,0.05,4.595954352804322e-06,3.7267281284682654e-06,2.081895474015783e-06,1.6448326544524824e-06,6.24679259977221e-06,1.1797856584524477e-06,1.7179665336692535e-07,0.42272665134799475,0.4224192952466701,-0.00018264758455943664,-9.388637876324825e-07,0.4224147200579874,-0.00018722277324212389,-9.61113049506503e-07,0.37777777777777777,0.08452038856624591
19,hybrid,0.1,0.5,0.2,0.05,4.55607294451269e-06,3.696965709286244e-06,2.0639183372969983e-06,1.6330473719892456e-06,6.174370827087191e-06,1.1654281065088228e-06,1.716906243192481e-07,0.42148481654749775,0.4210981134853111,-0.0001874706988749808,-9.584030707285817e-07,0.42109364210948996,-0.00019194207469613866,-9.799770029170099e-07,0.3962962962962963,0.08425711683683722
20,hybrid,0.1,0.5,0.2,0.05,4.515841123879757e-06,3.6654482616776375e-06,2.045368566400461e-06,1.6200796952771762e-06,6.112014295501486e-06,1.1530578500156437e-06,1.715972529768405e-07,0.42015387265801935,0.4197964506520051,-0.00019187398485082108,-9.754007905945431e-07,0.419791977006576,-0.00019634763027992497,-9.968326512207744e-07,0.4148148148148148,0.0839976649273712
21,hybrid,0.1,0.5,0.2,0.05,4.478668768326516e-06,3.636473999670289e-06,2.0278028209429886e-06,1.608671178727301e-06,6.053603475910762e-06,1.1412955505906227e-06,1.71506218940533e-07,0.4187125831044541,0.4185091663975565,-0.00019667429227920863,-9.939715092866961e-07,0.4185047383319368,-0.00020110235789888575,-1.0150167791659096e-06,0.43703703703703706,0.08374116813796714
22,hybrid,0.1,0.5,0.2,0.05,4.441164566927921e-06,3.6074414969378283e-06,2.012246384844092e-06,1.5951951120937363e-06,5.992873868228208e-06,1.129324905327164e-06,1.7141404203678709e-07,0.4174713970025453,0.4172419514972029,-0.0002012175474393474,-1.0107513089983508e-06,0.4172375236861701,-0.0002056453584721174,-1.031667082327959e-06,0.44814814814814813,0.08348863380892844
23,hybrid,0.1,0.5,0.2,0.05,4.406929009841856e-06,3.5817258490418604e-06,1.9961455551955676e-06,1.5855802938462927e-06,5.931763127236109e-06,1.1173038328410372e-06,1.7132163016354214e-07,0.4161975878092325,0.4159889997447814,-0.00020622555661153896,-1.0294486408823314e-06,0.4159846288610418,-0.00021059644035109626,-1.0499457872096814e-06,0.44074074074074077,0.08323904506027859
24,hybrid,0.1,0.5,0.2,0.05,4.371187962303833e-06,3.553886842787507e-06,1.977065912209961e-06,1.5768209305775458e-06,5.875277241725901e-06,1.106059174445094e-06,1.7123120909433236e-07,0.41484441476395595,0.4147542420320518,-0.00021105776243079966,-1.0470257256659605e-06,0.41474993757299067,-0.00021536222149193263,-1.0670502893284962e-06,0.43703703703703706,0.08299305995889651
25,hybrid,0.1,0.5,0.2,0.05,4.340873367304955e-06,3.5309378926707478e-06,1.962837933512052e-06,1.568099959158696e-06,5.82244343888223e-06,1.095671162951412e-06,1.7113796311402364e-07,0.4136107269555234,0.4135321724995357,-0.00021609945724393453,-1.0652566701983238e-06,0.41352796578599926,-0.00022030617078039327,-1.0846740821024111e-06,0.44074074074074077,0.08274965439135593
26,hybrid,0.1,0.5,0.2,0.05,4.307541553207508e-06,3.5055497707019494e-06,1.9481735532308583e-06,1.5573762174710913e-06,5.765641361735665e-06,1.0843764053861193e-06,1.710473050953672e-07,0.4123325533304637,0.41232665903054616,-0.00022098170228534997,-1.0823483263156138e-06,0.41232249083964734,-0.00022514989318417333,-1.1014502714611367e-06,0.45925925925925926,0.0825095281465663
27,hybrid,0.1,0.5,0.2,0.05,4.2763743625627215e-06,3.482806746177022e-06,1.9336850325629387e-06,1.5491217136140837e-06,5.704950327748968e-06,1.0726236642337944e-06,1.7095701528088464e-07,0.4110495667413628,0.4111340163187069,-0.00022569743384170948,-1.0983497458530965e-06,0.41112984468873215,-0.00022986906381644578,-1.1173446035894752e-06,0.46296296296296297,0.08227194275050972
28,hybrid,0.1,0.5,0.2,0.05,4.245864114961432e-06,3.4589991507348645e-06,1.920750136579312e-06,1.5382490141555532e-06,5.656559920859786e-06,1.0633273006861655e-06,1.7087024006710067e-07,0.40988257558986996,0.4099593957417575,-0.00023051135861035243,-1.1143603079971458e-06,0.4099551849269949,-0.00023472217337294765,-1.1334306973102858e-06,0.4703703703703704,0.08203798142007357
29,hybrid,0.1,0.5,0.2,0.05,4.219160126148949e-06,3.440225889056404e-06,1.9056405580804444e-06,1.5345853309759597e-06,5.599361340542643e-06,1.0522967073923447e-06,1.7077523119623393e-07,0.4088064950788066,0.40879706699542073,-0.000235839969506213,-1.1326962407624602e-06,0.40879292741336326,-0.0002399795515636849,-1.1512939740890662e-06,0.4703703703703704,0.0818065813929854
30,hybrid,0.1,0.5,0.2,0.05,4.18691388895403e-06,3.4143526266915856e-06,1.8923017104737867e-06,1.5220509162177989e-06,5.553480057923545e-06,1.0433915012837408e-06,1.7069912426684903e-07,0.40754294586197143,0.4076552619033458,-0.00024114300489003204,-1.150562220729852e-06,0.4076511859220552,-0.00024521898618062865,-1.168735681567626e-06,0.4740740740740741,0.08157928098164716
31,hybrid,0.1,0.5,0.2,0.05,4.157479596616606e-06,3.3926053502392344e-06,1.87964186224991e-06,1.5129634879893245e-06,5.4980698826872204e-06,1.032682913969557e-06,1.706135062947546e-07,0.4063122240726207,0.40652127461382115,-0.00024637534778776393,-1.1677598330299345e-06,0.40651722762668846,-0.00025042233492045263,-1.1856987820579976e-06,0.4777777777777778,0.08135352999232179
32,hybrid,0.1,0.5,0.2,0.05,4.128190824415892e-06,3.369803038920528e-06,1.8648493568725088e-06,1.504953682048019e-06,5.451685046222057e-06,1.0234650212809474e-06,1.7052553233938739e-07,0.40528678674852225,0.40540160894216654,-0.00025166458794034785,-1.1851136392478697e-06,0.40539759632510275,-0.0002556772050041345,-1.2027643541244611e-06,0.4777777777777778,0.08113065470602138
33,hybrid,0.1,0.5,0.2,0.05,4.1075199966051595e-06,3.3558772233241498e-06,1.8546461573906315e-06,1.5012310659335178e-06,5.402533625879106e-06,1.0143368711033967e-06,1.7044072944838878e-07,0.4040999391797365,0.4042926919637313,-0.00025708176270633487,-1.202762103082606e-06,0.4042887335156788,-0.000261040210758845,-1.2200490173956571e-06,0.4777777777777778,0.08090995474528753
34,hybrid,0.1,0.5,0.2,0.05,4.077394029773488e-06,3.3327719633812124e-06,1.8419646705886323e-06,1.4908072927925797e-06,5.3518538675387324e-06,1.004594277749146e-06,1.703564817714729e-07,0.40305825407552176,0.4031974098352951,-0.0002624720507992673,-1.2200633534039762e-06,0.40319350086226624,-0.0002663810238281439,-1.2370141322437305e-06,0.48148148148148145,0.08069197637721888
35,hybrid,0.1,0.5,0.2,0.05,4.0467759560506614e-06,3.308003294056651e-06,1.8268604362914004e-06,1.4811428577652498e-06,5.310154998311935e-06,9.962165484671336e-07,1.7027704938782013e-07,0.4018147123177075,0.4021131992639352,-0.0002676937321736683,-1.236468084328269e-06,0.40210927697560794,-0.00027161602050090883,-1.253344306254917e-06,0.4925925925925926,0.08047617859922176
36,hybrid,0.1,0.5,0.2,0.05,4.0231603210665025e-06,3.290027872765956e-06,1.8158207691389764e-06,1.4742071036269791e-06,5.269218363586642e-06,9.885028572998133e-07,1.7020080963838523e-07,0.40064814982035946,0.40104482957783083,-0.0002730304999954969,-1.2530920711436742e-06,0.40104093084412934,-0.0002769292336969875,-1.269763359539348e-06,0.5037037037037037,0.08026357201556526
37,hybrid,0.1,0.5,0.2,0.05,4.001643466312116e-06,3.2750637608256047e-06,1.804933357569589e-06,1.4701304032560157e-06,5.221391000783113e-06,9.796743273308956e-07,1.7011479884040954e-07,0.39962812553233873,0.39998943698485784,-0.0002786254423072232,-1.2707000466979576e-06,0.39998560389076276,-0.0002824585364022969,-1.2869756897090944e-06,0.5111111111111111,0.08005361248543301
38,hybrid,0.1,0.5,0.2,0.05,3.976802331423123e-06,3.256431128372492e-06,1.7952604465819579e-06,1.4611706817905343e-06,5.176324677901578e-06,9.711848312210903e-07,1.700353803250997e-07,0.39850924977272606,0.3989457129757063,-0.0002837529564796992,-1.2859326074626224e-06,0.3989418274022389,-0.0002876385299471207,-1.3023758881001957e-06,0.5185185185185185,0.0798458931864372
39,hybrid,0.1,0.5,0.2,0.05,3.955258286609491e-06,3.2409081471079164e-06,1.7845808873751615e-06,1.4563272597327543e-06,5.132584155501736e-06,9.62970370942542e-07,1.6995299525786816e-07,0.3974879733262795,0.3979107421713003,-0.00028928071160505553,-1.302787192196663e-06,0.39790690000477535,-0.00029312287812999216,-1.3189675636668722e-06,0.5222222222222223,0.07964000457658107
40,hybrid,0.1,0.5,0.2,0.05,3.932269328786045e-06,3.22266797640572e-06,1.7720335472934001e-06,1.4506344291123195e-06,5.098457599952582e-06,9.56307737547626e-07,1.6988089751084081e-07,0.39654867525519455,0.3968941297297163,-0.0002951783717899392,-1.3212427918647207e-06,0.3968904190989852,-0.0002988890025210633,-1.3367488589992814e-06,0.5407407407407407,0.07943786162030125
41,hybrid,0.1,0.5,0.2,0.05,3.910969260762356e-06,3.2069101425710572e-06,1.762790830762056e-06,1.4441193118090009e-06,5.058049339926785e-06,9.488209782301291e-07,1.697997710519153e-07,0.3955206994179271,0.39588296063974227,-0.0003009153233942685,-1.3387699086177957e-06,0.3958793288989875,-0.0003045470641490078,-1.3538436635091152e-06,0.5481481481481482,0.0792367751926273
42,hybrid,0.1,0.5,0.2,0.05,3.889660537429354e-06,3.191095302583379e-06,1.7528011836588613e-06,1.4382941189245177e-06,5.0179318454506775e-06,9.414285907150082e-07,1.6972664315809748e-07,0.3944316761650305,0.39488861767274225,-0.00030686045051686595,-1.3570431289993486e-06,0.39488512992729313,-0.0003103481959659815,-1.3714174746354117e-06,0.5481481481481482,0.07903909562465182
43,hybrid,0.1,0.5,0.2,0.05,3.86623164171221e-06,3.1733726387970834e-06,1.7444531173359452e-06,1.428919521461138e-06,4.976260075265157e-06,9.33753263041309e-07,1.696468556069928e-07,0.39345167585128615,0.3939086332693163,-0.0003125203131247867,-1.373801739814744e-06,0.39390516545304727,-0.00031598812939381826,-1.3880209085171942e-06,0.562962962962963,0.07884423071648822
44,hybrid,0.1,0.5,0.2,0.05,3.845466313251374e-06,3.1583260112258867e-06,1.7334516196424774e-06,1.42487439158341e-06,4.934848471763514e-06,9.258853607499577e-07,1.6956765398289056e-07,0.3922735048408618,0.39293256040147045,-0.0003184782777531092,-1.3918635341672418e-06,0.39292923960371245,-0.00032179907551110887,-1.4053607496223176e-06,0.5777777777777777,0.07865020773584472
45,hybrid,0.1,0.5,0.2,0.05,3.82200969815234e-06,3.1395727332614885e-06,1.7235073748292596e-06,1.4160653584322293e-06,4.900563313283637e-06,9.19527830734699e-07,1.6950134831095045e-07,0.39142077824099075,0.39197161586896545,-0.0003238715925382718,-1.4072753725356553e-06,0.39196822214111066,-0.00032726532039306644,-1.4210126570552394e-06,0.5814814814814815,0.07845909749230075
46,hybrid,0.1,0.5,0.2,0.05,3.8051447283251804e-06,3.127161994850496e-06,1.7153243762665158e-06,1.4118376185839804e-06,4.867968639437661e-06,9.135726740710673e-07,1.694266943340863e-07,0.39044523884619387,0.39101999637612095,-0.00032988609898648713,-1.4251951926149407e-06,0.39101670458607163,-0.00033317788903580725,-1.4384267365221044e-06,0.5962962962962963,0.07826997649502149
47,hybrid,0.1,0.5,0.2,0.05,3.786348509153626e-06,3.113843213842328e-06,1.7067037204312614e-06,1.4071394934110675e-06,4.828143940709368e-06,9.061167935577943e-07,1.6935085057604837e-07,0.389472794384733,0.39008061533281363,-0.00033576454654532517,-1.4424900649021694e-06,0.3900773887349439,-0.0003389911444150462,-1.455350733444409e-06,0.6111111111111112,0.0780832759758718
48,hybrid,0.1,0.5,0.2,0.05,3.764509891520088e-06,3.097338939311105e-06,1.6971280525651276e-06,1.4002108867459777e-06,4.788737779699835e-06,8.991662929316238e-07,1.6927831305349827e-07,0.38843387850215466,0.38915014654505087,-0.00034128823848927903,-1.458090211655256e-06,0.3891468898447219,-0.00034454493881824755,-1.4710232319677411e-06,0.6111111111111112,0.07789828695670803
49,hybrid,0.1,0.5,0.2,0.05,3.7476369077967434e-06,3.084615546794258e-06,1.6886970881378509e-06,1.3959184586564072e-06,4.7585830410602125e-06,8.935135359743266e-07,1.692069940319808e-07,0.3876219029151692,0.3882278480286634,-0.0003472982170375505,-1.4757431440883624e-06,0.3882247012378533,-0.000350445007847644,-1.488126521902069e-06,0.6148148148148148,0.07771502924914019
50,hybrid,0.1,0.5,0.2,0.05,3.7290317223923803e-06,3.0703668550561193e-06,1.6799983079972014e-06,1.3903685470589181e-06,4.726863078768897e-06,8.876080221954054e-07,1.6913910040579756e-07,0.38667874634380867,0.38731171654105134,-0.00035319713968229305,-1.4927199784582732e-06,0.38730863805391147,-0.00035627562682216674,-1.5047873685562502e-06,0.6185185185185185,0.07753298273614673
51,hybrid,0.1,0.5,0.2,0.05,3.709319684494546e-06,3.0548267118743946e-06,1.6714641533714907e-06,1.3833625585029039e-06,4.696274178241155e-06,8.820592146814107e-07,1.690742371950805e-07,0.38570264198017545,0.38641362286238795,-0.00035909451135907045,-1.5094558682871451e-06,0.38641059323833743,-0.00036212413540959165,-1.5213132385277143e-06,0.6222222222222222,0.0773545434747494
52,hybrid,0.1,0.5,0.2,0.05,3.6952408907234048e-06,3.0448398432000783e-06,1.6642587341485386e-06,1.38058110905154e-06,4.666286022764025e-06,8.766113184249126e-07,1.6900363123884453e-07,0.38485995059730205,0.38552384691731995,-0.0003648141403735372,-1.5254827183850631e-06,0.3855207854119468,-0.00036787564574669585,-1.5374222577310822e-06,0.6333333333333333,0.0771777322115387
53,hybrid,0.1,0.5,0.2,0.05,3.678244102580436e-06,3.032216919087621e-06,1.6574302666682144e-06,1.3747866524194065e-06,4.634030040213378e-06,8.708861971788761e-07,1.689388007140266e-07,0.38370683992992183,0.384640251337317,-0.00037036054168781973,-1.5406595925486727e-06,0.38463708172641026,-0.0003735301525945589,-1.553025502588597e-06,0.6333333333333333,0.07700212237580097
54,hybrid,0.1,0.5,0.2,0.05,3.6595474442358195e-06,3.018140213580356e-06,1.6492819394422177e-06,1.3688582741381386e-06,4.600223549006348e-06,8.647086100470809e-07,1.6886307490824886e-07,0.3830268806865986,0.38376791918799386,-0.00037636532685603186,-1.557667379485509e-06,0.3837647981533507,-0.0003794863614992039,-1.5697817705489971e-06,0.6370370370370371,0.07682885690296998
55,hybrid,0.1,0.5,0.2,0.05,3.6458968933628754e-06,3.0083660387893073e-06,1.6429843938443606e-06,1.365381644944947e-06,4.571592849868694e-06,8.596573511467431e-07,1.6880198714699456e-07,0.38213748930386054,0.3829027027051438,-0.00038229618542595656,-1.5741784197233406e-06,0.38289959693297615,-0.00038540195759362295,-1.5862334855553067e-06,0.6370370370370371,0.07665699977811395
56,hybrid,0.1,0.5,0.2,0.05,3.6285036041438804e-06,2.9954752820898e-06,1.6351443764308571e-06,1.3603309056589426e-06,4.538642021705094e-06,8.536373506558428e-07,1.687329950480434e-07,0.3812307280389516,0.38204995647651,-0.0003882211920289702,-1.5907369651945347e-06,0.3820468651792246,-0.0003913124893143993,-1.6026742710909632e-06,0.6370370370370371,0.0764876355337078
57,hybrid,0.1,0.5,0.2,0.05,3.6153891241522394e-06,2.9855406238492116e-06,1.627703078176941e-06,1.3578375456722704e-06,4.515530121321364e-06,8.493113930857246e-07,1.6866419107494033e-07,0.38048568138849664,0.3812063573622181,-0.0003945153934291623,-1.608667871202138e-06,0.38120342264305385,-0.00039745011259340046,-1.6199400962394741e-06,0.6370370370370371,0.07632017455112945
58,hybrid,0.1,0.5,0.2,0.05,3.6015301210224765e-06,2.975866875298422e-06,1.6214377876019133e-06,1.3544290876965087e-06,4.484446612379607e-06,8.439432725200187e-07,1.6859859964181774e-07,0.37957209111567997,0.38036885847640217,-0.0004005507079932191,-1.6255808904219716e-06,0.38036601015481936,-0.0004033990295760348,-1.6364612291544338e-06,0.6370370370370371,0.07615388183687909
59,hybrid,0.1,0.5,0.2,0.05,3.581888134711164e-06,2.9602612526313317e-06,1.6128967238622803e-06,1.3473645287690518e-06,4.454762534458675e-06,8.386190010498176e-07,1.685365684800137e-07,0.378614821266516,0.3795371723004022,-0.0004067469110118349,-1.6430258005569061e-06,0.37953446785761225,-0.0004094513538017708,-1.6533125361284395e-06,0.6407407407407407,0.0759887838422828
60,hybrid,0.1,0.5,0.2,0.05,3.5679215554039247e-06,2.9490560242684874e-06,1.6079430196402457e-06,1.341113004628242e-06,4.434607545363306e-06,8.349026671700031e-07,1.6848486330211267e-07,0.37781345257351984,0.3787226562063098,-0.0004125373036289459,-1.6586308816548363e-06,0.37871984235461553,-0.000415351155323207,-1.6693589797255439e-06,0.6444444444444445,0.07582703870198775
61,hybrid,0.1,0.5,0.2,0.05,3.5547122989085457e-06,2.9402677078901845e-06,1.6020024436175206e-06,1.3382652642726643e-06,4.401757074107591e-06,8.292416929502175e-07,1.6841090035115984e-07,0.3771384082374458,0.3779071650440414,-0.0004187297519603894,-1.6759065318720573e-06,0.37790440415030424,-0.00042149064569757533,-1.6863639461841542e-06,0.6444444444444445,0.07566517895920036
62,hybrid,0.1,0.5,0.2,0.05,3.539723669657414e-06,2.928971960211649e-06,1.5943764616675822e-06,1.3345954985440671e-06,4.374605687692054e-06,8.243689229841228e-07,1.6834712159469618e-07,0.37612111402018256,0.3771004756826982,-0.0004247580715449617,-1.6925484165926526e-06,0.377097773875891,-0.0004274598783521877,-1.7027518538064996e-06,0.6481481481481481,0.07550504675084864
63,hybrid,0.1,0.5,0.2,0.05,3.5295949495725014e-06,2.921418811892854e-06,1.5884004237118413e-06,1.3330183881810122e-06,4.355664298208899e-06,8.209764165713632e-07,1.6828849088969782e-07,0.37542652638275426,0.37630620598822584,-0.00043102396530148024,-1.7099996525755273e-06,0.3763036208841832,-0.000433609069344143,-1.7197159649827366e-06,0.6592592592592592,0.07534744599070547
64,hybrid,0.1,0.5,0.2,0.05,3.513013033898317e-06,2.9086712591870073e-06,1.5827107007316524e-06,1.325960558455355e-06,4.327371174756705e-06,8.159663644369514e-07,1.6822768696498159e-07,0.37438928404374383,0.3755206952296993,-0.00043715458615589675,-1.7268056054329118e-06,0.3755181652323009,-0.0004396845835542562,-1.7363046485944491e-06,0.662962962962963,0.07519156996317104
65,hybrid,0.1,0.5,0.2,0.05,3.498669108923113e-06,2.897615296867505e-06,1.5766320271589264e-06,1.3209832697085781e-06,4.302965239806729e-06,8.117439298114125e-07,1.681700422530671e-07,0.37374761288670866,0.3747442485709952,-0.00044320635695721533,-1.7431955547522553e-06,0.37474167313782053,-0.0004457817901318828,-1.7528482757398454e-06,0.6666666666666666,0.07503749098559048
66,hybrid,0.1,0.5,0.2,0.05,3.487052446256889e-06,2.889594101835255e-06,1.5712147374657373e-06,1.3183793643695173e-06,4.2762997331481704e-06,8.071150189469906e-07,1.6810734634836252e-07,0.3730106935941744,0.37397136961146443,-0.0004491997127624714,-1.75943776885843e-06,0.37396878604444483,-0.0004517832797820698,-1.7690920001134087e-06,0.6666666666666666,0.07488411386484538
67,hybrid,0.1,0.5,0.2,0.05,3.474060824170729e-06,2.8795300865227394e-06,1.5641393613422118e-06,1.3153907251805282e-06,4.2550458403661115e-06,8.031186753849791e-07,1.6804837068764312e-07,0.3720673070556077,0.3732020945596502,-0.00045547067053786083,-1.7768118951333087e-06,0.3731996372418115,-0.0004579279883765719,-1.7859431739953636e-06,0.6703703703703704,0.07473151304603762
68,hybrid,0.1,0.5,0.2,0.05,3.4617834392368476e-06,2.870073561102714e-06,1.56046083228215e-06,1.3096127288205644e-06,4.233914634501563e-06,7.995940865118139e-07,1.6799194763228977e-07,0.3712792300043525,0.3724460244916139,-0.00046163246197861163,-1.7935846883698108e-06,0.3724436066268555,-0.00046405032673701996,-1.8025488329661285e-06,0.6703703703703704,0.0745815313907185
69,hybrid,0.1,0.5,0.2,0.05,3.4520031454013657e-06,2.863379881724893e-06,1.555051982579024e-06,1.308327899145869e-06,4.210883543358499e-06,7.95690127564996e-07,1.6793767655247175e-07,0.3706704306792883,0.3716976170245088,-0.0004676804082654473,-1.8098522560531334e-06,0.37169520299684483,-0.00047009443592943567,-1.818830602061199e-06,0.6703703703703704,0.07443305948655486
