epoch,batch_size,batches_per_epoch,train_steps,eval_steps,inference_backend,inference_method,state_init,train_loss,train_accuracy,val_loss,val_accuracy,train_baseline_accuracy,val_baseline_accuracy,accuracy,baseline_accuracy,train_mean_pre_update_energy,train_mean_post_update_energy,train_mean_energy_delta,weight_norm_l1,weight_norm_l2,bias_norm_l1,bias_norm_l2
13,64,20,30,30,pc_euler,euler,forward,0.06965795144114756,0.7215592680986476,0.06898175926406706,0.7814814814814814,0.10182975338106603,0.1037037037037037,0.7814814814814814,0.1037037037037037,0.34551479646096084,0.3444826014919381,-0.0010321949690227678,3.209193160714439,1.4235119331692188,0.0030359618428127694,0.16743239161617765
14,64,20,30,30,pc_euler,euler,forward,0.0685730651061228,0.7319013524264121,0.06787715662832025,0.7925925925925926,0.10182975338106603,0.1037037037037037,0.7925925925925926,0.1037037037037037,0.3397526767832451,0.3386992610321885,-0.0010534157510566854,3.209576958565781,1.4447375788563912,0.0030774415872842353,0.16877695369466228
15,64,20,30,30,pc_euler,euler,forward,0.06756019230345538,0.7478122513922036,0.0668548385759584,0.8222222222222222,0.10182975338106603,0.1037037037037037,0.8222222222222222,0.1037037037037037,0.33443490184501834,0.33359914449365324,-0.0008357573513650713,3.2099708851881736,1.4662151277425088,0.0031063303521408434,0.16969139481740195
16,64,20,30,30,pc_euler,euler,forward,0.0666120523580888,0.7517899761336515,0.06588895666652825,0.825925925925926,0.10182975338106603,0.1037037037037037,0.825925925925926,0.1037037037037037,0.3295310670266766,0.32864870112495126,-0.0008823659017252877,3.210373610804391,1.4878088466262476,0.0031432076592673745,0.17077894258244766
17,64,20,30,30,pc_euler,euler,forward,0.06572473614082525,0.7581543357199682,0.06498321201569197,0.825925925925926,0.10182975338106603,0.1037037037037037,0.825925925925926,0.1037037037037037,0.32492387546253404,0.32398697937381743,-0.0009368960887166211,3.2107858651276704,1.50951214868494,0.003159319980065239,0.17159668516326848
18,64,20,30,30,pc_euler,euler,forward,0.06488789620852892,0.7645186953062848,0.06413763167192021,0.837037037037037,0.10182975338106603,0.1037037037037037,0.837037037037037,0.1037037037037037,0.32053083957599876,0.31970229660614446,-0.0008285429698542263,3.211198131311683,1.531080371799156,0.0032136434769523743,0.17341406292105904
19,64,20,30,30,pc_euler,euler,forward,0.06409779997299121,0.7692919649960223,0.06333282576118658,0.8481481481481481,0.10182975338106603,0.1037037037037037,0.8481481481481481,0.1037037037037037,0.31636509528817597,0.31555896550434165,-0.0008061297838343057,3.211616418912108,1.552595942994882,0.003278590158496445,0.17506453526419236
20,64,20,30,30,pc_euler,euler,forward,0.06335190718543598,0.7748607796340493,0.06257405474667918,0.8518518518518519,0.10182975338106603,0.1037037037037037,0.8518518518518519,0.1037037037037037,0.31238683943658063,0.31160670048336064,-0.0007801389532200498,3.2120394209528693,1.5740414672864478,0.0033270058934396014,0.1761734538051701
21,64,20,30,30,pc_euler,euler,forward,0.06264835274447855,0.7883850437549722,0.061866306163232895,0.8629629629629629,0.10182975338106603,0.1037037037037037,0.8629629629629629,0.1037037037037037,0.30882404862588164,0.3079613088670922,-0.0008627397587894298,3.2124673137822812,1.5954335372515682,0.003364362321340727,0.17672726316875942
22,64,20,30,30,pc_euler,euler,forward,0.06197970878436164,0.7931583134447097,0.061187119591670336,0.8629629629629629,0.10182975338106603,0.1037037037037037,0.8629629629629629,0.1037037037037037,0.3053915734131876,0.30448380266359676,-0.0009077707495908111,3.212893323444084,1.616502424528219,0.0034017282517209762,0.17794355214000393
23,64,20,30,30,pc_euler,euler,forward,0.06134754379897644,0.8011137629276054,0.06053708080249224,0.8666666666666667,0.10182975338106603,0.1037037037037037,0.8666666666666667,0.1037037037037037,0.3019718716077223,0.301257859398617,-0.0007140122091053192,3.213318858419551,1.6373217023450675,0.00345820266286161,0.17988798478910117
24,64,20,30,30,pc_euler,euler,forward,0.060748616737978905,0.8011137629276054,0.05991704074446118,0.8518518518518519,0.10182975338106603,0.1037037037037037,0.8518518518518519,0.1037037037037037,0.29868801496675995,0.29787579629887806,-0.0008122186678818588,3.2137465903421574,1.6579545791274062,0.0035506914919566646,0.18158576709902938
25,64,20,30,30,pc_euler,euler,forward,0.06016964945340423,0.8130469371519491,0.05933855715547875,0.8666666666666667,0.10182975338106603,0.1037037037037037,0.8666666666666667,0.1037037037037037,0.2957113421447489,0.29498667960184644,-0.0007246625429024406,3.214177012482892,1.6784568018520727,0.0035646870263037586,0.18215812131811931
26,64,20,30,30,pc_euler,euler,forward,0.05962096031116906,0.8162291169451074,0.0587896794469355,0.8666666666666667,0.10182975338106603,0.1037037037037037,0.8666666666666667,0.1037037037037037,0.2928559302772222,0.2920824310316487,-0.0007734992455734225,3.214603757473858,1.6986214724105126,0.0036025716031631585,0.18339048913464234
27,64,20,30,30,pc_euler,euler,forward,0.05909454002978996,0.8194112967382657,0.05824849950939642,0.8777777777777778,0.10182975338106603,0.1037037037037037,0.8777777777777778,0.1037037037037037,0.2897454516459267,0.28908887470835054,-0.0006565769375761477,3.2150346823193465,1.7185954486321258,0.003649435309027547,0.1846046192356614
28,64,20,30,30,pc_euler,euler,forward,0.05859408799728497,0.822593476531424,0.05774036852924345,0.8777777777777778,0.10182975338106603,0.1037037037037037,0.8777777777777778,0.1037037037037037,0.2874312820436416,0.28680721970415635,-0.0006240623394852485,3.2154598669931658,1.7382177078504182,0.0036974632623702408,0.1864650710500048
29,64,20,30,30,pc_euler,euler,forward,0.058109520837038034,0.8281622911694511,0.05725372428169999,0.8814814814814815,0.10182975338106603,0.1037037037037037,0.8814814814814815,0.1037037037037037,0.28463760960364254,0.28398583193656923,-0.0006517776670732888,3.215889719364992,1.757752457723111,0.003749657808177552,0.18731305679493418
30,64,20,30,30,pc_euler,euler,forward,0.05764836726733743,0.8281622911694511,0.05678420869315643,0.8777777777777778,0.10182975338106603,0.1037037037037037,0.8777777777777778,0.1037037037037037,0.28204966102935647,0.28141865849580255,-0.0006310025335538955,3.2163122582913877,1.7768946442166416,0.003823844691888537,0.18952003544666815
31,64,20,30,30,pc_euler,euler,forward,0.05720059893385912,0.8337311058074781,0.05633044182852111,0.8814814814814815,0.10182975338106603,0.1037037037037037,0.8814814814814815,0.1037037037037037,0.2799281882407523,0.2791986927381841,-0.0007294955025681892,3.2167346802804695,1.7958440425495754,0.003906950722765473,0.19071718445116928
32,64,20,30,30,pc_euler,euler,forward,0.056772862532208465,0.8369132856006364,0.0558980215733179,0.8851851851851852,0.10182975338106603,0.1037037037037037,0.8851851851851852,0.1037037037037037,0.2777576272930627,0.27704111010111576,-0.0007165171919469415,3.2171513679576855,1.814447535055712,0.003974954430608145,0.19267015087242906
33,64,20,30,30,pc_euler,euler,forward,0.05635778587627108,0.8400954653937948,0.055475079253419594,0.8851851851851852,0.10182975338106603,0.1037037037037037,0.8851851851851852,0.1037037037037037,0.275248492198907,0.27451238331824845,-0.0007361088806585606,3.21757168649156,1.8329431938609653,0.004049675066536827,0.19369579033988832
34,64,20,30,30,pc_euler,euler,forward,0.055958908943158345,0.8408910103420844,0.055068919300641034,0.8888888888888888,0.10182975338106603,0.1037037037037037,0.8888888888888888,0.1037037037037037,0.2729542460796296,0.27226205936420533,-0.0006921867154242479,3.2179872112713794,1.851104071263904,0.004102082735047575,0.19535188127339043
35,64,20,30,30,pc_euler,euler,forward,0.05557253173411721,0.8440731901352426,0.054689823497919524,0.8888888888888888,0.10182975338106603,0.1037037037037037,0.8888888888888888,0.1037037037037037,0.27116579507640803,0.2704986235258198,-0.0006671715505881789,3.2183998602170933,1.8690429103816415,0.004175513054780366,0.1966653599315485
36,64,20,30,30,pc_euler,euler,forward,0.055198750890294836,0.8464598249801114,0.054308389160923766,0.8925925925925926,0.10182975338106603,0.1037037037037037,0.8925925925925926,0.1037037037037037,0.2691717660488395,0.268416802641686,-0.0007549634071535554,3.218814845933787,1.8868818542156527,0.004209880530854703,0.19709041493152973
37,64,20,30,30,pc_euler,euler,forward,0.054836526786304456,0.8496420047732697,0.0539384329260424,0.8962962962962963,0.10182975338106603,0.1037037037037037,0.8962962962962963,0.1037037037037037,0.26756995822740476,0.26691463818208877,-0.0006553200453159908,3.219218091334839,1.9043036630903403,0.0042885714471093865,0.19824201934565483
38,64,20,30,30,pc_euler,euler,forward,0.05448920749570647,0.8512330946698489,0.05359540556540116,0.8962962962962963,0.10182975338106603,0.1037037037037037,0.8962962962962963,0.1037037037037037,0.26512376961750206,0.26453899317522184,-0.0005847764422802437,3.2196302493809132,1.9216960254345503,0.004302281845308453,0.1984840906663505
39,64,20,30,30,pc_euler,euler,forward,0.05414619348474982,0.8528241845664281,0.053244400223616435,0.9,0.10182975338106603,0.1037037037037037,0.9,0.1037037037037037,0.26324655250352846,0.2626266637580225,-0.0006198887455059615,3.2200370954356097,1.938740563678325,0.004388865260153134,0.2004369103657828
40,64,20,30,30,pc_euler,euler,forward,0.05381566615897849,0.8560063643595863,0.05291932547447779,0.9,0.10182975338106603,0.1037037037037037,0.9,0.1037037037037037,0.26131457647668715,0.2607871338507888,-0.0005274426258983431,3.220445546619032,1.9556743972764743,0.004459557028614163,0.20156573841352873
41,64,20,30,30,pc_euler,euler,forward,0.053496424622172314,0.8536197295147175,0.05259571999736077,0.9037037037037037,0.10182975338106603,0.1037037037037037,0.9037037037037037,0.1037037037037037,0.2601597505408721,0.259569187592152,-0.0005905629487201539,3.220838906753311,1.9721396226543069,0.004534535023073528,0.20391793205740624
42,64,20,30,30,pc_euler,euler,forward,0.05318382828438063,0.8575974542561655,0.05227933603075108,0.9074074074074074,0.10182975338106603,0.1037037037037037,0.9074074074074074,0.1037037037037037,0.25825601752948024,0.2576058570917754,-0.0006501604377048386,3.221239634296569,1.9886511252623682,0.00457564661075117,0.20437797018921897
43,64,20,30,30,pc_euler,euler,forward,0.052881933477134144,0.858392999204455,0.051975535722183476,0.9037037037037037,0.10182975338106603,0.1037037037037037,0.9037037037037037,0.1037037037037037,0.25607445518581884,0.25556214318588244,-0.0005123119999364031,3.2216358944466568,2.004849888628271,0.0046462015996846006,0.20640136239543574
44,64,20,30,30,pc_euler,euler,forward,0.05258433555727465,0.8615751789976134,0.05166596564893033,0.9037037037037037,0.10182975338106603,0.1037037037037037,0.9037037037037037,0.1037037037037037,0.25481035011383135,0.2542351680470866,-0.0005751820667446686,3.2220292395536108,2.020941430125331,0.004735747830923748,0.20749070748655873
45,64,20,30,30,pc_euler,euler,forward,0.052296159721756545,0.863961813842482,0.0513872034363118,0.9037037037037037,0.10182975338106603,0.1037037037037037,0.9037037037037037,0.1037037037037037,0.2534082596833193,0.25280475796844154,-0.0006035017148777564,3.2224175646739233,2.0367913237291977,0.004803316710644392,0.208780980483841
46,64,20,30,30,pc_euler,euler,forward,0.05201247382280301,0.8655529037390612,0.05110330679018154,0.9074074074074074,0.10182975338106603,0.1037037037037037,0.9074074074074074,0.1037037037037037,0.25136346868554427,0.2508102345728871,-0.0005532341126571708,3.2228126031630255,2.0525671845272004,0.00484229018065574,0.20960830361483854
47,64,20,30,30,pc_euler,euler,forward,0.05173932800435455,0.8687350835322196,0.05083633105840444,0.9148148148148149,0.10182975338106603,0.1037037037037037,0.9148148148148149,0.1037037037037037,0.2504022692918709,0.2497902351860218,-0.0006120341058490922,3.2232028638855983,2.0681312749571834,0.004876278223707853,0.21064390170285335
48,64,20,30,30,pc_euler,euler,forward,0.05147014380264713,0.8695306284805091,0.05056198441953986,0.9148148148148149,0.10182975338106603,0.1037037037037037,0.9148148148148149,0.1037037037037037,0.24927521188270943,0.2486837804473864,-0.0005914314353230282,3.223582356171652,2.0833914210580495,0.0049559108050062405,0.2122587174674654
49,64,20,30,30,pc_euler,euler,forward,0.05120853580895223,0.8735083532219571,0.050305711218195465,0.9074074074074074,0.10182975338106603,0.1037037037037037,0.9074074074074074,0.1037037037037037,0.2472298507319136,0.24667048136437536,-0.0005593693675382705,3.2239669927030135,2.0986398142101836,0.005013865998852141,0.21269459778514982
50,64,20,30,30,pc_euler,euler,forward,0.050953076891476184,0.8750994431185362,0.05005159789557838,0.9222222222222223,0.10182975338106603,0.1037037037037037,0.9222222222222223,0.1037037037037037,0.24600082434223527,0.24543178041615513,-0.0005690439260801191,3.224348590871714,2.113653157466228,0.0050685236315510035,0.21409760744429449
51,64,20,30,30,pc_euler,euler,forward,0.050702480772400305,0.8774860779634049,0.049796684648301774,0.9185185185185185,0.10182975338106603,0.1037037037037037,0.9185185185185185,0.1037037037037037,0.24447081943938467,0.2439170961347398,-0.0005537233046448861,3.224727530926102,2.128472336979797,0.005155156203863561,0.21571192123470959
52,64,20,30,30,pc_euler,euler,forward,0.050459611573908145,0.8766905330151153,0.049556448677785254,0.9185185185185185,0.10182975338106603,0.1037037037037037,0.9185185185185185,0.1037037037037037,0.2429047732150582,0.24234207566967428,-0.0005626975453839084,3.225111120769987,2.1432456514248592,0.005205935465545673,0.21710780438502258
53,64,20,30,30,pc_euler,euler,forward,0.05021819192641834,0.8782816229116945,0.0493162565720622,0.9185185185185185,0.10182975338106603,0.1037037037037037,0.9185185185185185,0.1037037037037037,0.2418599518557693,0.24138204442324823,-0.00047790743252108385,3.2254854915983446,2.1577583522115416,0.005300167230528621,0.21854649612342458
54,64,20,30,30,pc_euler,euler,forward,0.04998262278206459,0.8798727128082736,0.049078577339214655,0.9148148148148149,0.10182975338106603,0.1037037037037037,0.9148148148148149,0.1037037037037037,0.24083899416179388,0.24029334177463385,-0.0005456523871600422,3.225860330924346,2.1722388633040786,0.005359493106770657,0.21892429610579553
55,64,20,30,30,pc_euler,euler,forward,0.049755215611207645,0.8774860779634049,0.048863721196732844,0.9148148148148149,0.10182975338106603,0.1037037037037037,0.9148148148148149,0.1037037037037037,0.23928197511735597,0.23879941164005863,-0.0004825634772972445,3.226231139676366,2.1864963438087703,0.005442717232277498,0.22017300185702338
56,64,20,30,30,pc_euler,euler,forward,0.04953149750311169,0.8798727128082736,0.04862943437847314,0.9148148148148149,0.10182975338106603,0.1037037037037037,0.9148148148148149,0.1037037037037037,0.23774668558640574,0.23717028719962568,-0.0005763983867800582,3.2266055021807283,2.20069016518398,0.005496037415854071,0.2210877948935733
57,64,20,30,30,pc_euler,euler,forward,0.04931098407847513,0.8798727128082736,0.04840835062288126,0.9148148148148149,0.10182975338106603,0.1037037037037037,0.9148148148148149,0.1037037037037037,0.2366021871972591,0.23604442221845354,-0.0005577649788055361,3.2269702380827887,2.214583817712736,0.005600563992014936,0.22321371453365071
58,64,20,30,30,pc_euler,euler,forward,0.049099249397725996,0.8822593476531424,0.048195318020628784,0.9148148148148149,0.10182975338106603,0.1037037037037037,0.9148148148148149,0.1037037037037037,0.23560382169880612,0.23500604365299277,-0.0005977780458134005,3.2273361354331906,2.228475597507256,0.00568159700491554,0.2241730752398713
59,64,20,30,30,pc_euler,euler,forward,0.04888581243309834,0.883054892601432,0.047989571495093995,0.9148148148148149,0.10182975338106603,0.1037037037037037,0.9148148148148149,0.1037037037037037,0.2347468866681654,0.23420334405828078,-0.0005435426098845897,3.227692212553717,2.2421161761469333,0.005745331738064324,0.22499482974327903
60,64,20,30,30,pc_euler,euler,forward,0.04867809622954816,0.8846459824980112,0.04778949831211021,0.9148148148148149,0.10182975338106603,0.1037037037037037,0.9148148148148149,0.1037037037037037,0.23360830796755297,0.23310041085880795,-0.0005078971087450381,3.2280540945423537,2.255766337371034,0.0057699412453164674,0.22517853682209335
