epoch,train_steps,pre_update_energy,post_update_energy,energy_delta,trace_saved,weight_norm_l1,weight_norm_l2,bias_norm_l1,bias_norm_l2,mse,baseline_mse
36,30,0.15343612135844312,0.15079409458204895,-0.002642026776394163,False,0.4752450773005691,0.47532083856354945,5.826374519525668e-19,1.0564465968698752e-17,0.3187616538537266,0.484375
37,30,0.15079409458204895,0.1482447613040711,-0.00254933327797785,False,0.4757364681705637,0.4799258672162621,5.710620960923461e-19,1.1188966420050403e-17,0.3137099786617664,0.484375
38,30,0.1482447613040711,0.1457852795861733,-0.00245948171789781,False,0.4762359065531607,0.48455174269480267,5.769968141700932e-19,1.1813466871402054e-17,0.3088421034193276,0.484375
39,30,0.1457852795861733,0.14341287261713812,-0.002372406969035179,False,0.47674257601902853,0.489190838461955,5.838735914858883e-19,1.1813466871402054e-17,0.30415200814211996,0.484375
40,30,0.14341287261713812,0.1411248280282829,-0.0022880445888552037,False,0.47725569784101013,0.4938361191846489,6.037024813205385e-19,1.2125717097077879e-17,0.29963385400004156,0.484375
41,30,0.1411248280282829,0.1389184972231835,-0.00220633080509941,False,0.477774529845597,0.4984811061657979,6.226727976955482e-19,1.2125717097077879e-17,0.2952819767262331,0.484375
42,30,0.1389184972231835,0.13679129471506943,-0.0021272025081140733,False,0.4782983652746705,0.503119843749765,6.282567425686293e-19,1.2542050731312313e-17,0.2910908804796484,0.484375
43,30,0.13679129471506943,0.13474069746607076,-0.00205059724899867,False,0.47882653165902167,0.5077468668895571,6.278848626810097e-19,1.2854300956988138e-17,0.28705523211961537,0.484375
44,30,0.13474069746607076,0.1327642442232796,-0.001976453242791165,False,0.47935838970505157,0.5123571700092616,5.68514153549185e-19,1.3166551182663963e-17,0.28316985585409793,0.484375
45,30,0.1327642442232796,0.1308595348473273,-0.0019047093759523015,False,0.479893332195945,0.5169461772502025,6.0437827259484945e-19,1.327063459122257e-17,0.2794297282264345,0.484375
46,30,0.1308595348473273,0.12902422962987609,-0.0018353052174512052,False,0.48043078290850894,0.5215097141525787,6.58242752894508e-19,1.3478801408339787e-17,0.27582997340821724,0.484375
47,30,0.12902422962987609,0.12725604859707043,-0.0017681810328056546,False,0.48097019554675846,0.52604398079483,6.973943961872377e-19,1.3686968225457004e-17,0.2723658587687035,0.484375
48,30,0.12725604859707043,0.12555277079659813,-0.0017032778004723026,False,0.48151105269323424,0.5305455263895693,6.853574458884326e-19,1.389513504257422e-17,0.26903279069370745,0.484375
49,30,0.12555277079659813,0.12391223356656249,-0.0016405372300356408,False,0.4820528647789355,0.5350112253166976,6.387603059545464e-19,1.4311468676808655e-17,0.2658263106293204,0.484375
50,30,0.12391223356656249,0.12233233178487456,-0.0015799017816879313,False,0.4825951690726566,0.5394382545603938,6.323176998988499e-19,1.451963549392587e-17,0.26274209132805293,0.484375
51,30,0.12233233178487456,0.12081101709833207,-0.0015213146865424854,False,0.48313752869042154,0.5438240725063408,6.203483311790387e-19,1.4311468676808655e-17,0.25977593327708637,0.484375
52,30,0.12081101709833207,0.1193462971309653,-0.0014647199673667732,False,0.48367953162562327,0.548166399048138,6.759460841090661e-19,1.410330185969144e-17,0.25692376129026767,0.484375
53,30,0.1193462971309653,0.11793623467159788,-0.0014100624593674227,False,0.48422078980038563,0.5524631969468199,6.699932716064198e-19,1.410330185969144e-17,0.2541816212472955,0.484375
54,30,0.11793623467159788,0.11657894684089637,-0.0013572878307015063,False,0.4847609381385874,0.5567126543842889,6.76842363801877e-19,1.4311468676808655e-17,0.25154567696521846,0.484375
55,30,0.11657894684089637,0.11527260423846636,-0.0013063426024300107,False,0.48529963366090595,0.5609131686498761,6.171126871366222e-19,1.4311468676808655e-17,0.24901220718891678,0.484375
56,30,0.11527260423846636,0.11401543007080076,-0.0012571741676656034,False,0.4858365546021664,0.5650633308988448,6.088703496321008e-19,1.410330185969144e-17,0.24657760268866455,0.484375
57,30,0.11401543007080076,0.11280569926109378,-0.0012097308097069742,False,0.4863713995512116,0.5691619119221716,6.227896269216111e-19,1.4311468676808655e-17,0.24423836345418273,0.484375
58,30,0.11280569926109378,0.11164173754211272,-0.0011639617189810603,False,0.48690388661343986,0.5732078488681674,6.391527027868843e-19,1.410330185969144e-17,0.24199109597579305,0.484375
59,30,0.11164173754211272,0.11052192053346246,-0.0011198170086502562,False,0.48743375259609795,0.57720023285824,6.257743799957743e-19,1.4311468676808655e-17,0.23983251060438246,0.484375
60,30,0.11052192053346246,0.10944467280469533,-0.0010772477287671334,False,0.4879607522163571,0.5811382974412085,5.667810543399564e-19,1.4311468676808655e-17,0.23775941898288966,0.484375
61,30,0.10944467280469533,0.10840846692580755,-0.0010362058788877804,False,0.4884846573321452,0.585021407832954,5.8635686984969035e-19,1.451963549392587e-17,0.2357687315429316,0.484375
62,30,0.10840846692580755,0.10741182250672934,-0.0009966444190782076,False,0.48900525619565904,0.5888490508907049,5.718807110906876e-19,1.4311468676808655e-17,0.23385745506101485,0.484375
63,30,0.10741182250672934,0.1064533052274596,-0.0009585172792697383,False,0.4895223527294332,0.5926208257738739,5.613076228691474e-19,1.451963549392587e-17,0.23202269026951716,0.484375
64,30,0.1064533052274596,0.10553152586052014,-0.0009217793669394625,False,0.49003576582479846,0.5963364352459919,5.607975103097011e-19,1.451963549392587e-17,0.23026162951829438,0.484375
65,30,0.10553152586052014,0.10464513928741118,-0.000886386573108966,False,0.49054532866252515,0.599995677574913,5.784007865969155e-19,1.451963549392587e-17,0.2285715544833669,0.484375
66,30,0.10464513928741118,0.10379284351074163,-0.000852295776669551,False,0.49105088805540853,0.6035984389910242,5.75866694464406e-19,1.4311468676808655e-17,0.22694983391967305,0.484375
67,30,0.10379284351074163,0.10297337866368503,-0.0008194648470565974,False,0.4915523038125225,0.607144686665695,5.780565257575917e-19,1.4311468676808655e-17,0.22539392145535406,0.484375
68,30,0.10297337866368503,0.10218552601837885,-0.0007878526453061752,False,0.49204944812483803,0.6106344621746043,5.805947457969513e-19,1.4311468676808655e-17,0.22390135342545284,0.484375
69,30,0.10218552601837885,0.10142810699484073,-0.0007574190235381251,False,0.4925422049718751,0.614067875412873,5.801486217646122e-19,1.410330185969144e-17,0.22246974674328146,0.484375
70,30,0.10142810699484073,0.10069998217192318,-0.0007281248229175502,False,0.49303046954903545,0.6174450989311284,5.607905893530884e-19,1.410330185969144e-17,0.221096796808033,0.484375
71,30,0.10069998217192318,0.10000005030176924,-0.0006999318701539359,False,0.4935141477152417,0.6207663626636875,6.090354999246015e-19,1.3895135042574224e-17,0.2197802754474973,0.484375
72,30,0.10000005030176924,0.09932724732916594,-0.0006728029726033036,False,0.49399315546048883,0.6240319490220072,5.6305858032474955e-19,1.3686968225457007e-17,0.21851802889498134,0.484375
73,30,0.09932724732916594,0.09868054541712375,-0.0006467019120421913,False,0.4944674183929013,0.6272421883283863,5.836291448496927e-19,1.3895135042574224e-17,0.21730797579974478,0.484375
74,30,0.09868054541712375,0.09805895197993673,-0.0006215934371870124,False,0.4949368712448743,0.6303974545666267,6.029155410238608e-19,1.431146867680866e-17,0.21614810527043715,0.484375
75,30,0.09805895197993673,0.0974615087249029,-0.0005974432550338304,False,0.4954014573978644,0.6334981614279823,5.822193384569994e-19,1.431146867680866e-17,0.2150364749511707,0.484375
76,30,0.0974615087249029,0.09688729070380693,-0.0005742180210959735,False,0.49586112842538993,0.6365447586322247,5.863680102092892e-19,1.4103301859691443e-17,0.2139712091299875,0.484375
77,30,0.09688729070380693,0.09633540537519028,-0.0005518853286166497,False,0.49631584365379117,0.6395377285050716,5.9477928557083785e-19,1.3895135042574228e-17,0.2129504968795783,0.484375
78,30,0.09633540537519028,0.09580499167835445,-0.0005304136968358325,False,0.49676556974029557,0.6424775827945278,5.760556452550822e-19,1.368696822545701e-17,0.21197259023019033,0.484375
79,30,0.09580499167835445,0.09529521911996783,-0.0005097725583866203,False,0.49721028026792896,0.6453648597099165,5.6068208922494e-19,1.368696822545701e-17,0.21103580237472366,0.484375
80,30,0.09529521911996783,0.09480528687406671,-0.0004899322459011174,True,0.4976499553568145,0.6482001211685087,5.569432818027209e-19,1.368696822545701e-17,0.21013850590606106,0.484375
