epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_main_traj_contract_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
11,hybrid,0.1,0.5,0.2,0.1,4.146791398479731e-06,3.216969748376505e-06,2.195076846965551e-06,1.021892901410954e-06,6.945552487262144e-06,1.2119858466368018e-06,3.039237964798268e-07,2.352664013770108e-07,0.43472940178423114,0.43661929465551613,-6.493673781621245e-05,-3.3192573791165545e-07,0.43661769950331164,-6.653189002070459e-05,-3.386322435716606e-07,0.25925925925925924,0.08733684627866646
12,hybrid,0.1,0.5,0.2,0.1,4.081268510276081e-06,3.167883480389454e-06,2.154793458478323e-06,1.0130900219111307e-06,6.8236435608971805e-06,1.1884842406866946e-06,3.037296487367158e-07,2.3102067379690778e-07,0.43346825876968353,0.4354166952669917,-6.577341680269466e-05,-3.3472519613288155e-07,0.4354147003702515,-6.776831354293744e-05,-3.4357195522586345e-07,0.26296296296296295,0.08709649373675889
13,hybrid,0.1,0.5,0.2,0.1,4.023493116915485e-06,3.123989647613634e-06,2.1184264759460023e-06,1.005563171667632e-06,6.721016513038399e-06,1.1684600680869125e-06,3.0355298549818716e-07,2.2740181799801023e-07,0.43240217158371574,0.43425686549820247,-6.688754134370756e-05,-3.3882162761274346e-07,0.43425451763604705,-6.923540349912383e-05,-3.495186939730466e-07,0.28888888888888886,0.08686475060790923
14,hybrid,0.1,0.5,0.2,0.1,3.971395706028627e-06,3.0864524594523326e-06,2.0848334501914993e-06,1.0016190092608337e-06,6.612605575357703e-06,1.148299474862566e-06,3.033711405424556e-07,2.2368268904052305e-07,0.43115463959696676,0.4331293509726596,-6.773001917342869e-05,-3.4134033226917754e-07,0.43312667995178067,-7.040104005234804e-05,-3.5369286347696144e-07,0.2962962962962963,0.0866394161983666
15,hybrid,0.1,0.5,0.2,0.1,3.917150155336774e-06,3.046351272368095e-06,2.051879511316187e-06,9.944717610519084e-07,6.50745781993113e-06,1.128468026757378e-06,3.0318825982645993e-07,2.2005310097556462e-07,0.4299539036645802,0.4320187647598528,-6.889387998781915e-05,-3.4532646198587357e-07,0.43201596368641043,-7.169495343017918e-05,-3.583319134018456e-07,0.3148148148148148,0.08641753172796812
16,hybrid,0.1,0.5,0.2,0.1,3.866875251129792e-06,3.0089371371646683e-06,2.0206197641056956e-06,9.883173730589731e-07,6.411817889863553e-06,1.1104531277749895e-06,3.030187948814456e-07,2.1675632497876798e-07,0.42889723995355766,0.4309292167624541,-7.024017055506926e-05,-3.5011701181821204e-07,0.4309263099035097,-7.314702949945406e-05,-3.6360286836527875e-07,0.32592592592592595,0.08619989138660183
17,hybrid,0.1,0.5,0.2,0.1,3.8171522883900385e-06,2.9728148638403625e-06,1.990020207401108e-06,9.827946564392542e-07,6.310595260534152e-06,1.0916431958894536e-06,3.028438031678385e-07,2.1327789849626044e-07,0.4277628961899972,0.42985215994778164,-7.186481473414608e-05,-3.561361029539884e-07,0.4298491864646065,-7.483829790927432e-05,-3.699062437712789e-07,0.32592592592592595,0.08598480495250316
18,hybrid,0.1,0.5,0.2,0.1,3.771841320927048e-06,2.9397674398509e-06,1.962571588766125e-06,9.771958510847757e-07,6.218892738425098e-06,1.07499025298565e-06,3.0267424945484156e-07,2.101846072336374e-07,0.42666195499693343,0.4287920611798978,-7.34914715542212e-05,-3.619981442727388e-07,0.42878924141037233,-7.631124107970733e-05,-3.749153976542502e-07,0.32592592592592595,0.08577311053029041
19,hybrid,0.1,0.5,0.2,0.1,3.7281095658547174e-06,2.9073479797424093e-06,1.9360772750389193e-06,9.712707047034898e-07,6.134923902761115e-06,1.0591501977763714e-06,3.0251610702366276e-07,2.072691958361971e-07,0.42557926429480625,0.4277429721851891,-7.541433534213882e-05,-3.6918951088794894e-07,0.42774015369662954,-7.823282390168051e-05,-3.8201549650397973e-07,0.3333333333333333,0.08556367730410624
20,hybrid,0.1,0.5,0.2,0.1,3.6861805360385528e-06,2.877113407263944e-06,1.910246189747734e-06,9.668672175162096e-07,6.047424903676933e-06,1.0432465808965192e-06,3.023534243452555e-07,2.043246384069161e-07,0.42455282070741207,0.4267039321554367,-7.757086867982155e-05,-3.7734179238622305e-07,0.42670126303942363,-8.023998469292026e-05,-3.8935523794479936e-07,0.337037037037037,0.08535630060482331
21,hybrid,0.1,0.5,0.2,0.1,3.6438138213251897e-06,2.846570638562146e-06,1.8851965547072951e-06,9.613740838548506e-07,5.959125765617587e-06,1.0272920589121843e-06,3.021915744316053e-07,2.013306062012854e-07,0.42341022840633497,0.4256742477739344,-7.979563727339434e-05,-3.856178060187361e-07,0.4256717327950527,-8.231061615510127e-05,-3.9679883392305633e-07,0.35185185185185186,0.08515080868224156
22,hybrid,0.1,0.5,0.2,0.1,3.6055519261380453e-06,2.8186665062720823e-06,1.8620526409954893e-06,9.566138652765926e-07,5.881920013526266e-06,1.0131108669729962e-06,3.02039933467523e-07,1.986934185133372e-07,0.42245422152353546,0.42465329777837035,-8.216852825587706e-05,-3.9444072716260663e-07,0.4246509501363038,-8.451617032245728e-05,-4.047418823864882e-07,0.36666666666666664,0.08494709326132524
23,hybrid,0.1,0.5,0.2,0.1,3.573604616663254e-06,2.796031235392132e-06,1.8432656533681413e-06,9.527655820239908e-07,5.8121586112733756e-06,1.000820275630028e-06,3.0189273813243555e-07,1.9635752014378482e-07,0.4214227510280214,0.4236476345441358,-8.464711791145163e-05,-4.036737104230639e-07,0.4236453841690504,-8.689749299684024e-05,-4.1344152812712695e-07,0.3814814814814815,0.08474645633240946
24,hybrid,0.1,0.5,0.2,0.1,3.5397419283678586e-06,2.770673797930696e-06,1.8218534217579033e-06,9.488203761727927e-07,5.748849277168694e-06,9.891316026887397e-07,3.0175906825434417e-07,1.9418320272029326e-07,0.42039858011072245,0.42265547939300935,-8.700911285181023e-05,-4.1216830449692147e-07,0.4226533185020073,-8.917000385383345e-05,-4.2143392306050295e-07,0.4,0.08454849770117223
25,hybrid,0.1,0.5,0.2,0.1,3.503160006791463e-06,2.7449861563809913e-06,1.8017649506427307e-06,9.432212057382607e-07,5.667079935411532e-06,9.747180523418547e-07,3.0160349234417507e-07,1.914658568693186e-07,0.41924721116744657,0.421669248090413,-8.968592952462995e-05,-4.219620296213721e-07,0.4216672870659154,-9.164695402225087e-05,-4.3019835521777025e-07,0.4222222222222222,0.08435178680398753
26,hybrid,0.1,0.5,0.2,0.1,3.474179129728266e-06,2.722953169789691e-06,1.783618146580031e-06,9.3933502320966e-07,5.615767589216159e-06,9.650708200656742e-07,3.01480557866628e-07,1.896492010169601e-07,0.4184557606293485,0.4206966084650766,-9.250462627202749e-05,-4.3233035046068963e-07,0.42069466399940475,-9.444909194389339e-05,-4.4038649434823343e-07,0.45185185185185184,0.08415782261826972
27,hybrid,0.1,0.5,0.2,0.1,3.442256174269857e-06,2.700826590503088e-06,1.7649020164846747e-06,9.359245740184133e-07,5.542057036182016e-06,9.522151234730294e-07,3.0133437326642357e-07,1.8722388014856772e-07,0.41734382476313464,0.4197250242659162,-9.537085049388105e-05,-4.426469719920594e-07,0.4197232357868041,-9.715932960596696e-05,-4.49931212748129e-07,0.46296296296296297,0.08396407902328201
28,hybrid,0.1,0.5,0.2,0.1,3.415337923119857e-06,2.6822048283489476e-06,1.7501726273847777e-06,9.320322009641698e-07,5.479527776316381e-06,9.416319705782794e-07,3.012030523763657e-07,1.8518031713927102e-07,0.41631919946351575,0.4187736986626867,-9.804095484888808e-05,-4.5191164618977177e-07,0.4187719985459853,-9.974107155030776e-05,-4.587122862420882e-07,0.4703703703703704,0.08377434792350712
29,hybrid,0.1,0.5,0.2,0.1,3.385909007467123e-06,2.661461721671001e-06,1.7336492027811513e-06,9.278125188898499e-07,5.4144951631816665e-06,9.301528746724033e-07,3.0106370803050036e-07,1.8299776947795413e-07,0.4153811814745557,0.4178281602613189,-0.00010098316167717059,-4.6226384494397707e-07,0.4178266580956315,-0.00010248532736456539,-4.680734822612334e-07,0.4777777777777778,0.08358582868459923
30,hybrid,0.1,0.5,0.2,0.1,3.359274311811314e-06,2.6425764777190285e-06,1.7186530623744878e-06,9.239234153445407e-07,5.356419949232736e-06,9.19954534757614e-07,3.009303004519159e-07,1.81055839169012e-07,0.4144328450755819,0.4168942287560843,-0.0001042370627689082,-4.739043892906911e-07,0.41689299952835346,-0.00010546629049973388,-4.784019095832148e-07,0.48148148148148145,0.08339969316377063
31,hybrid,0.1,0.5,0.2,0.1,3.335983868896864e-06,2.626125677255967e-06,1.7044677696886905e-06,9.216579075672763e-07,5.305063358586491e-06,9.112270430410453e-07,3.0081499861960347e-07,1.7935185578224782e-07,0.4134235476356013,0.4159653932153645,-0.00010719314629953347,-4.839633527819749e-07,0.41596428259204415,-0.00010830376961989963,-4.878787555850873e-07,0.48518518518518516,0.08321451727233281
32,hybrid,0.1,0.5,0.2,0.1,3.3086818923966894e-06,2.605875461759314e-06,1.6897076845487927e-06,9.161677772105214e-07,5.252510284193665e-06,9.015641929024402e-07,3.0069525491953164e-07,1.7755540221800855e-07,0.41256472852976334,0.4150459802761292,-0.00011053159647600452,-4.956628981596107e-07,0.4150450036624762,-0.00011150821012900769,-4.989208349365486e-07,0.5037037037037037,0.08303130237452105
33,hybrid,0.1,0.5,0.2,0.1,3.2872218415713495e-06,2.5912544974064357e-06,1.6777984746123047e-06,9.134560227941309e-07,5.201203287044047e-06,8.928857781306261e-07,3.0056979269421654e-07,1.758470154605087e-07,0.4115553072726527,0.41413091904444727,-0.00011402707516600108,-5.078611001397204e-07,0.41413014064177867,-0.00011480547783460082,-5.102005276419431e-07,0.5148148148148148,0.08284898922392266
34,hybrid,0.1,0.5,0.2,0.1,3.264465506224954e-06,2.57563746201275e-06,1.6650013280913378e-06,9.106361339214123e-07,5.147397573227936e-06,8.836836672814587e-07,3.0044490043998385e-07,1.7408828688941072e-07,0.41068502927241096,0.41322943134741924,-0.00011754142506342768,-5.199993023523872e-07,0.4132288996735003,-0.00011807309898237417,-5.212010240904035e-07,0.5185185185185185,0.08266939455449654
35,hybrid,0.1,0.5,0.2,0.1,3.2460449881564115e-06,2.562585199443607e-06,1.6544250622819725e-06,9.081601371616346e-07,5.10702259993673e-06,8.76984081904159e-07,3.003432494591222e-07,1.7275752871913158e-07,0.40967998289312424,0.41233845616082426,-0.00012079896019617786,-5.307857372275574e-07,0.4123379745276645,-0.00012128059335592134,-5.317353202491197e-07,0.5185185185185185,0.08249185102420409
36,hybrid,0.1,0.5,0.2,0.1,3.2224345953924927e-06,2.545612602356045e-06,1.6422689644573294e-06,9.033436378987153e-07,5.057246300777709e-06,8.682537983779364e-07,3.002275646657482e-07,1.710973629586768e-07,0.4087906966240779,0.41145411149853656,-0.0001241786177763604,-5.419652377783844e-07,0.41145362645542155,-0.0001246636608913665,-5.428970995606487e-07,0.5185185185185185,0.08231565802326259
37,hybrid,0.1,0.5,0.2,0.1,3.2030966776835475e-06,2.5321772505109052e-06,1.630607465198924e-06,9.01569785311981e-07,5.013093945002584e-06,8.605011721361786e-07,3.0011730202319184e-07,1.6961003267238458e-07,0.4079768924710563,0.4105745751437078,-0.00012773159497836417,-5.538055605624082e-07,0.41057414098168027,-0.00012816575700591581,-5.545027226840603e-07,0.5222222222222223,0.08214046134773724
38,hybrid,0.1,0.5,0.2,0.1,3.1831931529947445e-06,2.5174839925413417e-06,1.6197466181918746e-06,8.97737374349467e-07,4.9741273289163765e-06,8.537183610183442e-07,3.000121613999276e-07,1.682964275617648e-07,0.4071359100248578,0.4097065789842562,-0.00013147349143727283,-5.663145397006219e-07,0.40970625232183266,-0.00013180015386082822,-5.665032806885756e-07,0.5370370370370371,0.0819676104951387
39,hybrid,0.1,0.5,0.2,0.1,3.1680299408977823e-06,2.5081332346422477e-06,1.612552977284316e-06,8.955802573579315e-07,4.929882120736384e-06,8.467338147722949e-07,2.998968604309386e-07,1.669084941818962e-07,0.4062291266754962,0.4088484071853838,-0.00013523877205168233,-5.788604484920459e-07,0.40884822856393904,-0.00013541739349642867,-5.783823734970624e-07,0.5333333333333333,0.08179672919148709
40,hybrid,0.1,0.5,0.2,0.1,3.151213914430136e-06,2.4965985158500223e-06,1.6030980271814788e-06,8.935004886685435e-07,4.89016877315228e-06,8.401571271121152e-07,2.9979542627411013e-07,1.655985212648856e-07,0.4052661183459663,0.4079968680492587,-0.0001388511080555599,-5.905236414864741e-07,0.4079966965523427,-0.0001390226049715615,-5.899923334123046e-07,0.5407407407407407,0.08162714383146286
41,hybrid,0.1,0.5,0.2,0.1,3.1361372683810247e-06,2.485793269575249e-06,1.594909768993078e-06,8.908835005821711e-07,4.8581364058140376e-06,8.347743367336638e-07,2.997038022323013e-07,1.645303582243721e-07,0.40434896583395163,0.40715306138071494,-0.00014258481755574648,-6.025313611421172e-07,0.40715293489064214,-0.00014271130762855133,-6.018008561282158e-07,0.5444444444444444,0.08145912923965413
42,hybrid,0.1,0.5,0.2,0.1,3.11699093205857e-06,2.4731068839872624e-06,1.5860981192520628e-06,8.870087647351994e-07,4.809283892692785e-06,8.266818587397354e-07,2.9958504071240734e-07,1.6295565880202873e-07,0.40350963198678763,0.40631740446593007,-0.00014657672596779525,-6.155308104515897e-07,0.40631751464306765,-0.00014646654883021526,-6.137985263493214e-07,0.5444444444444444,0.08129279623837957
43,hybrid,0.1,0.5,0.2,0.1,3.1007484264097034e-06,2.4604750727695436e-06,1.5764030858638139e-06,8.840719869057298e-07,4.7825384469595006e-06,8.216225682146866e-07,2.9949999665601827e-07,1.6201950894420984e-07,0.40278156124658493,0.4054882660208849,-0.00015056721851253174,-6.284292745909392e-07,0.40548849191183156,-0.0001503413275658616,-6.261871486199964e-07,0.5444444444444444,0.08112776664787949
44,hybrid,0.1,0.5,0.2,0.1,3.0874442562558293e-06,2.452153743469796e-06,1.5698439495403275e-06,8.823097939294687e-07,4.744887375869696e-06,8.156339418543179e-07,2.9939757087852486e-07,1.6080177519906327e-07,0.4017809059468503,0.40466346241734935,-0.00015455124135776988,-6.411065479412694e-07,0.4046637770812116,-0.00015423657749552566,-6.384855459726127e-07,0.5444444444444444,0.08096360273174143
45,hybrid,0.1,0.5,0.2,0.1,3.0712693243349586e-06,2.4410258366531968e-06,1.561652252636769e-06,8.79373584016428e-07,4.706719239268371e-06,8.094714677939512e-07,2.99290332455038e-07,1.595715637549252e-07,0.4010582960005789,0.4038489071690599,-0.00015882908514119887,-6.549119698671068e-07,0.4038495223388286,-0.00015821391537251817,-6.510566139598353e-07,0.5518518518518518,0.08080154725084022
46,hybrid,0.1,0.5,0.2,0.1,3.0590991390232375e-06,2.432420250781261e-06,1.5546272547720067e-06,8.777929960092549e-07,4.6800295124596395e-06,8.049058962357916e-07,2.992117507973087e-07,1.5867593699601198e-07,0.40017194919779514,0.4030415209957512,-0.0001627315512259253,-6.670248124238023e-07,0.4030421134621804,-0.00016213908479673078,-6.632468652719077e-07,0.5518518518518518,0.08064085050939541
47,hybrid,0.1,0.5,0.2,0.1,3.04954563317165e-06,2.4257978138679925e-06,1.5506462483086909e-06,8.751515655593018e-07,4.657982098648356e-06,8.013866730210685e-07,2.991293352640467e-07,1.5794960943882203e-07,0.39940517892036453,0.4022410411578569,-0.00016689470589809074,-6.80084514785009e-07,0.4022416336484346,-0.0001663022153203797,-6.763250683805978e-07,0.5592592592592592,0.080481587172751
48,hybrid,0.1,0.5,0.2,0.1,3.0337396188664e-06,2.4156171144877333e-06,1.5429780534858882e-06,8.726390610018446e-07,4.615191858579402e-06,7.945039996559904e-07,2.9901747278410065e-07,1.566033185207271e-07,0.39855176574487916,0.40145141761683295,-0.00017118099012330967,-6.936142743415588e-07,0.40145225244538785,-0.0001703461615684132,-6.888541372921623e-07,0.5592592592592592,0.08032451972139126
49,hybrid,0.1,0.5,0.2,0.1,3.0217654938804443e-06,2.4067596944791167e-06,1.5364327149547263e-06,8.703269795243901e-07,4.59185969330333e-06,7.905223519914669e-07,2.9894306848540167e-07,1.5581983007099422e-07,0.397799345076836,0.4006712739860588,-0.00017542355956268185,-7.068118824412164e-07,0.4006722899907031,-0.00017440755491837656,-7.013120694174594e-07,0.5592592592592592,0.08016933950912429
50,hybrid,0.1,0.5,0.2,0.1,3.0087071118163913e-06,2.397881091623042e-06,1.5298805923546307e-06,8.680004992684112e-07,4.560265262206462e-06,7.853910281623268e-07,2.9884929113969233e-07,1.5479949397270325e-07,0.39698121839141637,0.3998939496555685,-0.00017975538069586738,-7.202724782731055e-07,0.3998950610767916,-0.00017864395947275735,-7.143762581356984e-07,0.562962962962963,0.08001474100725288
51,hybrid,0.1,0.5,0.2,0.1,2.997602660350037e-06,2.390326516597336e-06,1.5246965223281108e-06,8.65629994269225e-07,4.533652260152256e-06,7.80980971178574e-07,2.987646696123058e-07,1.5391091773747532e-07,0.3961629936704063,0.39912023309221073,-0.00018416276526139752,-7.338507857540977e-07,0.39912140623408776,-0.00018298962338436642,-7.27749483088447e-07,0.562962962962963,0.07986087917149443
52,hybrid,0.1,0.5,0.2,0.1,2.9864487718712296e-06,2.382534281580321e-06,1.5185748079769377e-06,8.639594736033832e-07,4.508218187355364e-06,7.768571781685702e-07,2.9867857402561744e-07,1.5309267155537222e-07,0.39538725486204795,0.39835450503361713,-0.00018867905250941064,-7.478645978223981e-07,0.39835590279777144,-0.00018728128835510116,-7.408843676962582e-07,0.5740740740740741,0.07970863681722531
53,hybrid,0.1,0.5,0.2,0.1,2.976279373224854e-06,2.375415635080575e-06,1.513606241846954e-06,8.618093932336215e-07,4.4852850710137344e-06,7.730537924426998e-07,2.986042150404516e-07,1.5233523104290549e-07,0.39468758626840195,0.3975968113562858,-0.0001930868499327998,-7.613275052920391e-07,0.3975982494596264,-0.00019164874659216569,-7.541988439807774e-07,0.5777777777777777,0.07955797964124373
54,hybrid,0.1,0.5,0.2,0.1,2.9672139425393644e-06,2.3696236445571405e-06,1.5101525195871825e-06,8.594711249699582e-07,4.46045565953289e-06,7.692555637345491e-07,2.985189840911404e-07,1.515447320289347e-07,0.3937947517665882,0.39684536854473584,-0.000197679491472591,-7.75364407661495e-07,0.39684699115927835,-0.0001960568769300841,-7.675284710185614e-07,0.5851851851851851,0.07940860960724169
55,hybrid,0.1,0.5,0.2,0.1,2.955890376254446e-06,2.3616836042927825e-06,1.504288945785042e-06,8.573946585077407e-07,4.434898594329774e-06,7.650462011154898e-07,2.984399363612609e-07,1.5071691252868595e-07,0.3930065213990474,0.3960998313520654,-0.00020209597007248004,-7.885743719810139e-07,0.3961014206905975,-0.00020050663154036474,-7.808827846091148e-07,0.5888888888888889,0.07926038546442757
56,hybrid,0.1,0.5,0.2,0.1,2.9491281291625767e-06,2.357624830730517e-06,1.5020183323347777e-06,8.556064983957396e-07,4.414309544192836e-06,7.620314893270645e-07,2.983637524864145e-07,1.5007234401277627e-07,0.39221290231947764,0.3953668400679171,-0.0002066356385588275,-8.022035992104044e-07,0.39536853216656753,-0.00020494353990840875,-7.941147787685543e-07,0.5925925925925926,0.07911469514129518
57,hybrid,0.1,0.5,0.2,0.1,2.9389372284354748e-06,2.35062734111987e-06,1.4970674545060905e-06,8.535598866137795e-07,4.3901495513955106e-06,7.581236512909644e-07,2.9827835284449333e-07,1.4929493217605366e-07,0.39145990302403255,0.3946323850290744,-0.00021109407361918908,-8.154274561571521e-07,0.3946341048990186,-0.0002093742036749502,-8.072415374400809e-07,0.5925925925925926,0.07896869582053871
58,hybrid,0.1,0.5,0.2,0.1,2.928090748518181e-06,2.343078086646084e-06,1.491876386423768e-06,8.512017002223159e-07,4.3654591729541365e-06,7.539092279376971e-07,2.982020328361455e-07,1.484667445766838e-07,0.39072915089850857,0.39389881867319465,-0.00021583253169521477,-8.2962736956758e-07,0.39390059805503014,-0.00021405314985972757,-8.212586606121054e-07,0.5925925925925926,0.07882293024097797
59,hybrid,0.1,0.5,0.2,0.1,2.9217237452426927e-06,2.3385560156475937e-06,1.4890295393258796e-06,8.495264763217139e-07,4.351384737033582e-06,7.51913755636864e-07,2.9813674750899417e-07,1.4802925589174086e-07,0.39007780053314406,0.39318277777078336,-0.0002204627512157331,-8.4327626332048e-07,0.3931846667685342,-0.00021857375346490127,-8.34493873829703e-07,0.5925925925925926,0.07868064810439981
60,hybrid,0.1,0.5,0.2,0.1,2.91395599666909e-06,2.3341228786799167e-06,1.4862417772189865e-06,8.478811014609305e-07,4.325956626573294e-06,7.480853501642805e-07,2.980488240245988e-07,1.472374553318436e-07,0.38922387143757603,0.39246734741350453,-0.00022520447671681154,-8.573540713826687e-07,0.39246935908611175,-0.0002231928041095954,-8.481793731952955e-07,0.5925925925925926,0.07853851037804427
61,hybrid,0.1,0.5,0.2,0.1,2.9054179871120213e-06,2.3274335047899937e-06,1.481674278451673e-06,8.457592263383208e-07,4.312208681016274e-06,7.455597841808139e-07,2.9799279911239833e-07,1.4676361422040026e-07,0.3885773955468105,0.3917637563253245,-0.00022991277686890133,-8.711964042383037e-07,0.3917658858938218,-0.00022778320837163468,-8.615772728645514e-07,0.5925925925925926,0.07839873382043869
62,hybrid,0.1,0.5,0.2,0.1,2.8960940351165197e-06,2.3212521472155736e-06,1.4775311571214947e-06,8.43720990094079e-07,4.2884662140005e-06,7.417595909040084e-07,2.979092485696887e-07,1.4599526650089578e-07,0.38778922405959304,0.391060246242151,-0.00023463526160627524,-8.850271058361329e-07,0.39106239415277544,-0.00023248735098185813,-8.753308138039297e-07,0.5925925925925926,0.07825897630075146
63,hybrid,0.1,0.5,0.2,0.1,2.8873237682769824e-06,2.314219557941352e-06,1.4729439643834094e-06,8.412755935579431e-07,4.2757088589633595e-06,7.3930518106921e-07,2.978485150377993e-07,1.4553332443929426e-07,0.38719163176421206,0.3903626337940802,-0.00023950171426251332,-8.993714467762297e-07,0.39036482421889374,-0.0002373112894489826,-8.895419754261923e-07,0.5925925925925926,0.07812042710166854
64,hybrid,0.1,0.5,0.2,0.1,2.8794826913551255e-06,2.3100850929745837e-06,1.4703018603423323e-06,8.397832326322515e-07,4.2472055321445605e-06,7.352758205080632e-07,2.977560730126133e-07,1.4467704516608587e-07,0.3863017599503551,0.38966884582967576,-0.00024445679896645256,-9.139026430981341e-07,0.3896713884213502,-0.00024191420729202662,-9.028443335016602e-07,0.5925925925925926,0.07798266052572844
65,hybrid,0.1,0.5,0.2,0.1,2.876889356572235e-06,2.3088349929208236e-06,1.4694682569616773e-06,8.393667359591463e-07,4.236855843364067e-06,7.339248880221573e-07,2.9769776367378253e-07,1.4436877931500473e-07,0.3856849860751757,0.38898986183128614,-0.00024924714390961444,-9.277836997284442e-07,0.38899253968146397,-0.00024656929373179093,-9.162248442715136e-07,0.5962962962962963,0.07784782179503916
