epoch,beta_obj,alpha,train_total_loss,train_traj_loss,train_semi_loss,train_energy_drop_loss,train_fixed_point_loss,train_active_energy_drop_rate,train_mean_rollout_flow_norm_sq,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
1,0.0,1.0,1.2768298893270735e-05,4.869901971248622e-06,0.0,3.057620135790095e-05,2.543465825468742e-06,0.1448511904761905,2.543465825468742e-06,0.4806872724355855,-0.00034166573451538396,-1.7795105897565214e-06,0.4807049235086087,-0.00032401466149217795,-1.699188631100972e-06,0.1,0.09620578763402018
2,0.0,1.0,1.104751420136591e-05,4.815519623738656e-06,0.0,2.3975202328015687e-05,2.3819399562333234e-06,0.16844866071428571,2.3819399562333234e-06,0.4655195070147516,-0.00032125963891893594,-1.7074157212693553e-06,0.465526479657562,-0.00031428699610852595,-1.6782676336594493e-06,0.1,0.0931681533307341
3,0.0,1.0,9.91714586554179e-06,4.75011809501187e-06,0.0,1.974784349414921e-05,2.3006689699261567e-06,0.17760416666666667,2.3006689699261567e-06,0.4572172854604824,-0.00030969550639814436,-1.6662578961705316e-06,0.45721864729742423,-0.0003083336694563177,-1.6642537453929866e-06,0.1,0.09150539619337611
4,0.0,0.9413447860869009,8.929075212398643e-06,4.250316846685495e-06,1.8010657427946014e-08,1.7813067959212622e-05,2.2549137590999116e-06,0.1693266369047619,2.2549137590999116e-06,0.4524656490564716,-0.00030226072450445507,-1.6392844364014093e-06,0.45246406267986944,-0.0003038471011065913,-1.651378452486419e-06,0.1037037037037037,0.0905535819561952
5,0.0,0.5586552139130994,6.157554111034165e-06,1.858907026459941e-06,3.5828260671038925e-07,1.6307705998917142e-05,2.217205848449395e-06,0.15522693452380953,2.217205848449395e-06,0.4495738210284807,-0.00029792021875785224,-1.6243211490408831e-06,0.44957078871272205,-0.0003009525345165076,-1.6430298808602756e-06,0.13703703703703704,0.08997434824944772
6,0.0,0.5,5.627750330852298e-06,1.5470976065964753e-06,3.681268483220591e-07,1.5442675905467255e-05,2.199837478890076e-06,0.14992931547619048,2.199837478890076e-06,0.44767300310778135,-0.00029486690155478,-1.6132746831458032e-06,0.44766925737211294,-0.00029861263722319453,-1.6349730077792521e-06,0.17037037037037037,0.08959357400186722
7,0.0,0.5,5.455051167649591e-06,1.5353076878991932e-06,3.6804032755666516e-07,1.480820534668225e-05,2.1769214307983526e-06,0.1417373511904762,2.1769214307983526e-06,0.4462681843390119,-0.00029276801714206435,-1.6052846372234953e-06,0.44626378580226483,-0.0002971665538891166,-1.6298876555160473e-06,0.18518518518518517,0.08931219047123079
8,0.0,0.5,5.319835743914881e-06,1.522108922220186e-06,3.679326018604146e-07,1.4320576572204873e-05,2.1758267864347684e-06,0.14016369047619048,2.1758267864347684e-06,0.44513639136982486,-0.00029140145611245005,-1.5998629567598119e-06,0.4451317979084279,-0.0002959949175094234,-1.6250515268110557e-06,0.21481481481481482,0.08908555856518746
9,0.0,0.5,5.171287965825291e-06,1.5053183539264857e-06,3.6781716847875215e-07,1.3793639425089166e-05,2.1755975562651366e-06,0.13374255952380953,2.1755975562651366e-06,0.4441416393730464,-0.0002905486958718617,-1.596151798067256e-06,0.44413686688573845,-0.0002953211831798197,-1.6219585332476107e-06,0.22592592592592592,0.08888643761378365
10,0.0,0.5,5.1251667479835825e-06,1.4901215890740148e-06,3.6771495392916854e-07,1.367186999908549e-05,2.170776591381938e-06,0.12762648809523808,2.170776591381938e-06,0.44322328765389335,-0.0002903846432235624,-1.5953044037788906e-06,0.4432187026424693,-0.00029496965464759217,-1.6198312948326524e-06,0.23703703703703705,0.08870273445942338
11,0.0,0.5,5.008379081159592e-06,1.4729750265610714e-06,3.676120348504329e-07,1.327545632409357e-05,2.1653997357512793e-06,0.12172991071428571,2.1653997357512793e-06,0.44234374084941475,-0.00029035217943124136,-1.5944652214897482e-06,0.4423391775255725,-0.00029491550327348515,-1.6186542617910088e-06,0.24814814814814815,0.0885268186057692
12,0.0,0.5,4.892914661643504e-06,1.4554621413803511e-06,3.6750121809632877e-07,1.2880039615569824e-05,2.174426163706968e-06,0.11690848214285714,2.174426163706968e-06,0.44149172263924785,-0.0002906150662164708,-1.5945843558899284e-06,0.44148727164107265,-0.00029506606439166916,-1.6180017236730676e-06,0.26666666666666666,0.08835646754109287
13,0.0,0.5,4.834269164001441e-06,1.4367506169554163e-06,3.6738063228363397e-07,1.2717160000076866e-05,2.182285470268075e-06,0.1151264880952381,2.182285470268075e-06,0.4406496444754736,-0.00029126395421247286,-1.596179252182653e-06,0.4406454009106136,-0.00029550751907247985,-1.6183551902809387e-06,0.2777777777777778,0.08818818168593721
14,0.0,0.5,4.74096999420349e-06,1.4228995469945374e-06,3.672809001766385e-07,1.2389642709599337e-05,2.20659769809118e-06,0.10953497023809525,2.2065976980911802e-06,0.43982129653295954,-0.00029170121739435784,-1.5962128212705922e-06,0.4398172637731883,-0.0002957339771655909,-1.6171116503060337e-06,0.29259259259259257,0.08802259955007079
15,0.0,0.5,4.695798159483969e-06,1.404905000309346e-06,3.67163197934906e-07,1.2281337317391687e-05,2.20558829826701e-06,0.10943824404761904,2.20558829826701e-06,0.43899908819848865,-0.00029271758232291,-1.5987847744351952e-06,0.4389954183626248,-0.00029638741818677206,-1.6176241205759754e-06,0.3037037037037037,0.08785836115616232
