seed,epoch,candidate_key,handoff_mode,replay_prefix_steps,direction_anchor_mode,relative_terminal_action_vector_delta_vs_baseline_replay,terminal_action_direction_cosine_similarity_vs_baseline_replay,terminal_action_direction_cosine_similarity_vs_terminal_local_field,terminal_action_norm_ratio_vs_live_raw,terminal_action_norm_delta_vs_live_raw,terminal_state_slot_displacement,terminal_next_state_displacement_vs_baseline_replay,terminal_next_state_displacement_vs_live_raw
0,7,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.03063663874941579,1.2562054286655104,0.1619915502715549,0.2685973360283695,5.24677617787908,0.2685973360283695
0,8,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.3720294373666246,-0.028129308628241544,0.03800536228099069,1.0,0.0,0.0,7.307024853689273,0.0
0,8,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.2859410379993685,0.019292798222233044,1.0,1.0,1.7984539122490025e-17,0.20441238235471645,6.638251195343895,0.20441238235471645
0,8,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.3084012128019622,0.012955406269829297,0.9497034154613397,1.0,1.9457814988873186e-17,0.17415977800424046,6.811081250693145,0.17415977800424046
0,8,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.3260533931753204,0.006259582650933598,0.8660254037844389,1.0,3.122047924419307e-17,0.15115940258587318,6.930299700604517,0.15115940258587318
0,8,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.03578850576979552,1.1607528226258204,0.10219047878697651,0.2452464045312583,5.446878924898988,0.2452464045312583
0,9,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.4161312613247101,-0.02488276655131575,0.04728013460215284,1.0,0.0,0.0,7.505747090323179,0.0
0,9,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.3326451534450456,0.021669660250155036,1.0,1.0,1.901463444370102e-17,0.19396543328445381,6.80451125828215,0.19396543328445381
0,9,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.3628725505115125,0.016116920237152017,0.9498838489488882,1.0,1.8930789475695472e-17,0.16659319642156645,6.984133096259896,0.16659319642156645
0,9,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.3833964083586558,0.009280906308432275,0.866025403784439,1.0,2.6331863277130807e-17,0.1444513303191298,7.116461204094264,0.1444513303191298
0,9,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.041920181244501156,1.0578808848385866,0.06478917365204039,0.2232041612376891,5.565451621616589,0.2232041612376891
0,10,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.4615736407062196,-0.022533806865038006,0.0557991965539569,1.0,0.0,0.0,7.6358843916473145,0.0
0,10,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.3914467280230338,0.02384408633230113,1.0,1.0,1.870816662961178e-17,0.18594128306070976,6.897391157280514,0.18594128306070976
0,10,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.4308313674539717,0.0179942864406622,0.950063352801885,1.0,1.8609452603240718e-17,0.16070733099471107,7.095614591932181,0.16070733099471107
0,10,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.4499744232222498,0.01109259230100509,0.866025403784439,1.0,2.5354635718997207e-17,0.13836348462208914,7.243220998704591,0.13836348462208914
0,10,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.04910325114726096,0.9669506241365923,0.06651890403767836,0.20403130861875543,5.645926063919257,0.20403130861875543
0,11,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.4978326479929192,-0.022019340620360373,0.06589963562289256,1.0,0.0,0.0,7.727224063613728,0.0
0,11,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.4526403636939433,0.02827252097291045,1.0,1.0,1.7468252373687404e-17,0.18055865568264412,6.952296023864688,0.18055865568264412
0,11,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.496487362150138,0.02069145409391188,0.9502600647077989,1.0,2.0113705674552036e-17,0.15562662303577604,7.178878226738215,0.15562662303577604
0,11,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.507935055578231,0.013329775369177335,0.8660254037844389,1.0,2.6371101070039805e-17,0.13210345814648072,7.338616868326558,0.13210345814648072
0,11,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.0581468823639227,0.9007348160401643,0.08343903608079505,0.18895340258509002,5.707626057603456,0.18895340258509002
0,12,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.5205371042727918,-0.019956065550352835,0.08001337904872734,1.0,0.0,0.0,7.795482479956874,0.0
0,12,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.5098711682811286,0.03197760254445129,1.0,1.0,2.0719619802946793e-17,0.1764526072242846,6.989736025888098,0.1764526072242846
0,12,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.5485842539767383,0.02227424816183487,0.9505737943836625,1.0,1.96924156875291e-17,0.1499785897191302,7.24829917018033,0.1499785897191302
0,12,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.54852957638546,0.014724116787228,0.8660254037844389,1.0,2.4683875974952838e-17,0.1251108516527854,7.414574313821308,0.1251108516527854
0,12,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.06623350075104706,0.8593265769923647,0.0934512923384371,0.17674426914121338,5.759313689629276,0.17674426914121338
0,13,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.5391019819676834,-0.01846039113178335,0.08958436062539724,1.0,0.0,0.0,7.848874576340461,0.0
0,13,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.5648898175979848,0.034567818975426795,1.0,1.0,2.0136835320898394e-17,0.17353456315759408,7.020740732696195,0.17353456315759408
0,13,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.5895002986832794,0.022502271555367336,0.9508129824333371,1.0,2.0271069875587076e-17,0.14452242983124752,7.308709075815718,0.14452242983124752
0,13,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.578504564234546,0.014839809429912166,0.8660254037844389,1.0,2.6211258692610514e-17,0.11890759445632115,7.476818882905394,0.11890759445632115
0,13,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.07382241032226802,0.8331192634673922,0.09839756950355658,0.16690456551017824,5.803561055740216,0.16690456551017824
0,14,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.5418164606330522,-0.01501904970461276,0.10221043481264373,1.0,0.0,0.0,7.893701916901295,0.0
0,14,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.6001628327445094,0.036370735149160234,1.0,1.0,1.9770891273347095e-17,0.1700885651383754,7.053987647169022,0.1700885651383754
0,14,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.605330711853781,0.022695383969104872,0.951114919435952,1.0,1.727041129154624e-17,0.13829980214553425,7.363802568428346,0.13829980214553425
0,14,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.586492774616136,0.015393690382785343,0.8660254037844389,1.0,2.3855752029873436e-17,0.11251604272572995,7.530916132498559,0.11251604272572995
0,14,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.07951300262160552,0.8250783345542303,0.09740802635393073,0.1590047666231776,5.841888143948752,0.1590047666231776
0,15,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.5394572963427922,-0.009643539873070598,0.11633125365242943,1.0,0.0,0.0,7.9300139102950755,0.0
0,15,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.6259222235109791,0.03715052145616267,1.0,1.0,1.8559476045956627e-17,0.16596778651768024,7.08914202965263,0.16596778651768024
0,15,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.6106815000744945,0.023338752067448003,0.9515228685109361,1.0,1.870981874720795e-17,0.1319413749572428,7.412103269272064,0.1319413749572428
0,15,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.5867313239832368,0.017019085663249403,0.8660254037844389,1.0,2.4438536511921833e-17,0.10644558300722007,7.577227059266124,0.10644558300722007
0,15,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.08468681384169584,0.8223226733550506,0.09470886979840351,0.15218411015991612,5.875033507894734,0.15218411015991612
0,16,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.5357567609946798,-0.010741062294606548,0.12571072453455384,1.0,0.0,0.0,7.963016044355413,0.0
0,16,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.6311961995623974,0.03962260600632779,1.0,1.0,1.838724278655607e-17,0.16202388349807234,7.128787848093943,0.16202388349807234
0,16,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.6022138878709509,0.024135936510017487,0.9517089149970761,1.0,1.807829679607258e-17,0.12666873663849793,7.457476890984284,0.12666873663849793
0,16,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.5777331556810357,0.01742358365510361,0.8660254037844389,1.0,2.3065626789505905e-17,0.10179917938998254,7.62068631813577,0.10179917938998254
0,16,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.09090309147393338,0.826091162002305,0.09105998699619469,0.14761591835494164,5.906113371828955,0.14761591835494164
0,17,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.5278436516004876,-0.007784842386443726,0.13994534158599192,1.0,0.0,0.0,7.989583134066495,0.0
0,17,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.63218215771089,0.03951769275914032,1.0,1.0,1.8999765385335502e-17,0.15701324477373074,7.169165365883151,0.15701324477373074
0,17,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.5916616218190147,0.0245752075141805,0.9521314411035252,1.0,1.8026668121192322e-17,0.12110385791189733,7.4977072385340815,0.12110385791189733
0,17,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.56671878485493,0.018550818771247386,0.8660254037844389,1.0,2.185958094430298e-17,0.09688958608890794,7.659201041705387,0.09688958608890794
0,17,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.09454536036474162,0.82881056892291,0.08855889027843418,0.14328414643606266,5.936411672153556,0.14328414643606266
0,18,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.5169300982116127,-0.006089502584153502,0.15175226315484475,1.0,0.0,0.0,8.012198900900122,0.0
0,18,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.6201925454905688,0.037915792181999614,1.0,1.0,1.761322569275118e-17,0.15170032506972936,7.210051661065475,0.15170032506972936
0,18,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.5737653273895345,0.023814175314164555,0.9524499111212881,1.0,1.6306813703581028e-17,0.11602886246380544,7.5348736908756395,0.11602886246380544
0,18,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.5499903501313488,0.018502221565661867,0.8660254037844389,1.0,1.978576033171261e-17,0.09259758253519412,7.694824618013733,0.09259758253519412
0,18,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.09630316080959758,0.8347933121137341,0.08602649037955593,0.14014345291431077,5.966828221584871,0.14014345291431077
0,19,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.5078901943447287,-0.004552500281350875,0.1646032567514554,1.0,0.0,0.0,8.031252292937793,0.0
0,19,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.6027206283263085,0.039841006300434065,1.0,1.0,1.8628451955596657e-17,0.14656971597893467,7.249587518980417,0.14656971597893467
0,19,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.5542725831384763,0.026122845779752102,0.9528028064451035,1.0,1.7329887525008303e-17,0.11150955559326099,7.569174607625017,0.11150955559326099
0,19,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.5325135337894682,0.020885710666108247,0.8660254037844389,1.0,1.8120012765375834e-17,0.088769167034405,7.727675394441678,0.088769167034405
0,19,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.10139893742504999,0.8404888197965661,0.08389797738674953,0.137333035234908,5.99782807277484,0.137333035234908
0,20,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.5017671917058193,-0.004080502842045064,0.175971800504169,1.0,0.0,0.0,8.047540597636294,0.0
0,20,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.586087924870463,0.037963548605422504,1.0,1.0,1.727454158553666e-17,0.1415345457325914,7.287293645763557,0.1415345457325914
0,20,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.5383315114238363,0.025538631471118185,0.9531443451685172,1.0,1.4783561279913775e-17,0.10755812287135665,7.601415466457178,0.10755812287135665
0,20,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.518734930907205,0.02087283049772249,0.8660254037844389,1.0,1.701970244632769e-17,0.08551786579543938,7.758474937271259,0.08551786579543938
0,20,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.10259463671981013,0.8456002217095158,0.0822034687189687,0.13524850611691627,6.030787055301344,0.13524850611691627
0,21,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.4970284759188675,-0.0038963539294040355,0.18731020992866182,1.0,0.0,0.0,8.061806291789647,0.0
0,21,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.5660195018392555,0.038943074365219446,1.0,1.0,1.7491382020033762e-17,0.13679604564945327,7.323506349865906,0.13679604564945327
0,21,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.5214128579334762,0.02719930902425538,0.9534815855214445,1.0,1.4192516209884536e-17,0.10401696359578953,7.632352038203933,0.10401696359578953
0,21,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.5047857322551805,0.022437685325424655,0.8660254037844389,1.0,1.6924705684548006e-17,0.0826097019573717,7.787785873708285,0.0826097019573717
0,21,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.10638469202158105,0.8520686244069641,0.08041304313154699,0.13327072707326915,6.064470905611634,0.13327072707326915
0,22,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.493922893338552,-0.00543383388847936,0.19804564865676597,1.0,0.0,0.0,8.075973197691829,0.0
0,22,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.5451797780159575,0.039510650441764224,1.0,1.0,1.5703790780979568e-17,0.1325391150282619,7.359484156804489,0.1325391150282619
0,22,residualized_local_field_poly_rt2,terminal_local_field_direction_strong_mix_keep_live_norm,0,local_field_direction_strong_mix_keep_live_norm,1.5054211635076389,0.028093698110900872,0.9538026177943077,1.0,1.4221015238418438e-17,0.10103210599606498,7.663682792942117,0.10103210599606498
0,22,residualized_local_field_poly_rt2,terminal_local_field_direction_angle_clip_keep_live_norm,0,local_field_direction_angle_clip_keep_live_norm,1.49216845439486,0.023025307082163295,0.8660254037844389,1.0,1.5603424637012338e-17,0.08020347134492821,7.817251464376089,0.08020347134492821
0,22,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,0,replay_action_vector_only,0.0,1.0,0.10980971242420204,0.8592544484933992,0.07845161252915793,0.13190639168281465,6.100986259440011,0.13190639168281465
0,23,residualized_local_field_poly_rt2,terminal_live_raw_closed_loop,0,live_raw_closed_loop,1.491755465971816,-0.005551597183084915,0.205130394790035,1.0,0.0,0.0,8.08773338737368,0.0
0,23,residualized_local_field_poly_rt2,terminal_local_field_direction_hard_replace_keep_live_norm,0,local_field_direction_hard_replace_keep_live_norm,1.5309175219240228,0.0374851104641208,1.0,1.0,1.4847167807366258e-17,0.12882255945229576,7.393123987932958,0.12882255945229576
