case_name,seed,split,knot_index,knot_time,slow_pc_step_index,hidden_state_rms_gap_total,hidden_state_rms_gap_rowspace,hidden_state_rms_gap_orthogonal,hidden_state_gap_rowspace_fraction,output_state_rms_gap
same_geometry_penultimate_plus_terminal,2,validation,1,0.25,4,0.07859325356374629,0.03837270634975245,0.06858888330575871,0.4882442780998841,0.008149861324732678
same_geometry_penultimate_plus_terminal,2,validation,2,0.5,8,0.1517473392000263,0.07466063573881103,0.1321099709536128,0.492006226484122,0.01588062059636186
same_geometry_penultimate_plus_terminal,2,validation,3,0.75,11,0.22529185414682723,0.11138639225858825,0.19583026110520096,0.49440931932672316,0.02372533957313055
same_geometry_penultimate_plus_terminal,2,validation,4,1.0,15,0.303228073247417,0.15003011803846464,0.26351134337387694,0.4947764777572178,0.031981734776362764
same_geometry_penultimate_plus_terminal,2,test,0,0.0,0,0.0,0.0,0.0,0.0,0.0
same_geometry_penultimate_plus_terminal,2,test,1,0.25,4,0.07862338514493773,0.03851046653161301,0.0685461936154498,0.4898093164091213,0.008139901320419564
same_geometry_penultimate_plus_terminal,2,test,2,0.5,8,0.15194775419067838,0.07500951054019987,0.1321427006387809,0.493653301687308,0.01587699566312304
same_geometry_penultimate_plus_terminal,2,test,3,0.75,11,0.2257553153290186,0.11199302190835814,0.19601792122951062,0.49608143996582366,0.023743296557006268
same_geometry_penultimate_plus_terminal,2,test,4,1.0,15,0.3039860925653873,0.15090873100340055,0.26388273793508266,0.49643301024023045,0.03203312669603527
same_geometry_penultimate_plus_terminal,3,validation,0,0.0,0,0.0,0.0,0.0,0.0,0.0
same_geometry_penultimate_plus_terminal,3,validation,1,0.25,4,0.07492988393199354,0.03515866347649015,0.06616914604714905,0.46922084529585284,0.00755962682990731
same_geometry_penultimate_plus_terminal,3,validation,2,0.5,8,0.14436416771812818,0.0690543425808341,0.12677740607725274,0.4783343656000779,0.014787561624298489
same_geometry_penultimate_plus_terminal,3,validation,3,0.75,11,0.21451332744822638,0.10282226770783126,0.18826457159096366,0.4793281094977552,0.021956075999216236
same_geometry_penultimate_plus_terminal,3,validation,4,1.0,15,0.2903747344280584,0.13676706745205472,0.2561488935262664,0.47100195449662774,0.029170856420911252
same_geometry_penultimate_plus_terminal,3,test,0,0.0,0,0.0,0.0,0.0,0.0,0.0
same_geometry_penultimate_plus_terminal,3,test,1,0.25,4,0.07461495060767384,0.03429298353072521,0.06626750436486209,0.45959935979905775,0.00737766261310562
same_geometry_penultimate_plus_terminal,3,test,2,0.5,8,0.14365938805954206,0.06725620680084389,0.1269433827515409,0.4681643692716303,0.014405351255634078
same_geometry_penultimate_plus_terminal,3,test,3,0.75,11,0.21338553787636902,0.10006963356744022,0.18846606116875675,0.4689616483072926,0.021364110078471128
same_geometry_penultimate_plus_terminal,3,test,4,1.0,15,0.2888412727404916,0.13306980990882603,0.2563624514806643,0.4607022003686506,0.028368180207719182
same_geometry_penultimate_plus_terminal,4,validation,0,0.0,0,0.0,0.0,0.0,0.0,0.0
same_geometry_penultimate_plus_terminal,4,validation,1,0.25,4,0.07273398920249995,0.036108589285017305,0.06313796769896313,0.4964472550032525,0.008029257560401595
same_geometry_penultimate_plus_terminal,4,validation,2,0.5,8,0.13997549803250953,0.07069781283102045,0.1208095994131223,0.5050727721976083,0.01565896785416974
same_geometry_penultimate_plus_terminal,4,validation,3,0.75,11,0.20765591895866306,0.10578376607855512,0.17869184512115927,0.509418496756709,0.02339164893937382
same_geometry_penultimate_plus_terminal,4,validation,4,1.0,15,0.2797098845637849,0.14247421826287965,0.24070462532545406,0.5093642596330552,0.03150751272969784
same_geometry_penultimate_plus_terminal,4,test,0,0.0,0,0.0,0.0,0.0,0.0,0.0
same_geometry_penultimate_plus_terminal,4,test,1,0.25,4,0.07282288709612234,0.036165257706883606,0.0632079664283647,0.4966193891646645,0.008059487555182206
same_geometry_penultimate_plus_terminal,4,test,2,0.5,8,0.14016787163467845,0.07084971376753232,0.1209435831189668,0.505463291560772,0.015720756349433637
same_geometry_penultimate_plus_terminal,4,test,3,0.75,11,0.20794414685235796,0.10601642394695474,0.17888903282106078,0.5098312482064102,0.023474513025280728
same_geometry_penultimate_plus_terminal,4,test,4,1.0,15,0.28005510957630503,0.14271495464757808,0.24096328790862717,0.5095959679632032,0.03158847102350521
same_geometry_last_two_preterminal_plus_terminal,0,validation,0,0.0,0,0.0,0.0,0.0,0.0,0.0
same_geometry_last_two_preterminal_plus_terminal,0,validation,1,0.25,4,0.07585995784924135,0.03545028517789542,0.06706720872150981,0.4673122182370148,0.007720463881488034
same_geometry_last_two_preterminal_plus_terminal,0,validation,2,0.5,8,0.1450211592346006,0.06660449140806826,0.12882149801186113,0.45927430010625026,0.0143256666916168
same_geometry_last_two_preterminal_plus_terminal,0,validation,3,0.75,11,0.21537114072637376,0.09903234988663297,0.19125198543730465,0.45982181991807475,0.021191306495905216
same_geometry_last_two_preterminal_plus_terminal,0,validation,4,1.0,15,0.29158403865270494,0.13475869328512782,0.2585756101822192,0.4621607338583919,0.0288539245951533
same_geometry_last_two_preterminal_plus_terminal,0,test,0,0.0,0,0.0,0.0,0.0,0.0,0.0
same_geometry_last_two_preterminal_plus_terminal,0,test,1,0.25,4,0.07549578273166331,0.03541186716875726,0.06667542931161975,0.4690575537791642,0.007713341582038762
same_geometry_last_two_preterminal_plus_terminal,0,test,2,0.5,8,0.14389532879041467,0.06619181648932497,0.12776740224934163,0.4599997584753719,0.014245412191587549
same_geometry_last_two_preterminal_plus_terminal,0,test,3,0.75,11,0.21313825147961435,0.09791762508297973,0.1893146928843515,0.4594089723605764,0.02096982771427673
same_geometry_last_two_preterminal_plus_terminal,0,test,4,1.0,15,0.28799419245519053,0.13268153515312345,0.25560959511983855,0.46070906507521875,0.028434808182275742
same_geometry_last_two_preterminal_plus_terminal,1,validation,0,0.0,0,0.0,0.0,0.0,0.0,0.0
same_geometry_last_two_preterminal_plus_terminal,1,validation,1,0.25,4,0.07587225707830707,0.03576559526693188,0.06691353816200978,0.4713922670050336,0.007756442800295921
same_geometry_last_two_preterminal_plus_terminal,1,validation,2,0.5,8,0.1437599268948766,0.06971789645118633,0.12572323371295355,0.4849605725117475,0.015230630976816926
same_geometry_last_two_preterminal_plus_terminal,1,validation,3,0.75,11,0.21191835437015355,0.10314684654403124,0.1851218975890644,0.4867291785583928,0.0226578916775443
same_geometry_last_two_preterminal_plus_terminal,1,validation,4,1.0,15,0.28685293192157063,0.13798233675114988,0.2514865389970078,0.481021183317994,0.030358294738278516
same_geometry_last_two_preterminal_plus_terminal,1,test,0,0.0,0,0.0,0.0,0.0,0.0,0.0
same_geometry_last_two_preterminal_plus_terminal,1,test,1,0.25,4,0.07559300515616282,0.03552149005372581,0.06672725210064265,0.46990445716960455,0.007715453823357662
same_geometry_last_two_preterminal_plus_terminal,1,test,2,0.5,8,0.14299858300506485,0.0692691801137923,0.1251014605343176,0.4844046609282755,0.015161364535806297
same_geometry_last_two_preterminal_plus_terminal,1,test,3,0.75,11,0.21059691483185627,0.10256182774887235,0.18393512993853775,0.48700536677262934,0.0225760751287484
