epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
1,warmup,0.0,1.0,0.0,0.0,4.057515622250185e-06,4.057515622250185e-06,4.057515622250185e-06,0.0,6.740039214905508e-06,0.0,0.0,0.495335591577503,0.48318977142214664,-9.36107758132132e-05,-4.769871883703427e-07,0.4831831468482471,-0.00010023534971276282,-5.096843713397006e-07,0.1037037037037037,0.09665667643959197
2,warmup,0.0,1.0,0.0,0.0,4.04222327940845e-06,4.04222327940845e-06,4.04222327940845e-06,0.0,6.743859643590281e-06,0.0,0.0,0.47573674806048283,0.46797862126360545,-9.988589054404917e-05,-5.163712835207126e-07,0.4679723412531078,-0.00010616590104167711,-5.483573175326132e-07,0.1,0.0936157014308299
3,warmup,0.0,1.0,0.0,0.0,4.0245155409810135e-06,4.0245155409810135e-06,4.0245155409810135e-06,0.0,6.736126726537253e-06,0.0,0.0,0.46309054979151343,0.4579587031355777,-0.00010702574098109263,-5.589581021185066e-07,0.4579527671028286,-0.00011296177373015803,-5.897066476646766e-07,0.1,0.09161314577531175
4,transition,0.011731042782619834,1.0,0.0,0.0,4.091823028251637e-06,4.0128328211798085e-06,4.0128328211798085e-06,0.0,6.7334344043869565e-06,0.0,0.0,0.45472693544751036,0.45121892950783066,-0.0001132693447383204,-5.957767198415105e-07,0.4512131091805637,-0.0001190896720053014,-6.261774174679143e-07,0.11851851851851852,0.0902664397705138
