epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_main_traj_contract_loss,train_mean_midpoint_reconstruction_shift_norm,train_mean_continuation_reevaluation_shift_norm,train_mean_semigroup_endpoint_closure_residual_norm,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
1,warmup,0.0,1.0,0.0,0.0,4.493656037904779e-06,4.493656037904779e-06,2.4738491371164604e-06,2.0198069007883185e-06,6.762819587502695e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.495335591577503,0.48319073473143526,-9.264746652459799e-05,-4.722473462792599e-07,0.48318405820170673,-9.932399625312005e-05,-5.051966721226619e-07,0.1037037037037037,0.09665667643959197
2,warmup,0.0,1.0,0.0,0.0,4.389957985811562e-06,4.389957985811562e-06,2.4474825741230954e-06,1.9424754116884674e-06,6.816827356115794e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.47573674806048283,0.4679802991513115,-9.820800283799613e-05,-5.079184827166006e-07,0.4679739151923832,-0.00010459196176632046,-5.404195986554274e-07,0.1,0.0936157014308299
3,warmup,0.0,1.0,0.0,0.0,4.3101318234686984e-06,4.3101318234686984e-06,2.422277034151459e-06,1.88785478931724e-06,6.858573364562639e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.46309054979151343,0.4579608781238024,-0.00010485075275640243,-5.478411410232817e-07,0.45795478655559124,-0.00011094232096753309,-5.793707302127868e-07,0.1,0.09161314577531175
4,transition,0.011731042782619834,0.9413447860869009,0.023462085565239668,0.1,4.363790812238966e-06,4.248924535439616e-06,2.39758768777227e-06,1.8513368476673456e-06,6.903856455547731e-06,3.7456010948874073e-06,8.460713276345005e-09,3.38768413542535e-08,0.004051511448118384,3.5481528619634836e-05,0.0016636785517648428,0.4547304296731272,0.4512240942075037,-0.0001106778748155568,-5.824044901973609e-07,0.45121806148248284,-0.00011671059983642262,-6.138827901556489e-07,0.11481481481481481,0.09026695441646385
5,transition,0.08826895721738015,0.5586552139130994,0.1765379144347603,0.1,5.0662108574562015e-06,4.205258056058099e-06,2.374553565661462e-06,1.8307044903966364e-06,6.896892138755813e-06,1.5893289607849105e-06,1.6833903751765702e-07,2.5217132426938083e-07,0.0008870903691428723,7.919629528470143e-06,0.0022999649667770064,0.4489941194036205,0.44645091312843627,-0.00011703623692166376,-6.188019903934474e-07,0.4464450135239041,-0.00012293584145384173,-6.496769487166734e-07,0.13333333333333333,0.08931358987307159
6,transition,0.1,0.5,0.2,0.1,5.087001676036423e-06,4.156415701332236e-06,2.348832731986152e-06,1.807582969346084e-06,6.896477461883363e-06,1.3125314750748445e-06,1.7294874089862382e-07,2.409382285158511e-07,0.0007270627888437208,6.502496958988404e-06,0.002097819810677337,0.4447721500987118,0.44290734297442974,-0.00012338294912606074,-6.543477679886933e-07,0.44290159824698705,-0.00012912767656875213,-6.843890182222127e-07,0.14814814814814814,0.08860614518471116
7,hybrid,0.1,0.5,0.2,0.1,5.03600563489664e-06,4.1099032837554615e-06,2.3212995027628783e-06,1.788603780992583e-06,6.863585699047219e-06,1.3053521541759318e-06,1.7285381130966447e-07,2.3974378123645635e-07,0.0007248252839827569,6.488804794866361e-06,0.002091277006480615,0.4415676307713564,0.44013633657451856,-0.00012923912282658545,-6.865183193789399e-07,0.44013074395682594,-0.00013483174051920344,-7.156783621042103e-07,0.15925925925925927,0.08805311513946902
8,hybrid,0.1,0.5,0.2,0.1,4.991104040620391e-06,4.069908051467356e-06,2.297646185789504e-06,1.772261865677852e-06,6.827138671046234e-06,1.298014732629137e-06,1.727589013418822e-07,2.3848212204841134e-07,0.0007228015496215884,6.481336950493215e-06,0.0020850568475722754,0.43906194533670495,0.4378530258192659,-0.00013499861978072403,-7.173663550401224e-07,0.4378475855598482,-0.00014043887919840126,-7.456036332144519e-07,0.17777777777777778,0.08759760488780932
9,hybrid,0.1,0.5,0.2,0.1,4.944034027842604e-06,4.0293451093097106e-06,2.271705385220485e-06,1.7576397240892252e-06,6.779214157286508e-06,1.2879897065362247e-06,1.7265940540936186e-07,2.3676750280424366e-07,0.0007200702702816208,6.464080817621275e-06,0.0020773446221554544,0.4369039945274274,0.435878205236586,-0.00014021056064084103,-7.446032705166899e-07,0.43587287726571494,-0.00014553853151189067,-7.721145059930786e-07,0.2074074074074074,0.08720368315944536
10,hybrid,0.1,0.5,0.2,0.1,4.893274524502244e-06,3.986571808733046e-06,2.2461928771377518e-06,1.740378931595294e-06,6.720126098985234e-06,1.2759905832658724e-06,1.7256209716298326e-07,2.3469010587067425e-07,0.0007169395316456206,6.447361515817217e-06,0.0020683889410811973,0.4348912216643683,0.4340927212872605,-0.00014525972239110008,-7.703000340019913e-07,0.43408750049484607,-0.00015048051480553992,-7.971056523108197e-07,0.24074074074074073,0.08684759620193032
