epoch,stage,lambda_id,train_total_loss,train_boot_loss,train_identity_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
41,hybrid,0.1,3.008040839203782e-06,2.5350379384182933e-06,4.730029007854887e-06,0.4043101537185384,0.40712519165345223,-0.00014813892413750862,-6.261632293389711e-07,0.4071249021770486,-0.00014842840054113404,-6.261776927453822e-07,0.5444444444444444,0.08145466611551795
42,hybrid,0.1,2.992071831358679e-06,2.5227842270464863e-06,4.692876043121926e-06,0.4034670094024431,0.4062863174814982,-0.00015216580407301228,-6.391853105110277e-07,0.4062862349449433,-0.00015224834062788073,-6.383126742430132e-07,0.5444444444444444,0.08128769665711424
43,hybrid,0.1,2.9806002699723586e-06,2.512777143482357e-06,4.678231264900012e-06,0.40273364840320386,0.40545420201049076,-0.00015614968690147446,-6.519248236063185e-07,0.40545420665737364,-0.00015614504001859597,-6.506510039509035e-07,0.5444444444444444,0.08112207033947845
44,hybrid,0.1,2.9712096944104394e-06,2.5060097314555365e-06,4.651999629549031e-06,0.40172919590138517,0.4046263583417959,-0.00016013193199221343,-6.644622693168932e-07,0.40462642394157006,-0.00016006633221804512,-6.629130678799454e-07,0.5481481481481482,0.08095729805475761
45,hybrid,0.1,2.960171932485097e-06,2.497706288095752e-06,4.624656443893448e-06,0.4010023037090015,0.4038085873529792,-0.0001644208430463534,-6.781842226632432e-07,0.4038089214857677,-0.00016408671025786026,-6.755200298253026e-07,0.5518518518518518,0.08079460163920511
46,hybrid,0.1,2.9516967233398327e-06,2.490806006795823e-06,4.608907165440098e-06,0.4001136777266936,0.4029975230122899,-0.0001683847162208818,-6.904167548405936e-07,0.4029978096597088,-0.00016809806880196954,-6.879184106589403e-07,0.5481481481481482,0.08063318154570216
47,hybrid,0.1,2.9476678948856373e-06,2.487855985558355e-06,4.5981190932728215e-06,0.39934007998564336,0.4021938841061393,-0.00017253038391240594,-7.032812833147656e-07,0.4021941453404378,-0.00017226914961393502,-7.00890491966993e-07,0.5592592592592592,0.08047328289801034
48,hybrid,0.1,2.935275846923715e-06,2.4786787381825164e-06,4.565971087411989e-06,0.39848359209047785,0.40140059712972215,-0.00017685591986327243,-7.168497414749902e-07,0.4014010686615964,-0.0001763843879890037,-7.135739279261579e-07,0.5592592592592592,0.08031549060991708
49,hybrid,0.1,2.9277822839337356e-06,2.4724994283083967e-06,4.55282855625339e-06,0.39772743300888347,0.4006166708068238,-0.00018114818169079339,-7.301345556876384e-07,0.40061729286660835,-0.00018052612190622153,-7.262273571135701e-07,0.562962962962963,0.08015956379770292
50,hybrid,0.1,2.9188564521980673e-06,2.4656831643699093e-06,4.5317328782815845e-06,0.3969031732834064,0.39983578512315465,-0.00018550206986200912,-7.435691265486664e-07,0.39983647561832014,-0.00018481157469651954,-7.393577967904129e-07,0.562962962962963,0.08000425743860334
51,hybrid,0.1,2.911451186991792e-06,2.459890198030078e-06,4.515609889617138e-06,0.39607942247594136,0.399058971664432,-0.00018987095860323322,-7.568833223488367e-07,0.39905969778362643,-0.00018914483940879467,-7.525530149495301e-07,0.5703703703703704,0.07984976852460704
52,hybrid,0.1,2.904509134761896e-06,2.4545101689315618e-06,4.499989658303343e-06,0.3953003416659556,0.39828953046154186,-0.00019441833198508007,-7.7089955777783e-07,0.39829044932674723,-0.00019349946677971186,-7.657994711217473e-07,0.5740740740740741,0.0796967897587054
53,hybrid,0.1,2.8978342414490406e-06,2.449175401886939e-06,4.486588395621016e-06,0.3945962698478348,0.3975280022821455,-0.0001988632570854576,-7.843956399120923e-07,0.3975289366806679,-0.00019792885856306786,-7.792267202308737e-07,0.5777777777777777,0.07954537310784619
54,hybrid,0.1,2.892946188028252e-06,2.4457920205652185e-06,4.4715416746303345e-06,0.3936986363884034,0.3967727365065825,-0.0002034869372868342,-7.984521259880037e-07,0.39677382421672425,-0.00020239922714510028,-7.926799341184503e-07,0.5851851851851851,0.07939524468877387
55,hybrid,0.1,2.8854946439036405e-06,2.4399487059502516e-06,4.455459379533884e-06,0.3929043416417989,0.39602352151768727,-0.00020792451688395053,-8.116448896127696e-07,0.3960245535643994,-0.00020689247017180445,-8.060847570816212e-07,0.5888888888888889,0.07924628920691425
56,hybrid,0.1,2.882451255777222e-06,2.438076524757292e-06,4.443747310199304e-06,0.3921073073968585,0.39528631762887645,-0.0002125149215189137,-8.25379449789223e-07,0.3952874223015669,-0.0002114102488284808,-8.195200425891174e-07,0.5925925925925926,0.07909976651007908
57,hybrid,0.1,2.875956947245296e-06,2.433047334445362e-06,4.4290961279993325e-06,0.39134830574750246,0.39454797559982624,-0.00021701953297664778,-8.38675949239203e-07,0.39454908367197544,-0.00021591146082744483,-8.327935363391589e-07,0.5925925925925926,0.07895299902656058
58,hybrid,0.1,2.866989258687882e-06,2.4256965526950813e-06,4.412927059928004e-06,0.3906123608722568,0.3938109262364561,-0.00022174958081006002,-8.527479219363771e-07,0.3938120674044251,-0.00022060841284105015,-8.467627606164262e-07,0.5925925925925926,0.07880653516345323
59,hybrid,0.1,2.86578455813529e-06,2.4250685133842958e-06,4.40716044750994e-06,0.3899575002002761,0.3930906328803074,-0.00022644116760911492,-8.665511872153102e-07,0.3930918551179871,-0.00022521892992938275,-8.602407732981516e-07,0.5925925925925926,0.07866341480958329
60,hybrid,0.1,2.8606790083480887e-06,2.421653570620975e-06,4.3902543772711345e-06,0.38909844100729757,0.39237131441506423,-0.00023121690015198704,-8.806570054209657e-07,0.3923726323122018,-0.00022989900301439992,-8.740339009448688e-07,0.5962962962962963,0.07852050626304324
61,hybrid,0.1,2.855050507028682e-06,2.416573156612351e-06,4.384773504163304e-06,0.3884476492910255,0.3916632430510617,-0.00023600853889749196,-8.947278155767226e-07,0.39166464901067805,-0.00023460257928115125,-8.877523004285296e-07,0.5925925925925926,0.07837985031799184
62,hybrid,0.1,2.848880991287464e-06,2.4119049430020816e-06,4.369760482853821e-06,0.38765357395213496,0.39095584498231384,-0.00024075991804850538,-9.085788122947911e-07,0.39095724613827015,-0.00023935876209218998,-9.015925642686328e-07,0.5925925925925926,0.07823932098007247
63,hybrid,0.1,2.8433908153873266e-06,2.4068420912985002e-06,4.365487240888261e-06,0.38704889557854044,0.3902546801590134,-0.0002456048739114536,-9.227565816180908e-07,0.3902560998536805,-0.00024418517924434946,-9.157049241069752e-07,0.5962962962962963,0.07810005700658497
64,hybrid,0.1,2.837990210262203e-06,2.4036116513868765e-06,4.34378558875326e-06,0.3861548402530692,0.3895567104554499,-0.0002506386117628878,-9.37485764203013e-07,0.389558446230066,-0.0002489028371467361,-9.29315985979018e-07,0.6,0.07796146981344255
65,hybrid,0.1,2.8387586454571916e-06,2.404640164675544e-06,4.341184807816473e-06,0.3855341267363349,0.38887326169144626,-0.00025550525672812796,-9.51566965232695e-07,0.388875103293485,-0.00025366365468937335,-9.429840428343381e-07,0.6,0.07782575338963488
66,hybrid,0.1,2.8315803121419575e-06,2.3980723257912197e-06,4.3350798635073775e-06,0.3849626852474416,0.3881884927085918,-0.00026041465880849435,-9.65712771048633e-07,0.38819044321576146,-0.0002584641516388264,-9.567523052184828e-07,0.6037037037037037,0.07768978147348006
67,hybrid,0.1,2.829946357114747e-06,2.3970325019132617e-06,4.329138552014853e-06,0.384201885361439,0.38750706884451225,-0.00026530589475531885,-9.79682548964524e-07,0.3875089940495968,-0.0002633806896707447,-9.708576681967027e-07,0.6074074074074074,0.07755447494785352
68,hybrid,0.1,2.825080945735251e-06,2.392835877282858e-06,4.322450684523926e-06,0.38361241316486694,0.3868402924641963,-0.000270246020165843,-9.938158464169221e-07,0.3868422024048552,-0.00026833607950699223,-9.84987614358827e-07,0.6037037037037037,0.07742210769687244
69,hybrid,0.1,2.822547023215431e-06,2.391902058691182e-06,4.306449645242491e-06,0.3828771121668319,0.38617658933555987,-0.000275252162235895,-1.0081646576805985e-06,0.3861785331121913,-0.0002733083856044649,-9.992133150253744e-07,0.6148148148148148,0.07729036829955915
70,hybrid,0.1,2.8196483412004165e-06,2.3896308133716423e-06,4.300175278287735e-06,0.38199140497033324,0.38551395900783403,-0.00028026643911582827,-1.0224317181821907e-06,0.3855159572292008,-0.00027826821774906696,-1.0133391765769733e-06,0.6185185185185185,0.07715884508938997
71,hybrid,0.1,2.8167733475118555e-06,2.3865966042025977e-06,4.301767433092573e-06,0.38139642708291177,0.38485526576928425,-0.00028523387756185237,-1.0364697788134468e-06,0.38485721506407766,-0.0002832845827684394,-1.0275392719820116e-06,0.6185185185185185,0.07702809992936922
72,hybrid,0.1,2.8124607549166213e-06,2.3836085489541475e-06,4.288522059624738e-06,0.380642295044778,0.3842018065917051,-0.00029024457902893097,-1.0505948056588267e-06,0.3842035695293914,-0.00028848164134265275,-1.0423001742815166e-06,0.6185185185185185,0.07689841023414681
73,hybrid,0.1,2.8070169179663115e-06,2.379441343217975e-06,4.275755747483369e-06,0.3801078373969353,0.383559356825954,-0.00029550689752028125,-1.0656295181247664e-06,0.38356140594938076,-0.0002934577740935085,-1.056328843056177e-06,0.6185185185185185,0.07677097274469485
74,hybrid,0.1,2.806764814464382e-06,2.37901721888337e-06,4.277475955810127e-06,0.3795146258962495,0.38291826760416,-0.00030041669642727475,-1.0793474800894283e-06,0.3829202569625476,-0.00029842733803964183,-1.070237563885652e-06,0.6148148148148148,0.07664373686011745
75,hybrid,0.1,2.803679197954937e-06,2.3765636187855453e-06,4.271155791693918e-06,0.3787525076587054,0.3822870269463412,-0.00030557264802366646,-1.093814808967664e-06,0.38228898051791105,-0.00030361907645382047,-1.0847560592142503e-06,0.6148148148148148,0.07651851991887297
76,hybrid,0.1,2.803573047736737e-06,2.3771854646907567e-06,4.2638758304598006e-06,0.378210688768594,0.3816604981526969,-0.00031083786478230957,-1.108632855801228e-06,0.38166262533231554,-0.0003087106851636934,-1.0989954297232368e-06,0.6222222222222222,0.07639426720349585
77,hybrid,0.1,2.7974411111254687e-06,2.3719942558608145e-06,4.254468552646539e-06,0.3773923192681239,0.381038015512217,-0.0003160917064562452,-1.1233936408890457e-06,0.3810403898550525,-0.00031371736362073577,-1.1128878777348747e-06,0.6222222222222222,0.07627082144373465
78,hybrid,0.1,2.795418242584312e-06,2.369989621069314e-06,4.254286215149976e-06,0.37665698012911386,0.3804163992278223,-0.00032130607897179475,-1.1379651024060453e-06,0.38041889330499673,-0.0003188120017973417,-1.1270534960794378e-06,0.6259259259259259,0.07614754106135882
79,hybrid,0.1,2.792996648604355e-06,2.368175665778122e-06,4.248209828262331e-06,0.37609480146168367,0.3798017238598924,-0.0003264876439527664,-1.1523579327729714e-06,0.3798041968600107,-0.0003240146438344693,-1.141449296660174e-06,0.6259259259259259,0.07602564230076903
80,hybrid,0.1,2.789451397335401e-06,2.3651938878040174e-06,4.2425750953138314e-06,0.37559722423265773,0.3791939043476025,-0.0003318181416775423,-1.167235557460091e-06,0.3791965498019604,-0.00032917268731963434,-1.155709473080733e-06,0.6259259259259259,0.075905144497856
81,hybrid,0.1,2.7863634716023025e-06,2.362696695198466e-06,4.236667764038366e-06,0.374838180413652,0.37858500201996914,-0.0003370805585100056,-1.181792374002513e-06,0.3785876451740529,-0.0003344374044262355,-1.1702812273577438e-06,0.6259259259259259,0.07578441651569583
82,hybrid,0.1,2.7843143877166186e-06,2.361263381548903e-06,4.23051006167716e-06,0.3742097955967374,0.37798034775103634,-0.0003422014917947025,-1.1958130440459388e-06,0.377982854029752,-0.0003396952130790276,-1.1848122845986271e-06,0.6259259259259259,0.07566450984856621
83,hybrid,0.1,2.783210231049425e-06,2.36055901622237e-06,4.226512148270548e-06,0.3736013366080123,0.3773797927955939,-0.00034742410828492165,-1.210117318804489e-06,0.3773822547414634,-0.00034496216241541866,-1.1992616702247811e-06,0.6259259259259259,0.07554544338077578
84,hybrid,0.1,2.779838161338622e-06,2.3579325958149877e-06,4.2190556552363406e-06,0.37293478045767003,0.37678922227513895,-0.0003527586483172418,-1.224906668752311e-06,0.3767918557317977,-0.0003501251916585013,-1.2134542815155796e-06,0.6259259259259259,0.07542839618469124
85,hybrid,0.1,2.77975567823311e-06,2.3580802609306693e-06,4.216754173024402e-06,0.37245511028395156,0.37620161683205633,-0.00035808867759429264,-1.2395947208668928e-06,0.3762043350975081,-0.0003553704121425083,-1.227896645754898e-06,0.6259259259259259,0.07531194110193012
86,hybrid,0.1,2.773549681240349e-06,2.3523915691277215e-06,4.211581121126266e-06,0.3717581189192777,0.3756177605243137,-0.00036331268536615724,-1.2538584759311808e-06,0.375620450511307,-0.0003606226983728922,-1.242254262766914e-06,0.6296296296296297,0.07519621464193597
87,hybrid,0.1,2.772376134058462e-06,2.351219825603797e-06,4.2115630845466505e-06,0.37127860713044886,0.37504182139959963,-0.0003686784792728548,-1.2686477557332363e-06,0.37504463487177586,-0.00036586500709662184,-1.2565508526329741e-06,0.6296296296296297,0.0750820999757745
88,hybrid,0.1,2.7717787775748045e-06,2.3509993317841863e-06,4.207794457906184e-06,0.37059754713957255,0.37446470244103647,-0.00037391352730403726,-1.282847757355383e-06,0.3744673883809875,-0.0003712275873530291,-1.2711892168166487e-06,0.6296296296296297,0.0749677231936681
89,hybrid,0.1,2.767976198219469e-06,2.3484438190396793e-06,4.195323791797896e-06,0.3699305777125536,0.373898732686359,-0.0003793868200083761,-1.2978054865179101e-06,0.3739016677410364,-0.00037645176533096514,-1.2853204722114973e-06,0.6296296296296297,0.07485562390127347
90,hybrid,0.1,2.7667131093752404e-06,2.3470159498025653e-06,4.19697159572675e-06,0.36940479696914447,0.37333116034653563,-0.00038464301637541887,-1.3120327557100946e-06,0.3733339973599197,-0.00038180600299136946,-1.2998875655628912e-06,0.6333333333333333,0.0747431606725822
91,hybrid,0.1,2.765102780196252e-06,2.345400406085742e-06,4.197023741105096e-06,0.3688295581927169,0.37276931762929316,-0.00039003896104983227,-1.3266862273155389e-06,0.37277220566478536,-0.0003871509255576333,-1.3143683139237201e-06,0.6296296296296297,0.0746318713180686
92,hybrid,0.1,2.76411475263889e-06,2.3446208744866595e-06,4.1949387815222985e-06,0.3682735486779959,0.3722175096797546,-0.0003955842228524076,-1.3417972486091164e-06,0.3722206508991898,-0.00039244300341717553,-1.3286727854803062e-06,0.6296296296296297,0.0745226187805214
93,hybrid,0.1,2.7605893884442196e-06,2.342351091488565e-06,4.182382969556546e-06,0.3677367828087608,0.3716682397293092,-0.0004010976860464588,-1.3567831517628326e-06,0.37167162880402027,-0.00039770861133536783,-1.342906809201393e-06,0.6296296296296297,0.07441386748307113
94,hybrid,0.1,2.7573671443126105e-06,2.339112287962252e-06,4.1825485635035885e-06,0.3670609115317787,0.3711150514967085,-0.0004064939673032453,-1.3713375735907823e-06,0.3711184446234465,-0.0004031008405652181,-1.3574282625168198e-06,0.6333333333333333,0.07430430909280235
95,hybrid,0.1,2.7570845321197633e-06,2.338751882085967e-06,4.18332650033796e-06,0.3666652587129957,0.3705697639378057,-0.000411750646643394,-1.3854280486325782e-06,0.3705730285174473,-0.0004084860670018342,-1.371932836271726e-06,0.6333333333333333,0.07419630291688982
96,hybrid,0.1,2.7539929190077517e-06,2.3361463441709646e-06,4.178465748367873e-06,0.36601009487212155,0.370032133032386,-0.0004172071384683784,-1.400111649178489e-06,0.3700354895049133,-0.00041385066594112896,-1.3863081243314186e-06,0.6333333333333333,0.07408986803417088
97,hybrid,0.1,2.7549240913112036e-06,2.3369301682693867e-06,4.179939230418174e-06,0.3654976572989018,0.3695025088675987,-0.0004227639035446762,-1.4150999572678851e-06,0.36950611183945525,-0.00041916093168814506,-1.4004922428622279e-06,0.6333333333333333,0.07398505455422867
98,hybrid,0.1,2.7509141405827305e-06,2.333398079875779e-06,4.175160607069511e-06,0.36489646604290316,0.3689561276170343,-0.0004280476944569789,-1.4291785223428531e-06,0.3689595699800412,-0.0004246053314500564,-1.4151856545352557e-06,0.6407407407407407,0.07387683506229825
99,hybrid,0.1,2.7482651090602143e-06,2.331357476199076e-06,4.1690763286113885e-06,0.3643745564881806,0.36842216564856817,-0.00043353438337484507,-1.4438709904828146e-06,0.3684256633046004,-0.00043003672734259757,-1.429774559706849e-06,0.6407407407407407,0.07377114000638861
