epoch,stage,lambda_id,train_total_loss,train_boot_loss,train_identity_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
1,warmup,0.0,4.63441112345123e-06,4.63441112345123e-06,8.280446012185733e-06,0.4844506297336232,0.4766071980242909,-1.5767713049119614e-05,-7.223756353706115e-08,0.47662759916903596,4.633431695932888e-06,3.5401195892732816e-08,0.12222222222222222,0.095324593147468
2,transition,0.1,5.1978817500969945e-06,4.395092481517113e-06,8.027892685798807e-06,0.4683252601533187,0.4641519652173608,-3.9923781745221376e-05,-1.991089109457621e-07,0.46416870927430104,-2.3179724804978097e-05,-1.0907595715932633e-07,0.15185185185185185,0.09283837779982121
3,hybrid,0.1,4.97007741227861e-06,4.19204067370736e-06,7.780367385712501e-06,0.45791107894005145,0.4561721534732587,-5.3605597527650595e-05,-2.729789156644309e-07,0.45618519587086087,-4.056319992545854e-05,-2.0169117704083354e-07,0.15925925925925927,0.09124515181415727
4,hybrid,0.1,4.790650259950251e-06,4.033052602004545e-06,7.575976579457062e-06,0.4512150521678434,0.45086015216620096,-6.086723508730296e-05,-3.1293503242440504e-07,0.45086990280250744,-5.111659878082042e-05,-2.5882149027670596e-07,0.1814814814814815,0.09018420388025765
5,hybrid,0.1,4.629803775930588e-06,3.89194333625365e-06,7.378604396769377e-06,0.446731122752449,0.44718012958018916,-6.512348655907108e-05,-3.364046833205503e-07,0.44718710649631177,-5.814657043645699e-05,-2.970374710836233e-07,0.18518518518518517,0.08944905061334964
6,hybrid,0.1,4.493024996346696e-06,3.772690534014386e-06,7.203344623323097e-06,0.4435200507645126,0.4444953449545746,-6.730689752870722e-05,-3.482294803355357e-07,0.44450010220506575,-6.25496470375575e-05,-3.2079578612880335e-07,0.1925925925925926,0.08891253037042066
7,hybrid,0.1,4.375366016065265e-06,3.671442314190374e-06,7.039237018748902e-06,0.4410066436522717,0.44241836370143584,-6.827105061818495e-05,-3.530408899473812e-07,0.4424213426439111,-6.529210814293362e-05,-3.352317087442489e-07,0.2074074074074074,0.0884973269504108
8,hybrid,0.1,4.271541655476218e-06,3.58082772106452e-06,6.907139344116984e-06,0.43916901307967776,0.44071077415595206,-6.872811646452259e-05,-3.548025667639591e-07,0.4407122894092998,-6.721286311678343e-05,-3.4492050891913846e-07,0.21481481481481482,0.08815590045448331
9,hybrid,0.1,4.177397626311545e-06,3.5001082720341656e-06,6.77289354277379e-06,0.43759824596865976,0.43922944252938145,-6.911008257992624e-05,-3.558728216907696e-07,0.4392297197528902,-6.883285907116621e-05,-3.5267493474501455e-07,0.22592592592592592,0.08785971052239228
10,hybrid,0.1,4.084516608406434e-06,3.421069525862778e-06,6.634470825436572e-06,0.4360921109522491,0.43788120845548634,-6.972981947378498e-05,-3.578498179312322e-07,0.43788074381765585,-7.019445730427343e-05,-3.586947725038776e-07,0.24814814814814815,0.08759018765499202
11,hybrid,0.1,4.007460601219442e-06,3.355550741350957e-06,6.5190985986848475e-06,0.43473920382881054,0.4366267878627739,-7.0260149101109e-05,-3.5919341999796897e-07,0.43662565692629424,-7.139108558079643e-05,-3.636231104495462e-07,0.25925925925925924,0.087339409602375
12,hybrid,0.1,3.928801437235354e-06,3.288953966107872e-06,6.398474711274808e-06,0.4334794133510121,0.4354252729845319,-7.110179544683737e-05,-3.618898634085376e-07,0.4354237330942558,-7.26416857229073e-05,-3.6852182403246457e-07,0.26666666666666666,0.08709927495599575
13,hybrid,0.1,3.861317025641181e-06,3.2314633981894193e-06,6.29853627451762e-06,0.43241322285466105,0.43426648720351685,-7.219470846142606e-05,-3.657382713766503e-07,0.4342645835685776,-7.409834340066368e-05,-3.7429012459286814e-07,0.28888888888888886,0.08686773638239566
14,hybrid,0.1,3.7990693198308503e-06,3.179695658870127e-06,6.193736609607229e-06,0.43116835756608285,0.43313952905095493,-7.308090970353787e-05,-3.683291637863095e-07,0.43313729144464125,-7.531851601721984e-05,-3.7860578765546034e-07,0.3,0.0866425219921317
15,hybrid,0.1,3.7374058876224687e-06,3.1280332706387977e-06,6.093726169836708e-06,0.4299679708254538,0.43202935774717605,-7.427526627756809e-05,-3.7231426082396345e-07,0.43202697872656176,-7.665428689185294e-05,-3.8331493868210714e-07,0.31851851851851853,0.08642072660269072
16,hybrid,0.1,3.6822328929086245e-06,3.0818012780732794e-06,6.004316148353448e-06,0.4289111523066994,0.4309400413430008,-7.564764736450735e-05,-3.770799929090794e-07,0.43093754387538036,-7.814511498493992e-05,-3.886376459337319e-07,0.32222222222222224,0.08620313779807305
17,hybrid,0.1,3.6267021690420447e-06,3.0356790118991375e-06,5.910231571429067e-06,0.4277764541219596,0.42986318670399626,-7.727274570967779e-05,-3.8293644332346275e-07,0.4298606088195922,-7.985063011373139e-05,-3.948601118610167e-07,0.32592592592592595,0.08598809188994118
18,hybrid,0.1,3.579482787182546e-06,2.996894388685289e-06,5.825883984972559e-06,0.42667694761728825,0.4288027260180126,-7.895803570895366e-05,-3.88932583831594e-07,0.4288002878013391,-8.139625238245962e-05,-4.000847158711822e-07,0.32592592592592595,0.08577633681074431
19,hybrid,0.1,3.5332612201553755e-06,2.9581486138107975e-06,5.751126063445776e-06,0.4255920146901483,0.4277535380633766,-8.087593423355965e-05,-3.959277887593518e-07,0.4277510847157437,-8.332928186649546e-05,-4.0708121192768363e-07,0.3333333333333333,0.08556688279952204
20,hybrid,0.1,3.489162055825651e-06,2.9219387042808534e-06,5.672233515447969e-06,0.42456489275261744,0.42671422383434554,-8.303414844446078e-05,-4.039233382067313e-07,0.4267119025968612,-8.53553859287981e-05,-4.1435941090022465e-07,0.34444444444444444,0.085359451596558
21,hybrid,0.1,3.4464098678426784e-06,2.887011262727689e-06,5.593986051149892e-06,0.42342206946784094,0.4256839674346156,-8.527641741068459e-05,-4.1212200609336107e-07,0.4256817825253745,-8.74613266518276e-05,-4.21822319862311e-07,0.35185185185185186,0.08515384877040527
22,hybrid,0.1,3.4077461504859575e-06,2.85504263691818e-06,5.527035135677773e-06,0.4224642160076623,0.42466258827879577,-8.762847734922197e-05,-4.2067759384783803e-07,0.42466055125028274,-8.966550586225752e-05,-4.2960130692632154e-07,0.37037037037037035,0.084950043351229
23,hybrid,0.1,3.378039240062668e-06,2.8312069537830225e-06,5.468322862796453e-06,0.42143122559430957,0.42365638843658704,-9.008110589542317e-05,-4.296102113529154e-07,0.4236544283096147,-9.204123286776777e-05,-4.381070004516965e-07,0.3851851851851852,0.08474929390849649
24,hybrid,0.1,3.3463155353155458e-06,2.8047720085197232e-06,5.415435267958222e-06,0.42040696859622767,0.42266314468958,-9.246991778882885e-05,-4.380567911103732e-07,0.4226612532311638,-9.436137620499885e-05,-4.461586290261765e-07,0.4074074074074074,0.08455112292147376
25,hybrid,0.1,3.3110126390886064e-06,2.776465551268587e-06,5.345470878200192e-06,0.41925352120656506,0.4216758283707128,-9.515287582939624e-05,-4.477157489985806e-07,0.4216741148530452,-9.686639349704151e-05,-4.548986965663491e-07,0.42592592592592593,0.08435419624930846
26,hybrid,0.1,3.286014332105608e-06,2.755388484906969e-06,5.306258471986393e-06,0.41845884991196025,0.4207023116424131,-9.791402403386273e-05,-4.576361724771235e-07,0.4207005922738002,-9.963339264679183e-05,-4.647505665849997e-07,0.45555555555555555,0.0841600451332894
27,hybrid,0.1,3.2551854812159493e-06,2.730781368269018e-06,5.244041129469311e-06,0.41734580349168454,0.41972958403740984,-0.00010076073099662963,-4.676858478490614e-07,0.41972799677252476,-0.00010234799588171306,-4.7414469401380575e-07,0.4666666666666667,0.08396606895368129
28,hybrid,0.1,3.23240624798451e-06,2.713102244596028e-06,5.193040033884825e-06,0.4163211420604364,0.4187764102740193,-0.00010348435822521429,-4.770389544315611e-07,0.41877488828088305,-0.00010500635136145853,-4.831250153132212e-07,0.4777777777777778,0.0837759789264489
29,hybrid,0.1,3.2052988799190014e-06,2.6912648858259905e-06,5.140339940930109e-06,0.4153804355209834,0.4178290743183877,-0.00010645530048258856,-4.873626877672133e-07,0.4178277258238902,-0.00010780379498009918,-4.925729580961371e-07,0.48148148148148145,0.08358710592377407
30,hybrid,0.1,3.1823166948292683e-06,2.6728243055281636e-06,5.094923893011042e-06,0.4144281922493713,0.416893558433673,-0.00010968930775751007,-4.987514612047391e-07,0.41689245687380216,-0.00011079086762832979,-5.027699506700777e-07,0.48148148148148145,0.0834006495482861
31,hybrid,0.1,3.1638041131987293e-06,2.658276551031453e-06,5.055275621672757e-06,0.41341860857568513,0.415962439737206,-0.00011270622277459452,-5.08925134816169e-07,0.41596143199403973,-0.0001137139659408426,-5.124746065060981e-07,0.4888888888888889,0.08321502919199611
32,hybrid,0.1,3.139996073630972e-06,2.6384457759533984e-06,5.015502976775735e-06,0.41255472624391487,0.41504115740574454,-0.00011602917137809587,-5.203943323797667e-07,0.4150402578638056,-0.0001169287133170327,-5.23402236436726e-07,0.5037037037037037,0.08303143731542453
33,hybrid,0.1,3.1227943222785666e-06,2.625110352585346e-06,4.976839696932215e-06,0.41154234828781766,0.4141241910215704,-0.00011949650849080173,-5.323078662140498e-07,0.4141234627774163,-0.00012022475264489296,-5.345162082350441e-07,0.5111111111111111,0.08284873750601224
34,hybrid,0.1,3.103213133357695e-06,2.6096711578337075e-06,4.935419755239876e-06,0.4106697096165897,0.4132205309528067,-0.00012300556461614098,-5.442645887763174e-07,0.41322002179566936,-0.00012351472175348155,-5.454555121432118e-07,0.5185185185185185,0.08266870730348456
35,hybrid,0.1,3.091000050927079e-06,2.600318287773704e-06,4.906817631533752e-06,0.4096632377599513,0.41232691102435315,-0.00012630636557847685,-5.550936776537797e-07,0.4123264266458118,-0.00012679074411980906,-5.561402341505445e-07,0.5185185185185185,0.08249064347798632
36,hybrid,0.1,3.071746484758469e-06,2.584775601652368e-06,4.869708831061012e-06,0.40876926565923,0.41144009244830787,-0.00012969043625032928,-5.661514252919774e-07,0.4114395798968705,-0.00013020298768767757,-5.67284014261094e-07,0.5185185185185185,0.08231395657691164
37,hybrid,0.1,3.0548449213781466e-06,2.5710690614574145e-06,4.837758599207319e-06,0.40795191178120815,0.4105580355512874,-0.00013325231871258447,-5.778673791101917e-07,0.41055754799417604,-0.00013373987582393498,-5.788721594299565e-07,0.5259259259259259,0.08213825757399999
38,hybrid,0.1,3.04092110677582e-06,2.5598115977841307e-06,4.811095089916895e-06,0.4071071544420313,0.4096875587251721,-0.00013696651318451103,-5.901147195104138e-07,0.40968715093236563,-0.00013737430599097822,-5.907248225428259e-07,0.5370370370370371,0.08196490504767132
39,hybrid,0.1,3.029996030727289e-06,2.552119131879953e-06,4.778768988473365e-06,0.4061970875610611,0.4088266650418107,-0.00014073354613286515,-6.025160799238234e-07,0.4088263765378351,-0.00014102205010846358,-6.025753999812345e-07,0.5333333333333333,0.08179347971758871
40,hybrid,0.1,3.017798580381767e-06,2.5427412913844058e-06,4.750572889973615e-06,0.40523127130827896,0.4079720777413465,-0.00014437854961979468,-6.141752194501599e-07,0.4079717705939539,-0.00014468569701237,-6.142826784532273e-07,0.5407407407407407,0.08162329125819325
