run_index,method_name,stage_name,seed,run_id,run_config_path,run_summary_path,transport_family,residual_branch_structure,configured_transport_steps,one_step_energy_delta_vs_identity,configured_step_energy_delta_vs_identity,configured_step_fixed_point_residual_delta_vs_identity,one_step_energy_delta_vs_local_field_only,configured_step_energy_delta_vs_local_field_only,configured_step_fixed_point_residual_delta_vs_local_field_only,val_accuracy,test_accuracy,val_output_mse,test_output_mse,selected_epoch,total_training_epochs,selection_hits_final_training_boundary,runtime_proxy_seconds,acceptance_contract,mechanism_signal_positive,config_json_exists,summary_json_exists,epoch_metrics_csv_exists,seed_matches,dataset_matches,batch_protocol_matches,deterministic_artifact_checks_passed
1,stage_05_two_branch_corrected_residual_core_v2,FMPC Stage 05 EF Core Probe v2 Reference,0,seed_0,runs/stage_05_two_branch_corrected_residual_core_v2/seed_0/config.json,runs/stage_05_two_branch_corrected_residual_core_v2/seed_0/summary.json,two_branch_residual_meanflow_core,two_branch,2,-0.00010702574098109263,-0.00011296177373015803,-5.897066476646766e-07,2.7933692625603523e-05,2.186413272292631e-05,1.111827962098225e-07,0.1,0.13333333333333333,0.09161314577531175,0.09183371689892363,3,3,True,0.36174709999977495,mechanism_first,True,True,True,True,True,True,True,True
2,stage05_v3a_explicit_transport_drift_contract,FMPC Stage 05 EF Core Probe v3-A Explicit Transport-Drift Candidate,0,seed_0,runs/stage05_v3a_explicit_transport_drift_contract/seed_0/config.json,runs/stage05_v3a_explicit_transport_drift_contract/seed_0/summary.json,two_branch_residual_meanflow_core,two_branch,2,-0.00010485075275640243,-0.00011094232096753309,-5.793707302127868e-07,3.0108680850293723e-05,2.388358548555125e-05,1.2151871366171234e-07,0.1,0.13333333333333333,0.09161314577531175,0.09183371689892363,3,3,True,0.3596042999997735,mechanism_first,True,True,True,True,True,True,True,True
