epoch,stage,lambda_id,alpha,lambda_traj_curr,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
11,hybrid,0.1,0.5,0.2,4.161286619048446e-06,3.2211796433498802e-06,2.1992513362708675e-06,1.0219283070790127e-06,6.96912938399433e-06,1.2159701864956607e-06,0.43472932658766705,0.4366193164856148,-6.484646753313061e-05,-3.314904557420533e-07,0.43661767128705664,-6.649166609129509e-05,-3.384498271334776e-07,0.25925925925925924,0.08733683259062959
12,hybrid,0.1,0.5,0.2,4.096086306678395e-06,3.1724911040184886e-06,2.159393656140833e-06,1.0130974478776553e-06,6.850099239176471e-06,1.1929263937112925e-06,0.4334682759601315,0.435416775638211,-6.566559713305775e-05,-3.3420357986181756e-07,0.43541472385307883,-6.771738226524215e-05,-3.433365689609676e-07,0.26296296296296295,0.08709648824706881
13,hybrid,0.1,0.5,0.2,4.038676447779337e-06,3.1289795063827653e-06,2.1234225870276117e-06,1.005556919355153e-06,6.75027529045563e-06,1.1733470617550466e-06,0.43240221374155813,0.43425701981521203,-6.676255769128003e-05,-3.382166729436209e-07,0.4342546082890687,-6.91740838346111e-05,-3.4923256237771416e-07,0.28888888888888886,0.08686475647458065
14,hybrid,0.1,0.5,0.2,3.986884969438514e-06,3.091727652952233e-06,2.090157078736893e-06,1.00157057421534e-06,6.6444213877068685e-06,1.1535758885779732e-06,0.4311546850586027,0.433129597565402,-6.758614616397818e-05,-3.406445170885575e-07,0.43312685615914476,-7.032755242120103e-05,-3.533477027923681e-07,0.2962962962962963,0.0866394367423132
15,hybrid,0.1,0.5,0.2,3.932884502206118e-06,3.0518878299052556e-06,2.057504625282255e-06,9.943832046230006e-07,6.541735157437305e-06,1.134115782785658e-06,0.4299540971007886,0.43201910331474846,-6.873439682175686e-05,-3.4455736265076543e-07,0.4320162252806256,-7.1612430944612e-05,-3.57944083665177e-07,0.3148148148148148,0.08641756754231404
16,hybrid,0.1,0.5,0.2,3.882853720444548e-06,3.0147149483960422e-06,2.0265214917818746e-06,9.881934566141674e-07,6.448473808666538e-06,1.1164569559092582e-06,0.428897519946868,0.430929659559576,-7.006642503554206e-05,-3.4928315155091844e-07,0.43092666925296436,-7.305673164720305e-05,-3.63179959508202e-07,0.32592592592592595,0.08619994519692231
17,hybrid,0.1,0.5,0.2,3.833286340236072e-06,2.9787531658100574e-06,1.9961463627041813e-06,9.826068031058763e-07,6.349419276082655e-06,1.0979562340887415e-06,0.42776323314826625,0.42985271606952585,-7.167702242732998e-05,-3.5523924697019563e-07,0.42984965272851866,-7.474036343452228e-05,-3.6944916977595436e-07,0.32592592592592595,0.08598487861839064
18,hybrid,0.1,0.5,0.2,3.788153755500032e-06,2.945852759146216e-06,1.968899913094394e-06,9.769528460518214e-07,6.259811188221771e-06,1.081599387658195e-06,0.426662507065255,0.4287927230810674,-7.329466831740294e-05,-3.610650146624011e-07,0.42878980725512855,-7.621049425626802e-05,-3.744492925713888e-07,0.32592592592592595,0.08577320354987697
19,hybrid,0.1,0.5,0.2,3.7445753178693326e-06,2.9135763384945883e-06,1.9425923235870667e-06,9.70984014907522e-07,6.177891467914512e-06,1.0660491629164662e-06,0.4255798775429748,0.4277437645212583,-7.520703204993984e-05,-3.682135896260956e-07,0.4277408437447515,-7.812780855670498e-05,-3.815335529596894e-07,0.3333333333333333,0.08556379431066165
20,hybrid,0.1,0.5,0.2,3.702727898415755e-06,2.883421929363086e-06,1.9169193879829685e-06,9.665025413801175e-07,6.092265921958006e-06,1.0503968842843397e-06,0.42455366226873315,0.4267048389461231,-7.735755629667551e-05,-3.763457202858253e-07,0.42670206150937434,-8.013499304543314e-05,-3.888786531964085e-07,0.337037037037037,0.08535643930048395
21,hybrid,0.1,0.5,0.2,3.66041302812736e-06,2.85291028778783e-06,1.8919789740194216e-06,9.60931313768408e-07,6.005700106172621e-06,1.034663648611342e-06,0.4234111995274943,0.425675286219033,-7.957592329077556e-05,-3.846001020431735e-07,0.42567265697808815,-8.220516423562696e-05,-3.96325202054956e-07,0.35185185185185186,0.08515097242846476
22,hybrid,0.1,0.5,0.2,3.6222136883521513e-06,2.8250507183644702e-06,1.8689540799445163e-06,9.560966384199533e-07,5.930217584790766e-06,1.020706057543025e-06,0.42245533620294634,0.4246544766356373,-8.194370504666093e-05,-3.93407647626329e-07,0.4246520088856516,-8.44114550324071e-05,-4.0427659191925435e-07,0.362962962962963,0.0849472840681368
23,hybrid,0.1,0.5,0.2,3.5903713095658955e-06,2.8024371785266068e-06,1.8502468550355158e-06,9.521903234910908e-07,5.8620959967624224e-06,1.0086226568152347e-06,0.4214240151973894,0.4236489765406741,-8.441681070714413e-05,-4.0262439000916567e-07,0.42364660014901756,-8.67932023637108e-05,-4.1298361160726593e-07,0.3814814814814815,0.08474667867027626
24,hybrid,0.1,0.5,0.2,3.5565994599952944e-06,2.777125890801662e-06,1.828932688155393e-06,9.481932026462683e-07,5.800438151186136e-06,9.97148770375096e-07,0.4203999963415205,0.42265701315396864,-8.677199990525519e-05,-4.110970439540019e-07,0.4226547203760223,-8.90647778515885e-05,-4.209769950637074e-07,0.4,0.08454875703077477
25,hybrid,0.1,0.5,0.2,3.5199379028340357e-06,2.7513606422937135e-06,1.8088720718874163e-06,9.424885704062968e-07,5.720014863126403e-06,9.828788711384103e-07,0.41924896249431454,0.42167095210514804,-8.94476567754321e-05,-4.20896477513398e-07,0.42166885358951456,-9.154617240891838e-05,-4.2976836743535696e-07,0.4222222222222222,0.0843520799523847
26,hybrid,0.1,0.5,0.2,3.4910755211184253e-06,2.7293617642365368e-06,1.790792023220945e-06,9.38569741015592e-07,5.670269747348996e-06,9.73433910734944e-07,0.4184575922814881,0.4206985385298784,-9.226208384949253e-05,-4.312571845426882e-07,0.4206964507418185,-9.434987190937161e-05,-4.3997076665716465e-07,0.45185185185185184,0.08415816012274557
27,hybrid,0.1,0.5,0.2,3.459055781771916e-06,2.707136388575566e-06,1.7720966010600424e-06,9.35039787515524e-07,5.59778983893429e-06,9.607020465146032e-07,0.417345993372017,0.4197271533047707,-9.512715734555366e-05,-4.415788234809852e-07,0.41972521600107576,-9.706446104046362e-05,-4.4954050167206046e-07,0.46296296296296297,0.08396445609242324
28,hybrid,0.1,0.5,0.2,3.432119210673882e-06,2.688423815244193e-06,1.7573501807654497e-06,9.310736344787426e-07,5.536471256680194e-06,9.502413488083513e-07,0.41632154919815073,0.41877607814003664,-9.779218365263409e-05,-4.5083151163020484e-07,0.4187742236020866,-9.964672160267529e-05,-4.5832963582615057e-07,0.4740740740740741,0.08377477406473786
29,hybrid,0.1,0.5,0.2,3.402596540661979e-06,2.6675654658948573e-06,1.7408230438456004e-06,9.267424220492569e-07,5.4725716140639904e-06,9.38869566803615e-07,0.41538389753662824,0.41783076202159597,-0.00010073476001232207,-4.6119785893078543e-07,0.4178291001110968,-0.00010239667051148427,-4.677233650369854e-07,0.4777777777777778,0.08358629935632166
30,hybrid,0.1,0.5,0.2,3.3758952979518566e-06,2.6485763349131314e-06,1.7258212040792851e-06,9.227551308338462e-07,5.415626264219375e-06,9.287816830839365e-07,0.4144359600792337,0.41689704765074803,-0.00010399430733448733,-4.7287638212087694e-07,0.4168956535103777,-0.00010538844770480171,-4.781071705305248e-07,0.48148148148148145,0.0834002083916165
31,hybrid,0.1,0.5,0.2,3.3525878738922593e-06,2.63201994016297e-06,1.7115967394970514e-06,9.204232006659185e-07,5.36536161799063e-06,9.201588596511307e-07,0.41342670799880554,0.4159684903460148,-0.00010694686711676393,-4.829304413637937e-07,0.4159672094558286,-0.00010822775730295886,-4.875970115140885e-07,0.48518518518518516,0.08321508744262632
32,hybrid,0.1,0.5,0.2,3.325196765895468e-06,2.6116848930437154e-06,1.69682544428831e-06,9.148594487554056e-07,5.313906490583426e-06,9.106061189670485e-07,0.41256845164770095,0.41504934344655464,-0.00011028809687868568,-4.946549180170066e-07,0.41504819132547605,-0.00011144021795728154,-4.986810995242542e-07,0.5037037037037037,0.08303192630868667
33,hybrid,0.1,0.5,0.2,3.303658793646825e-06,2.596905583610418e-06,1.6848770031585075e-06,9.120285804519105e-07,5.263531422192202e-06,9.020003390859343e-07,0.41155931039650195,0.4141345534015947,-0.0001137873889168195,-5.068811025337871e-07,0.41413359439996394,-0.00011474639054759317,-5.100049229032379e-07,0.5148148148148148,0.08284966815810231
34,hybrid,0.1,0.5,0.2,3.280773852217004e-06,2.581139589516954e-06,1.6720182089143899e-06,9.091213806025644e-07,5.21061495552892e-06,8.928638357357879e-07,0.41068955767864673,0.4132333284990709,-0.00011730967943657244,-5.19067031378806e-07,0.4132326112630097,-0.00011802691549778199,-5.210684020084402e-07,0.5185185185185185,0.0826701276357015
35,hybrid,0.1,0.5,0.2,3.2623228395714034e-06,2.567957645033163e-06,1.6613864096654077e-06,9.065712353677553e-07,5.171166802199218e-06,8.862425715915934e-07,0.40968447369425737,0.4123427153533782,-0.00012056245724789694,-5.298432098600433e-07,0.41234204273052716,-0.00012123508009892481,-5.316095112195302e-07,0.5185185185185185,0.08249265556212522
36,hybrid,0.1,0.5,0.2,3.2385662052415983e-06,2.5508298959731218e-06,1.6491591480183932e-06,9.016707479547292e-07,5.1222226701010656e-06,8.775702112918495e-07,0.40879562667897595,0.4114587538199292,-0.00012393692902218367,-5.410107723220065e-07,0.4114580722365907,-0.00012461851236067467,-5.427767041544932e-07,0.5185185185185185,0.08231653814979027
37,hybrid,0.1,0.5,0.2,3.2191064364959317e-06,2.5372423963033133e-06,1.6374476808295448e-06,8.997947154737689e-07,5.07888787337898e-06,8.698762642736026e-07,0.4079822564866107,0.41057957179593574,-0.0001274882005148359,-5.528551840242805e-07,0.4105789358457651,-0.00012812415068547134,-5.544022156012064e-07,0.5222222222222223,0.0821414119992901
38,hybrid,0.1,0.5,0.2,3.1991237302819763e-06,2.522416244489322e-06,1.6265214410159807e-06,8.958948034733409e-07,5.040756616130203e-06,8.631591208981713e-07,0.40714176223549847,0.4097119397959462,-0.00013123444182466804,-5.653953664091864e-07,0.4097114063175842,-0.00013176792018670946,-5.664484914137875e-07,0.5333333333333333,0.08196863484755418
39,hybrid,0.1,0.5,0.2,3.1838067649159347e-06,2.5128559960053924e-06,1.6192273068232354e-06,8.936286891821569e-07,4.997127826263529e-06,8.56189931420947e-07,0.4062355297103851,0.4088541208698881,-0.0001350063835607318,-5.779829771954408e-07,0.40885373062589175,-0.00013539662755707171,-5.783827312771386e-07,0.5333333333333333,0.08179782545068977
40,hybrid,0.1,0.5,0.2,3.1668642746900497e-06,2.5011285075274604e-06,1.609674617907105e-06,8.91453889620355e-07,4.958074522646443e-06,8.496415744897265e-07,0.4052726263674383,0.4080030131106746,-0.00013861360766936892,-5.896356438357751e-07,0.40800262469378873,-0.0001390020245552459,-5.899974738169268e-07,0.5407407407407407,0.08162832534366879
41,hybrid,0.1,0.5,0.2,3.1517174351878605e-06,2.4901775706130037e-06,1.601418104890888e-06,8.887594657221161e-07,4.926779162284912e-06,8.443097417318299e-07,0.40435610418241996,0.4071596498783726,-0.00014234382153732739,-6.01637904023986e-07,0.40715930142601364,-0.00014269227389629435,-6.018146019448481e-07,0.5444444444444444,0.081460398739982
42,hybrid,0.1,0.5,0.2,3.1323199634160534e-06,2.4772421368351158e-06,1.5924942016304657e-06,8.847479352046494e-07,4.87837727641321e-06,8.362004946980875e-07,0.4035174856922742,0.40632435985283316,-0.0001463446923807843,-6.146853664347387e-07,0.4063242436515732,-0.0001464608936407319,-6.138715671715183e-07,0.5444444444444444,0.08129414090904279
43,hybrid,0.1,0.5,0.2,3.1160108008734478e-06,2.464522575292573e-06,1.5827442818845283e-06,8.817782934080443e-07,4.852448013413986e-06,8.312171211973825e-07,0.40278997848840864,0.4054956381964049,-0.00015034122374446568,-6.276211369808313e-07,0.40549563292573476,-0.00015034649441458825,-6.263099884813532e-07,0.5444444444444444,0.08112919588402986
44,hybrid,0.1,0.5,0.2,3.1025280181117628e-06,2.455959793414828e-06,1.5760736074882797e-06,8.79886185926548e-07,4.8152472612909765e-06,8.252174928391855e-07,0.40178954799635463,0.40467126080647914,-0.00015432843937723817,-6.4032291752526e-07,0.40467133945462935,-0.00015424979122702354,-6.386455966101779e-07,0.5444444444444444,0.08096511784917128
45,hybrid,0.1,0.5,0.2,3.086172021221465e-06,2.4446086939715336e-06,1.5677647495054076e-06,8.768439444661259e-07,4.777537021203574e-06,8.190481256478691e-07,0.40106784523477873,0.4038570591708737,-0.00015862261687898949,-6.542063837831349e-07,0.4038574341644121,-0.0001582476233406016,-6.513044453178643e-07,0.5518518518518518,0.08080313635755054
46,hybrid,0.1,0.5,0.2,3.0739138433218635e-06,2.4358638411128573e-06,1.5606409668651094e-06,8.752228742477483e-07,4.7514649173458646e-06,8.145175523720987e-07,0.40018140684746395,0.40305019325361496,-0.0001625174619224734,-6.662990853526993e-07,0.4030505401544075,-0.00016217056112993733,-6.634890026136061e-07,0.5518518518518518,0.08064254214310748
47,hybrid,0.1,0.5,0.2,3.0642966603390124e-06,2.42908767560086e-06,1.5565781177001335e-06,8.725095579007265e-07,4.730022849049369e-06,8.110334991660795e-07,0.39941532926298234,0.4022502102564981,-0.00016668209978282222,-6.79373301560194e-07,0.4022505518630025,-0.00016634049327840517,-6.765960302260339e-07,0.5592592592592592,0.0804833784712562
48,hybrid,0.1,0.5,0.2,3.0481926897928927e-06,2.418626701450493e-06,1.5487750070866294e-06,8.698516943638636e-07,4.687465876864716e-06,8.040970032796396e-07,0.39856287461429674,0.40146100019574005,-0.00017098229694251232,-6.929721967580203e-07,0.40146158003989824,-0.00017040245278432398,-6.892032251359177e-07,0.5592592592592592,0.08032639649853651
49,hybrid,0.1,0.5,0.2,3.036131734473575e-06,2.4096317005106156e-06,1.5421465288132734e-06,8.67485171697342e-07,4.6647058577179815e-06,8.001472409558057e-07,0.39781094145883744,0.40068132335736023,-0.0001752344273857065,-7.062194162727516e-07,0.400682079898026,-0.00017447788671992592,-7.017212187654333e-07,0.5555555555555556,0.08017131155694919
50,hybrid,0.1,0.5,0.2,3.0228688398513135e-06,2.4005236746517087e-06,1.5354638434965373e-06,8.650598311551711e-07,4.633461218432264e-06,7.949952167818949e-07,0.39699330076890493,0.39990447317211,-0.00017957157700898563,-7.197131383181372e-07,0.399905320243255,-0.0001787245058639808,-7.148304914695062e-07,0.562962962962963,0.0800168089498238
51,hybrid,0.1,0.5,0.2,3.0116022492934483e-06,2.392761895559358e-06,1.53017273247019e-06,8.625891630891681e-07,4.60724539206987e-06,7.905790726355163e-07,0.39617543253558496,0.3991312366866062,-0.00018398535745395295,-7.333235801719289e-07,0.39913214042832446,-0.00018308161573571402,-7.282487497916766e-07,0.562962962962963,0.07986304440881203
52,hybrid,0.1,0.5,0.2,3.0002988834883824e-06,2.3847868787523987e-06,1.5239502635313483e-06,8.608366152210505e-07,4.582213660477551e-06,7.864531934411425e-07,0.3954007830808438,0.3983659323502253,-0.00018851658393848059,-7.474076635582364e-07,0.39836705687761625,-0.00018739205654755287,-7.414615363503284e-07,0.5740740740740741,0.07971088978683276
53,hybrid,0.1,0.5,0.2,2.989997830973277e-06,2.377496431513064e-06,1.5188761929549397e-06,8.58620238558124e-07,4.559705018206294e-06,7.826544881979188e-07,0.39470134250193095,0.39760874462398527,-0.00019292822821243005,-7.60895963947605e-07,0.3976099044583453,-0.0001917683938523762,-7.548137538340109e-07,0.5777777777777777,0.07956033457043954
54,hybrid,0.1,0.5,0.2,2.9807676548018155e-06,2.3714840757171087e-06,1.5153026030610805e-06,8.561814726560279e-07,4.535171557017803e-06,7.788321169146336e-07,0.3938092967872405,0.39685775385522426,-0.00019753596832927656,-7.750016548645103e-07,0.39685909402697744,-0.00019619579657609298,-7.682210013104629e-07,0.5851851851851851,0.07941105796471071
55,hybrid,0.1,0.5,0.2,2.969250541812274e-06,2.363338504130725e-06,1.5093163317799917e-06,8.540221723507331e-07,4.509917129766433e-06,7.74601623524529e-07,0.3930213979445645,0.39611278352180523,-0.00020194869117856618,-7.882050046554429e-07,0.396114084941068,-0.00020064727191582143,-7.815825562316526e-07,0.5888888888888889,0.07926294644259675
56,hybrid,0.1,0.5,0.2,2.9623597337685665e-06,2.359081461624205e-06,1.5069091557422397e-06,8.52172305881965e-07,4.489640775842254e-06,7.715709728006804e-07,0.39222840447627394,0.39538033692503516,-0.00020649676337702871,-8.01875955263058e-07,0.3953817367474735,-0.00020509694093867603,-7.948655739674609e-07,0.5925925925925926,0.07911736673768244
57,hybrid,0.1,0.5,0.2,2.951983366489128e-06,2.351880709404407e-06,1.5018513204803846e-06,8.500293889240227e-07,4.465749906079505e-06,7.676383323838502e-07,0.3914761753193528,0.39464642137805966,-0.00021095593632181053,-8.151121609284244e-07,0.3946478438418549,-0.0002095334725265574,-8.080168383698739e-07,0.5925925925925926,0.07897147546287629
58,hybrid,0.1,0.5,0.2,2.940921031551952e-06,2.3441113113659968e-06,1.4965480227245159e-06,8.475632886414811e-07,4.441303915927703e-06,7.633966429659238e-07,0.3907459398809741,0.393913341075981,-0.00021570027341721865,-8.293407753934062e-07,0.3939148184067828,-0.0002142229426154718,-8.220733032329904e-07,0.5925925925925926,0.07882580826987966
59,hybrid,0.1,0.5,0.2,2.9344817887360988e-06,2.339440366135151e-06,1.4935984807733898e-06,8.458418853617611e-07,4.427601758308048e-06,7.614062338507166e-07,0.39009523909865107,0.39319785680707575,-0.00022033731319354155,-8.430235905380434e-07,0.39319943950782366,-0.00021875461244563743,-8.353510400688408e-07,0.5925925925925926,0.07868363882405385
60,hybrid,0.1,0.5,0.2,2.926486224412228e-06,2.3347550178164414e-06,1.490669008544952e-06,8.44086009271489e-07,4.402276155942452e-06,7.575179550077063e-07,0.3892420214214868,0.3924829033522147,-0.00022508981705998687,-8.571462780748262e-07,0.3924846042737386,-0.00022338889553608077,-8.490915030739759e-07,0.5925925925925926,0.07854159863385493
61,hybrid,0.1,0.5,0.2,2.9178520258927253e-06,2.3279515250894287e-06,1.486012199639604e-06,8.41939325449824e-07,4.388969570491828e-06,7.550177187705694e-07,0.38859617560598914,0.3917798680322507,-0.0002298056646070079,-8.710265217247025e-07,0.3917816827674932,-0.0002279909293644855,-8.62535086282052e-07,0.5925925925925926,0.07840193473937154
62,hybrid,0.1,0.5,0.2,2.9082982556590186e-06,2.321533020598932e-06,1.481739437135197e-06,8.397935834637351e-07,4.365328399325605e-06,7.511619756376326e-07,0.38780850731601013,0.3910769038261803,-0.00023453151958408025,-8.848810871785184e-07,0.39107873186912484,-0.00023270347663956192,-8.76323772529481e-07,0.5925925925925926,0.07826228706915288
63,hybrid,0.1,0.5,0.2,2.8994102801663515e-06,2.314366271505123e-06,1.4770532904766432e-06,8.373129810284801e-07,4.3529815485932806e-06,7.487292690095021e-07,0.3872116665774592,0.3903798162992564,-0.000239410014167607,-8.992776117742866e-07,0.39038168186169275,-0.00023754445173124195,-8.905986466119101e-07,0.5925925925925926,0.0781238452626848
64,hybrid,0.1,0.5,0.2,2.8912843864454682e-06,2.3099262964051297e-06,1.4742793974840056e-06,8.356468989211246e-07,4.324380701036102e-06,7.446000996836389e-07,0.38632326974455156,0.389686411381044,-0.00024438973909951534,-9.139042402120682e-07,0.3896886265376176,-0.0002421745825259003,-9.039990346720612e-07,0.5925925925925926,0.0779861602240287
65,hybrid,0.1,0.5,0.2,2.8886001170618394e-06,2.308521594030871e-06,1.4733172956453825e-06,8.352042983854891e-07,4.31430578685097e-06,7.432397217293542e-07,0.3857064261094564,0.38900795663667775,-0.00024919106726206675,-9.278361104783921e-07,0.38901030264893166,-0.00024684505500816023,-9.174391772136031e-07,0.5925925925925926,0.07785142954078797
66,hybrid,0.1,0.5,0.2,2.878655786490127e-06,2.3004665082618055e-06,1.4674996370879536e-06,8.329668711738519e-07,4.3008015590774195e-06,7.405456116028987e-07,0.38514124550098205,0.3883276097197903,-0.00025407698507762255,-9.419856471351616e-07,0.38833008848290185,-0.0002515982219660762,-9.311395247609618e-07,0.6,0.07771633734097358
67,hybrid,0.1,0.5,0.2,2.874538746361897e-06,2.298064795121779e-06,1.465126305281995e-06,8.329384898397837e-07,4.2876487773976325e-06,7.385453675017732e-07,0.384386688521552,0.3876504318510785,-0.00025896004966163844,-9.560129032099495e-07,0.3876529010870492,-0.00025649081369094606,-9.452618593166996e-07,0.6037037037037037,0.07758187838014802
68,hybrid,0.1,0.5,0.2,2.8659492031426126e-06,2.2912885840968532e-06,1.462294313622565e-06,8.28994270474288e-07,4.274223716326892e-06,7.361912370653519e-07,0.3838027506701544,0.3869882200146233,-0.00026389130288445584,-9.701889854918464e-07,0.38699068953006494,-0.0002614217874428171,-9.59391079416276e-07,0.6074074074074074,0.07745042226350156
69,hybrid,0.1,0.5,0.2,2.8605149858749876e-06,2.288712005797614e-06,1.4609535838469954e-06,8.277584219506184e-07,4.2517848973041766e-06,7.3312245173478e-07,0.3830725912656267,0.3863292987037125,-0.0002688478181345211,-9.844433874649163e-07,0.3863318220562823,-0.0002663244655647379,-9.734658876722237e-07,0.6148148148148148,0.0773196293043694
70,hybrid,0.1,0.5,0.2,2.855372456024713e-06,2.2852345118218393e-06,1.4593481621036656e-06,8.25886349718174e-07,4.239134088948066e-06,7.311226765403314e-07,0.3821945100847166,0.3856713516086207,-0.00027380138706067925,-9.985853951234277e-07,0.38567395042189545,-0.0002712025737859336,-9.87409939687267e-07,0.6148148148148148,0.07718903059913627
71,hybrid,0.1,0.5,0.2,2.8497511030762486e-06,2.2803740633118367e-06,1.4552371441629618e-06,8.251369191488754e-07,4.233946100096147e-06,7.299121487739868e-07,0.3816029807671647,0.38501725203951787,-0.0002787259937135911,-1.0125507839086581e-06,0.3850198171944499,-0.0002761608387815695,-1.0014980756374147e-06,0.6148148148148148,0.07705919560664629
72,hybrid,0.1,0.5,0.2,2.84322298584148e-06,2.2763548645415663e-06,1.4530118072473612e-06,8.233430572942049e-07,4.214676218988088e-06,7.270024970055242e-07,0.3808569839281136,0.3843679484242075,-0.00028375462869778545,-1.026807174367493e-06,0.38437033578145374,-0.00028136727145156026,-1.0163749407837751e-06,0.6148148148148148,0.07693034061058106
73,hybrid,0.1,0.5,0.2,2.8357883997144502e-06,2.2713811299932575e-06,1.4497284208927274e-06,8.2165270910053e-07,4.196021491210462e-06,7.240256030007333e-07,0.3803245654474989,0.3837305614103166,-0.0002889290212514939,-1.0416085969635887e-06,0.3837332715103357,-0.0002862189212323729,-1.0300573986290443e-06,0.6148148148148148,0.07680389808631362
74,hybrid,0.1,0.5,0.2,2.832880981576744e-06,2.2690617707580196e-06,1.4482957644089238e-06,8.207660063490957e-07,4.1916144834083715e-06,7.232888123894363e-07,0.37973877332829736,0.38309424038486173,-0.00029374644535040684,-1.0550892582970655e-06,0.3830969088086317,-0.0002910780215804598,-1.0436823612979419e-06,0.6111111111111112,0.07667759736604242
75,hybrid,0.1,0.5,0.2,2.8275304715677193e-06,2.265301033964512e-06,1.4464453889302363e-06,8.188556450342759e-07,4.1795969590500176e-06,7.213487084910278e-07,0.378981575991605,0.38246791563511445,-0.00029885342217078614,-1.0694448142930645e-06,0.3824705629956748,-0.00029620606161046004,-1.0580500307734854e-06,0.6148148148148148,0.07655335381145704
