epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
11,hybrid,0.1,0.5,0.2,0.1,4.8918844766091706e-06,3.954783567625985e-06,2.2226821966245586e-06,1.7321013710014267e-06,6.668119205702513e-06,1.2652123301450584e-06,1.724652238392264e-07,0.4330846885615075,0.43243823970167977,-0.00015036319920003205,-7.957088664408015e-07,0.4324331531112709,-0.00015544978960890798,-8.216481474624835e-07,0.26296296296296295,0.08651772058017596
12,hybrid,0.1,0.5,0.2,0.1,4.849227158305828e-06,3.920140890868845e-06,2.2011734954888688e-06,1.7189673953799762e-06,6.611251858234748e-06,1.2536230860782157e-06,1.7236464397864604e-07,0.43156869645010226,0.4308801265871721,-0.0001546889859213585,-8.163017313128683e-07,0.4308750546924068,-0.00015976088068669902,-8.420187482290466e-07,0.2777777777777778,0.08620696311461869
13,hybrid,0.1,0.5,0.2,0.1,4.801788779836824e-06,3.881666579074663e-06,2.17848371171014e-06,1.7031828673645224e-06,6.5475760362108186e-06,1.2406898536914743e-06,1.7226626402785213e-07,0.42997805255673605,0.4293812862804777,-0.00015936819681866554,-8.382155212179184e-07,0.42937631172926605,-0.00016434274803034388,-8.632691772629531e-07,0.3111111111111111,0.08590813089545928
14,hybrid,0.1,0.5,0.2,0.1,4.758303324248964e-06,3.847398408400992e-06,2.156780698593535e-06,1.6906177098074578e-06,6.482272910346098e-06,1.2273056550693588e-06,1.7216493799489027e-07,0.4284561694682753,0.4279238220707448,-0.00016395535075819367,-8.589926454364812e-07,0.42791893328183905,-0.0001688441396639484,-8.834656051254707e-07,0.3296296296296296,0.0856175554843006
15,hybrid,0.1,0.5,0.2,0.1,4.71713919434694e-06,3.815356141507557e-06,2.1383747370266276e-06,1.6769814044809297e-06,6.416816752825929e-06,1.214475320880231e-06,1.7206313380744827e-07,0.4270440570071842,0.42651062755656094,-0.00016850024083464588,-8.790409946501823e-07,0.4265057892154773,-0.00017333858191825868,-9.030945040851008e-07,0.35555555555555557,0.08533582555947912
16,hybrid,0.1,0.5,0.2,0.1,4.679848716384487e-06,3.786395473166044e-06,2.1185541697629213e-06,1.667841303403123e-06,6.357569388177067e-06,1.2024987358843023e-06,1.7196557223875048e-07,0.42560185616109597,0.4251220591268477,-0.00017318469650795532,-8.993101187691039e-07,0.4251173139638364,-0.00017792985951925466,-9.227394182884411e-07,0.36666666666666664,0.08505904876467113
17,hybrid,0.1,0.5,0.2,0.1,4.636282016137565e-06,3.7517639694512876e-06,2.0978747355073043e-06,1.6538892339439835e-06,6.294011954457456e-06,1.1896501310323838e-06,1.7186825034054416e-07,0.42419872392000296,0.4237609466829596,-0.00017818703522731738,-9.206946501698896e-07,0.42375635168325054,-0.00018278203493637957,-9.431986256273602e-07,0.37037037037037035,0.08478782674363738
18,hybrid,0.1,0.5,0.2,0.1,4.5984969028037395e-06,3.7228682357711083e-06,2.0783940841267432e-06,1.6444741516443643e-06,6.230793760925461e-06,1.1768597862601862e-06,1.7177333688048544e-07,0.4227262220626521,0.4224188632893887,-0.00018275368340614495,-9.393814828313122e-07,0.4224143155058819,-0.00018730146691298133,-9.614982866824027e-07,0.37777777777777777,0.08452032339455896
19,hybrid,0.1,0.5,0.2,0.1,4.558318813277612e-06,3.6929304953728025e-06,2.0602385552796932e-06,1.6326919400931095e-06,6.157506669633581e-06,1.162355381314895e-06,1.7166574678472417e-07,0.4214842805322692,0.4210976184619037,-0.00018758206604407857,-9.589428297140815e-07,0.4210931764388839,-0.00019202408906388024,-9.80375779727926e-07,0.3962962962962963,0.08425704010558956
20,hybrid,0.1,0.5,0.2,0.1,4.517786805513339e-06,3.6612335637509304e-06,2.0415095397803078e-06,1.6197240239706232e-06,6.094286442665967e-06,1.1498375731490204e-06,1.7157082866007825e-07,0.4201533100526663,0.4197958780722906,-0.00019199208202069773,-9.75969528677241e-07,0.419791435743512,-0.00019643441079925106,-9.97251947550148e-07,0.4148148148148148,0.08399757403086226
21,hybrid,0.1,0.5,0.2,0.1,4.48031716842901e-06,3.632081062309528e-06,2.0237582762411527e-06,1.608322786068375e-06,6.035023686288162e-06,1.1379295533747402e-06,1.7147826815717127e-07,0.41871190810190767,0.4185085143336308,-0.00019679812761547177,-9.945637788952159e-07,0.4185041195449723,-0.0002011929162739623,-1.0154513098332442e-06,0.43703703703703706,0.08374106249224925
22,hybrid,0.1,0.5,0.2,0.1,4.442541629177393e-06,3.6028892694839952e-06,2.00803457794476e-06,1.5948546915392356e-06,5.973490681410642e-06,1.125824167139242e-06,1.7138458124484788e-07,0.41747064329725675,0.41724120835328116,-0.00020134770498336785,-1.0113701334178466e-06,0.4172368157883145,-0.0002057402699500166,-1.0321199655913748e-06,0.44814814814814813,0.0834885112116529
23,hybrid,0.1,0.5,0.2,0.1,4.408044646143463e-06,3.577020712227461e-06,1.9917666299929946e-06,1.5852540822344667e-06,5.91160160484353e-06,1.1136735278565566e-06,1.712906786033747e-07,0.41619669542774423,0.41598816469260125,-0.0002063607742172069,-1.0300873477321918e-06,0.41598383102119757,-0.0002106944456208848,-1.0504105053296242e-06,0.44074074074074077,0.0832389050933637
24,hybrid,0.1,0.5,0.2,0.1,4.37206329852368e-06,3.549043766255766e-06,1.972535077772768e-06,1.576508688482997e-06,5.854379233885032e-06,1.1023086533403154e-06,1.711987821134968e-07,0.4148434143803025,0.41475330181926756,-0.00021119828175408806,-1.0476847567336884e-06,0.41474903653919637,-0.00021546356182527981,-1.067527426772309e-06,0.44074074074074077,0.08299290002020433
25,hybrid,0.1,0.5,0.2,0.1,4.3415067145437344e-06,3.52595483234108e-06,1.958161714682808e-06,1.5677931176582723e-06,5.8008135823494095e-06,1.0918005805933829e-06,1.7110407849037102e-07,0.4136095833669211,0.4135311234729628,-0.0002162442388618513,-1.0659309856027007e-06,0.4135269578874476,-0.0002204098243770436,-1.0851588050633451e-06,0.44074074074074077,0.08274947354236493
26,hybrid,0.1,0.5,0.2,0.1,4.307954527482811e-06,3.5004423008774987e-06,1.9433609788054432e-06,1.557081322072056e-06,5.743320511128608e-06,1.080394887470302e-06,1.7101197998390937e-07,0.41233130764719794,0.4123254843393709,-0.00022113156050956873,-1.0830417292161142e-06,0.41232135925828034,-0.00022525664160011338,-1.1019463607623398e-06,0.45925925925925926,0.0825093231799761
27,hybrid,0.1,0.5,0.2,0.1,4.276607974979228e-06,3.477604849597634e-06,1.928724704372352e-06,1.5488801452252824e-06,5.682013523529607e-06,1.0685487333619891e-06,1.7092026356235216e-07,0.41104818326798576,0.4111326964545504,-0.0002258534463929207,-1.0990670995500483e-06,0.411128569932421,-0.00022997996852236469,-1.117856966180279e-06,0.46296296296296297,0.08227170998018866
28,hybrid,0.1,0.5,0.2,0.1,4.2458825839774315e-06,3.4536758277604617e-06,1.9156716303368565e-06,1.5380041974236052e-06,5.632948412539021e-06,1.0591435343049436e-06,1.7083208102078286e-07,0.4098810637648609,0.40995792148058036,-0.0002306737895260702,-1.115103159685728e-06,0.40995375779627197,-0.0002348374738344594,-1.1339608922543865e-06,0.4703703703703704,0.08203771905402128
29,hybrid,0.1,0.5,0.2,0.1,4.219020003642635e-06,3.4348222306782605e-06,1.9004436410083018e-06,1.5343785896699588e-06,5.575182573174256e-06,1.0480297383548357e-06,1.707356797598182e-07,0.4088047592035922,0.4087954361160209,-0.0002360068675723026,-1.1334542280371862e-06,0.40879134563946784,-0.00024009734412538952,-1.151831984276655e-06,0.4703703703703704,0.08180628859671864
30,hybrid,0.1,0.5,0.2,0.1,4.186569776414219e-06,3.4088336351825106e-06,1.8869780995606178e-06,1.5218555356218928e-06,5.528659543846858e-06,1.0390218364254453e-06,1.7065819561933613e-07,0.4075410386010144,0.4076534621467752,-0.00024131455782033795,-1.1513362323588934e-06,0.40764943725129826,-0.00024533945329729967,-1.1692824902549855e-06,0.4740740740740741,0.08157895534091911
31,hybrid,0.1,0.5,0.2,0.1,4.1569910321929726e-06,3.387015237936222e-06,1.874188724836105e-06,1.5128265131001175e-06,5.472714521907182e-06,1.0282361029925359e-06,1.7057121467525134e-07,0.4063100901583746,0.40651929607100334,-0.0002465518475917583,-1.1685517314754612e-06,0.40651530216145154,-0.000250545757143561,-1.1862562912041594e-06,0.4777777777777778,0.08135316958371902
32,hybrid,0.1,0.5,0.2,0.1,4.1275375482231425e-06,3.3641256691460958e-06,1.8593111885227723e-06,1.5048144806233237e-06,5.42576890580803e-06,1.0189339948830187e-06,1.7048189519639975e-07,0.4052844588261415,0.40539944108867826,-0.00025184549458884264,-1.1859200835591562e-06,0.40539548355774263,-0.0002558030255244703,-1.203329259887037e-06,0.4777777777777778,0.08113025731665342
33,hybrid,0.1,0.5,0.2,0.1,4.106733344792234e-06,3.350135346044203e-06,1.8489923564321725e-06,1.5011429896120301e-06,5.376114687685532e-06,1.0097347689364262e-06,1.7039576192193598e-07,0.40409734702992794,0.4042903275123103,-0.0002572664235209188,-1.2035802387272865e-06,0.40428642613581417,-0.0002611678000170592,-1.2206186655996714e-06,0.4777777777777778,0.08090951878716625
34,hybrid,0.1,0.5,0.2,0.1,4.076488043863837e-06,3.32697600835275e-06,1.8362206288640343e-06,1.4907553794887158e-06,5.324957021803558e-06,9.999265680959728e-07,1.703101971153677e-07,0.40305542612090306,0.403194840868793,-0.00026266036170463636,-1.2208926343457984e-06,0.40319099094729605,-0.0002665102832015709,-1.2375880982683414e-06,0.48148148148148145,0.08069150024609952
35,hybrid,0.1,0.5,0.2,0.1,4.045716009899753e-06,3.302125658803357e-06,1.8210373843010053e-06,1.4810882745023517e-06,5.282732758822523e-06,9.914706442313018e-07,1.7022946367883885e-07,0.4018116790448607,0.40211040553935223,-0.0002678864363473421,-1.2373114314940799e-06,0.40210654435321425,-0.0002717476224853299,-1.2539252892293203e-06,0.4925925925925926,0.08047565839513991
36,hybrid,0.1,0.5,0.2,0.1,4.021964623237377e-06,3.284082529211704e-06,1.809902900259597e-06,1.4741796289521072e-06,5.241299373919238e-06,9.836848147659035e-07,1.7015193680568785e-07,0.40064483852282146,0.40104179971899967,-0.0002732274144667257,-1.253949301094733e-06,0.4010379640820605,-0.00027706305140590137,-1.2703515034468934e-06,0.5037037037037037,0.08026300542669329
37,hybrid,0.1,0.5,0.2,0.1,4.0003650875621215e-06,3.2690897636411404e-06,1.7989303484138942e-06,1.4701594152272464e-06,5.1930734566160925e-06,9.748075650836892e-07,1.7006465242633597e-07,0.3996245121893132,0.3999861632503019,-0.000278825816092787,-1.271567415999747e-06,0.3999823952199192,-0.00028259384647549846,-1.2875674638911333e-06,0.5111111111111111,0.08005299781327894
38,hybrid,0.1,0.5,0.2,0.1,3.975437468465638e-06,3.2504253120860744e-06,1.789181198925655e-06,1.4612441131604195e-06,5.147603015384233e-06,9.662672872362944e-07,1.6998397393882027e-07,0.39850541901605074,0.398942168746866,-0.0002839596258024102,-1.2868239189333514e-06,0.3989383503119757,-0.0002877780606926894,-1.3029846690508409e-06,0.5185185185185185,0.07984522567453368
39,hybrid,0.1,0.5,0.2,0.1,3.953810632000368e-06,3.23487243036526e-06,1.778427891641852e-06,1.4564445387234078e-06,5.1034724517211194e-06,9.58004609818326e-07,1.699003449933104e-07,0.39748372813635774,0.3979069339969612,-0.0002894904443999091,-1.3036877325343032e-06,0.3979031609227079,-0.00029326351865321953,-1.3195792541226465e-06,0.5222222222222223,0.07963928488827222
40,hybrid,0.1,0.5,0.2,0.1,3.9306853810831275e-06,3.216561071399658e-06,1.7658093643439464e-06,1.4507517070557119e-06,5.068871612385033e-06,9.512722344101013e-07,1.6982701562945247e-07,0.3965440726401589,0.3968900560250054,-0.0002953890775235224,-1.3221424720283954e-06,0.3968864163888115,-0.0002990287137173975,-1.337353678192057e-06,0.5370370370370371,0.07943708902050578
41,hybrid,0.1,0.5,0.2,0.1,3.909319020241371e-06,3.2007843411101344e-06,1.756516837534722e-06,1.4442675035754122e-06,5.028111617406815e-06,9.437452505565106e-07,1.697446727925308e-07,0.3955157749294155,0.39587860705753186,-0.0003011274145288678,-1.339671169008278e-06,0.3958750482542202,-0.00030468621784052186,-1.354443919492841e-06,0.5481481481481482,0.07923594689441214
42,hybrid,0.1,0.5,0.2,0.1,3.887932470817655e-06,3.184940898223469e-06,1.746452368462074e-06,1.4384885297613948e-06,4.987629012934153e-06,9.363081871481517e-07,1.6967033871141246e-07,0.39442635853009855,0.3948839757212603,-0.000307073320415574,-1.3579432594908137e-06,0.3948805627942545,-0.0003104862474214154,-1.3720107904285548e-06,0.5481481481481482,0.07903820980833517
43,hybrid,0.1,0.5,0.2,0.1,3.864461502103713e-06,3.167218390540309e-06,1.7380757709035702e-06,1.4291426196367387e-06,4.9456415425055955e-06,9.286001069312676e-07,1.6958935926590914e-07,0.3934461430620178,0.3939036755637778,-0.0003127365695896889,-1.37471280967224e-06,0.3939002846224106,-0.0003161275109568873,-1.3886186813569126e-06,0.562962962962963,0.0788432824266735
44,hybrid,0.1,0.5,0.2,0.1,3.843657958437613e-06,3.1521716510663386e-06,1.7270097434826817e-06,1.4251619075836566e-06,4.90394299294051e-06,9.20705550866614e-07,1.6950897903901112e-07,0.3922674497134214,0.3929273072909255,-0.00031869328858735724,-1.39276423740821e-06,0.3929240652336735,-0.00032193534583935257,-1.4059425677309017e-06,0.5777777777777777,0.07864920011590257
45,hybrid,0.1,0.5,0.2,0.1,3.820133936255728e-06,3.133396776122903e-06,1.7170316950532984e-06,1.416365081069605e-06,4.869316090049055e-06,9.14307003816557e-07,1.694415036460816e-07,0.3914145432211159,0.39196600684680827,-0.0003240924546212276,-1.4081976187053328e-06,0.39196269395923466,-0.00032740534219483086,-1.421609467032464e-06,0.5814814814814815,0.0784580198602859
46,hybrid,0.1,0.5,0.2,0.1,3.8031860855640415e-06,3.1209517074842755e-06,1.7087905732815515e-06,1.4121611342027238e-06,4.836364963199751e-06,9.083065604474368e-07,1.6936569670304385e-07,0.3904384831400117,0.39101406199578553,-0.00033010701830088474,-1.4261142225092548e-06,0.39101085297591437,-0.000333316038172049,-1.4390145367659942e-06,0.5962962962962963,0.0782688338028173
47,hybrid,0.1,0.5,0.2,0.1,3.784378419749182e-06,3.1076510110449683e-06,1.7001309978190128e-06,1.4075200132259553e-06,4.796312499781011e-06,9.00836438589659e-07,1.6928871008180608e-07,0.38946554310192105,0.39007433421542853,-0.0003359862078692877,-1.443407720559957e-06,0.39007119234141713,-0.00033912808188069077,-1.4559313609376241e-06,0.6111111111111112,0.07808206408465956
48,hybrid,0.1,0.5,0.2,0.1,3.762553545634372e-06,3.0911859318135337e-06,1.6905347748253437e-06,1.40065115698819e-06,4.7567058639060215e-06,8.938776166358714e-07,1.6921504103061448e-07,0.3884263191773631,0.3891434889960039,-0.0003415138687113406,-1.4590215135516966e-06,0.3891403190300106,-0.0003446838347045955,-1.4716114651802876e-06,0.6111111111111112,0.07789700057294303
49,hybrid,0.1,0.5,0.2,0.1,3.7456133730875924e-06,3.0784384372608138e-06,1.6820677267656077e-06,1.3963707104952067e-06,4.726232947509516e-06,8.881869041937376e-07,1.6914260237079196e-07,0.38761385018368644,0.3882208502281211,-0.00034752209649691057,-1.4766630971142834e-06,0.38821779204054924,-0.00035058028406875774,-1.4886980265614753e-06,0.6148148148148148,0.0777136744649236
50,hybrid,0.1,0.5,0.2,0.1,3.726980790019681e-06,3.064197562961144e-06,1.6733422221929179e-06,1.3908553407682262e-06,4.69424693535829e-06,8.82255866778531e-07,1.6907360167001204e-07,0.3866702029635332,0.3873043624607262,-0.0003534212817857818,-1.4936396191737953e-06,0.38730137447260937,-0.00035640926990260224,-1.5053530027423867e-06,0.6148148148148148,0.07753155674850239
51,hybrid,0.1,0.5,0.2,0.1,3.707220424666566e-06,3.048647592114082e-06,1.664775347749318e-06,1.3838722443647645e-06,4.663370503998333e-06,8.766750888426435e-07,1.690076438412164e-07,0.3856937192403266,0.38640586993014686,-0.0003593206100554469,-1.5103832371270685e-06,0.3864029327494913,-0.00036225779071102915,-1.5218808668040736e-06,0.6222222222222222,0.07735303810804046
52,hybrid,0.1,0.5,0.2,0.1,3.693130842100136e-06,3.038676822790531e-06,1.6575600653330367e-06,1.3811167574574938e-06,4.633174868520752e-06,8.712146858046356e-07,1.6893595296602655e-07,0.3848507118531982,0.3855156786600353,-0.0003650442394882436,-1.526424949381197e-06,0.38551271166819695,-0.00036801123132657043,-1.5379986231448114e-06,0.6333333333333333,0.07717614457990471
53,hybrid,0.1,0.5,0.2,0.1,3.6761349065366073e-06,3.0260789315982437e-06,1.6506856104197093e-06,1.3753933211785353e-06,4.600729032093694e-06,8.654803344101858e-07,1.6887004846956462e-07,0.38369709586524103,0.3846316341494518,-0.00037059845049614015,-1.5416333125437692e-06,0.3846285611997841,-0.00037367140016381084,-1.5536269167006306e-06,0.6333333333333333,0.07700044651998958
54,hybrid,0.1,0.5,0.2,0.1,3.6574408873103754e-06,3.012030538170635e-06,1.64255279298032e-06,1.369477745190315e-06,4.566726723268221e-06,8.592917525029389e-07,1.6879326312331047e-07,0.38301647012734774,0.3837588927358864,-0.00037660287819307747,-1.5586382675034397e-06,0.3837558702189948,-0.00037962539508468174,-1.5703751753522654e-06,0.6370370370370371,0.0768270991228159
55,hybrid,0.1,0.5,0.2,0.1,3.6437781624760964e-06,3.0022720026430707e-06,1.6362182241747555e-06,1.3660537784683156e-06,4.537882574275517e-06,8.542239517995145e-07,1.6873112045570925e-07,0.3821265864250208,0.3828932566659293,-0.0003825358003065604,-1.5751587230761568e-06,0.38289025133548654,-0.00038554113074934504,-1.5868307971189611e-06,0.6370370370370371,0.07665515849324718
56,hybrid,0.1,0.5,0.2,0.1,3.6264189480926546e-06,2.989429428900597e-06,1.6283792839706319e-06,1.3610501449299644e-06,4.504812932090794e-06,8.4821058667137e-07,1.6866108648705112e-07,0.38121932462408414,0.38204007575570553,-0.0003884621702438529,-1.5917208317104618e-06,0.38203708680970366,-0.0003914511162457224,-1.6032698937017663e-06,0.6370370370370371,0.07648570758518988
57,hybrid,0.1,0.5,0.2,0.1,3.613276024517143e-06,2.9794993327196177e-06,1.620942658736747e-06,1.3585566739828704e-06,4.481455510158471e-06,8.438600781243361e-07,1.6859125156811234e-07,0.3804736516222035,0.3811960562359389,-0.00039475239105973836,-1.609634967516464e-06,0.38119322558865737,-0.00039758303834125375,-1.620514338701866e-06,0.6370370370370371,0.07631816172539972
58,hybrid,0.1,0.5,0.2,0.1,3.5994626739641522e-06,2.969881365491065e-06,1.6146844345040564e-06,1.3551969309870082e-06,4.450280687163437e-06,8.385038800643535e-07,1.6852463743873092e-07,0.37955958143734203,0.38035811840669403,-0.00040078670591908727,-1.6265423289740615e-06,0.3803553759703269,-0.0004035291422861964,-1.6370248613078618e-06,0.6370370370370371,0.07615178102252262
59,hybrid,0.1,0.5,0.2,0.1,3.579820019939738e-06,2.954299216182013e-06,1.606122048739093e-06,1.3481771674429198e-06,4.420411420593049e-06,8.331675108966189e-07,1.6846159519096954e-07,0.3786016322260062,0.3795260165266918,-0.0004069793696973023,-1.6439728004662775e-06,0.3795234195808179,-0.0004095763155712029,-1.6538575391965055e-06,0.6407407407407407,0.07598659917927783
60,hybrid,0.1,0.5,0.2,0.1,3.5658147085486184e-06,2.9430883109948237e-06,1.601155532746466e-06,1.341932778248358e-06,4.400007902699344e-06,8.294235928623962e-07,1.6840888711380644e-07,0.3778000654582945,0.37871098722067065,-0.0004127765706544162,-1.6596076023174641e-06,0.3787082831768105,-0.00041548061451457396,-1.669926797290863e-06,0.6444444444444445,0.07582475275826502
61,hybrid,0.1,0.5,0.2,0.1,3.5526831873909963e-06,2.93437950081687e-06,1.5952340377437675e-06,1.3391454630731028e-06,4.367127312298695e-06,8.237878094370499e-07,1.683339345684721e-07,0.37712424721332805,0.37789506645580373,-0.00041896684621034463,-1.6768742855564835e-06,0.3778924172718844,-0.00042161603012969007,-1.686917696473592e-06,0.6444444444444445,0.07566280666040281
62,hybrid,0.1,0.5,0.2,0.1,3.537745074815387e-06,2.923144687638293e-06,1.587633535071281e-06,1.335511152567012e-06,4.339884395039932e-06,8.189251528916953e-07,1.6826917094760892e-07,0.3761063276782193,0.37708791336037784,-0.00042499470350398916,-1.6935145955262782e-06,0.3770853250434756,-0.0004275830204062414,-1.7032992259548665e-06,0.6481481481481481,0.07550258161277637
63,hybrid,0.1,0.5,0.2,0.1,3.527580571851274e-06,2.9155858142536543e-06,1.5816599712925717e-06,1.3339258429610823e-06,4.320719215018399e-06,8.155093943501629e-07,1.682095722574707e-07,0.3754111924530378,0.37629317233007914,-0.00043125888853356997,-1.7109595977126877e-06,0.3762907023631665,-0.00043372885544623596,-1.7202529065471353e-06,0.6592592592592592,0.07534488624372254
64,hybrid,0.1,0.5,0.2,0.1,3.5110591355903733e-06,2.9029069172873604e-06,1.5759818920194568e-06,1.3269250252679034e-06,4.292350793237675e-06,8.105117954976313e-07,1.6814779879718706e-07,0.3743733133928191,0.3755071679131273,-0.0004373891277428821,-1.7277659786230103e-06,0.3755047549794022,-0.0004398020614679865,-1.7368366513172487e-06,0.662962962962963,0.07518891140817405
65,hybrid,0.1,0.5,0.2,0.1,3.4967353079082863e-06,2.8918874507782113e-06,1.5699168940564726e-06,1.3219705567217387e-06,4.267814335281222e-06,8.062875167349509e-07,1.680892025496295e-07,0.3737312537607849,0.3747302043504593,-0.00044344376404537034,-1.7441695468971134e-06,0.3747277481313465,-0.00044589998315813784,-1.75338784194829e-06,0.6666666666666666,0.07503472962290093
66,hybrid,0.1,0.5,0.2,0.1,3.4851940213002447e-06,2.8839427603808723e-06,1.5645192098369608e-06,1.3194235505439117e-06,4.241122960998334e-06,8.016820449893587e-07,1.6802555821667138e-07,0.37299353132122287,0.3739568380258172,-0.0004494381694640226,-1.7604168282678214e-06,0.37395437564718487,-0.00045190054809635116,-1.7696312607725934e-06,0.6666666666666666,0.07488125523905624
67,hybrid,0.1,0.5,0.2,0.1,3.4722142872437306e-06,2.8739065837653167e-06,1.5574639891138961e-06,1.316442594651421e-06,4.219742321279742e-06,7.976845349511525e-07,1.679656436020944e-07,0.3720495152803248,0.3731870910047203,-0.00045570533482963693,-1.7777763285640492e-06,0.37318475638622906,-0.00045803995332088787,-1.7864641168566947e-06,0.6666666666666666,0.07472855926790999
68,hybrid,0.1,0.5,0.2,0.1,3.459968072273828e-06,2.8644957258393193e-06,1.553793586771034e-06,1.3107021390682849e-06,4.19849463920828e-06,7.941602673120669e-07,1.679082905126745e-07,0.3712609196513709,0.372430511890594,-0.0004618658036583678,-1.7945461137455917e-06,0.37242821854723773,-0.0004641591470146422,-1.803061917785172e-06,0.6666666666666666,0.07457847553885047
69,hybrid,0.1,0.5,0.2,0.1,3.4502256573809978e-06,2.8578498184966024e-06,1.5483967277500074e-06,1.3094530907465947e-06,4.17537869183228e-06,7.902632998496981e-07,1.6785309731227674e-07,0.3706514410828067,0.3716815800054453,-0.00046791601667744986,-1.8108260925235814e-06,0.3716792923988134,-0.00047020362330935095,-1.8193508040147068e-06,0.6703703703703704,0.07442989920442455
