case_name,seed,run_id,run_summary_path,intervention_step_offsets,increment_mode,run_status,failure_kind,nan_incidence_flag,selected_epoch,val_accuracy,test_accuracy,gate_passing_epoch_count,seed_gate_positive,selected_epoch_passes_gate,selector_fallback_used,val_transported_final_energy,val_report_output_mse,val_terminal_rowspace_rms,val_terminal_rowspace_fraction,runtime_proxy_seconds
increment_direction_trust_region_keep_live_norm_30,3,increment_direction_trust_region_keep_live_norm_30_s3,runs/increment_direction_trust_region_keep_live_norm_30/seed_3/summary.json,"-2,-1",increment_direction_trust_region_keep_live_norm_30,success,,0.0,50,0.8777777777777778,0.8703703703703703,0,0.0,0.0,1.0,0.29254743857547655,0.057920074064796476,0.14222100314089164,0.48735290442068724,42.72612120000849
increment_direction_trust_region_keep_live_norm_30,4,increment_direction_trust_region_keep_live_norm_30_s4,runs/increment_direction_trust_region_keep_live_norm_30/seed_4/summary.json,"-2,-1",increment_direction_trust_region_keep_live_norm_30,success,,0.0,57,0.8777777777777778,0.8592592592592593,7,1.0,1.0,0.0,0.2846305797662097,0.057229653873502505,0.14299438428567102,0.5237824448705941,43.053250300006766
exact_cached_direction_live_magnitude,0,exact_cached_direction_live_magnitude_s0,runs/exact_cached_direction_live_magnitude/seed_0/summary.json,"-2,-1",exact_cached_direction_live_magnitude,success,,0.0,53,0.774074074074074,0.8037037037037037,11,1.0,1.0,0.0,0.3135599585116331,0.06314469539308279,0.14662792702486815,0.533810901032949,41.88254909999523
exact_cached_direction_live_magnitude,1,exact_cached_direction_live_magnitude_s1,runs/exact_cached_direction_live_magnitude/seed_1/summary.json,"-2,-1",exact_cached_direction_live_magnitude,success,,0.0,56,0.8666666666666667,0.8333333333333334,23,1.0,1.0,0.0,0.2883604978196376,0.05882909104246379,0.15591423243579222,0.5537159969971099,41.686735399998724
exact_cached_direction_live_magnitude,2,exact_cached_direction_live_magnitude_s2,runs/exact_cached_direction_live_magnitude/seed_2/summary.json,"-2,-1",exact_cached_direction_live_magnitude,success,,0.0,51,0.7962962962962963,0.8222222222222222,18,1.0,1.0,0.0,0.31111451091331477,0.06304893521011988,0.1646162741556736,0.5495905346943184,41.20276010000089
exact_cached_direction_live_magnitude,3,exact_cached_direction_live_magnitude_s3,runs/exact_cached_direction_live_magnitude/seed_3/summary.json,"-2,-1",exact_cached_direction_live_magnitude,success,,0.0,54,0.8703703703703703,0.8555555555555555,13,1.0,1.0,0.0,0.29448296231049,0.05962247364664593,0.15288859615220518,0.5322178366227642,40.979495899999165
exact_cached_direction_live_magnitude,4,exact_cached_direction_live_magnitude_s4,runs/exact_cached_direction_live_magnitude/seed_4/summary.json,"-2,-1",exact_cached_direction_live_magnitude,success,,0.0,60,0.8740740740740741,0.8629629629629629,19,1.0,1.0,0.0,0.2864627670611082,0.05897946275274901,0.14818536489940964,0.5543961913571694,41.10828779999429
cached_magnitude_live_direction,0,cached_magnitude_live_direction_s0,runs/cached_magnitude_live_direction/seed_0/summary.json,"-2,-1",cached_magnitude_live_direction,success,,0.0,50,0.825925925925926,0.8407407407407408,0,0.0,0.0,1.0,0.3052845448849403,0.05845744090215252,0.13921381560823726,0.48926422531507135,42.05347819999588
cached_magnitude_live_direction,1,cached_magnitude_live_direction_s1,runs/cached_magnitude_live_direction/seed_1/summary.json,"-2,-1",cached_magnitude_live_direction,success,,0.0,56,0.8814814814814815,0.8592592592592593,0,0.0,0.0,1.0,0.28364385024788275,0.056439162647883366,0.14414726973699807,0.5131360946473683,41.47623840000597
cached_magnitude_live_direction,2,cached_magnitude_live_direction_s2,runs/cached_magnitude_live_direction/seed_2/summary.json,"-2,-1",cached_magnitude_live_direction,success,,0.0,55,0.825925925925926,0.8481481481481481,0,0.0,0.0,1.0,0.29690118822867423,0.05803727183232931,0.1500099150458738,0.49473682682824555,41.70776669999759
cached_magnitude_live_direction,3,cached_magnitude_live_direction_s3,runs/cached_magnitude_live_direction/seed_3/summary.json,"-2,-1",cached_magnitude_live_direction,success,,0.0,58,0.8851851851851852,0.8851851851851852,0,0.0,0.0,1.0,0.27405101966328044,0.053857743547563536,0.13675534195010305,0.470994159920003,41.150149000000965
cached_magnitude_live_direction,4,cached_magnitude_live_direction_s4,runs/cached_magnitude_live_direction/seed_4/summary.json,"-2,-1",cached_magnitude_live_direction,success,,0.0,60,0.8666666666666667,0.8666666666666667,0,0.0,0.0,1.0,0.2766958552820882,0.0544507659148606,0.14245112426380033,0.5093196105551817,40.79242510000768
