case_name,seed,run_id,run_summary_path,intervention_step_offsets,increment_mode,run_status,failure_kind,nan_incidence_flag,selected_epoch,val_accuracy,test_accuracy,gate_passing_epoch_count,seed_gate_positive,selected_epoch_passes_gate,selector_fallback_used,val_transported_final_energy,val_report_output_mse,val_terminal_rowspace_rms,val_terminal_rowspace_fraction,runtime_proxy_seconds
adopted_control_terminal_only,0,adopted_control_terminal_only_s0,runs/adopted_control_terminal_only/seed_0/summary.json,-1,live_successor_increment,success,,0.0,53,0.774074074074074,0.8037037037037037,11,1.0,1.0,0.0,0.3137282688131667,0.06320277364531794,0.14641771874107942,0.5336663837896631,20.57968830000027
adopted_control_terminal_only,1,adopted_control_terminal_only_s1,runs/adopted_control_terminal_only/seed_1/summary.json,-1,live_successor_increment,success,,0.0,56,0.8629629629629629,0.8333333333333334,23,1.0,1.0,0.0,0.2883009074387914,0.05881460861610098,0.15597799093227577,0.5539221551181891,20.867394600005355
adopted_control_terminal_only,2,adopted_control_terminal_only_s2,runs/adopted_control_terminal_only/seed_2/summary.json,-1,live_successor_increment,success,,0.0,51,0.7962962962962963,0.8222222222222222,18,1.0,1.0,0.0,0.3111068208914448,0.06305214040572814,0.16463456848443525,0.5496282608980444,20.43467039999814
adopted_control_terminal_only,3,adopted_control_terminal_only_s3,runs/adopted_control_terminal_only/seed_3/summary.json,-1,live_successor_increment,success,,0.0,54,0.8703703703703703,0.8518518518518519,13,1.0,1.0,0.0,0.2945268064645564,0.059640845476171794,0.15290771608757003,0.5324077082109361,20.80157369999506
adopted_control_terminal_only,4,adopted_control_terminal_only_s4,runs/adopted_control_terminal_only/seed_4/summary.json,-1,live_successor_increment,success,,0.0,60,0.8740740740740741,0.8592592592592593,19,1.0,1.0,0.0,0.286513578402705,0.058992928117672955,0.1481421455651277,0.5543285665615998,20.853749300003983
failed_penultimate_plus_terminal_live,0,failed_penultimate_plus_terminal_live_s0,runs/failed_penultimate_plus_terminal_live/seed_0/summary.json,"-2,-1",live_successor_increment,success,,0.0,50,0.825925925925926,0.8407407407407408,0,0.0,0.0,1.0,0.30528628947565317,0.05845800020994699,0.13922456555203275,0.4892853350584122,39.737587199997506
failed_penultimate_plus_terminal_live,1,failed_penultimate_plus_terminal_live_s1,runs/failed_penultimate_plus_terminal_live/seed_1/summary.json,"-2,-1",live_successor_increment,success,,0.0,56,0.8814814814814815,0.8592592592592593,0,0.0,0.0,1.0,0.2836394620279154,0.05643809337796557,0.1441542335521446,0.513137168510106,39.363864300001296
failed_penultimate_plus_terminal_live,2,failed_penultimate_plus_terminal_live_s2,runs/failed_penultimate_plus_terminal_live/seed_2/summary.json,"-2,-1",live_successor_increment,success,,0.0,55,0.825925925925926,0.8481481481481481,0,0.0,0.0,1.0,0.2969028387485867,0.058037326094064375,0.15003011803846464,0.4947764777572178,40.54288760000054
failed_penultimate_plus_terminal_live,3,failed_penultimate_plus_terminal_live_s3,runs/failed_penultimate_plus_terminal_live/seed_3/summary.json,"-2,-1",live_successor_increment,success,,0.0,58,0.8851851851851852,0.8851851851851852,0,0.0,0.0,1.0,0.27406517070332753,0.05385930324938435,0.13676706745205472,0.47100195449662774,40.835592800001905
failed_penultimate_plus_terminal_live,4,failed_penultimate_plus_terminal_live_s4,runs/failed_penultimate_plus_terminal_live/seed_4/summary.json,"-2,-1",live_successor_increment,success,,0.0,60,0.8666666666666667,0.8666666666666667,0,0.0,0.0,1.0,0.27671029356001736,0.05445298178477972,0.14247421826287965,0.5093642596330552,40.30174039999838
live_carry_cached_increment_lower_bound,0,live_carry_cached_increment_lower_bound_s0,runs/live_carry_cached_increment_lower_bound/seed_0/summary.json,"-2,-1",cached_successor_increment_lower_bound,success,,0.0,53,0.774074074074074,0.8037037037037037,11,1.0,1.0,0.0,0.31354878478990483,0.06314540407150726,0.14663237946710544,0.5338841277780443,40.135181899997406
live_carry_cached_increment_lower_bound,1,live_carry_cached_increment_lower_bound_s1,runs/live_carry_cached_increment_lower_bound/seed_1/summary.json,"-2,-1",cached_successor_increment_lower_bound,success,,0.0,56,0.8666666666666667,0.8333333333333334,23,1.0,1.0,0.0,0.2883587200323984,0.058831185630958856,0.1559071239830204,0.553738155927793,39.24214130000473
live_carry_cached_increment_lower_bound,2,live_carry_cached_increment_lower_bound_s2,runs/live_carry_cached_increment_lower_bound/seed_2/summary.json,"-2,-1",cached_successor_increment_lower_bound,success,,0.0,51,0.7962962962962963,0.8222222222222222,18,1.0,1.0,0.0,0.31112224024841095,0.06305688193847164,0.16462856925110272,0.5497123213669926,39.573312200001965
live_carry_cached_increment_lower_bound,3,live_carry_cached_increment_lower_bound_s3,runs/live_carry_cached_increment_lower_bound/seed_3/summary.json,"-2,-1",cached_successor_increment_lower_bound,success,,0.0,54,0.8703703703703703,0.8555555555555555,13,1.0,1.0,0.0,0.29446062853050026,0.05962601412630925,0.15289029224004552,0.5323729287710611,41.003045200006454
live_carry_cached_increment_lower_bound,4,live_carry_cached_increment_lower_bound_s4,runs/live_carry_cached_increment_lower_bound/seed_4/summary.json,"-2,-1",cached_successor_increment_lower_bound,success,,0.0,60,0.8740740740740741,0.8592592592592593,19,1.0,1.0,0.0,0.28645757391987076,0.058983595890448284,0.14816934868197493,0.5544193286786282,40.63943350000045
increment_direction_trust_region_keep_live_norm_30,0,increment_direction_trust_region_keep_live_norm_30_s0,runs/increment_direction_trust_region_keep_live_norm_30/seed_0/summary.json,"-2,-1",increment_direction_trust_region_keep_live_norm_30,success,,0.0,53,0.8037037037037037,0.8407407407407408,0,0.0,0.0,1.0,0.3044381803208057,0.05988247650728424,0.14283822360100487,0.509808138454983,41.9912478000042
increment_direction_trust_region_keep_live_norm_30,1,increment_direction_trust_region_keep_live_norm_30_s1,runs/increment_direction_trust_region_keep_live_norm_30/seed_1/summary.json,"-2,-1",increment_direction_trust_region_keep_live_norm_30,success,,0.0,54,0.8777777777777778,0.8333333333333334,14,1.0,1.0,0.0,0.2877787538500636,0.05791244899159456,0.1477925114787518,0.5267273858683278,41.83603350001067
increment_direction_trust_region_keep_live_norm_30,2,increment_direction_trust_region_keep_live_norm_30_s2,runs/increment_direction_trust_region_keep_live_norm_30/seed_2/summary.json,"-2,-1",increment_direction_trust_region_keep_live_norm_30,success,,0.0,58,0.8222222222222222,0.8296296296296296,0,0.0,0.0,1.0,0.29390084140511447,0.058780587472545866,0.15578651030650564,0.51707725181913,42.22738599999866
