epoch,stage,lambda_id,alpha,lambda_traj_curr,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
1,warmup,0.0,1.0,0.0,4.493656037904779e-06,4.493656037904779e-06,2.4738491371164604e-06,2.0198069007883185e-06,6.762819587502695e-06,0.0,0.495335591577503,0.48319073473143526,-9.264746652459799e-05,-4.722473462792599e-07,0.48318405820170673,-9.932399625312005e-05,-5.051966721226619e-07,0.1037037037037037,0.09665667643959197
2,warmup,0.0,1.0,0.0,4.389957985811562e-06,4.389957985811562e-06,2.4474825741230954e-06,1.9424754116884674e-06,6.816827356115794e-06,0.0,0.47573674806048283,0.4679802991513115,-9.820800283799613e-05,-5.079184827166006e-07,0.4679739151923832,-0.00010459196176632046,-5.404195986554274e-07,0.1,0.0936157014308299
3,warmup,0.0,1.0,0.0,4.3101318234686984e-06,4.3101318234686984e-06,2.422277034151459e-06,1.88785478931724e-06,6.858573364562639e-06,0.0,0.46309054979151343,0.4579608781238024,-0.00010485075275640243,-5.478411410232817e-07,0.45795478655559124,-0.00011094232096753309,-5.793707302127868e-07,0.1,0.09161314577531175
4,transition,0.011731042782619834,0.9413447860869009,0.023462085565239668,4.417907627529752e-06,4.249029009333672e-06,2.3976808376193062e-06,1.8513481717143663e-06,6.904282081980245e-06,3.7457961469247516e-06,0.45473043384066136,0.45122410396849794,-0.00011067083836024949,-5.823682478580175e-07,0.45121806992044233,-0.00011670488641585264,-6.13853161938316e-07,0.11481481481481481,0.09026695496137163
5,transition,0.08826895721738015,0.5586552139130994,0.1765379144347603,5.0954818321096085e-06,4.2058251108999635e-06,2.375065920815465e-06,1.8307591900844995e-06,6.8992366892286256e-06,1.5898471099207685e-06,0.4489941423481392,0.4464509555151663,-0.0001170076164979661,-6.18653829372452e-07,0.4464450500848888,-0.00012291304677547465,-6.495580740683486e-07,0.13333333333333333,0.08931359262633284
6,transition,0.1,0.5,0.2,5.110637457024433e-06,4.157738860168333e-06,2.3500013613773605e-06,1.8077374987909733e-06,6.90191214598672e-06,1.3135369112871333e-06,0.4447722091961319,0.44290742172323005,-0.0001233352368342766,-6.541005185841764e-07,0.44290166679291565,-0.00012909016714868216,-6.841932219921534e-07,0.14814814814814814,0.08860615139201286
7,hybrid,0.1,0.5,0.2,5.0604983741091685e-06,4.111926167942697e-06,2.3230640735442604e-06,1.7888620943984367e-06,6.87193485571108e-06,1.3068936029768179e-06,0.4415677276450486,0.44013645382755684,-0.00012917340965334922,-6.861781540432076e-07,0.44013084660265095,-0.0001347806345592395,-7.15411956241698e-07,0.15925925925925927,0.08805312544744204
8,hybrid,0.1,0.5,0.2,5.016480230412774e-06,4.072626646096205e-06,2.3000027239462207e-06,1.7726239221499847e-06,6.8383641458615014e-06,1.300085848652098e-06,0.4390620891597988,0.4378531818138885,-0.00013491599383236297,-7.169397473006452e-07,0.43784772252268755,-0.00014037528503330066,-7.452731160501958e-07,0.17777777777777778,0.08759761956154417
9,hybrid,0.1,0.5,0.2,4.970161772717105e-06,4.0327259053428465e-06,2.2746166775078768e-06,1.7581092278349698e-06,6.793219560883021e-06,1.2905695564297806e-06,0.4369041735116612,0.4358784021081402,-0.0001401113678474175,-7.440928434089371e-07,0.4358730506642787,-0.0001454628117089074,-7.717224489362017e-07,0.2074074074074074,0.08720370269519753
10,hybrid,0.1,0.5,0.2,4.920075567092361e-06,3.9905823543554545e-06,2.2496608996215553e-06,1.7409214547338992e-06,6.736815468509618e-06,1.2790583294297257e-06,0.4348914614918377,0.43409296131826847,-0.0001451446061120909,-7.697100341771436e-07,0.4340877126060742,-0.00015039331830635216,-7.966561518336966e-07,0.24074074074074073,0.08684762118487611
11,hybrid,0.1,0.5,0.2,4.88135774118554e-06,3.959124322998547e-06,2.2265535243074937e-06,1.7325707986910534e-06,6.685454826453522e-06,1.2684396777082056e-06,0.4330849764380126,0.4324385273562447,-0.00015024107024863564,-7.950890957922081e-07,0.4324334131257018,-0.00015535530079152648,-8.211666744837285e-07,0.26296296296296295,0.08651775368529867
12,hybrid,0.1,0.5,0.2,4.8395898896531635e-06,3.925043129574188e-06,2.2055349259090326e-06,1.7195082036651561e-06,6.63091528288149e-06,1.2572761589541247e-06,0.4315689816592916,0.4308804758402066,-0.00015455174108369718,-8.156083034373642e-07,0.4308753724193515,-0.000159655161938832,-8.414825046072197e-07,0.2814814814814815,0.08620700551625805
13,hybrid,0.1,0.5,0.2,4.79301738079077e-06,3.887115021554735e-06,2.18333188867849e-06,1.7037831328762451e-06,6.5695099253434116e-06,1.2447568335084687e-06,0.4299784510782863,0.42938169708943,-0.00015921762069676104,-8.374587691808804e-07,0.42937668713776683,-0.000164227572359954,-8.626881998459533e-07,0.3111111111111111,0.08590818294202536
14,hybrid,0.1,0.5,0.2,4.75033600280684e-06,3.853347925054593e-06,2.1620921246316827e-06,1.6912558004229093e-06,6.506360766206602e-06,1.2317600056579365e-06,0.4284566481138062,0.42792430172604545,-0.00016379190902765517,-8.581753917531883e-07,0.4279193736583728,-0.00016871997670031558,-8.828424919149187e-07,0.3296296296296296,0.08561761872701462
15,hybrid,0.1,0.5,0.2,4.709937676190637e-06,3.821779646731006e-06,2.144131173687816e-06,1.67764847304319e-06,6.442980412913916e-06,1.219299940841191e-06,0.4270445986904063,0.4265111885876086,-0.00016832334304234253,-8.781615108121579e-07,0.426506307082269,-0.00017320484838195815,-9.024272770964074e-07,0.35555555555555557,0.08533590238613019
16,hybrid,0.1,0.5,0.2,4.6733978461212325e-06,3.7932839802488025e-06,2.124747699025074e-06,1.668536281223728e-06,6.3857672940288585e-06,1.2076856823477217e-06,0.4256025125000839,0.42512271099191234,-0.00017299543719656585,-8.983746628742561e-07,0.4251179187844996,-0.0001777876446092952,-9.220340535573532e-07,0.36666666666666664,0.08505914128582179
17,hybrid,0.1,0.5,0.2,4.630552878515105e-06,3.7590975634252142e-06,2.1044771212971453e-06,1.6546204421280685e-06,6.32418107477172e-06,1.195186038063599e-06,0.42419953949009975,0.42376168964527117,-0.0001779873585068814,-9.197143077156202e-07,0.4237570437238188,-0.0001826332799592656,-9.424658977836284e-07,0.37037037037037035,0.0847879354007556
18,hybrid,0.1,0.5,0.2,4.593438248775174e-06,3.73061006899024e-06,2.085408589434732e-06,1.6452014795555078e-06,6.262836507043684e-06,1.1827226454028298e-06,0.4227270817465712,0.4224197284111151,-0.00018254100973574827,-9.383437910468698e-07,0.42241512581358964,-0.0001871436072611865,-9.60725526774446e-07,0.37777777777777777,0.08452045388417016
19,hybrid,0.1,0.5,0.2,4.553857246055524e-06,3.701025947937352e-06,2.067611469823135e-06,1.633414478114216e-06,6.191286104462805e-06,1.168513438359455e-06,0.421485353955947,0.4210986100174429,-0.00018735878756692692,-9.578606961721276e-07,0.4210941092848541,-0.00019185952015576824,-9.795756273408153e-07,0.3962962962962963,0.08425719376100196
20,hybrid,0.1,0.5,0.2,4.513929522903364e-06,3.6696911038818695e-06,2.0492426553998144e-06,1.6204484484820547e-06,6.129799600912616e-06,1.1562922946511676e-06,0.4201544370094977,0.4197970250990534,-0.0001917552704112091,-9.748291032485616e-07,0.41979252013270735,-0.0001962602367572841,-9.96410423318773e-07,0.4148148148148148,0.08399775607389293
