epoch,lambda_id,stage,train_loss,train_boot_loss,train_identity_loss,train_transported_final_energy,val_transported_final_energy,val_identity_final_energy,val_local_field_only_final_energy,val_energy_delta_vs_identity,val_energy_delta_vs_local_field_only,val_accuracy,val_baseline_accuracy
1,0.0,warmup,0.004158777708025099,0.004158777708025099,0.005516626323282399,0.6109208901249452,0.5896703733536774,0.4674758843178584,0.46692933631169753,0.12219448903581903,0.12274103704197992,0.14444444444444443,0.1037037037037037
2,0.0,warmup,0.004312897227095877,0.004312897227095877,0.005346960785893088,0.5877164197647203,0.6018345263529935,0.44801929014920144,0.4474963649138694,0.15381523620379206,0.1543381614391241,0.17407407407407408,0.1037037037037037
3,0.0,warmup,0.005584043118731519,0.005584043118731519,0.006346857996263028,0.626447469282122,0.6673931771785059,0.4407122827592498,0.440197155030212,0.2266808944192561,0.22719602214829387,0.2222222222222222,0.1037037037037037
4,0.0,warmup,0.007654239525625464,0.007654239525625464,0.008258340328685675,0.698659935168154,0.7375030096505928,0.43659999650245646,0.436087382643896,0.30090301314813633,0.3014156270066968,0.3074074074074074,0.1037037037037037
5,0.0,warmup,0.009315611916074117,0.009315611916074117,0.009878139844309686,0.7494641849043305,0.7637279323724382,0.4329103220288464,0.43239936729755696,0.3308176103435918,0.33132856507488123,0.34074074074074073,0.1037037037037037
6,0.020000000000000004,hybrid,0.009623433334141635,0.009422901916900626,0.010026570862050548,0.7086770554330325,0.6929375244209022,0.4315095259319627,0.43099833978028135,0.2614279984889395,0.2619391846406208,0.32592592592592595,0.1037037037037037
7,0.04000000000000001,hybrid,0.00795840565146652,0.007627145525369377,0.008281503152428614,0.6486053174899762,0.6325247991497276,0.429612791882733,0.4291022611657111,0.2029120072669946,0.2034225379840165,0.35185185185185186,0.1037037037037037
8,0.06,hybrid,0.006515794688235793,0.006107209433562759,0.006809754244550571,0.597725231826935,0.5860074409338547,0.4281005900230788,0.427590082373298,0.1579068509107759,0.15841735856055672,0.35555555555555557,0.1037037037037037
9,0.08000000000000002,hybrid,0.005411631351216039,0.004956007239998101,0.005695301390224217,0.5588398108242864,0.5494063940309454,0.4262921868231454,0.42578181369951934,0.12311420720779997,0.12362458033142604,0.37777777777777777,0.1037037037037037
10,0.1,hybrid,0.004553716605310326,0.004070400569188863,0.004833160361214617,0.5288323269157205,0.5223856542062946,0.42454424957033116,0.4240339106025258,0.09784140463596341,0.09835174360376875,0.3814814814814815,0.1037037037037037
11,0.12,hybrid,0.003936953148316368,0.0034315301756637807,0.004211858105438234,0.5061679499915739,0.5024423421592589,0.4229487242368586,0.4224382078355278,0.07949361792240028,0.08000413432373105,0.40370370370370373,0.1037037037037037
12,0.13999999999999999,hybrid,0.003499144502670055,0.002972991687086919,0.0037582343970223933,0.48926567582039293,0.48698726334495424,0.42131426375480374,0.4208036194719909,0.0656729995901505,0.06618364387296333,0.4111111111111111,0.1037037037037037
13,0.16000000000000003,hybrid,0.003166894520126827,0.002621693668471696,0.003407505322844568,0.4763221859472009,0.4755748239385446,0.4197821835054112,0.41927097256837864,0.05579264043313342,0.05630385137016597,0.4,0.1037037037037037
14,0.18000000000000002,hybrid,0.002943023478987411,0.0023756805795981726,0.0031519049966068774,0.4663631662951902,0.4663772100278253,0.41806530295742533,0.4175538605324253,0.04831190707039995,0.04882334949539996,0.4222222222222222,0.1037037037037037
15,0.2,hybrid,0.002780136903599868,0.0021880238442131884,0.0029605652969333955,0.4582334847180734,0.4593584248544443,0.41647188936712215,0.41595989703002295,0.04288653548732213,0.04339852782442133,0.45185185185185184,0.1037037037037037
16,0.2,hybrid,0.002616856246647959,0.002055128072631037,0.0028086408700846144,0.45215586453396756,0.4533391881258407,0.4148123353180561,0.41429978493741115,0.03852685280778456,0.03903940318842952,0.43333333333333335,0.1037037037037037
17,0.2,hybrid,0.0024871258190630693,0.001948243122117397,0.002694413484728362,0.4465976221944265,0.44847846712451234,0.4132599565601155,0.4127466216050367,0.03521851056439684,0.035731845519475613,0.4703703703703704,0.1037037037037037
18,0.2,hybrid,0.002391714466363235,0.0018706690319070201,0.002605227172281075,0.4422112757201191,0.4441430572544488,0.4117656355517899,0.4112514495054785,0.03237742170265889,0.03289160774897032,0.45555555555555555,0.1037037037037037
19,0.2,hybrid,0.002314017243813331,0.0018083183254901662,0.002528494591615823,0.43805966021254256,0.44041620527874037,0.4102379767811278,0.4097228904545369,0.03017822849761259,0.030693314824203455,0.5,0.1037037037037037
20,0.2,hybrid,0.0022519006747268476,0.0017573539693156975,0.0024727335270557514,0.43429405360465434,0.4368063528615663,0.40861680335536343,0.40810089647505776,0.028189549506202893,0.028705456386508565,0.4888888888888889,0.1037037037037037
21,0.2,hybrid,0.0022031922970382053,0.0017182333956719947,0.0024247945068310546,0.43125394209370904,0.4336323349543653,0.4070321747767842,0.40651520078775283,0.0266001601775811,0.02711713416661249,0.48148148148148145,0.1037037037037037
22,0.2,hybrid,0.0021632065696723024,0.0016873564988621227,0.0023792503540508983,0.4283043155241043,0.43055794282464016,0.4053938759504276,0.4048759164981135,0.025164066874212576,0.025682026326526664,0.5074074074074074,0.1037037037037037
23,0.2,hybrid,0.002128810773670165,0.0016592233050039048,0.0023479373433312996,0.42489667344435367,0.42785935989138313,0.4039169931506194,0.40339768663132053,0.02394236674076372,0.0244616732600626,0.4962962962962963,0.1037037037037037
24,0.2,hybrid,0.0020975665357282885,0.0016344813368777372,0.002315425994252757,0.4221856493341167,0.4252482581839948,0.40240598860436794,0.4018855133330455,0.022842269579626873,0.023362744850949302,0.5148148148148148,0.1037037037037037
25,0.2,hybrid,0.0020725570823726036,0.0016154491759798346,0.002285539531963847,0.4199481601976271,0.4225204543966906,0.4007377478187418,0.400216092155798,0.02178270657794884,0.022304362240892606,0.5370370370370371,0.1037037037037037
26,0.2,hybrid,0.002050800212541836,0.001598125288023736,0.0022633746225904964,0.417389440664749,0.4200979047528498,0.39925623660280785,0.3987332155940379,0.02084166815004196,0.0213646891588119,0.5296296296296297,0.1037037037037037
27,0.2,hybrid,0.002031959489242516,0.0015835371366784592,0.002242111762820282,0.4148293493150296,0.41757318289022655,0.397720207564844,0.39719586471035245,0.01985297532538255,0.020377318179874093,0.5666666666666667,0.1037037037037037
28,0.2,hybrid,0.0020149396812098987,0.0015698709752885033,0.0022253435296069766,0.41234530268567865,0.41527902965665786,0.3961416711564218,0.3956158917513529,0.019137358500236068,0.01966313790530494,0.5592592592592592,0.1037037037037037
29,0.2,hybrid,0.0019995575598153494,0.0015580805517278456,0.00220738504043752,0.41011813755627446,0.41289666126901,0.39458253597311665,0.39405540894214425,0.018314125295893324,0.01884125232686573,0.5925925925925926,0.1037037037037037
30,0.2,hybrid,0.001985284040939197,0.0015467350613134138,0.0021927448981289145,0.40774145263073747,0.4107328403154917,0.3930708326509159,0.3925421323352851,0.017662007664575763,0.018190707980206555,0.5777777777777777,0.1037037037037037
31,0.2,hybrid,0.001972063911713983,0.0015369417004007548,0.0021756110565661407,0.40533975968329977,0.40848433676463813,0.39155869790172104,0.39102840903938546,0.016925638862917092,0.017455927725252673,0.6074074074074074,0.1037037037037037
32,0.2,hybrid,0.001958829450664908,0.0015266887907907096,0.0021607032993709923,0.4031796605592608,0.4061242598887736,0.3898853282293407,0.3893536982567052,0.01623893165943291,0.016770561632068415,0.5962962962962963,0.1037037037037037
33,0.2,hybrid,0.0019481961689302228,0.0015184233164148237,0.0021488642625769965,0.4007494359868457,0.4040054368652543,0.38847077326176,0.3879373204844547,0.015534663603494314,0.016068116380799635,0.6111111111111112,0.1037037037037037
34,0.2,hybrid,0.0019366116166104803,0.0015093304045389424,0.002136406060357689,0.3987625838252634,0.40168329575398476,0.38678002859087646,0.3862452241453656,0.014903267163108302,0.015438071608619153,0.6296296296296297,0.1037037037037037
35,0.2,hybrid,0.0019247059047952674,0.0015007405787315245,0.0021198266303187156,0.396449421747393,0.3998953777648352,0.3856117671087517,0.385074998216363,0.014283610656083467,0.014820379548472207,0.6037037037037037,0.1037037037037037
36,0.2,hybrid,0.0019153036840810465,0.0014929677380759391,0.002111679730025537,0.39455438260060094,0.3975695694996377,0.38384131476811123,0.3833030716292178,0.013728254731526446,0.014266497870419892,0.6185185185185185,0.1037037037037037
37,0.2,hybrid,0.0019062047467613107,0.001485748115017713,0.0021022831587179866,0.39263396231863645,0.39539646532173184,0.38226910282539095,0.38172921491999207,0.013127362496340889,0.013667250401739772,0.6481481481481481,0.1037037037037037
38,0.2,hybrid,0.0018961144480127371,0.0014785715559000518,0.0020877144605634256,0.39037376426480913,0.3932879101317427,0.3807533610739869,0.3802117223238466,0.012534549057755806,0.0130761878078961,0.6555555555555556,0.1037037037037037
39,0.2,hybrid,0.0018866417283641013,0.0014709714553226973,0.00207835136520702,0.3882623592895942,0.39127724076656195,0.3793303455269111,0.3787867675332048,0.011946895239650868,0.012490473233357169,0.6592592592592592,0.1037037037037037
40,0.2,hybrid,0.0018780635248513097,0.0014636560651163292,0.0020720372986749017,0.38641735312015607,0.38929908032586746,0.37776489538859503,0.3772196993835668,0.01153418493727243,0.012079380942300655,0.6555555555555556,0.1037037037037037
41,0.2,hybrid,0.0018694131766626375,0.0014579831875700582,0.002057149945462896,0.3839693206613636,0.38742067071601405,0.37645797749443577,0.375910790456466,0.010962693221578279,0.011509880259548022,0.6481481481481481,0.1037037037037037
42,0.2,hybrid,0.0018607557553233602,0.0014502192593012766,0.0020526824801104177,0.3820055070244241,0.3853284818691654,0.3748520141430913,0.3743030851498314,0.010476467726074079,0.011025396719334002,0.6777777777777778,0.1037037037037037
43,0.2,hybrid,0.0018534309247566563,0.00144535109365462,0.002040399155510181,0.38037687265760173,0.3833434086454816,0.3733625897453107,0.37281185656145194,0.009980818900170885,0.010531552084029672,0.6666666666666666,0.1037037037037037
44,0.2,hybrid,0.0018438399934526696,0.0014373503425841364,0.0020324482543426646,0.37806685270405055,0.38151224331371253,0.3719558968590424,0.37140327188239375,0.009556346454670128,0.01010897143131878,0.6777777777777778,0.1037037037037037
45,0.2,hybrid,0.0018358177528918188,0.001431442971586728,0.002021873906525455,0.37620374992017225,0.37954165677143065,0.37047942114851934,0.3699249415619467,0.009062235622911308,0.009616715209483928,0.6592592592592592,0.1037037037037037
46,0.2,hybrid,0.0018280113950355187,0.001425414662287598,0.0020129836637396053,0.3745164037591548,0.37764528537049,0.3690653235935055,0.36850883838857584,0.008579961776984502,0.009136446981914181,0.662962962962963,0.1037037037037037
47,0.2,hybrid,0.001820736161377114,0.0014195833248592201,0.002005764182589468,0.3722803313912704,0.37575975820251833,0.36763161210134426,0.36707328645044685,0.008128146101174072,0.00868647175207149,0.6555555555555556,0.1037037037037037
48,0.2,hybrid,0.001812758740467715,0.001413596351144511,0.001995811946616019,0.37027260325145944,0.37388678938565745,0.3662244844552126,0.36566420624801715,0.007662304930444841,0.008222583137640294,0.674074074074074,0.1037037037037037
49,0.2,hybrid,0.0018053307797872263,0.0014076432304213466,0.0019884377468293987,0.3687390873718933,0.3719936757485782,0.3647310781655731,0.36416899454392127,0.007262597583005126,0.007824681204656958,0.6814814814814815,0.1037037037037037
50,0.2,hybrid,0.0017978690085587359,0.0014018060464494294,0.001980314810546533,0.3667715813419248,0.3701068770957647,0.3632483294494637,0.3626843931057184,0.00685854764630095,0.0074224839900463024,0.7037037037037037,0.1037037037037037
51,0.2,hybrid,0.0017905702185129935,0.0013960480127237634,0.00197261102894615,0.3648087267957717,0.36844988823998515,0.3619556106290249,0.36138951622504756,0.00649427761096022,0.007060372014937588,0.7074074074074074,0.1037037037037037
52,0.2,hybrid,0.0017839073628357727,0.0013911988772838686,0.001963542427759521,0.36321216489047675,0.36655119153863347,0.36049247707485005,0.3599246374447932,0.006058714463783421,0.006626554093840276,0.6814814814814815,0.1037037037037037
53,0.2,hybrid,0.0017763987709625035,0.0013853112524087733,0.0019554375927686514,0.3613826497581815,0.3647858666779734,0.35913927034911813,0.3585694390546973,0.00564659632885528,0.006216427623276122,0.6851851851851852,0.1037037037037037
54,0.2,hybrid,0.0017699294618991365,0.001380290398251059,0.001948195318240388,0.35957250255096945,0.3630931829560965,0.35781184651467407,0.35723990373648584,0.005281336441422424,0.005853279219610652,0.6777777777777778,0.1037037037037037
55,0.2,hybrid,0.0017635582561263742,0.0013752301714614168,0.0019416404233247864,0.3579786578890759,0.36133331527996027,0.35643434548677516,0.35586042552719005,0.004898969793185104,0.005472889752770216,0.7148148148148148,0.1037037037037037
56,0.2,hybrid,0.001756561431891713,0.0013692792700366293,0.0019364108092754183,0.3562200389170276,0.35962234147217687,0.35507530367936707,0.3544994595638401,0.004547037792809794,0.005122881908336763,0.7185185185185186,0.1037037037037037
57,0.2,hybrid,0.0017495371458706172,0.0013647240639538722,0.0019240654095837254,0.3544051325512222,0.3579884522577461,0.35375922570446094,0.3531813921652491,0.00422922655328517,0.00480706009249704,0.6925925925925925,0.1037037037037037
58,0.2,hybrid,0.0017439158956803849,0.0013600220111855774,0.0019194694224740371,0.35283112518155757,0.3563122564932144,0.35243307076812425,0.3518533678388475,0.003879185725090162,0.004458888654366888,0.6851851851851852,0.1037037037037037
59,0.2,hybrid,0.0017355033877419095,0.0013531819363777398,0.0019116072568208485,0.35098902146698807,0.35456390563289397,0.35098749291808196,0.35040590987719755,0.003576412714812016,0.00415799575569642,0.7407407407407407,0.1037037037037037
60,0.2,hybrid,0.00172982268846246,0.001348970720765408,0.0019042598384852612,0.349417863377121,0.3530978958889564,0.3498236733496941,0.3492398952547115,0.003274222539262295,0.003858000634244907,0.7111111111111111,0.1037037037037037
