target_snapshot_mode,candidate_key,psi_family,time_encoding_variant,seed,epoch,mean_relative_bootstrap_target_delta,mean_relative_identity_target_delta,mean_bootstrap_target_cosine_similarity,mean_identity_target_cosine_similarity
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,1,0.17858114930250976,0.0025252222791255666,0.9831468047880227,0.9999957311744063
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,2,0.21390822386087166,0.002979812535340823,0.9778757984891037,0.9999945732405203
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,3,0.23081753571630928,0.0031956870603670425,0.9741294115286436,0.9999937691055416
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,4,0.23969160156531294,0.0033849811776554594,0.9720871760594371,0.9999931048728152
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,5,0.2434510255841162,0.0035859279285926165,0.971231916956308,0.9999924609081067
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,6,0.24090899712904315,0.0036532682059594395,0.9719367130873036,0.999992286916888
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,7,0.21738358573834077,0.003345350705281387,0.9770383966038132,0.9999935523160988
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,8,0.1826941145197613,0.0028834877076917547,0.9837057880737881,0.9999952491526629
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,9,0.15516566748916105,0.0025291371442833313,0.988234816572908,0.9999963523034621
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,10,0.13861304449030898,0.002403235418560892,0.9906270400080546,0.9999967458170834
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,11,0.12068220076016326,0.002165787378749521,0.9928736763543371,0.999997314702744
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,12,0.1050641203525802,0.0019452953901516225,0.9946331886651738,0.9999978950841871
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,13,0.09656152249542661,0.0019206608050250055,0.9954955582955284,0.9999979072009646
live_target_snapshot,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,14,0.09562576547623723,0.0019011722144520213,0.9956264465924074,0.9999979911499464
