epoch,stage,lambda_id,alpha,lambda_traj_curr,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
1,warmup,0.0,1.0,0.0,4.493656037904779e-06,4.493656037904779e-06,2.4738491371164604e-06,2.0198069007883185e-06,6.762819587502695e-06,0.0,0.495335591577503,0.48319073473143526,-9.264746652459799e-05,-4.722473462792599e-07,0.48318405820170673,-9.932399625312005e-05,-5.051966721226619e-07,0.1037037037037037,0.09665667643959197
2,warmup,0.0,1.0,0.0,4.389957985811562e-06,4.389957985811562e-06,2.4474825741230954e-06,1.9424754116884674e-06,6.816827356115794e-06,0.0,0.47573674806048283,0.4679802991513115,-9.820800283799613e-05,-5.079184827166006e-07,0.4679739151923832,-0.00010459196176632046,-5.404195986554274e-07,0.1,0.0936157014308299
3,warmup,0.0,1.0,0.0,4.3101318234686984e-06,4.3101318234686984e-06,2.422277034151459e-06,1.88785478931724e-06,6.858573364562639e-06,0.0,0.46309054979151343,0.4579608781238024,-0.00010485075275640243,-5.478411410232817e-07,0.45795478655559124,-0.00011094232096753309,-5.793707302127868e-07,0.1,0.09161314577531175
4,transition,0.011731042782619834,0.9413447860869009,0.011731042782619834,4.374151217699242e-06,4.249204335327706e-06,2.3978159696669084e-06,1.8513883656607967e-06,6.904845129967532e-06,3.7461161431983936e-06,0.4547304443552389,0.45122412842281684,-0.00011065537248861057,-5.822884893906088e-07,0.4512180930070405,-0.00011669078826492818,-6.137803232524953e-07,0.11481481481481481,0.09026695675906109
5,transition,0.08826895721738015,0.5586552139130994,0.08826895721738015,4.9569805409801944e-06,4.20716310956379e-06,2.3761385251446655e-06,1.831024584419125e-06,6.903757625223811e-06,1.5909324113858606e-06,0.44899422297164515,0.44645109853922244,-0.00011692158092740934,-6.182078527834872e-07,0.44644518316632276,-0.00012283695382708792,-6.491625409316419e-07,0.13333333333333333,0.08931360402402996
6,transition,0.1,0.5,0.1,4.9842009214096056e-06,4.161232502415736e-06,2.352764085834351e-06,1.8084684165813847e-06,6.9137964799499706e-06,1.315887709988711e-06,0.444772431472279,0.4429077051009017,-0.00012318652863668733,-6.533283518532029e-07,0.4429019309573127,-0.00012896067222573082,-6.83518841257982e-07,0.14814814814814814,0.08860617832590768
7,hybrid,0.1,0.5,0.1,4.9377554273226e-06,4.117559934463183e-06,2.327501074481793e-06,1.7900588599813906e-06,6.891252446419727e-06,1.3107024821744298e-06,0.44156808799497843,0.4401368798052579,-0.00012897004188627825,-6.851225450427417e-07,0.4401312439513958,-0.00013460589574837423,-7.145022816059765e-07,0.15925925925925927,0.08805316996942883
8,hybrid,0.1,0.5,0.1,4.897366620315728e-06,4.08034529542141e-06,2.30605373261503e-06,1.7742915628063794e-06,6.864901776074135e-06,1.3053114728690502e-06,0.4390626247608823,0.4378537376178357,-0.0001346648875982237,-7.156389650323967e-07,0.4378482401952946,-0.00014016231013930236,-7.441667422094004e-07,0.17777777777777778,0.0875976805010868
9,hybrid,0.1,0.5,0.1,4.854829072007962e-06,4.042438242511844e-06,2.2822090639290243e-06,1.760229178582819e-06,6.82674865347346e-06,1.2971596414877288e-06,0.43690482190046004,0.43587908467757386,-0.0001398158738994404,-7.425665034957799e-07,0.43587368553245553,-0.00014521501901776368,-7.704390840118603e-07,0.2074074074074074,0.08720378011029466
10,hybrid,0.1,0.5,0.1,4.808583144563891e-06,4.002183458792138e-06,2.2587695228170163e-06,1.743413935975121e-06,6.777047821621847e-06,1.2869490360956939e-06,0.43489227812841563,0.43409376780493814,-0.0001448076458078762,-7.679758151864279e-07,0.43408846180522437,-0.0001501136455216434,-7.952132105539975e-07,0.24074074074074073,0.0868477150901492
11,hybrid,0.1,0.5,0.1,4.773516610698276e-06,3.972541269099831e-06,2.2371147215713734e-06,1.735426547528457e-06,6.732169501355715e-06,1.2775839146287436e-06,0.43308601535123187,0.4324394547857209,-0.00014986684476042678,-7.931722275295104e-07,0.432434273673545,-0.00015504795693632722,-8.1958897589878e-07,0.26296296296296295,0.08651786432609626
12,hybrid,0.1,0.5,0.1,4.7353200833629395e-06,3.940174610031802e-06,2.2174485134741143e-06,1.7227260965576876e-06,6.683840171305034e-06,1.2676145620063443e-06,0.4315700018086789,0.4308815635811586,-0.00015413629989896593,-8.134892098110146e-07,0.43087638366169784,-0.00015931621935971751,-8.397500729940145e-07,0.2814814814814815,0.08620713997621152
13,hybrid,0.1,0.5,0.1,4.692347039245478e-06,3.903883685664006e-06,2.196543499198005e-06,1.7073401864660011e-06,6.6283968291740045e-06,1.256236706640721e-06,0.42997978608535103,0.42938293693638824,-0.00015876634462924644,-8.351689740436344e-07,0.4293778409282317,-0.00016386235278575967,-8.608316862762329e-07,0.3111111111111111,0.0859083406562035
14,hybrid,0.1,0.5,0.1,4.653158976220591e-06,3.871634678109623e-06,2.176563043313832e-06,1.6950716347957899e-06,6.5709277904903654e-06,1.2443151906193242e-06,0.42845816005868304,0.42792571824426434,-0.00016330514610746194,-8.557176097387126e-07,0.42792069458892834,-0.00016832880144346252,-8.808638757471193e-07,0.3296296296296296,0.08561780467807435
15,hybrid,0.1,0.5,0.1,4.616087464823337e-06,3.841503573852994e-06,2.1597983831545507e-06,1.681705190698443e-06,6.512963179130352e-06,1.232875730573083e-06,0.42704636669114737,0.426512800890351,-0.00016780185263887137,-8.755434541465195e-07,0.4265078143334181,-0.00017278840957174468,-9.003332434976243e-07,0.35555555555555557,0.08533612054859797
16,hybrid,0.1,0.5,0.1,4.582677996739979e-06,3.814362098036275e-06,2.141569086568432e-06,1.6727930114678426e-06,6.460928091732364e-06,1.2222308953046776e-06,0.42560456793163104,0.42512454428003393,-0.00017244218174655712,-8.956133157341341e-07,0.4251196376161726,-0.0001773488456078831,-9.198406668408233e-07,0.36666666666666664,0.08505939729235609
17,hybrid,0.1,0.5,0.1,4.542973533001928e-06,3.781474255748081e-06,2.122370025348943e-06,1.6591042303991382e-06,6.404331400769453e-06,1.210661371769019e-06,0.42420204571551734,0.4237637337473077,-0.0001774087714370154,-9.168463236531427e-07,0.42375896404309726,-0.00018217847564744316,-9.402086988162593e-07,0.37037037037037035,0.08478822850374894
18,hybrid,0.1,0.5,0.1,4.5088205884140065e-06,3.7541528307654363e-06,2.104366629038114e-06,1.6497862017273227e-06,6.3476272096397216e-06,1.1990503668459814e-06,0.42272969415129735,0.4224220719748289,-0.0001819299195764401,-9.353336683698746e-07,0.4224173363118896,-0.00018666558251573262,-9.58368113623771e-07,0.37777777777777777,0.08452080037888106
19,hybrid,0.1,0.5,0.1,4.472206480479089e-06,3.725604405952793e-06,2.087494922846573e-06,1.6381094831062194e-06,6.280401012290778e-06,1.185619732972192e-06,0.42148851167030366,0.42110125360938744,-0.00018672214108206298,-9.547460088435444e-07,0.42109661061163994,-0.00019136513882955786,-9.771544852910563e-07,0.3962962962962963,0.0842575951500939
20,hybrid,0.1,0.5,0.1,4.435026861843942e-06,3.6952971947928726e-06,2.0700407644978052e-06,1.6252564302950678e-06,6.223135509370598e-06,1.1741611611400852e-06,0.4201577323490671,0.41980004873222565,-0.00019108587716654135,-9.715752748852926e-07,0.4197953923309035,-0.00019574227848867531,-9.938901416644207e-07,0.4148148148148148,0.08399822692187843
21,hybrid,0.1,0.5,0.1,4.400774386617229e-06,3.6674846784736847e-06,2.0535889465928943e-06,1.6138957318807908e-06,6.169623670490672e-06,1.1632734109447651e-06,0.41871717244707796,0.41851322226415427,-0.0001958543766679699,-9.900194690794543e-07,0.41850860040908944,-0.0002004762317328046,-1.0119948861043342e-06,0.43333333333333335,0.08374181532816445
