seed,epoch,candidate_key,handoff_mode,replay_prefix_steps,direction_anchor_mode,relative_terminal_action_vector_delta_vs_replay,terminal_action_direction_cosine_similarity_vs_replay,terminal_action_direction_cosine_similarity_vs_terminal_local_field,terminal_action_norm_ratio_vs_replay,terminal_action_norm_delta_vs_replay,relative_terminal_bootstrap_target_delta,relative_terminal_identity_target_delta,terminal_lambda_id_delta,terminal_post_action_state_slot_displacement,terminal_next_state_displacement_vs_baseline_replay
0,12,residualized_local_field_poly_rt2,terminal_local_field_direction_mix_half_keep_live_norm,3,local_field_direction_mix_half_keep_live_norm,1.4270183435572434,-0.03927582673994419,0.7417737748532486,0.9766240771115481,0.0532069668905973,0.0,0.0,0.0,0.07730463423753806,0.15850967788323408
0,12,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,3,replay_action_vector_only,0.0,1.0,0.1643359651021319,1.0,0.0,0.0,0.0,0.0,0.15644829229405421,0.0
0,12,residualized_local_field_poly_rt2,k4_open_loop_baseline_plan_replay,4,full_replay,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13,residualized_local_field_poly_rt2,terminal_live_action_raw,3,live_action_raw,1.418636019488351,-0.02038220915898228,0.1322497751225177,0.985622621046609,0.05146558129549532,0.0,0.0,0.0,0.0,0.14613672617799023
0,13,residualized_local_field_poly_rt2,terminal_baseline_direction_only_keep_live_norm,3,baseline_direction_only_keep_live_norm,0.12306882370943206,1.0,0.1754638128627979,0.9812136753644385,0.05168325877317707,0.0,0.0,0.0,0.14313935388098403,0.012920814693294267
0,13,residualized_local_field_poly_rt2,terminal_baseline_direction_mix_half_keep_live_norm,3,baseline_direction_mix_half_keep_live_norm,0.7783348345076326,0.698645233825711,0.15023264399202216,0.9833198141811698,0.05156684703696064,0.0,0.0,0.0,0.07789630378369936,0.08022179138860162
0,13,residualized_local_field_poly_rt2,terminal_local_field_direction_only_keep_live_norm,3,local_field_direction_only_keep_live_norm,1.4118043142488093,-0.008822860285624644,1.0,0.984361816575759,0.05155805712735249,0.0,0.0,0.0,0.1457482656930354,0.1454417201713492
0,13,residualized_local_field_poly_rt2,terminal_local_field_direction_mix_half_keep_live_norm,3,local_field_direction_mix_half_keep_live_norm,1.4174479006255754,-0.015897499925430107,0.7346348032714006,0.9856813757154844,0.05151169241287971,0.0,0.0,0.0,0.07327042481018829,0.14603181580943939
0,13,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,3,replay_action_vector_only,0.0,1.0,0.18381747035502602,1.0,0.0,0.0,0.0,0.0,0.14579771964559132,0.0
0,13,residualized_local_field_poly_rt2,k4_open_loop_baseline_plan_replay,4,full_replay,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14,residualized_local_field_poly_rt2,terminal_live_action_raw,3,live_action_raw,1.4210622290642019,-0.0200118946375234,0.1149843033800404,0.9897741497669234,0.05073288220389438,0.0,0.0,0.0,0.0,0.13872689215639952
0,14,residualized_local_field_poly_rt2,terminal_baseline_direction_only_keep_live_norm,3,baseline_direction_only_keep_live_norm,0.12803166510802677,1.0,0.19407246342506387,0.985237628548578,0.05088906595622171,0.0,0.0,0.0,0.1360428734758901,0.012722266489055428
0,14,residualized_local_field_poly_rt2,terminal_baseline_direction_mix_half_keep_live_norm,3,baseline_direction_mix_half_keep_live_norm,0.78015910695045,0.6987267948913545,0.15735397305565163,0.9874155469113044,0.05080136446340071,0.0,0.0,0.0,0.07404452589880577,0.07620916143905757
0,14,residualized_local_field_poly_rt2,terminal_local_field_direction_only_keep_live_norm,3,local_field_direction_only_keep_live_norm,1.3953286274748407,0.01903576203324663,1.0,0.9884101909693317,0.05081202177561421,0.0,0.0,0.0,0.1388093509407342,0.1361533873537328
0,14,residualized_local_field_poly_rt2,terminal_local_field_direction_mix_half_keep_live_norm,3,local_field_direction_mix_half_keep_live_norm,1.4063517438542026,0.004099405904900205,0.729482618379004,0.9897864926166887,0.05078667682382839,0.0,0.0,0.0,0.07030241824193222,0.137295771071257
0,14,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,3,replay_action_vector_only,0.0,1.0,0.20122838877666932,1.0,0.0,0.0,0.0,0.0,0.1383843674734676,0.0
0,14,residualized_local_field_poly_rt2,k4_open_loop_baseline_plan_replay,4,full_replay,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15,residualized_local_field_poly_rt2,terminal_live_action_raw,3,live_action_raw,1.4271425693901592,-0.02200532315876935,0.1008605881578162,0.9969232373204789,0.05007053270573465,0.0,0.0,0.0,0.0,0.13328198730500285
0,15,residualized_local_field_poly_rt2,terminal_baseline_direction_only_keep_live_norm,3,baseline_direction_only_keep_live_norm,0.13235908190737394,1.0,0.21041644299559376,0.9923079002275665,0.050139507104323154,0.0,0.0,0.0,0.13110121062627816,0.012534876776080789
0,15,residualized_local_field_poly_rt2,terminal_baseline_direction_mix_half_keep_live_norm,3,baseline_direction_mix_half_keep_live_norm,0.7839878639692681,0.6979368355537936,0.1635304203479789,0.9945224661169438,0.05009025808195357,0.0,0.0,0.0,0.07137851284249638,0.07326582806600027
0,15,residualized_local_field_poly_rt2,terminal_local_field_direction_only_keep_live_norm,3,local_field_direction_only_keep_live_norm,1.383669915914847,0.04265297213733603,1.0,0.9956358169960738,0.05014108784398476,0.0,0.0,0.0,0.13393038579756505,0.1290876982288554
0,15,residualized_local_field_poly_rt2,terminal_local_field_direction_mix_half_keep_live_norm,3,local_field_direction_mix_half_keep_live_norm,1.4002976859147633,0.019581985534289564,0.725208702957821,0.9969901901603819,0.05013489828695585,0.0,0.0,0.0,0.06820372842004505,0.13076406077230457
0,15,residualized_local_field_poly_rt2,terminal_replay_action_vector_only,3,replay_action_vector_only,0.0,1.0,0.2164863066881273,1.0,0.0,0.0,0.0,0.0,0.13294033877050512,0.0
0,15,residualized_local_field_poly_rt2,k4_open_loop_baseline_plan_replay,4,full_replay,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16,residualized_local_field_poly_rt2,terminal_live_action_raw,3,live_action_raw,1.4322797096155835,-0.022808400025146357,0.09168474040638226,1.0031764380334933,0.050215141056184076,0.0,0.0,0.0,0.0,0.1299119628775806
0,16,residualized_local_field_poly_rt2,terminal_baseline_direction_only_keep_live_norm,3,baseline_direction_only_keep_live_norm,0.13728664499120455,1.0,0.22802107319010276,0.9984808397524846,0.05029738064685296,0.0,0.0,0.0,0.12809552176979686,0.012574345161713237
0,16,residualized_local_field_poly_rt2,terminal_baseline_direction_mix_half_keep_live_norm,3,baseline_direction_mix_half_keep_live_norm,0.7873855920748315,0.697658026400941,0.1723459530241139,1.000720034447517,0.05024883289546348,0.0,0.0,0.0,0.06975506663167018,0.07146323945794474
