epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_main_traj_contract_loss,train_mean_midpoint_reconstruction_shift_norm,train_mean_continuation_reevaluation_shift_norm,train_mean_continuation_target_blend_shift_norm,train_mean_semigroup_endpoint_closure_residual_norm,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
13,hybrid,0.1,0.5,0.2,0.1,5.813853092351948e-06,4.692009145838056e-06,3.645958022487014e-06,1.0460511233510425e-06,8.85521157256078e-06,1.4548523258075307e-06,4.3144350125666464e-07,2.3632278925781319e-07,0.0007222253853986035,6.494818874094684e-06,0.0011633175133377474,0.0015357875499689634,0.44265285199659565,0.4406611928179978,-0.00028827809160109075,-1.580986958188104e-06,0.44065675799557613,-0.00029271291402277466,-1.6041914750603015e-06,0.2814814814814815,0.08818989418191978
14,hybrid,0.1,0.5,0.2,0.1,5.737340327734722e-06,4.62575855851659e-06,3.584115519148371e-06,1.041643039368218e-06,8.77346290254453e-06,1.4373782642007675e-06,4.3126575271336836e-07,2.3423547896367965e-07,0.0007176185679719682,6.458133953182131e-06,0.0011566844209990198,0.0015271550031808697,0.4418861911151013,0.43983192228345513,-0.0002888454638441673,-1.5816904172658768e-06,0.43982768317920173,-0.000293084568097568,-1.603696191292527e-06,0.29259259259259257,0.08802415354945986
15,hybrid,0.1,0.5,0.2,0.1,5.6641895145307125e-06,4.5660034798143345e-06,3.5279255295209192e-06,1.0380779502934153e-06,8.665870934121989e-06,1.4158400880568596e-06,4.310677726105841e-07,2.3159894130417904e-07,0.0007126251653755444,6.4079821377608315e-06,0.0011489501880488848,0.0015174907286329403,0.44105764255050195,0.4390087833547644,-0.0002899767564418787,-1.5848558290185242e-06,0.43900488969950957,-0.00029387041169670614,-1.604892027793828e-06,0.3037037037037037,0.08785975202224125
16,hybrid,0.1,0.5,0.2,0.1,5.591710725743385e-06,4.504599482150689e-06,3.470750421323034e-06,1.033849060827655e-06,8.577514205303489e-06,1.3970975402529942e-06,4.308942816169349e-07,2.2935982306234735e-07,0.0007075970753390767,6.361006179536262e-06,0.0011415992420587128,0.0015079543689025473,0.4402324049187656,0.43819166195675224,-0.00029021855476252245,-1.582872632742351e-06,0.43818788918336116,-0.00029399132815360884,-1.6021711943392926e-06,0.31851851851851853,0.08769637610230295
17,hybrid,0.1,0.5,0.2,0.1,5.514778480450715e-06,4.439930600493178e-06,3.4106283469121708e-06,1.0293022535810062e-06,8.479388103555805e-06,1.376817962808143e-06,4.307112116057238e-07,2.269090696019575e-07,0.0007024114104241152,6.311158788591918e-06,0.001133893200799267,0.001498095183142047,0.4393978303234518,0.4373813199121521,-0.00029087546416828314,-1.5826294260862564e-06,0.43737767824400137,-0.00029451713231903875,-1.6011429261402702e-06,0.3333333333333333,0.08753443907526408
18,hybrid,0.1,0.5,0.2,0.1,5.450654425223637e-06,4.386764124211138e-06,3.360132617133916e-06,1.0266315070772224e-06,8.391368742892376e-06,1.3593663198796043e-06,4.305244213954526e-07,2.247534267232603e-07,0.0006984350320530335,6.277143998688259e-06,0.001127795010914238,0.0014904976907725053,0.43860026036006783,0.4365814957989068,-0.0002916991349925513,-1.5828148675154773e-06,0.436578010651596,-0.00029518428230335125,-1.60040848941082e-06,0.34074074074074073,0.08737463898677987
19,hybrid,0.1,0.5,0.2,0.1,5.378955729433597e-06,4.326071071301785e-06,3.3046722709793e-06,1.0213988003224857e-06,8.303612499995542e-06,1.3407774866393974e-06,4.303588284383209e-07,2.225234081322582e-07,0.0006933390215916556,6.22780387218895e-06,0.0011204838886766488,0.0014809945993730076,0.4378379561812065,0.435782774909882,-0.00029228757588967147,-1.581540204421923e-06,0.4357792462931138,-0.00029581619265783843,-1.5992907262482202e-06,0.34814814814814815,0.08721501249715434
20,hybrid,0.1,0.5,0.2,0.1,5.309182673809721e-06,4.268946053079777e-06,3.2509625256807847e-06,1.0179835273989933e-06,8.202001975476457e-06,1.3205974755113658e-06,4.30165375009763e-07,2.2003642318229838e-07,0.0006886581194598009,6.1795876356391755e-06,0.0011132598183901602,0.0014720222910459052,0.437058580133855,0.4349860862757028,-0.0002938168187149315,-1.5847156493528788e-06,0.4349827630379179,-0.0002971400564998339,-1.601308952836947e-06,0.3592592592592593,0.08705598061888353
21,hybrid,0.1,0.5,0.2,0.1,5.252778073709952e-06,4.220056006406759e-06,3.206378352667906e-06,1.0136776537388531e-06,8.142499423205175e-06,1.307375786616933e-06,4.3000958548912246e-07,2.184721249826749e-07,0.0006846495370992714,6.144469289589015e-06,0.0011078084617610821,0.0014647299184546779,0.43623431177244587,0.43419490460149057,-0.00029464173312254704,-1.5840547531940344e-06,0.43419179644090267,-0.0002977498937104528,-1.5993918426954125e-06,0.37037037037037035,0.08689790926692263
22,hybrid,0.1,0.5,0.2,0.1,5.185968682381627e-06,4.1656320591962236e-06,3.1538654652063673e-06,1.011766593989856e-06,8.04291181409699e-06,1.2881257829494711e-06,4.298230271373432e-07,2.1604544177570498e-07,0.0006805650496590585,6.110168984812151e-06,0.001101656845893194,0.0014571612751539545,0.4355106937873825,0.43340883384889173,-0.00029575829234029793,-1.5845462233479962e-06,0.4334059228973029,-0.0002986692439291283,-1.598757619065039e-06,0.37777777777777777,0.0867409184282464
23,hybrid,0.1,0.5,0.2,0.1,5.129841472600272e-06,4.119616480186722e-06,3.111512743918457e-06,1.0081037362682654e-06,7.961639209185183e-06,1.2721428872344152e-06,4.296464206926477e-07,2.1406107149503294e-07,0.0006768956098481739,6.0737128981807034e-06,0.001096025918986421,0.0014501808669351852,0.43468712893567113,0.43262709568868035,-0.00029769611656854655,-1.5888354714923213e-06,0.43262452336491025,-0.00030026844033864686,-1.6012055012661237e-06,0.3925925925925926,0.08658495836104978
24,hybrid,0.1,0.5,0.2,0.1,5.067835726681049e-06,4.067623526580166e-06,3.062737333799173e-06,1.0048861927809928e-06,7.881528698321655e-06,1.2557969937001984e-06,4.2948232759759496e-07,2.1205933026871738e-07,0.000672678892542218,6.03198886353783e-06,0.001089877090308593,0.00144234094985355,0.43395963977857555,0.43185453713119204,-0.00029897757187741236,-1.589443594301077e-06,0.43185185322050956,-0.00030166148255988956,-1.6023517606235209e-06,0.40370370370370373,0.08643070294061389
25,hybrid,0.1,0.5,0.2,0.1,5.011698058354316e-06,4.021319657617764e-06,3.0188662171406614e-06,1.0024534404771028e-06,7.802541225505238e-06,1.24061419736337e-06,4.293004720093624e-07,2.101242781860278e-07,0.0006695388886995146,6.012711458855634e-06,0.0010853115387037984,0.0014367441286109782,0.4332125589621466,0.43108452483215864,-0.00030015771955782533,-1.5895232868254935e-06,0.4310818995840978,-0.0003027829676186533,-1.60202598298382e-06,0.4148148148148148,0.0862769365103433
26,hybrid,0.1,0.5,0.2,0.1,4.959242641973187e-06,3.976272314141824e-06,2.978968101382781e-06,9.97304212759043e-07,7.74334773087123e-06,1.2283451178841383e-06,4.291461142248324e-07,2.0863555474423993e-07,0.0006662139699298781,5.97662200148687e-06,0.001080458219267065,0.0014305230529396162,0.4324857612295962,0.4303236613049841,-0.0003013769443237502,-1.589503715559499e-06,0.4303211459593748,-0.00030389228993304984,-1.6013439252787732e-06,0.4222222222222222,0.08612500764986157
27,hybrid,0.1,0.5,0.2,0.1,4.903054327979351e-06,3.929832627866462e-06,2.936243716157725e-06,9.935889117087366e-07,7.665358596485575e-06,1.2126228023761315e-06,4.2897559397438284e-07,2.066858404643302e-07,0.0006623325203212676,5.941718699760228e-06,0.0010749248690824363,0.0014234979391979199,0.43172399686681134,0.4295627986400775,-0.00030272491215449504,-1.5899894113614627e-06,0.4295605077449478,-0.0003050158072842035,-1.6005603929632466e-06,0.42592592592592593,0.0859731047104464
28,hybrid,0.1,0.5,0.2,0.1,4.854077926973925e-06,3.8901850894087485e-06,2.8968856092870234e-06,9.93299480121726e-07,7.590275360237957e-06,1.1984475913895729e-06,4.28813530859313e-07,2.0486530154137916e-07,0.0006594870156931934,5.916781262126645e-06,0.0010706833706172895,0.0014183466184570707,0.430926097190647,0.4288108716240375,-0.0003041207522413436,-1.590225090835636e-06,0.42880841953612375,-0.0003065728401551171,-1.601603400929293e-06,0.43703703703703706,0.08582299847525578
29,hybrid,0.1,0.5,0.2,0.1,4.8033720092101455e-06,3.84886946140306e-06,2.859702869566785e-06,9.89166591836275e-07,7.51483180848803e-06,1.1838375920803927e-06,4.2863932308071847e-07,2.030193669582822e-07,0.0006562795706964578,5.8900050897011125e-06,0.0010659395080314222,0.001412518811304793,0.43026760861839974,0.4280565175804284,-0.0003062847832197013,-1.5942827782544514e-06,0.42805431514447795,-0.00030848721917015043,-1.6043275960416772e-06,0.4444444444444444,0.08567256047272961
30,hybrid,0.1,0.5,0.2,0.1,4.7598637301956285e-06,3.8123686905996873e-06,2.8257514911379e-06,9.866171994617882e-07,7.458870102432954e-06,1.17252006045521e-06,4.284814549338543e-07,2.0160802935264585e-07,0.0006534390289141194,5.862326405442159e-06,0.0010619820152586066,0.001407466144296936,0.42947014321328164,0.42730712329364157,-0.00030804727768274365,-1.5961060671241352e-06,0.4273052637657589,-0.0003099068055654186,-1.604309555436616e-06,0.4444444444444444,0.08552303411426486
31,hybrid,0.1,0.5,0.2,0.1,4.710903385146505e-06,3.7723199229208764e-06,2.7879210103566223e-06,9.843989125642543e-07,7.3870351634897455e-06,1.15909393175289e-06,4.283227149091128e-07,1.9987994587665493e-07,0.0006507506536084275,5.841719319748117e-06,0.0010578918414209109,0.0014025712585311637,0.42874021838240706,0.42656864604715355,-0.0003096149620721578,-1.5967528212472383e-06,0.42656660839679594,-0.00031165261242976916,-1.6058352146580506e-06,0.45555555555555555,0.08537565220184515
32,hybrid,0.1,0.5,0.2,0.1,4.668110423141468e-06,3.736528398009542e-06,2.7543817648351382e-06,9.821466331744032e-07,7.331071749708273e-06,1.1480040170966184e-06,4.281687615920573e-07,1.9847485016109875e-07,0.0006481591735436631,5.8198620230663565e-06,0.0010543679966221622,0.0013980923238757629,0.42805653643968206,0.42583425768228206,-0.0003113902745777719,-1.5983194196776728e-06,0.4258322599448023,-0.0003133880120575472,-1.607147982442584e-06,0.4666666666666667,0.08522912959137197
33,hybrid,0.1,0.5,0.2,0.1,4.62228443320404e-06,3.6991991867365175e-06,2.719473148258977e-06,9.797260384775406e-07,7.262625880519004e-06,1.1352755222756371e-06,4.2799962299938275e-07,1.9682265841562127e-07,0.0006457409145006115,5.800458954267715e-06,0.0010507430831062769,0.0013938018697214705,0.4273741165146417,0.4251052167148407,-0.00031356147793804023,-1.6016518628736843e-06,0.42510333633507474,-0.0003154418577039908,-1.6098394594777786e-06,0.4740740740740741,0.08508375563855575
34,hybrid,0.1,0.5,0.2,0.1,4.580875555642958e-06,3.6644970127060333e-06,2.687870241857947e-06,9.766267708480869e-07,7.209128184411212e-06,1.1245666877987118e-06,4.278462334057587e-07,1.9546572449580331e-07,0.0006431736453207929,5.780408739784854e-06,0.0010473511441394503,0.001389470067206188,0.4266578677647622,0.42437557463373105,-0.0003156387995428833,-1.6045717938781626e-06,0.424374082427006,-0.00031713100626790114,-1.6106914802873696e-06,0.4740740740740741,0.08493824268665479
35,hybrid,0.1,0.5,0.2,0.1,4.542299557242758e-06,3.632492416212969e-06,2.658062381060652e-06,9.744300351523168e-07,7.15617140208278e-06,1.1146323670662863e-06,4.2770054935550865e-07,1.941900008215116e-07,0.0006410938962102047,5.760734194238259e-06,0.0010441758204661953,0.0013856533598485534,0.4259953681188537,0.4236597506007419,-0.0003178401155228272,-1.6078140000448996e-06,0.42365842553166533,-0.00031916518459940146,-1.6130347032976896e-06,0.4703703703703704,0.08479551814325294
36,hybrid,0.1,0.5,0.2,0.1,4.500969586921415e-06,3.5998406885742977e-06,2.626814450695002e-06,9.730262378792956e-07,7.086289341163574e-06,1.101747919390093e-06,4.2753774116747603e-07,1.9249996423076059e-07,0.0006387414008453874,5.743835387179175e-06,0.0010407809884069382,0.0013816310411774938,0.4252361229674909,0.4229425177614103,-0.0003198439752346016,-1.610029828820681e-06,0.42294127073343524,-0.00032109100320965034,-1.6148002391712217e-06,0.4666666666666667,0.08465247234732898
37,hybrid,0.1,0.5,0.2,0.1,4.459145700428953e-06,3.5646164551115185e-06,2.5945710488871236e-06,9.700454062243953e-07,7.033340850452435e-06,1.0915614619641993e-06,4.273837699894605e-07,1.9119516027219058e-07,0.0006365358089611293,5.726309505280319e-06,0.0010376015145045808,0.001377768808562231,0.4245828240759348,0.42223219690878133,-0.00032166499023084105,-1.6112022865316232e-06,0.4222309187228369,-0.000322943176175261,-1.6160892348813312e-06,0.4703703703703704,0.08451077237980244
38,hybrid,0.1,0.5,0.2,0.1,4.426239518386386e-06,3.537301274213094e-06,2.5706506621369997e-06,9.66650612076094e-07,6.988767498460778e-06,1.0826810245537575e-06,4.272429038990924e-07,1.9006149432721416e-07,0.0006343870782469256,5.708533524862272e-06,0.001034859504332047,0.0013742228385282909,0.4237704064992419,0.4215208777335068,-0.00032358911271124224,-1.6128232348759772e-06,0.4215197895184792,-0.000324677327738887,-1.6167198091388544e-06,0.4777777777777778,0.08436889336924361
39,hybrid,0.1,0.5,0.2,0.1,4.388060130744483e-06,3.506975808009075e-06,2.5405537828144774e-06,9.664220251945973e-07,6.925250783943106e-06,1.0714463863035272e-06,4.270827842003051e-07,1.8855924434109707e-07,0.0006326291083925797,5.695083589577293e-06,0.0010321214044935188,0.0013711754857598968,0.42313050626733695,0.4208203948369578,-0.0003257571967352213,-1.6154502469109663e-06,0.42081939646922883,-0.0003267555644642095,-1.6188810642083504e-06,0.48518518518518516,0.0842292304067386
40,hybrid,0.1,0.5,0.2,0.1,4.356242070202074e-06,3.4809052226817934e-06,2.517350579232592e-06,9.63554643449201e-07,6.8790743126578514e-06,1.062898568659804e-06,4.2693923155337287e-07,1.8742941625449584e-07,0.0006309955043101817,5.684837720133369e-06,0.0010299227790834592,0.0013685356952364666,0.42235077614715966,0.4201197171243951,-0.0003280688791827413,-1.618725969160516e-06,0.4201188242110919,-0.0003289617924859267,-1.6216181198817122e-06,0.4888888888888889,0.08408955720071558
41,hybrid,0.1,0.5,0.2,0.1,4.321092276541302e-06,3.451733353106251e-06,2.49069829293923e-06,9.610350601670215e-07,6.8312977760855144e-06,1.0535633852323873e-06,4.267923299601408e-07,1.8622914582649903e-07,0.0006288860605944566,5.668900829199587e-06,0.0010271125815674593,0.0013650206555482775,0.4217211070932456,0.4194217073034705,-0.0003304382825108365,-1.622272113172387e-06,0.4194212407085977,-0.00033090487738363095,-1.6230080485588028e-06,0.4962962962962963,0.08395042911719627
42,hybrid,0.1,0.5,0.2,0.1,4.287085070883383e-06,3.4255010489798702e-06,2.4646870890075813e-06,9.608139599722895e-07,6.768324476085314e-06,1.0425897721513683e-06,4.266421938244645e-07,1.8475157429498023e-07,0.0006273673626403991,5.656161341133106e-06,0.0010246422250311923,0.0013624123193352222,0.4212103554289145,0.4187306284586965,-0.00033328368680934917,-1.6279757526998064e-06,0.41873017628120424,-0.00033373586430163193,-1.6286045470187199e-06,0.5037037037037037,0.08381278242910117
43,hybrid,0.1,0.5,0.2,0.1,4.253799011932765e-06,3.3967404819114653e-06,2.4399164723754505e-06,9.56824009536015e-07,6.732189594276578e-06,1.035648594766089e-06,4.2649967934909236e-07,1.8383957059364102e-07,0.0006258462161015494,5.647132952848357e-06,0.0010227826942125133,0.0013600375382101398,0.42040486864003856,0.41804146708558176,-0.0003359325607587005,-1.6325568884361904e-06,0.4180412622478042,-0.00033613739853627367,-1.6320116007092177e-06,0.5074074074074074,0.08367547992926809
44,hybrid,0.1,0.5,0.2,0.1,4.226359442400985e-06,3.3746795620902033e-06,2.4192820566436997e-06,9.553975054465036e-07,6.68883590498951e-06,1.027895527059366e-06,4.2634955913825705e-07,1.82796289811831e-07,0.0006246408139124486,5.641392718994107e-06,0.0010210340396407805,0.0013580932201044363,0.4197729054699345,0.4173582669454014,-0.000338736730853606,-1.6378125373802592e-06,0.41735858026702755,-0.00033842340922746184,-1.6347208589437225e-06,0.5111111111111111,0.083539400735251
45,hybrid,0.1,0.5,0.2,0.1,4.1954674768681775e-06,3.3495115673026444e-06,2.395744724667247e-06,9.53766842635397e-07,6.642661653740727e-06,1.019653521855105e-06,4.262190512674137e-07,1.8168974419146042e-07,0.0006232131495256998,5.631400524211521e-06,0.0010190055586427416,0.0013557561419199535,0.4190642845113898,0.41668555292823073,-0.00034066489099982,-1.6389873563615062e-06,0.4166856648759257,-0.0003405529433048726,-1.6368545444856656e-06,0.5111111111111111,0.08340524356384611
46,hybrid,0.1,0.5,0.2,0.1,4.167852781087472e-06,3.3273117870835865e-06,2.3754341938278858e-06,9.518775932557013e-07,6.599025989814632e-06,1.0119374548752473e-06,4.2606451426374304e-07,1.8063839502242245e-07,0.0006221393558200746,5.629048966399208e-06,0.0010175256863196233,0.0013541612873681293,0.41837310080861706,0.4160129212300957,-0.00034341115977415404,-1.64395435662984e-06,0.41601350677852306,-0.00034282561134679757,-1.63948204533418e-06,0.5185185185185185,0.08327126647797398
47,hybrid,0.1,0.5,0.2,0.1,4.137933909347181e-06,3.303018373595254e-06,2.352579797740383e-06,9.504385758548709e-07,6.553913240267683e-06,1.0034343048168698e-06,4.2594447669097787e-07,1.795242117251584e-07,0.0006203651124932612,5.612342642625707e-06,0.0010151608056442512,0.0013512754346375652,0.4177245734421143,0.41534427077192404,-0.00034536433190052174,-1.645110938165137e-06,0.4153443671841472,-0.00034526791967737225,-1.643006731970461e-06,0.5185185185185185,0.0831379270207649
48,hybrid,0.1,0.5,0.2,0.1,4.111034253076162e-06,3.2817164505152997e-06,2.3332658221190895e-06,9.484506283962099e-07,6.508711087328451e-06,9.956203787038258e-07,4.2579043320987384e-07,1.7844669382801892e-07,0.0006194077294261859,5.609011321354871e-06,0.0010137988671412535,0.0013498966607682335,0.41718078470818865,0.41467646295216354,-0.00034826465082560265,-1.6507678743029198e-06,0.4146768570797523,-0.0003478705232368151,-1.6471972036262515e-06,0.5185185185185185,0.08300494552059783
49,hybrid,0.1,0.5,0.2,0.1,4.084546691120779e-06,3.260191740976129e-06,2.314194731682703e-06,9.459970092934258e-07,6.468766963758448e-06,9.884022680918865e-07,4.256581362507578e-07,1.774782537688054e-07,0.0006181936684214181,5.601466890769727e-06,0.00101213216171551,0.0013479733413167044,0.4164176181579166,0.4140129428324712,-0.0003510594706243042,-1.6558118888206964e-06,0.4140134560979734,-0.0003505462051220931,-1.651666269213522e-06,0.5185185185185185,0.0828728004606191
50,hybrid,0.1,0.5,0.2,0.1,4.05818633452763e-06,3.2377116377501587e-06,2.2929416572561007e-06,9.447699804940582e-07,6.4376974565918925e-06,9.826367752902592e-07,4.255285266572502e-07,1.767049511182809e-07,0.000616996319132742,5.59370414591703e-06,0.0010106309050728942,0.0013461455097934227,0.41577381891872395,0.4133594650240284,-0.00035360825252039874,-1.6595442447076697e-06,0.4133600711300215,-0.00035300214652733697,-1.6549696693927626e-06,0.5222222222222223,0.08274261465530977
51,hybrid,0.1,0.5,0.2,0.1,4.032876432674112e-06,3.217883387182495e-06,2.2761191638421903e-06,9.417642233403046e-07,6.393408914365271e-06,9.749024560527706e-07,4.253842928841488e-07,1.7565215405508985e-07,0.000615940449425603,5.5883695965454096e-06,0.0010090576677498795,0.0013444699879186102,0.41509199717474293,0.4127048813155404,-0.00035645649429605353,-1.6646588115764086e-06,0.4127058527084153,-0.000355485101421138,-1.6583825200967915e-06,0.5222222222222223,0.08261226756196728
52,hybrid,0.1,0.5,0.2,0.1,4.009354794415662e-06,3.1995490827560557e-06,2.2576534239000484e-06,9.418956588560071e-07,6.351492101949653e-06,9.679409823489764e-07,4.2525035721732716e-07,1.7465650146464087e-07,0.0006153293058194251,5.588684690977383e-06,0.0010083585243954468,0.0013439167195541946,0.4145264425735694,0.41205318223057835,-0.0003594551109013522,-1.6704873887598876e-06,0.4120542561386787,-0.00035838120280101693,-1.6637696989587854e-06,0.5185185185185185,0.08248252746829594
53,hybrid,0.1,0.5,0.2,0.1,3.982854601014418e-06,3.178368359097791e-06,2.2383441402898566e-06,9.400242188079343e-07,6.308650088530811e-06,9.603041396382307e-07,4.2511313287432197e-07,1.7362123306354662e-07,0.0006141741729700453,5.580032648730024e-06,0.0010067613842968059,0.0013421578396457597,0.41385606780242556,0.41140396431092463,-0.0003622815829316117,-1.6754957407691818e-06,0.4114048720229249,-0.0003613738709313252,-1.669569692249362e-06,0.5222222222222223,0.08235324917877125
54,hybrid,0.1,0.5,0.2,0.1,3.9606585793026904e-06,3.1595119359748754e-06,2.222741427309903e-06,9.367705086649728e-07,6.281858842604545e-06,9.553798555185371e-07,4.2498716303354126e-07,1.7296075906736179e-07,0.0006132132389767849,5.577082098732639e-06,0.001005499048188624,0.0013406551193058606,0.41322186674214983,0.4107606448332137,-0.0003651743425395204,-1.6809242861445263e-06,0.4107619852813367,-0.0003638338944165209,-1.6729733519698319e-06,0.5259259259259259,0.08222516383515065
