probe_seed,probe_epoch,batch_index,step_index,t_k,r_k,candidate_key,source_family,diagnostic_only,slow_pc_steps,mse_to_local_field_average_velocity,cosine_similarity_to_local_field_average_velocity,endpoint_hidden_energy,endpoint_output_mse,endpoint_accuracy,wall_time_seconds_per_eval
1,0,0,0,0.0,1.0,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,5.3556448443750903e-08,0.9999999933210871,0.5243920053098596,0.10487594485283762,0.0859375,0.0033654000144451857
1,0,0,1,0.25,0.75,local_field_source,local_field,False,,0.0,1.0,0.525121980771984,0.10502343172514465,0.0859375,0.0017447999562136829
1,0,0,1,0.25,0.75,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,3.256819101925839e-08,0.9999999945769151,0.5255509908375203,0.10510978902521187,0.0859375,0.0009738999651744962
1,0,0,1,0.25,0.75,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,6.727247801153821e-10,0.9999999999337086,0.5250604362928709,0.10501102375010522,0.0859375,0.001804300001822412
1,0,0,1,0.25,0.75,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,1.9050660860786137e-07,0.9999999849645487,0.5240901002528021,0.10481474323253989,0.0859375,0.00332770001841709
1,0,0,2,0.5,0.5,local_field_source,local_field,False,,0.0,1.0,0.5251216283614809,0.1050233606896132,0.0859375,0.0017545000300742686
1,0,0,2,0.5,0.5,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,5.95242984813541e-09,0.9999999989290171,0.5252437591878162,0.10504796906399042,0.0859375,0.0010367000359110534
1,0,0,2,0.5,0.5,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,5.370389720220971e-08,0.9999999989258049,0.5247554592211418,0.10494946502794744,0.0859375,0.0018008000333793461
1,0,0,2,0.5,0.5,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,7.159272698679201e-07,0.9999999732552263,0.5237895826836176,0.10475370333735098,0.0859375,0.0035031000152230263
1,0,0,3,0.75,0.25,local_field_source,local_field,False,,0.0,1.0,0.5251212761560018,0.10502328969524799,0.0859375,0.0018586000078357756
1,0,0,3,0.75,0.25,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,5.377782986254888e-08,0.9999999999325224,0.5249379395764096,0.10498631263378037,0.0859375,0.00104750000173226
1,0,0,3,0.75,0.25,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,7.195538457026027e-07,0.9999999945658906,0.5244518837961392,0.10488806907351464,0.0859375,0.0019142000237479806
1,0,0,3,0.75,0.25,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,4.302330712736356e-06,0.9999999581870798,0.5234904462075185,0.10469282469537541,0.09375,0.003436799976043403
1,4,0,0,0.0,1.0,local_field_source,local_field,False,,0.0,1.0,0.4229332494958965,0.08458586493191227,0.421875,0.0017934999777935445
1,4,0,0,0.0,1.0,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,4.396455277713171e-08,0.9999999870878851,0.4235336991998392,0.08470661343296501,0.40625,0.0010175000061281025
1,4,0,0,0.0,1.0,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,4.85197136251458e-09,0.9999999976333829,0.4231323544256364,0.08462596711697234,0.421875,0.0017931999755091965
1,4,0,0,0.0,1.0,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,4.361482934302218e-08,0.999999993426105,0.4223384923772906,0.08446569818581906,0.421875,0.003306600032374263
1,4,0,1,0.25,0.75,local_field_source,local_field,False,,0.0,1.0,0.42293296180882195,0.08458580694283711,0.421875,0.0018366000149399042
1,4,0,1,0.25,0.75,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,2.6522809681380064e-08,0.9999999946620706,0.4232823383397853,0.0846561344655806,0.40625,0.0009595000301487744
1,4,0,1,0.25,0.75,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,5.478622161473212e-10,0.9999999999347517,0.42288284099296053,0.0845757020905303,0.421875,0.001691300014499575
1,4,0,1,0.25,0.75,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,1.5514237331610134e-07,0.9999999852013747,0.4220926330504027,0.08441585804093224,0.421875,0.003228799963835627
1,4,0,2,0.5,0.5,local_field_source,local_field,False,,0.0,1.0,0.4229326743724126,0.08458574900415723,0.421875,0.0017976000090129673
1,4,0,2,0.5,0.5,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,4.8474894597803114e-09,0.9999999989458649,0.42303213452401234,0.08460578942196953,0.421875,0.001019099960103631
1,4,0,2,0.5,0.5,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,4.3735091378914663e-08,0.9999999989427134,0.4226344760764751,0.08452557036062622,0.421875,0.0017056000069715083
1,4,0,2,0.5,0.5,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,5.830254177079502e-07,0.9999999736772176,0.42184790537215605,0.08436614994805938,0.421875,0.003242200007662177
1,4,0,3,0.75,0.25,local_field_source,local_field,False,,0.0,1.0,0.42293238710348474,0.08458569109910552,0.421875,0.0018282000091858208
1,4,0,3,0.75,0.25,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,4.379539253488983e-08,0.9999999999335849,0.4227830824113437,0.08455557790944519,0.421875,0.0010307999909855425
1,4,0,3,0.75,0.25,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,5.859833128971919e-07,0.9999999946515883,0.42238725437448144,0.08447557153665365,0.421875,0.0019512000144459307
1,4,0,3,0.75,0.25,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,3.5036496502658533e-06,0.9999999588479623,0.4216043041189326,0.08431657352071711,0.421875,0.0033588000223971903
1,14,0,0,0.0,1.0,local_field_source,local_field,False,,0.0,1.0,0.40506873157337814,0.08101295014155666,0.4609375,0.001824700040742755
1,14,0,0,0.0,1.0,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,4.458990759833109e-08,0.9999999837424495,0.4056777243785031,0.08113541665445227,0.4609375,0.0009420000133104622
1,14,0,0,0.0,1.0,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,4.920593335364013e-09,0.9999999970202655,0.40527065687862274,0.08105362039942328,0.4609375,0.0017310000257566571
1,14,0,0,0.0,1.0,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,4.423105762128839e-08,0.9999999917229307,0.4044655799031305,0.08089108724535148,0.46875,0.0032517999643459916
1,14,0,1,0.25,0.75,local_field_source,local_field,False,,0.0,1.0,0.4050684363693107,0.08101289063725395,0.4609375,0.0017406000406481326
1,14,0,1,0.25,0.75,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,2.6899200048625083e-08,0.9999999932789629,0.40542277318549086,0.08108421665951163,0.4609375,0.0011965999729000032
1,14,0,1,0.25,0.75,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,5.557157963418626e-10,0.9999999999178542,0.40501760146412785,0.0810026418124757,0.4609375,0.0019452999695204198
1,14,0,1,0.25,0.75,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,1.5732874599026383e-07,0.9999999813670459,0.40421627371332963,0.08084054829156788,0.46875,0.003407499985769391
1,14,0,2,0.5,0.5,local_field_source,local_field,False,,0.0,1.0,0.405068141425675,0.08101283118531004,0.4609375,0.0016997000202536583
1,14,0,2,0.5,0.5,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,4.915994494523673e-09,0.9999999986727199,0.4051690093497603,0.08103315526690998,0.4609375,0.0009438000270165503
1,14,0,2,0.5,0.5,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,4.4354447910402865e-08,0.9999999986687005,0.40476572454692283,0.08095180116242272,0.46875,0.001700200024060905
1,14,0,2,0.5,0.5,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,5.912230310813238e-07,0.9999999668564649,0.4039681284993597,0.08079014595463696,0.4765625,0.0032734000124037266
1,14,0,3,0.75,0.25,local_field_source,local_field,False,,0.0,1.0,0.4050678466560514,0.0810127717683056,0.4609375,0.0017125000013038516
1,14,0,3,0.75,0.25,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,4.441631978976669e-08,0.9999999999163671,0.40491642732211225,0.08098223206002389,0.46875,0.001410700031556189
1,14,0,3,0.75,0.25,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,5.942577865818561e-07,0.9999999932654564,0.40451502061935973,0.08090109803490955,0.46875,0.0021084999898448586
1,14,0,3,0.75,0.25,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,3.5528059949870026e-06,0.9999999481838497,0.4037211388357409,0.08073987982469952,0.4765625,0.0034235999919474125
1,29,0,0,0.0,1.0,local_field_source,local_field,False,,0.0,1.0,0.3811116675857195,0.0762214264219476,0.671875,0.001838000025600195
1,29,0,0,0.0,1.0,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,5.079426194187458e-08,0.9999999739567134,0.3818054050848607,0.07636093489829632,0.6640625,0.0009942000033333898
1,29,0,0,0.0,1.0,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,5.603892342364954e-09,0.9999999952270371,0.38134164861537856,0.07626774750045057,0.671875,0.0017911999602802098
1,29,0,0,0.0,1.0,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,5.0371053956744415e-08,0.9999999867415338,0.38042481877661377,0.07608265275957038,0.6796875,0.0033449999755248427
1,29,0,1,0.25,0.75,local_field_source,local_field,False,,0.0,1.0,0.38111131940474935,0.07622135623898899,0.671875,0.0018470000359229743
1,29,0,1,0.25,0.75,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,3.06389937175358e-08,0.9999999892331575,0.3815149273380449,0.07630260033880555,0.671875,0.000987800012808293
1,29,0,1,0.25,0.75,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,6.332506466643407e-10,0.9999999998684522,0.38105340714496144,0.07620968053143262,0.671875,0.0017391000292263925
1,29,0,1,0.25,0.75,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,1.791490521488438e-07,0.9999999701522013,0.38014099807851515,0.07602511684592725,0.6796875,0.003259000019170344
1,29,0,2,0.5,0.5,local_field_source,local_field,False,,0.0,1.0,0.3811109715424347,0.0762212861200949,0.671875,0.001776499964762479
1,29,0,2,0.5,0.5,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,5.598468806431366e-09,0.9999999978737388,0.3812258503174314,0.07624443330757714,0.671875,0.0009780999971553683
1,29,0,2,0.5,0.5,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,5.051653743113018e-08,0.9999999978670528,0.3807665555613575,0.07615178022791262,0.6796875,0.0027840000111609697
1,29,0,2,0.5,0.5,diagnostic_slow_pc_k16,diagnostic_detached_slow_pc,True,16,6.731559470453187e-07,0.9999999469061864,0.37985854584071094,0.07596774588741012,0.6796875,0.0034207000280730426
1,29,0,3,0.75,0.25,local_field_source,local_field,False,,0.0,1.0,0.3811106238930538,0.07622121604395533,0.671875,0.0018897000118158758
1,29,0,3,0.75,0.25,diagnostic_slow_pc_k4,diagnostic_detached_slow_pc,True,4,5.058949529614896e-08,0.9999999998659818,0.38093816723352614,0.07618643326439016,0.6796875,0.0010771999950520694
1,29,0,3,0.75,0.25,diagnostic_slow_pc_k8,diagnostic_detached_slow_pc,True,8,6.767337924974953e-07,0.9999999892103733,0.3804810871278802,0.07609404605284056,0.6796875,0.0019377999706193805
