case_name,seed,run_id,run_summary_path,intervention_step_offsets,increment_mode,run_status,failure_kind,nan_incidence_flag,selected_epoch,val_accuracy,test_accuracy,gate_passing_epoch_count,seed_gate_positive,selected_epoch_passes_gate,selector_fallback_used,val_transported_final_energy,val_report_output_mse,val_terminal_rowspace_rms,val_terminal_rowspace_fraction,runtime_proxy_seconds
adopted_control_terminal_only,0,adopted_control_terminal_only_s0,runs/adopted_control_terminal_only/seed_0/summary.json,-1,live_successor_increment,success,,0.0,53,0.774074074074074,0.8037037037037037,11,1.0,1.0,0.0,0.3137282688131667,0.06320277364531794,0.14641771874107942,0.5336663837896631,18.437070600004517
adopted_control_terminal_only,1,adopted_control_terminal_only_s1,runs/adopted_control_terminal_only/seed_1/summary.json,-1,live_successor_increment,success,,0.0,56,0.8629629629629629,0.8333333333333334,23,1.0,1.0,0.0,0.2883009074387914,0.05881460861610098,0.15597799093227577,0.5539221551181891,18.82125119999546
adopted_control_terminal_only,2,adopted_control_terminal_only_s2,runs/adopted_control_terminal_only/seed_2/summary.json,-1,live_successor_increment,success,,0.0,51,0.7962962962962963,0.8222222222222222,18,1.0,1.0,0.0,0.3111068208914448,0.06305214040572814,0.16463456848443525,0.5496282608980444,18.729365200008033
adopted_control_terminal_only,3,adopted_control_terminal_only_s3,runs/adopted_control_terminal_only/seed_3/summary.json,-1,live_successor_increment,success,,0.0,54,0.8703703703703703,0.8518518518518519,13,1.0,1.0,0.0,0.2945268064645564,0.059640845476171794,0.15290771608757003,0.5324077082109361,18.80909199999587
adopted_control_terminal_only,4,adopted_control_terminal_only_s4,runs/adopted_control_terminal_only/seed_4/summary.json,-1,live_successor_increment,success,,0.0,60,0.8740740740740741,0.8592592592592593,19,1.0,1.0,0.0,0.286513578402705,0.058992928117672955,0.1481421455651277,0.5543285665615998,18.9680362999934
failed_penultimate_plus_terminal_live,0,failed_penultimate_plus_terminal_live_s0,runs/failed_penultimate_plus_terminal_live/seed_0/summary.json,"-2,-1",live_successor_increment,success,,0.0,50,0.825925925925926,0.8407407407407408,0,0.0,0.0,1.0,0.30528628947565317,0.05845800020994699,0.13922456555203275,0.4892853350584122,36.23680630000308
failed_penultimate_plus_terminal_live,1,failed_penultimate_plus_terminal_live_s1,runs/failed_penultimate_plus_terminal_live/seed_1/summary.json,"-2,-1",live_successor_increment,success,,0.0,56,0.8814814814814815,0.8592592592592593,0,0.0,0.0,1.0,0.2836394620279154,0.05643809337796557,0.1441542335521446,0.513137168510106,36.40325760000269
failed_penultimate_plus_terminal_live,2,failed_penultimate_plus_terminal_live_s2,runs/failed_penultimate_plus_terminal_live/seed_2/summary.json,"-2,-1",live_successor_increment,success,,0.0,55,0.825925925925926,0.8481481481481481,0,0.0,0.0,1.0,0.2969028387485867,0.058037326094064375,0.15003011803846464,0.4947764777572178,36.38149549999798
failed_penultimate_plus_terminal_live,3,failed_penultimate_plus_terminal_live_s3,runs/failed_penultimate_plus_terminal_live/seed_3/summary.json,"-2,-1",live_successor_increment,success,,0.0,58,0.8851851851851852,0.8851851851851852,0,0.0,0.0,1.0,0.27406517070332753,0.05385930324938435,0.13676706745205472,0.47100195449662774,36.245267300000705
failed_penultimate_plus_terminal_live,4,failed_penultimate_plus_terminal_live_s4,runs/failed_penultimate_plus_terminal_live/seed_4/summary.json,"-2,-1",live_successor_increment,success,,0.0,60,0.8666666666666667,0.8666666666666667,0,0.0,0.0,1.0,0.27671029356001736,0.05445298178477972,0.14247421826287965,0.5093642596330552,36.207396799996786
exact_cached_direction_live_magnitude_lower_bound,0,exact_cached_direction_live_magnitude_lower_bound_s0,runs/exact_cached_direction_live_magnitude_lower_bound/seed_0/summary.json,"-2,-1",exact_cached_direction_live_magnitude,success,,0.0,53,0.774074074074074,0.8037037037037037,11,1.0,1.0,0.0,0.3135599585116331,0.06314469539308279,0.14662792702486815,0.533810901032949,36.37041450000106
exact_cached_direction_live_magnitude_lower_bound,1,exact_cached_direction_live_magnitude_lower_bound_s1,runs/exact_cached_direction_live_magnitude_lower_bound/seed_1/summary.json,"-2,-1",exact_cached_direction_live_magnitude,success,,0.0,56,0.8666666666666667,0.8333333333333334,23,1.0,1.0,0.0,0.2883604978196376,0.05882909104246379,0.15591423243579222,0.5537159969971099,36.195585300003586
exact_cached_direction_live_magnitude_lower_bound,2,exact_cached_direction_live_magnitude_lower_bound_s2,runs/exact_cached_direction_live_magnitude_lower_bound/seed_2/summary.json,"-2,-1",exact_cached_direction_live_magnitude,success,,0.0,51,0.7962962962962963,0.8222222222222222,18,1.0,1.0,0.0,0.31111451091331477,0.06304893521011988,0.1646162741556736,0.5495905346943184,36.33815990000585
exact_cached_direction_live_magnitude_lower_bound,3,exact_cached_direction_live_magnitude_lower_bound_s3,runs/exact_cached_direction_live_magnitude_lower_bound/seed_3/summary.json,"-2,-1",exact_cached_direction_live_magnitude,success,,0.0,54,0.8703703703703703,0.8555555555555555,13,1.0,1.0,0.0,0.29448296231049,0.05962247364664593,0.15288859615220518,0.5322178366227642,36.40453960000741
exact_cached_direction_live_magnitude_lower_bound,4,exact_cached_direction_live_magnitude_lower_bound_s4,runs/exact_cached_direction_live_magnitude_lower_bound/seed_4/summary.json,"-2,-1",exact_cached_direction_live_magnitude,success,,0.0,60,0.8740740740740741,0.8629629629629629,19,1.0,1.0,0.0,0.2864627670611082,0.05897946275274901,0.14818536489940964,0.5543961913571694,36.32495270000072
