epoch,train_steps,pre_update_energy,post_update_energy,energy_delta,trace_saved,weight_norm_l1,weight_norm_l2,bias_norm_l1,bias_norm_l2,mse,baseline_mse
35,25,0.0914416050039005,0.09118593685092723,-0.0002556681529732735,False,0.1308350437649477,0.3301824968342024,0.006243022980015836,0.08150084836535848,0.1918470080282221,0.21250000000000002
36,25,0.09118593685092723,0.09092878901746963,-0.00025714783345759384,False,0.1318642963600477,0.33250392960895364,0.00631377117724269,0.08229955472127956,0.19144209440746862,0.21250000000000002
37,25,0.09092878901746963,0.09067000427180934,-0.0002587847456602954,False,0.1329030936523413,0.33484366243136054,0.006381299135718482,0.08305735330680666,0.1910350734437306,0.21250000000000002
38,25,0.09067000427180934,0.09040943933488738,-0.0002605649369219615,False,0.13395139954072205,0.3372016725885607,0.006445744924905283,0.08377628950213484,0.19062564232531293,0.21250000000000002
39,25,0.09040943933488738,0.0901469635883962,-0.00026247574649117256,False,0.13500917789707817,0.3395779348192109,0.006507240553885244,0.08445830629040485,0.19021352363125213,0.21250000000000002
40,25,0.0901469635883962,0.089882457911215,-0.0002645056771811982,False,0.13607639253961526,0.34197242129008915,0.0065659122402270936,0.08510524938417062,0.1897984629290984,0.21250000000000002
41,25,0.089882457911215,0.08961581363167492,-0.00026664427954008196,False,0.13715300720556467,0.3443851015717529,0.006621880666730619,0.08571887209539733,0.18938022660985954,0.21250000000000002
42,25,0.08961581363167492,0.08934693158435826,-0.00026888204731666254,False,0.13823898552333339,0.3468159426133035,0.006675261226608724,0.08630083996181738,0.18895859993706896,0.21250000000000002
43,25,0.08934693158435826,0.08907572126123647,-0.00027121032312178717,False,0.13933429098415134,0.34926490871631194,0.006726164257640272,0.08685273514183,0.1885333852891812,0.21250000000000002
44,25,0.08907572126123647,0.08880210004794267,-0.00027362121329380096,False,0.1404388869132689,0.35173196150796376,0.006774695265801699,0.08737606058952083,0.18810440057652167,0.21250000000000002
45,25,0.08880210004794267,0.08852599253687117,-0.0002761075110715022,False,0.14155273644075744,0.3542170599134858,0.006820955138861488,0.08787224402079877,0.1876714778158422,0.21250000000000002
46,25,0.08852599253687117,0.08824732990960359,-0.00027866262726758406,False,0.14267580247196227,0.3567201601279194,0.006865040350398694,0.08834264168109791,0.1872344618471834,0.21250000000000002
47,25,0.08824732990960359,0.08796604938189015,-0.00028128052771343726,False,0.14380804765765748,0.3592412155873069,0.006907043154685097,0.08878854192456898,0.18679320917923015,0.21250000000000002
48,25,0.08796604938189015,0.08768209370507345,-0.0002839556768167023,False,0.14494943436395016,0.36178017693936243,0.006947051772849804,0.08921116861418926,0.18634758695069106,0.21250000000000002
49,25,0.08768209370507345,0.08739541071843404,-0.0002866829866394055,False,0.14609992464197982,0.36433699201369785,0.006985150570725493,0.08961168435174802,0.18589747199644197,0.21250000000000002
50,25,0.08739541071843404,0.08710595294747446,-0.0002894577709595808,False,0.14725948019745827,0.366911605791678,0.007021420228756709,0.08999119354621626,0.1854427500082682,0.21250000000000002
51,25,0.08710595294747446,0.08681367724364006,-0.00029227570383440205,False,0.14842806236009326,0.36950396037598,0.007055937904332854,0.0903507453285847,0.18498331478102673,0.21250000000000002
52,25,0.08681367724364006,0.08651854446141195,-0.00029513278222810524,False,0.14960563205293903,0.3721139949599337,0.007088777386891436,0.0906913363208488,0.18451906753593983,0.21250000000000002
53,25,0.08651854446141195,0.08622051916910047,-0.0002980252923114879,False,0.15079214976171448,0.3747416457967194,0.007120009246121052,0.0910139132664365,0.18404991631353484,0.21250000000000002
54,25,0.08622051916910047,0.08591956939002238,-0.0003009497790780885,False,0.15198757550412997,0.3773868461685032,0.007149700973578149,0.0913193755290084,0.18357577542947162,0.21250000000000002
55,25,0.08591956939002238,0.08561566637106549,-0.0003039030189568859,False,0.1531918687992619,0.38004952635558686,0.0071779171180169216,0.09160857746621462,0.18309656498715104,0.21250000000000002
56,25,0.08561566637106549,0.08530878437593309,-0.000306881995132402,False,0.15440498863701368,0.38272961360565405,0.007204719414717809,0.09188233068466226,0.1826122104415912,0.21250000000000002
57,25,0.08530878437593309,0.08499890050062148,-0.00030988387531161177,False,0.15562689344770098,0.38542703210319146,0.007230166909086678,0.09214140618203537,0.18212264220958943,0.21250000000000002
58,25,0.08499890050062148,0.08468599450891882,-0.00031290599170265276,False,0.15685754107179728,0.3881417029391663,0.007254316074784211,0.09238653638201166,0.1816277953216689,0.21250000000000002
59,25,0.08468599450891882,0.08437004868592614,-0.0003159458229926859,False,0.15809688872987704,0.3908735440810399,0.007277220926632856,0.09261841706733799,0.18112760911174425,0.21250000000000002
60,25,0.08437004868592614,0.08405104770779198,-0.00031900097813415684,True,0.15934489299279037,0.39362247034319914,0.007298933128537308,0.09283770921615864,0.18062202694083007,0.21250000000000002
