epoch,beta_obj,trajectory_objective_weight,semigroup_objective_weight,alpha,train_total_loss,train_traj_loss,train_semi_loss,train_energy_drop_loss,train_fixed_point_loss,train_active_energy_drop_rate,train_mean_rollout_flow_norm_sq,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
21,0.0,1.0,0.0,0.5,6.691524028945314e-06,1.3117577245504186e-06,3.6656092499667687e-07,2.060530945471289e-05,2.2843894071667205e-06,0.1930580357142857,2.2843894071667205e-06,0.43419269259529614,-0.0002969391307360847,-1.5956775272297282e-06,0.43418987469803605,-0.00029975702799617254,-1.6095062664640716e-06,0.37037037037037035,0.08689792634520645
22,0.0,1.0,0.0,0.5,6.702665025926945e-06,1.2945601314012378e-06,3.664498640676783e-07,2.071482865536003e-05,2.29397730685699e-06,0.1919345238095238,2.29397730685699e-06,0.43340833250428973,-0.000297990334308329,-1.5958250685137686e-06,0.43340572703250513,-0.00030059580609292924,-1.6084560517010712e-06,0.37777777777777777,0.0867412645677196
23,0.0,1.0,0.0,0.5,6.63529384008642e-06,1.2805565418889146e-06,3.663470536996352e-07,2.0494344750145126e-05,2.3115111066122334e-06,0.19148437499999998,2.3115111066122334e-06,0.4326283973038359,-0.0002998819923295537,-1.599873040162268e-06,0.4326261495106549,-0.0003021297855105298,-1.610571194505221e-06,0.3925925925925926,0.08658565585923308
24,0.0,1.0,0.0,0.5,6.598264643186087e-06,1.265875885441876e-06,3.662539130540009e-07,2.0397179062931933e-05,2.330939920112275e-06,0.189921875,2.330939920112275e-06,0.43185773297595553,-0.0003011342285247909,-1.600331463566892e-06,0.43185538640950044,-0.00030348079497988234,-1.6115088109682342e-06,0.4,0.08643177344089606
25,0.0,1.0,0.0,0.5,6.579904367474812e-06,1.2522089469179289e-06,3.661451824058557e-07,2.0362655167101004e-05,2.37031628781632e-06,0.18797991071428571,2.37031628781632e-06,0.4310898550279266,-0.0003022602871354807,-1.6001249063244175e-06,0.4310875820193148,-0.00030453329574731125,-1.6108278993980508e-06,0.4111111111111111,0.08627842306301242
26,0.0,1.0,0.0,0.5,6.522209954961266e-06,1.2414285052767054e-06,3.660595871576174e-07,2.0163887351854376e-05,2.3980961172096747e-06,0.18617187500000001,2.3980961172096747e-06,0.4303313378218075,-0.0003034304063821436,-1.5998475436168277e-06,0.4303291886637083,-0.0003055795644813508,-1.6098246138093015e-06,0.4185185185185185,0.08612695364563794
27,0.0,1.0,0.0,0.5,6.500746366619117e-06,1.226896994214208e-06,3.659595889831149e-07,2.012709825211361e-05,2.4207480937650637e-06,0.18508556547619048,2.4207480937650633e-06,0.4295728008768452,-0.00030473378688028463,-1.6000941946179648e-06,0.4295708933005661,-0.00030664136315938784,-1.6087231924398547e-06,0.4222222222222222,0.0859755069327451
28,0.0,1.0,0.0,0.5,6.436424480663902e-06,1.2139557030993401e-06,3.6586598557761784e-07,1.9912586404897597e-05,2.4432217634016393e-06,0.18160714285714286,2.4432217634016393e-06,0.4288234497242473,-0.0003061224890795189,-1.6002869953287454e-06,0.4288213940754623,-0.0003081781378644899,-1.6096664666525814e-06,0.43333333333333335,0.08582591444266537
29,0.0,1.0,0.0,0.5,6.388948569635033e-06,1.2003874364591994e-06,3.657620382452356e-07,1.9763331261859523e-05,2.477283177109521e-06,0.1810342261904762,2.477283177109521e-06,0.4280715973396061,-0.00030828101504359884,-1.6043045622915583e-06,0.42806981387065934,-0.0003100644839903466,-1.6122464912537429e-06,0.4444444444444444,0.08567597567092994
30,0.0,1.0,0.0,0.5,6.326235558826114e-06,1.1899778158900562e-06,3.6567111746351887e-07,1.9542245515448385e-05,2.506963640739614e-06,0.17886160714285715,2.506963640739614e-06,0.4273251891613849,-0.00031000230529831807,-1.6059001281219234e-06,0.4273237708601956,-0.0003114206064876446,-1.6118988555032074e-06,0.4444444444444444,0.08552703829333665
31,0.0,1.0,0.0,0.5,6.250941917609794e-06,1.1774519600651834e-06,3.655790060208529e-07,1.9279038186461212e-05,2.5373041092930736e-06,0.1759188988095238,2.5373041092930736e-06,0.42658978580948503,-0.00031156975634133444,-1.6065375333683461e-06,0.426588202299749,-0.0003131532660773928,-1.6133615101376886e-06,0.44814814814814813,0.08538027111316528
32,0.0,1.0,0.0,0.5,6.1372655303899e-06,1.1670514665982377e-06,3.654907988041416e-07,1.885177864794711e-05,2.5726940180488493e-06,0.1766889880952381,2.5726940180488493e-06,0.42585877878533523,-0.0003133289992696131,-1.6080078096584668e-06,0.4258572531740885,-0.00031485461051633523,-1.6144992191447437e-06,0.45925925925925926,0.08523442155692097
33,0.0,1.0,0.0,0.5,6.111884654544028e-06,1.155001783978584e-06,3.653891032447414e-07,1.8785986613217008e-05,2.603862172611926e-06,0.17496651785714284,2.603862172611926e-06,0.42513318401279976,-0.00031551297734833117,-1.6113876588539331e-06,0.42513179692999203,-0.00031690006015605565,-1.617144442882468e-06,0.4740740740740741,0.08508973939802962
34,0.01171875,0.98828125,0.01171875,0.5,5.9652213929432675e-06,1.1447450716429174e-06,3.6530065138273147e-07,1.826714147778071e-05,2.6282506615509754e-06,0.17534598214285715,2.6282506615509754e-06,0.4244072737058175,-0.00031755872551475495,-1.6141227735821419e-06,0.42440630284876274,-0.0003185295825695045,-1.6176828128192068e-06,0.4740740740740741,0.08494496648626645
35,0.0234375,0.9765625,0.0234375,0.5,5.890939236310333e-06,1.1354976237718271e-06,3.652174219305397e-07,1.80232538909089e-05,2.676815820419353e-06,0.17023065476190474,2.676815820419353e-06,0.4236957130573911,-0.0003197258832414174,-1.6171795650611251e-06,0.42369492891525545,-0.0003205100253770854,-1.6197561434826114e-06,0.4703703703703704,0.08480308778812651
36,0.03515625,0.96484375,0.03515625,0.5,5.844745069855785e-06,1.1230700305806468e-06,3.6512009292400267e-07,1.7908931519473413e-05,2.7108883690252676e-06,0.1700111607142857,2.7108883690252676e-06,0.42298261398128056,-0.00032171591843416225,-1.6193004255187307e-06,0.4229819317448412,-0.00032239815487350443,-1.621322112901419e-06,0.4703703703703704,0.08466086597994295
37,0.046875,0.953125,0.046875,0.5,5.752024384886408e-06,1.1133680543837129e-06,3.6502946949566575e-07,1.759703660670803e-05,2.744755499923151e-06,0.16559151785714285,2.744755499923151e-06,0.42227653158943307,-0.00032354501499543,-1.6204896740556725e-06,0.4222758380387049,-0.0003242385657236113,-1.6225453423170729e-06,0.4703703703703704,0.0845200153208857
38,0.05859375,0.94140625,0.05859375,0.5,5.631142364807226e-06,1.1048484461604388e-06,3.6494980565086766e-07,1.716628499518872e-05,2.7807610581696528e-06,0.16445684523809523,2.7807610581696528e-06,0.42156979191496924,-0.0003254407592729325,-1.6219447198528468e-06,0.4215693136661048,-0.0003259190081373875,-1.6229006430956987e-06,0.48148148148148145,0.08437904653484843
39,0.0703125,0.9296875,0.0703125,0.5,5.518952720443225e-06,1.0941144160232955e-06,3.6485334187936947e-07,1.677172587791025e-05,2.831830042181127e-06,0.16628720238095238,2.831830042181127e-06,0.42087424528801054,-0.00032760219585586947,-1.6245087998682957e-06,0.4208738819897525,-0.0003279654941139021,-1.6248922821456686e-06,0.48518518518518516,0.08424036949677328
40,0.08203125,0.91796875,0.08203125,0.5,5.429381000276173e-06,1.0859436546599899e-06,3.647701135986385e-07,1.6462478428089774e-05,2.8697650563393014e-06,0.1631622023809524,2.8697650563393014e-06,0.42017878420015253,-0.0003298924217645105,-1.627652035335721e-06,0.4201785488390954,-0.0003301277828216542,-1.6274038344847087e-06,0.48518518518518516,0.0841017353243834
41,0.09375,0.90625,0.09375,0.5,5.349663823972324e-06,1.076852375490316e-06,3.6468421126373836e-07,1.6194228424824633e-05,2.9102010767209214e-06,0.16199032738095237,2.9102010767209214e-06,0.4194863291444513,-0.00033220267465533526,-1.630869866413434e-06,0.41948655506239346,-0.0003319767567131482,-1.628311902385557e-06,0.4925925925925926,0.08396370636382132
42,0.10546875,0.89453125,0.10546875,0.5,5.22586723201456e-06,1.0663184470896868e-06,3.6459478711181667e-07,1.5756923386860324e-05,2.9432785547308325e-06,0.1591108630952381,2.9432785547308325e-06,0.41880065432320496,-0.0003350853303950574,-1.6367276759916838e-06,0.4188009228670492,-0.00033481678655084,-1.6339421680385089e-06,0.4962962962962963,0.08382714793072
43,0.1171875,0.8828125,0.1171875,0.5,5.1068568245962776e-06,1.0596280353381728e-06,3.645116810531218e-07,1.5316440905144196e-05,2.995775107398355e-06,0.15976934523809522,2.995775107398355e-06,0.4181171730203824,-0.00033773918271651215,-1.6412930579724273e-06,0.41811772261027885,-0.0003371895928200863,-1.6371915202896428e-06,0.5,0.08369098244061979
44,0.12890625,0.87109375,0.12890625,0.5,5.024581253349634e-06,1.0522447805600235e-06,3.644217740430091e-07,1.502794541473121e-05,3.0401480354064252e-06,0.15699776785714287,3.0401480354064252e-06,0.41744012544156384,-0.00034052193975875333,-1.646394304323463e-06,0.4174412359560687,-0.00033941142525389933,-1.639561605924067e-06,0.5037037037037037,0.08355612947626452
45,0.140625,0.859375,0.140625,0.5,4.932597426237756e-06,1.044246494171413e-06,3.6434742686989896e-07,1.4698705161301669e-05,3.0928544808020103e-06,0.1545796130952381,3.0928544808020103e-06,0.4167741892000669,-0.00034241837113874185,-1.6473895028769662e-06,0.4167751109061543,-0.000341496665051344,-1.641475918615613e-06,0.5074074074074074,0.08342332151424113
46,0.15234375,0.84765625,0.15234375,0.5,4.829615047696788e-06,1.0367567942899361e-06,3.642526646044961e-07,1.4323677839123608e-05,3.143905946327165e-06,0.15466517857142856,3.143905946327165e-06,0.4161086725732966,-0.0003450991863028774,-1.6519896597233952e-06,0.4161101114034536,-0.00034366035614585844,-1.6435491669196053e-06,0.5111111111111111,0.08329075435191989
47,0.1640625,0.8359375,0.1640625,0.5,4.722051535329334e-06,1.0282919287223217e-06,3.641859459612362e-07,1.3940835239958541e-05,3.1750568441411805e-06,0.15338541666666666,3.1750568441411805e-06,0.4154468596952477,-0.0003470806366355217,-1.6532577947860397e-06,0.41544781538255543,-0.00034612494932778626,-1.6471803762726676e-06,0.5185185185185185,0.08315878806637665
48,0.17578125,0.82421875,0.17578125,0.5,4.545652000585987e-06,1.0206564129339126e-06,3.640913852588537e-07,1.3269392736098496e-05,3.230592248984564e-06,0.1470610119047619,3.230592248984564e-06,0.4147863362548401,-0.00034996011135612903,-1.6587592824944932e-06,0.4147876343529769,-0.0003486620132193696,-1.6510248150608964e-06,0.5185185185185185,0.08302725927323926
49,0.1875,0.8125,0.1875,0.5,4.4643243073654015e-06,1.0135662171114141e-06,3.640139045751411e-07,1.298168039550373e-05,3.2712904997860685e-06,0.14458333333333334,3.2712904997860685e-06,0.4141302335807691,-0.00035275688838565245,-1.6637675883523638e-06,0.41413168600858724,-0.0003513044605675253,-1.6553154706666086e-06,0.5185185185185185,0.08289659809383094
50,0.19921875,0.80078125,0.19921875,0.5,4.3503519500616296e-06,1.007924560554238e-06,3.6393808674142573e-07,1.254760227910022e-05,3.338210000622313e-06,0.14428943452380955,3.338210000622313e-06,0.4134850933628919,-0.0003552724220488579,-1.6672878586085956e-06,0.4134866739887841,-0.00035369179615668545,-1.6582674536989753e-06,0.5148148148148148,0.08276807315698814
51,0.2109375,0.7890625,0.2109375,0.5,4.286408782960441e-06,1.0002729487700526e-06,3.638499907587848e-07,1.2325941990104251e-05,3.3889580436982707e-06,0.13791666666666666,3.3889580436982707e-06,0.412838717741633,-0.0003580891739771719,-1.6721933961100059e-06,0.4128407126466775,-0.0003560942689326829,-1.6612705428797891e-06,0.5148148148148148,0.08263936138312204
52,0.22265625,0.77734375,0.22265625,0.5,4.194727647763832e-06,9.932906077584655e-07,3.637695917642204e-07,1.1992273479288846e-05,3.4353545890062313e-06,0.13747767857142856,3.4353545890062313e-06,0.4121953856854568,-0.00036111090932178236,-1.6780635673414878e-06,0.4121975198462081,-0.0003589767485704942,-1.6665546481732768e-06,0.5185185185185185,0.08251129931895572
53,0.234375,0.765625,0.234375,0.5,4.104477634228346e-06,9.855857146898065e-07,3.6368565393681024e-07,1.1669540223498444e-05,3.472646904029123e-06,0.13551339285714287,3.472646904029123e-06,0.4115544030148061,-0.0003640186857938321,-1.6833858176058e-06,0.41155639999682936,-0.0003620217037705875,-1.6725609444092834e-06,0.5222222222222223,0.08238368434011999
54,0.24609375,0.75390625,0.24609375,0.5,3.942382807077038e-06,9.80686146842552e-07,3.636117295972563e-07,1.104174801670421e-05,3.531178134273933e-06,0.1272842261904762,3.531178134273933e-06,0.41092060078458387,-0.0003668259877188107,-1.6883545120239185e-06,0.4109230860369946,-0.0003643407353080552,-1.6752755239551323e-06,0.5296296296296297,0.08225748535446054
55,0.2578125,0.7421875,0.2578125,0.5,3.882991659367839e-06,9.735354553790056e-07,3.6352894380169186e-07,1.0830836949279678e-05,3.5901427043493965e-06,0.12224330357142857,3.5901427043493965e-06,0.4102959174250644,-0.00036967527861592187,-1.6934607744254631e-06,0.41029816338310604,-0.00036742932057426403,-1.6814116642742156e-06,0.5333333333333333,0.08213311854073607
56,0.26953125,0.73046875,0.26953125,0.5,3.7921273656683824e-06,9.701032026714494e-07,3.6345709106330823e-07,1.0483394002974441e-05,3.6468574702270458e-06,0.12203497023809524,3.6468574702270458e-06,0.4096741458253228,-0.0003724707415161954,-1.6982228546321917e-06,0.40967687379390777,-0.00036974277293122526,-1.6839649683839434e-06,0.5370370370370371,0.0820093233133678
57,0.28125,0.71875,0.28125,0.5,3.7284613870701197e-06,9.624696970318954e-07,3.633793292903037e-07,1.0264857059498857e-05,3.6827159109083296e-06,0.11721354166666667,3.6827159109083296e-06,0.40905560031266996,-0.0003751361659105057,-1.7025602216432097e-06,0.4090582086146721,-0.00037252786390834514,-1.6889336720714483e-06,0.5333333333333333,0.0818861472957161
58,0.29296875,0.70703125,0.29296875,0.5,3.5881625241506772e-06,9.569656944676337e-07,3.6329605696833396e-07,9.719490022668113e-06,3.7525097562713825e-06,0.1131733630952381,3.7525097562713825e-06,0.40843984532214334,-0.0003786807815902571,-1.7104926922139403e-06,0.4084428373866873,-0.00037568871704629636,-1.69519868963689e-06,0.5333333333333333,0.08176370522074672
59,0.3046875,0.6953125,0.3046875,0.5,3.5250731564954676e-06,9.498989068289757e-07,3.6321536878331015e-07,9.4989418349007e-06,3.7919393143960537e-06,0.1092671130952381,3.7919393143960537e-06,0.40782068014796913,-0.00038199103538388846,-1.7175011720475851e-06,0.4078238806853701,-0.0003787904979828949,-1.7013362852342812e-06,0.5370370370370371,0.08164053423667061
60,0.31640625,0.68359375,0.31640625,0.5,3.463326786372948e-06,9.456903068683426e-07,3.6314354312575956e-07,9.266652110024302e-06,3.85294888963956e-06,0.1050186011904762,3.85294888963956e-06,0.4072125529659715,-0.00038490996519996434,-1.7226431129273138e-06,0.4072156031521524,-0.0003818597790190559,-1.7072076641839605e-06,0.5444444444444444,0.0815194925862343
61,0.328125,0.671875,0.328125,0.5,3.3789148541901236e-06,9.421945436036202e-07,3.630674949679328e-07,8.943020904787942e-06,3.909911472231029e-06,0.10610491071428571,3.909911472231029e-06,0.4066105031588014,-0.00038841104458087194,-1.7302443848304862e-06,0.40661424896407206,-0.00038466523931018903,-1.7117850869605546e-06,0.5407407407407407,0.08139978284067645
62,0.33984375,0.66015625,0.33984375,0.5,3.323859011660638e-06,9.354777100050176e-07,3.6299288674470807e-07,8.741052292674456e-06,3.976736176418778e-06,0.1011123511904762,3.976736176418778e-06,0.4060084829468971,-0.00039102879069108365,-1.7342511258696997e-06,0.4060119187849986,-0.00038759295258961046,-1.717274347570253e-06,0.5555555555555556,0.08127990234751764
63,0.3515625,0.6484375,0.3515625,0.5,3.244265237466627e-06,9.320281972568718e-07,3.629167076602809e-07,8.436708268273988e-06,4.031382312025595e-06,0.10197916666666666,4.031382312025595e-06,0.4054115542250632,-0.0003942325620379661,-1.7405232019596692e-06,0.40541559095711177,-0.0003901958299893926,-1.720990104578569e-06,0.5518518518518518,0.08116115735742024
64,0.36328125,0.63671875,0.36328125,0.5,3.1666902048078057e-06,9.255470254715922e-07,3.6284206170757744e-07,8.143950831225126e-06,4.095756341473283e-06,0.09976934523809525,4.095756341473283e-06,0.4048200240800968,-0.0003973867088177263,-1.7467364509194327e-06,0.40482396256199515,-0.00039344822691939063,-1.7277265732324387e-06,0.5555555555555556,0.08104348215778291
65,0.375,0.625,0.375,0.5,3.0732952635080645e-06,9.197416858306106e-07,3.62752726905506e-07,7.787990719373723e-06,4.154267574309377e-06,0.09785342261904761,4.154267574309377e-06,0.4042305586947637,-0.00040090610280513195,-1.754469901195778e-06,0.40423444170642764,-0.00039702309114120204,-1.7357742502714223e-06,0.5666666666666667,0.08092629295951377
66,0.38671875,0.61328125,0.38671875,0.5,3.0719039620640267e-06,9.156000225254641e-07,3.6269201992238393e-07,7.798121953421732e-06,4.205933428147895e-06,0.09473958333333334,4.205933428147895e-06,0.40364268721018315,-0.0004033738132309672,-1.7578706076056374e-06,0.4036462757015712,-0.00039978532184292703,-1.74059713400974e-06,0.5740740740740741,0.08080921220468282
67,0.3984375,0.6015625,0.3984375,0.5,2.956111395261641e-06,9.10874058173851e-07,3.6260554706224886e-07,7.344513998408436e-06,4.275595723817102e-06,0.09433779761904762,4.275595723817102e-06,0.4030572382039305,-0.0004071207171485458,-1.766527694242086e-06,0.4030609937558156,-0.00040336516526345845,-1.7485618003282744e-06,0.5740740740740741,0.08069287178421582
68,0.41015625,0.58984375,0.41015625,0.5,2.866302152345885e-06,9.071011191445885e-07,3.6252997179344975e-07,6.997860937167767e-06,4.3309505856509485e-06,0.0886123511904762,4.3309505856509485e-06,0.40248107623097606,-0.0004109410399042446,-1.7754045333868258e-06,0.40248495038569,-0.0004070668851903214,-1.7569685107667586e-06,0.5777777777777777,0.08057840345417606
69,0.421875,0.578125,0.421875,0.5,2.8384084066521777e-06,9.029966707489728e-07,3.624604874041376e-07,6.901740523613816e-06,4.3801530734835325e-06,0.08687872023809524,4.3801530734835325e-06,0.40190502512939247,-0.00041425157286067993,-1.7822880086512747e-06,0.4019091630984136,-0.00041011360383952367,-1.7627641688197084e-06,0.5851851851851851,0.08046385534045063
70,0.43359375,0.56640625,0.43359375,0.5,2.7765077493445506e-06,8.984823902390272e-07,3.623795921090831e-07,6.6617330533479565e-06,4.4504291839518985e-06,0.08444940476190477,4.4504291839518985e-06,0.4013354870800736,-0.00041764416770412316,-1.7894422746581734e-06,0.4013401564924863,-0.0004129747552914509,-1.767630883942376e-06,0.5851851851851851,0.08035062624955555
71,0.4453125,0.5546875,0.4453125,0.5,2.722888315740986e-06,8.943067909287082e-07,3.6231377499255384e-07,6.453787080826328e-06,4.520378945147642e-06,0.07981026785714286,4.520378945147642e-06,0.40077352757297935,-0.0004207517143923756,-1.7954295062510054e-06,0.4007780310737582,-0.0004162482136135237,-1.774459152872963e-06,0.5814814814814815,0.08023885585747435
72,0.45703125,0.54296875,0.45703125,0.5,2.6633416547841163e-06,8.899449291493749e-07,3.6222841818355486e-07,6.225725879941553e-06,4.581481923017007e-06,0.07451264880952381,4.581481923017007e-06,0.40020796435438566,-0.0004245906596752058,-1.8042581162538464e-06,0.4002126755442566,-0.00041987946980426294,-1.7825877526613508e-06,0.5814814814814815,0.08012651100281218
73,0.46875,0.53125,0.46875,0.5,2.621900811596289e-06,8.859133017516743e-07,3.6215367423293314e-07,6.068923431018756e-06,4.642689774893355e-06,0.07451264880952381,4.642689774893355e-06,0.39965293111548983,-0.00042754701771613446,-1.8097177320583794e-06,0.3996578370455741,-0.0004226410876318476,-1.787189441617397e-06,0.5703703703703704,0.08001609562664119
74,0.48046875,0.51953125,0.48046875,0.5,2.5943617192349096e-06,8.825707607329572e-07,3.6208021448921066e-07,5.965454363371671e-06,4.705068097995848e-06,0.07338913690476191,4.705068097995848e-06,0.3990984477903752,-0.00043120646020911035,-1.817811688408855e-06,0.3991039047801833,-0.0004257494704009712,-1.7931303905978292e-06,0.5777777777777777,0.07990593085011687
