epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_main_traj_contract_loss,train_mean_midpoint_reconstruction_shift_norm,train_mean_continuation_reevaluation_shift_norm,train_mean_semigroup_endpoint_closure_residual_norm,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
23,hybrid,0.1,0.5,0.2,0.1,3.573825205830682e-06,2.796002378699397e-06,1.843240785988219e-06,9.527615927111779e-07,5.812037594657671e-06,1.0007977987167754e-06,3.018924533197958e-07,1.9661906766551762e-07,0.0006229924489019173,5.61098549910838e-06,0.0017993403843739237,0.42142274405525626,0.42364762803680256,-8.46480898156754e-05,-4.0367823350069575e-07,0.4236453778515618,-8.6898275056424e-05,-4.1344517702778015e-07,0.3814814814814815,0.08474645522532365
24,hybrid,0.1,0.5,0.2,0.1,3.5399575128133414e-06,2.770645050850831e-06,1.821828666496984e-06,9.488163843538471e-07,5.748728038072247e-06,9.891091187956342e-07,3.0175877818020656e-07,1.9443965815528572e-07,0.0006208760496369213,5.583794610326691e-06,0.0017941083923260679,0.42039857270298525,0.4226554721531946,-8.701010090644834e-05,-4.121728674331049e-07,0.42265331145364443,-8.917080045661718e-05,-4.2143761159148317e-07,0.4,0.08454849645082022
25,hybrid,0.1,0.5,0.2,0.1,3.503368914023165e-06,2.744957813399501e-06,1.8017404163639683e-06,9.432173970355325e-07,5.66695923111628e-06,9.746957355134771e-07,3.0160319739211326e-07,1.917151775120357e-07,0.0006186924504120599,5.555396566856332e-06,0.001789264903111062,0.41924720266820403,0.4216692401411446,-8.968692324490268e-05,-4.219665832462917e-07,0.42166727930834735,-9.164775604214581e-05,-4.302020407442907e-07,0.4222222222222222,0.0843517854128779
26,hybrid,0.1,0.5,0.2,0.1,3.474384685967156e-06,2.7229251233290664e-06,1.783593822761221e-06,9.393313005678457e-07,5.615647490835044e-06,9.65048645746849e-07,3.014802591964086e-07,1.8989481355458509e-07,0.000617184545355937,5.5397347166953495e-06,0.0017854637945876307,0.418455751101655,0.42069659978772705,-9.250561409607228e-05,-4.3233483616400233e-07,0.42069465551441443,-9.444988740869853e-05,-4.4039011638899754e-07,0.45185185185185184,0.08415782108036463
27,hybrid,0.1,0.5,0.2,0.1,3.4424558692563655e-06,2.700798935460363e-06,1.7648779931820531e-06,9.359209422783102e-07,5.541937765093533e-06,9.521931498183347e-07,3.0133407086714125e-07,1.8746315728664943e-07,0.0006151939922285224,5.513815269837833e-06,0.0017811053794999458,0.41734381445655117,0.41972501484000474,-9.537183679386718e-05,-4.4265141350318315e-07,0.41972322655251676,-9.716012428184762e-05,-4.499348012958551e-07,0.46296296296296297,0.08396407733535972
28,hybrid,0.1,0.5,0.2,0.1,3.415533521344848e-06,2.682177655461735e-06,1.750148904699996e-06,9.320287507617391e-07,5.479409805228934e-06,9.416102806253838e-07,3.0120274721586384e-07,1.8541488536021919e-07,0.0006139878436112013,5.5007371335855205e-06,0.0017788480859520887,0.41631918859473005,0.41877368827472633,-9.804195971374607e-05,-4.5191613831481394e-07,0.41877198834867035,-9.974188576972187e-05,-4.5871593720288816e-07,0.4703703703703704,0.083774346046888
29,hybrid,0.1,0.5,0.2,0.1,3.386099746039607e-06,2.6614350176834886e-06,1.7336257839941355e-06,9.27809233689353e-07,5.41437858202896e-06,9.301314762144815e-07,3.0106340049452014e-07,1.832268701532226e-07,0.0006123783423102149,5.482774020463115e-06,0.0017752882785088734,0.4153811693605557,0.41782814898190795,-0.00010098417056214615,-4.6226831930808003e-07,0.4178266470046485,-0.00010248614782160104,-4.680771329144994e-07,0.4777777777777778,0.08358582663049402
30,hybrid,0.1,0.5,0.2,0.1,3.3594610410469585e-06,2.6425503267406044e-06,1.7186300064852755e-06,9.239203202553294e-07,5.3563051377200485e-06,9.199334945424334e-07,3.009299913562669e-07,1.8128020053434928e-07,0.000610975943679545,5.468787302125516e-06,0.001772247971915752,0.41443283142226567,0.4168942166257987,-0.00010423805951376153,-4.739087718650997e-07,0.4168929875834319,-0.00010546710188052977,-4.784054894612266e-07,0.48148148148148145,0.08339969093706248
31,hybrid,0.1,0.5,0.2,0.1,3.3361676633175557e-06,2.6260999695711775e-06,1.704445109888289e-06,9.216548596828878e-07,5.304950314766405e-06,9.112063360718591e-07,3.0081468870689073e-07,1.7957266226973783e-07,0.00061014671999406,5.462308691332595e-06,0.0017707477287165992,0.41342353355439965,0.41596538003452205,-0.0001071941568066559,-4.839677632711471e-07,0.4159642695937995,-0.0001083045975291963,-4.878823826792093e-07,0.48518518518518516,0.08321451483826574
32,hybrid,0.1,0.5,0.2,0.1,3.308862057895654e-06,2.6058502536162162e-06,1.689685373553332e-06,9.161648800628843e-07,5.252399244932828e-06,9.01543867508418e-07,3.006949445284218e-07,1.7777187978615457e-07,0.0006083705701496319,5.442006953196163e-06,0.0017664393180794001,0.41256471283078344,0.41504596609750316,-0.00011053260610166538,-4.956672688109396e-07,0.4150449896631887,-0.00011150904041612453,-4.989244435030379e-07,0.5037037037037037,0.08303129974072096
33,hybrid,0.1,0.5,0.2,0.1,3.2873989690442956e-06,2.5912298890526983e-06,1.6777765903902086e-06,9.1345329866249e-07,5.201094484646158e-06,8.928658788260736e-07,3.0056948217375375e-07,1.7605963152698087e-07,0.0006076981690923035,5.439378864795425e-06,0.0017653326034879368,0.41155529008799663,0.4141309039090274,-0.0001140280709182595,-5.078653743140237e-07,0.4141301256815518,-0.000114806298393888,-5.102040646417648e-07,0.5148148148148148,0.08284898639598913
34,hybrid,0.1,0.5,0.2,0.1,3.264639007220316e-06,2.575613371846862e-06,1.6649798090945103e-06,9.10633562752352e-07,5.147291117456125e-06,8.836641998744511e-07,3.004445905225505e-07,1.7429652362784108e-07,0.0006064761547208716,5.430671474137013e-06,0.0017629061943389961,0.41068501089798426,0.413229415179748,-0.00011754241197231563,-5.200035028201061e-07,0.4132288836761515,-0.00011807391556878377,-5.212045152491003e-07,0.5185185185185185,0.08266939151834406
35,hybrid,0.1,0.5,0.2,0.1,3.2462166554011314e-06,2.562561614710055e-06,1.6544039450983323e-06,9.08157669611723e-07,5.106918499773102e-06,8.769650360348913e-07,3.003429404904285e-07,1.7296319071376585e-07,0.0006060313991357832,5.429521120468124e-06,0.0017623602329599618,0.40967996377090304,0.4123384387827718,-0.00012079995513331054,-5.307899409714913e-07,0.4123379573159931,-0.00012128142191203395,-5.317388379358042e-07,0.5185185185185185,0.08249184774758103
36,hybrid,0.1,0.5,0.2,0.1,3.222602930006709e-06,2.545589567042289e-06,1.6422482672688963e-06,9.033412997733928e-07,5.057144839499027e-06,8.682352300475292e-07,3.002272571360595e-07,1.7129887901451766e-07,0.0006048170903161234,5.420187524682395e-06,0.001759743639053919,0.4087906757709078,0.41145409290821844,-0.00012417961582700254,-5.419694237860989e-07,0.41145360802757547,-0.0001246644964699728,-5.429006222473212e-07,0.5185185185185185,0.08231565450480909
37,hybrid,0.1,0.5,0.2,0.1,3.203262553791453e-06,2.532154742041637e-06,1.6305871461914215e-06,9.01567595850216e-07,5.012995075859692e-06,8.604830605390929e-07,3.001169962033394e-07,1.698083041638461e-07,0.0006037789483656488,5.411437555619506e-06,0.001757470182062434,0.40797687014762474,0.41057455538142135,-0.0001277325917212746,-5.538097070710384e-07,0.41057412137706994,-0.00012816659607267633,-5.545062319801855e-07,0.5222222222222223,0.08214045759462853
38,hybrid,0.1,0.5,0.2,0.1,3.183356993159054e-06,2.517461991538298e-06,1.6197267141480324e-06,8.977352773902654e-07,4.97403123004951e-06,8.537007283657379e-07,3.000118579658057e-07,1.684918786158048e-07,0.0006030436111628696,5.41006949491117e-06,0.0017559855685281268,0.4071358863961211,0.4097065579974882,-0.00013147448120681693,-5.66318625096218e-07,0.4097062314870153,-0.00013180099167969805,-5.6650675893147e-07,0.5370370370370371,0.081967606495739
39,hybrid,0.1,0.5,0.2,0.1,3.168191361778347e-06,2.5081117910031614e-06,1.6125334344667962e-06,8.955783565363652e-07,4.929788913101137e-06,8.467166933931214e-07,2.99896559394421e-07,1.6710067946507157e-07,0.0006026193266944265,5.412453810967011e-06,0.0017558431656224244,0.40622910158508335,0.40884838494269604,-0.00013523975783125142,-5.788644846372974e-07,0.4088482064665538,-0.0001354182339735055,-5.783858358869695e-07,0.5333333333333333,0.08179672494010545
40,hybrid,0.1,0.5,0.2,0.1,3.1513732916417065e-06,2.4965775604997285e-06,1.6030788926165668e-06,8.934986678831618e-07,4.890078374813764e-06,8.40140483127757e-07,2.997951280541975e-07,1.6578789366060177e-07,0.0006022365017549429,5.415626904626548e-06,0.001755433584877474,0.4052660918647943,0.40799684445960704,-0.0001388520976598473,-5.905276637253962e-07,0.40799667310231913,-0.00013902345494776203,-5.899958106147715e-07,0.5407407407407407,0.08162713931145338
41,hybrid,0.1,0.5,0.2,0.1,3.136295581854783e-06,2.4857727752842295e-06,1.5948910381889191e-06,8.908817370953102e-07,4.858048900106787e-06,8.34758173270017e-07,2.997035073619075e-07,1.64717916559875e-07,0.0006018783052738282,5.418197935145007e-06,0.0017549172006920476,0.4043489375195879,0.40715303641869804,-0.00014258581019710448,-6.025353677367067e-07,0.4071529100616935,-0.0001427121672016307,-6.018043496194381e-07,0.5444444444444444,0.08145912444577902
42,hybrid,0.1,0.5,0.2,0.1,3.1171461131464385e-06,2.47308692532226e-06,1.5860797331015669e-06,8.870071922206929e-07,4.809199561863476e-06,8.266662401935864e-07,2.9958474942981894e-07,1.6313923163783048e-07,0.0006010522444157425,5.4172528378138645e-06,0.0017535613407130644,0.4035096021958105,0.40631737814050234,-0.00014657771927983898,-6.155347939608045e-07,0.4063174884422887,-0.0001464674174934677,-6.138020361187821e-07,0.5444444444444444,0.08129279117195644
43,hybrid,0.1,0.5,0.2,0.1,3.100902248164678e-06,2.4604555279242084e-06,1.576385095854723e-06,8.840704320694853e-07,4.782457140286769e-06,8.216074383044827e-07,2.994997096388541e-07,1.6220100621179279e-07,0.0006000563924140922,5.40941946686091e-06,0.0017510804229665556,0.40278152985032306,0.4054882382689101,-0.00015056821669634513,-6.284332507521635e-07,0.40548846427703417,-0.00015034220857229608,-6.261906861627865e-07,0.5444444444444444,0.08112776129712129
44,hybrid,0.1,0.5,0.2,0.1,3.087596261798002e-06,2.452134697256392e-06,1.56982630835679e-06,8.823083888996016e-07,4.744809157765462e-06,8.15619325821133e-07,2.99397287818126e-07,1.6098064876506435e-07,0.0006000014519996404,5.418722773711889e-06,0.0017516545538272977,0.4017808726734316,0.404663433307771,-0.00015455223206067847,-6.411104668849709e-07,0.40466374808121486,-0.0001542374586168127,-6.384890612336929e-07,0.5444444444444444,0.08096359710796634
45,hybrid,0.1,0.5,0.2,0.1,3.0714193672834176e-06,2.4410072331249233e-06,1.561634954685973e-06,8.793722784389501e-07,4.7066441747008074e-06,8.094573659610948e-07,2.9929005390604315e-07,1.5974771668841325e-07,0.0005996671058865595,5.425196255414851e-06,0.0017514799248198247,0.4010582608859871,0.4038488766986898,-0.00015883006736849836,-6.54915829955598e-07,0.4038494919683119,-0.00015821479774641434,-6.510601136517182e-07,0.5518518518518518,0.08080154135321166
46,hybrid,0.1,0.5,0.2,0.1,3.0592479684456755e-06,2.4324019951479296e-06,1.554610302636011e-06,8.777916925119187e-07,4.679957476558552e-06,8.048922696026457e-07,2.992114771301747e-07,1.5885022564189045e-07,0.0005992212895833816,5.4256939616524974e-06,0.0017506221003263528,0.40017191308797956,0.4030414889527334,-0.00016273254669096904,-6.670287005880612e-07,0.4030420815121221,-0.00016213998730224555,-6.632504242939897e-07,0.5518518518518518,0.08064084429988487
47,hybrid,0.1,0.5,0.2,0.1,3.0496946018686293e-06,2.4257800439928677e-06,1.5506296672132335e-06,8.751503767796343e-07,4.657913432984548e-06,8.013735886530568e-07,2.9912906699030757e-07,1.5812321457730664e-07,0.0005993205713435034,5.4377773305587525e-06,0.0017513105104419325,0.39940514046947906,0.40224100765124915,-0.00016689569451072694,-6.800883515726945e-07,0.4022416002277573,-0.00016630311800258646,-6.763286069418875e-07,0.5592592592592592,0.08048158066915198
48,hybrid,0.1,0.5,0.2,0.1,3.0338855499116237e-06,2.415599778525987e-06,1.5429617585604303e-06,8.726380199655568e-07,4.615126426868083e-06,7.944914468580161e-07,2.9901720933266084e-07,1.5677312869882856e-07,0.0005986492978865805,5.440379662469197e-06,0.0017503898181174156,0.39855172574444336,0.40145138257521357,-0.00017118198139753904,-6.936181001029353e-07,0.4014522174790904,-0.0001703470775207272,-6.888577104334297e-07,0.5592592592592592,0.08032451291132221
49,hybrid,0.1,0.5,0.2,0.1,3.0219107998274044e-06,2.4067426830263424e-06,1.5364167408343638e-06,8.703259421919786e-07,4.591797377908425e-06,7.905102750816676e-07,2.989428107074353e-07,1.5598837901021903e-07,0.000598346299943415,5.442881688219113e-06,0.001749911414501796,0.39779930340778813,0.40067123732476545,-0.00017542456069419288,-7.068157268446361e-07,0.4006722533948143,-0.00017440849064531694,-7.013157033401306e-07,0.5592592592592592,0.08016933237709194
50,hybrid,0.1,0.5,0.2,0.1,3.0088505763226352e-06,2.3978644267577123e-06,1.529864901283227e-06,8.679995254744852e-07,4.560206171909938e-06,7.85379450827548e-07,2.9884903917588196e-07,1.5496553237392932e-07,0.000598040582040929,5.449974918448462e-06,0.0017496911276558588,0.3969811748640327,0.3998939114110881,-0.00017975639126882603,-7.20276339852456e-07,0.39989502288873713,-0.0001786449136197965,-7.143799470742574e-07,0.562962962962963,0.08001473356047138
51,hybrid,0.1,0.5,0.2,0.1,2.9977452636175244e-06,2.3903102600603115e-06,1.5246811627011995e-06,8.656290973591121e-07,4.5335964565198435e-06,7.809699082422702e-07,2.9876442348322966e-07,1.5407535790522835e-07,0.000597916356481573,5.460235687247368e-06,0.0017497627226049292,0.39616294781063316,0.3991201934415287,-0.00018416375713214972,-7.338545532495821e-07,0.39912136663124065,-0.0001829905674202159,-7.277531130957661e-07,0.562962962962963,0.07986087143973218
52,hybrid,0.1,0.5,0.2,0.1,2.9865903094923225e-06,2.3825183280831385e-06,1.518559743932549e-06,8.639585841505893e-07,4.508165588407657e-06,7.768465988103725e-07,2.986783342342744e-07,1.5325542256841853e-07,0.0005975815017567626,5.464367242863468e-06,0.0017493298661739396,0.395387207705549,0.39835446377895756,-0.00018868005554634193,-7.478683913293021e-07,0.3983558615795302,-0.00018728225497371964,-7.408880701760957e-07,0.5740740740740741,0.07970862876690078
53,hybrid,0.1,0.5,0.2,0.1,2.9764201587176902e-06,2.375399987303213e-06,1.5135914295294089e-06,8.618085577738043e-07,4.4852356361933945e-06,7.730436892055689e-07,2.986039815775084e-07,1.5249660779513754e-07,0.0005973270953017272,5.468984555538934e-06,0.0017490023029088377,0.39468753731071077,0.39759676843140906,-0.00019308786723271076,-7.613313374264102e-07,0.39759820656233164,-0.00019164973631013993,-7.542026207130138e-07,0.5777777777777777,0.07955797125972836
54,hybrid,0.1,0.5,0.2,0.1,2.9673538163179587e-06,2.369608300155833e-06,1.510137990236163e-06,8.594703099196698e-07,4.460409486892684e-06,7.692459506432284e-07,2.9851875729788115e-07,1.5170456747285724e-07,0.0005975225321350117,5.48284701806594e-06,0.0017500923607527016,0.3937947008390968,0.39684532398810346,-0.0001976805148433125,-7.753682511675748e-07,0.3968469466188547,-0.00019605788409204905,-7.675323044824896e-07,0.5851851851851851,0.07940860090058935
55,hybrid,0.1,0.5,0.2,0.1,2.9560287468030296e-06,2.3616685337503855e-06,1.504274668451658e-06,8.573938652987276e-07,4.434855554222975e-06,7.650370583554848e-07,2.9843971601781685e-07,1.5087465763034692e-07,0.0005971578107423039,5.4894179126583395e-06,0.0017495603521874427,0.39300646793175614,0.3960997852071315,-0.00020209699155865346,-7.885781909808178e-07,0.39610137455356303,-0.00020050764512713481,-7.808866262717798e-07,0.5888888888888889,0.07926037643973803
56,hybrid,0.1,0.5,0.2,0.1,2.9492662413665854e-06,2.3576100224150388e-06,1.5020042869813009e-06,8.556057354337379e-07,4.414269719495285e-06,7.620228190575689e-07,2.98363539199575e-07,1.5022924700201817e-07,0.0005974267202607423,5.50485786166211e-06,0.001750798363081506,0.3922128476091624,0.39536679216165543,-0.0002066366685454235,-8.022074367725084e-07,0.3953684842566863,-0.00020494457351455386,-7.941186841913602e-07,0.5925925925925926,0.07911468576604017
