candidate_key,stage,psi_family,psi_hidden_dims,time_encoding_variant,notes,parameter_count,val_bootstrap_target_mse,val_relative_bootstrap_target_mse,val_bootstrap_cosine_similarity,val_identity_target_mse,val_identity_residual_error,val_hybrid_loss,runtime_per_batch_seconds
residualized_local_field_raw,family_raw,residualized_local_field,[128],raw,u_hat = g_t_detached + delta_u_psi with baseline hidden dims,27712,0.015121749782206737,100990.61904037818,-0.014427091824796295,0.015969768198319287,0.9740618237337154,0.01773671408841931,0.023974886666595314
residualized_local_field_poly_rt2,encoding,residualized_local_field,[128],poly_rt2,"same family as stage-1 winner, but with low-order polynomial time encoding",28096,0.01295547338075947,86523.14021381103,0.03107267766426632,0.013054691057798445,0.8843387622637927,0.015049993477422918,0.02425360933334256
