epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_main_traj_contract_loss,train_mean_midpoint_reconstruction_shift_norm,train_mean_continuation_reevaluation_shift_norm,train_mean_continuation_target_blend_shift_norm,train_mean_semigroup_endpoint_closure_residual_norm,train_mean_predictor_semigroup_defect_norm,train_mean_corrected_semigroup_defect_norm,train_mean_first_projection_short_leg_correction_norm,train_mean_first_projection_continuation_correction_norm,train_mean_second_projection_short_leg_correction_norm,train_mean_second_projection_continuation_correction_norm,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
1,warmup,0.0,1.0,0.0,0.0,4.493656037904779e-06,4.493656037904779e-06,2.4738491371164604e-06,2.0198069007883185e-06,6.762819587502695e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495335591577503,0.48319073473143526,-9.264746652459799e-05,-4.722473462792599e-07,0.48318405820170673,-9.932399625312005e-05,-5.051966721226619e-07,0.1037037037037037,0.09665667643959197
2,warmup,0.0,1.0,0.0,0.0,4.389957985811562e-06,4.389957985811562e-06,2.4474825741230954e-06,1.9424754116884674e-06,6.816827356115794e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47573674806048283,0.4679802991513115,-9.820800283799613e-05,-5.079184827166006e-07,0.4679739151923832,-0.00010459196176632046,-5.404195986554274e-07,0.1,0.0936157014308299
3,warmup,0.0,1.0,0.0,0.0,4.3101318234686984e-06,4.3101318234686984e-06,2.422277034151459e-06,1.88785478931724e-06,6.858573364562639e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46309054979151343,0.4579608781238024,-0.00010485075275640243,-5.478411410232817e-07,0.45795478655559124,-0.00011094232096753309,-5.793707302127868e-07,0.1,0.09161314577531175
4,transition,0.011731042782619834,0.9413447860869009,0.023462085565239668,0.1,4.332286832241068e-06,4.249257733126871e-06,2.397844497918678e-06,1.8514132352081937e-06,6.90495802359561e-06,3.7462107416124155e-06,8.460765652792736e-09,2.026741127203313e-09,0.004051838862133592,3.5483722059611496e-05,0.036338247142091676,0.0001931604377479052,0.0,0.0,0.0,0.0,0.0,0.0,0.4547304486481146,0.451224138563364,-0.00011064948928973806,-5.822579464493315e-07,0.45121810305241816,-0.00011668500023559458,-6.137503331759653e-07,0.11481481481481481,0.09026695761053075
5,transition,0.08826895721738015,0.5586552139130994,0.1765379144347603,0.1,4.957995666794121e-06,4.206472942529739e-06,2.3754791848062054e-06,1.8309937577235343e-06,6.900927625498375e-06,1.590304617763818e-06,1.683428997736736e-07,1.4238503892903e-07,0.0008873266163224737,7.921153259866042e-06,0.0024856490118436688,0.0013684023963313069,0.0,0.0,0.0,0.0,0.0,0.0,0.44899419979240945,0.44645102973307804,-0.00011697430330959158,-6.184795546591122e-07,0.4464451232727331,-0.00012288076365452039,-6.493895215404567e-07,0.13333333333333333,0.08931360080727753
6,transition,0.1,0.5,0.2,0.1,4.99605681844809e-06,4.158613869979939e-06,2.3504452832468458e-06,1.8081685867330935e-06,6.903745357627426e-06,1.313984146412033e-06,1.729558376973871e-07,1.47068412705409e-07,0.0007274183133456101,6.504808276525517e-06,0.0018321712801608382,0.0013161027474734778,0.0,0.0,0.0,0.0,0.0,0.0,0.444772312659483,0.4429075286865297,-0.0001232965311354639,-6.53896371788815e-07,0.44290177346198756,-0.00012905175567762273,-6.839915082652414e-07,0.14814814814814814,0.08860616504353304
7,hybrid,0.1,0.5,0.2,0.1,4.946863161417465e-06,4.112987199298109e-06,2.323528620535871e-06,1.7894585787622376e-06,6.873798619917154e-06,1.307391846541572e-06,1.7286382964596797e-07,1.4649610012764134e-07,0.0007253270809958655,6.49207106390859e-06,0.001826831565706094,0.0013122727864954653,0.0,0.0,0.0,0.0,0.0,0.0,0.4415678638116751,0.4401365864108495,-0.0001291315768642276,-6.85956221025102e-07,0.4401309795875628,-0.00013473840015093552,-7.151893785461657e-07,0.15925925925925927,0.08805314359754275
8,hybrid,0.1,0.5,0.2,0.1,4.903731021325768e-06,4.0738286072531595e-06,2.3004556896458964e-06,1.7733729176072633e-06,6.840143800689475e-06,1.3006099204695373e-06,1.7277168319506988e-07,1.4588803400366117e-07,0.0007234422203684062,6.48550069236947e-06,0.0018216473362328064,0.0013087426826678666,0.0,0.0,0.0,0.0,0.0,0.0,0.43906226384966124,0.4378533289447143,-0.0001348730124937081,-7.167107624542072e-07,0.43784787073892356,-0.00014033121828443962,-7.450404884522114e-07,0.17777777777777778,0.08759764039144159
9,hybrid,0.1,0.5,0.2,0.1,4.858574543871084e-06,4.0340658305000755e-06,2.275072229476113e-06,1.7589936010239623e-06,6.794921491725627e-06,1.291119778188387e-06,1.7267495270256945e-07,1.4501656419844573e-07,0.0007208437909152387,6.46909846458255e-06,0.0018152107679095895,0.0013041984202755397,0.0,0.0,0.0,0.0,0.0,0.0,0.4369043633742239,0.4358785575560039,-0.000140068320890252,-7.438626084320746e-07,0.43587320787571554,-0.00014541800117862103,-7.714856284102842e-07,0.2074074074074074,0.08720372517537883
10,hybrid,0.1,0.5,0.2,0.1,4.809824728866145e-06,3.992036805944585e-06,2.2501037878236118e-06,1.7419330181209732e-06,6.738386383007744e-06,1.2796223686874717e-06,1.7258032287727915e-07,1.439492846207863e-07,0.0007178368942545468,6.453177258033201e-06,0.0018075967995815011,0.001298928918033029,0.0,0.0,0.0,0.0,0.0,0.0,0.4348916597712583,0.4340931196500294,-0.00014510185404753573,-7.694806239455553e-07,0.43408787339220367,-0.00015034811187325525,-7.964171828150782e-07,0.24074074074074073,0.08684764430081539
