epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
23,hybrid,0.1,0.5,0.2,0.05,3.598955538130604e-06,2.7992078478527708e-06,1.8467452257576e-06,9.524626220951714e-07,5.837081255853927e-06,1.0047091926191779e-06,3.01954523372086e-07,0.42142338131220275,0.4236483037881984,-8.453258172613776e-05,-4.031519662103431e-07,0.4236459903830561,-8.684598686842238e-05,-4.1321558863792246e-07,0.3814814814814815,0.0847465672739849
24,hybrid,0.1,0.5,0.2,0.05,3.5650467441774796e-06,2.7738709474395525e-06,1.8253809198062662e-06,9.484900276332863e-07,5.774592752453649e-06,9.931266780851735e-07,3.018237175105331e-07,0.4203992860453031,0.42265624419140524,-8.689123888033778e-05,-4.1163587391425307e-07,0.4226540173342218,-8.91180960637672e-05,-4.2120876536221735e-07,0.4,0.08454862708605712
25,hybrid,0.1,0.5,0.2,0.05,3.5283313082751043e-06,2.7481418872174685e-06,1.8053052429338264e-06,9.428366442836423e-07,5.693491365418016e-06,9.787836806839037e-07,3.016709675810578e-07,0.4192480842784551,0.42167009764042873,-8.956754168570891e-05,-4.214327365038991e-07,0.421668067846602,-9.159733551244997e-05,-4.2998695516161846e-07,0.4222222222222222,0.08435193303642288
26,hybrid,0.1,0.5,0.2,0.05,3.4993438519002957e-06,2.7261233035913497e-06,1.7871906714826215e-06,9.389326321087277e-07,5.64295747995224e-06,9.692362950807072e-07,3.015508259516173e-07,0.41845667343525994,0.4206975706155003,-9.238417360785123e-05,-4.317975473290244e-07,0.4206955544638549,-9.440032525320774e-05,-4.401825253464429e-07,0.45185185185185184,0.08415799095782163
27,hybrid,0.1,0.5,0.2,0.05,3.467288929731671e-06,2.7039446206013126e-06,1.7684837305522824e-06,9.354608900490302e-07,5.5698569909933425e-06,9.564412001844554e-07,3.014073998826653e-07,0.41734490553169057,0.41972608543036927,-9.524989313336452e-05,-4.4211697284828456e-07,0.41972422251300756,-9.711281049507026e-05,-4.497400520977774e-07,0.46296296296296297,0.08396426706470053
28,hybrid,0.1,0.5,0.2,0.05,3.4403150097127207e-06,2.6852747082733203e-06,1.7537446529759251e-06,9.315300552973952e-07,5.507927728025581e-06,9.459179419148215e-07,3.0127880507755684e-07,0.4163203701623318,0.418774884509395,-9.79175311680569e-05,-4.5137595359177104e-07,0.4187731071549031,-9.96948856599178e-05,-4.5852546038253656e-07,0.4703703703703704,0.0837745604081126
29,hybrid,0.1,0.5,0.2,0.05,3.4107721506243217e-06,2.6644711947174047e-06,1.7372181874212366e-06,9.272530072961686e-07,5.443456178230168e-06,9.344911523516112e-07,3.0114215227155054e-07,0.4153825347077613,0.41782945665281873,-0.00010085999604403373,-4.6173552344168063e-07,0.41782787458615556,-0.00010244206270720868,-4.679032255082015e-07,0.4777777777777778,0.08358606332977256
30,hybrid,0.1,0.5,0.2,0.05,3.3840451322442656e-06,2.645531186372455e-06,1.7222180024086405e-06,9.233131839638139e-07,5.385940405160559e-06,9.24346674965054e-07,3.0101140725488734e-07,0.4144343971461966,0.41689563303507604,-0.00010411679514760186,-4.733953569157918e-07,0.4168943213208982,-0.00010542850932543368,-4.782596478877354e-07,0.48148148148148145,0.08339994996604473
31,hybrid,0.1,0.5,0.2,0.05,3.360716143733891e-06,2.629024751412707e-06,1.7080119236140652e-06,9.210128277986416e-07,5.33512426279416e-06,9.156701460815216e-07,3.008987365092761e-07,0.41342512141670723,0.4159669358786461,-0.00010707119452557645,-4.83452175334924e-07,0.41596574009026155,-0.00010826698291011017,-4.877433044493196e-07,0.48518518518518516,0.08321480141463433
32,hybrid,0.1,0.5,0.2,0.05,3.3332919782920716e-06,2.6087292481992445e-06,1.6932450305735737e-06,9.154842176256708e-07,5.283114574396305e-06,9.060609649886563e-07,3.0078159310931583e-07,0.4125665828534456,0.41504765514395725,-0.00011041111225945643,-4.951644882182269e-07,0.4150465907432898,-0.00011147551292689517,-4.988066966365816e-07,0.5037037037037037,0.08303161325124335
33,hybrid,0.1,0.5,0.2,0.05,3.3117694429674655e-06,2.5940262196649696e-06,1.681314993387949e-06,9.127112262770209e-07,5.232267926640791e-06,8.974174765972362e-07,3.0065870637937336e-07,0.4115573007154875,0.4141327286009885,-0.00011390857803361687,-5.07376990562696e-07,0.4141318598636096,-0.00011477731541248426,-5.101087714747985e-07,0.5148148148148148,0.08284932743580442
34,hybrid,0.1,0.5,0.2,0.05,3.2888980758927074e-06,2.57833178726627e-06,1.6684858107033067e-06,9.098459765629636e-07,5.178901171824011e-06,8.882467681781649e-07,3.005363561680701e-07,0.4106872842328704,0.4132313713047487,-0.00011742697800559698,-5.195393564795493e-07,0.4132307468124683,-0.00011805147028598473,-5.211410677960797e-07,0.5185185185185185,0.08266975965655086
35,hybrid,0.1,0.5,0.2,0.05,3.2704490080534854e-06,2.5652117625536806e-06,1.6578805652866935e-06,9.073311972669867e-07,5.13898395146814e-06,8.815849451788996e-07,3.0043722634421535e-07,0.40968221764997875,0.41234057603717256,-0.00012068222164357545,-5.30320991657784e-07,0.4123399988699636,-0.00012125938885254595,-5.316791065021107e-07,0.5185185185185185,0.08249225165176323
36,hybrid,0.1,0.5,0.2,0.05,3.246713084928057e-06,2.5481586390022074e-06,1.6456876659822874e-06,9.024709730199202e-07,5.089618018362545e-06,8.728822120588002e-07,3.0032403355669287e-07,0.4087931496308295,0.41145642173280395,-0.00012405937596426941,-5.414948571680269e-07,0.4114558383784988,-0.00012464273026940864,-5.428439339015176e-07,0.5185185185185185,0.08231609622175365
37,hybrid,0.1,0.5,0.2,0.05,3.2272734593433897e-06,2.5346442656042595e-06,1.6339999720718098e-06,9.006442935324499e-07,5.045868768180095e-06,8.651575257349328e-07,3.00216235482681e-07,0.40797956096899474,0.41057706127493915,-0.00012761158825086438,-5.533375450883764e-07,0.41057652617555834,-0.00012814668763166948,-5.544598303575696e-07,0.5222222222222223,0.082140934572638
38,hybrid,0.1,0.5,0.2,0.05,3.207299922077204e-06,2.5198816031229863e-06,1.6231052141037758e-06,8.967763890192106e-07,5.0073141306808134e-06,8.584061445163296e-07,3.0011353965741454e-07,0.40713882128374157,0.4097092457974,-0.00013135574412348472,-5.658624366341851e-07,0.4097088156811465,-0.00013178586037698725,-5.664835681065856e-07,0.5370370370370371,0.08196812030830469
39,hybrid,0.1,0.5,0.2,0.05,3.192045881769487e-06,2.5104231310869326e-06,1.6158601163983334e-06,8.945630146885992e-07,4.963371433968873e-06,8.514278734083677e-07,3.000006520798623e-07,0.40623231148608,0.4088512489298848,-0.0001351244404357299,-5.784294948390199e-07,0.4088509644484003,-0.00013540892192021037,-5.783905440922578e-07,0.5333333333333333,0.0817972746740641
40,hybrid,0.1,0.5,0.2,0.05,3.1751551669620345e-06,2.498789054768481e-06,1.6063550820089018e-06,8.924339727595786e-07,4.923982413166354e-06,8.448639502152584e-07,2.9990161667733505e-07,0.40526935365059946,0.4079999238482964,-0.00013873431562272387,-5.900877609651815e-07,0.40799964384001786,-0.00013901432390128754,-5.900032416109383e-07,0.5407407407407407,0.08162773163278382
41,hybrid,0.1,0.5,0.2,0.05,3.1600309585190915e-06,2.487908000831212e-06,1.5981314915549565e-06,8.897765092762547e-07,4.892312893828024e-06,8.395052490577358e-07,2.998123698705934e-07,0.4043525144060708,0.40715633714306154,-0.00014246637186365874,-6.020930807325666e-07,0.40715609961734756,-0.00014270389757764512,-6.018164088077214e-07,0.5444444444444444,0.08145976070298504
42,hybrid,0.1,0.5,0.2,0.05,3.140727517122095e-06,2.4750941177457134e-06,1.5892625180073933e-06,8.858315997383205e-07,4.843680026525036e-06,8.314029944523415e-07,2.996959566681898e-07,0.40351353636044757,0.40632086177215493,-0.0001464628482170105,-6.151168287633587e-07,0.40632085870189383,-0.0001464659184781114,-6.138440327687006e-07,0.5444444444444444,0.08129346492407438
43,hybrid,0.1,0.5,0.2,0.05,3.124405852343588e-06,2.462415437354334e-06,1.5795388320221818e-06,8.828766053321521e-07,4.817336989653354e-06,8.263802699727742e-07,2.9961324058728645e-07,0.4027857447758569,0.40549192969814424,-0.00015045645196792856,-6.280342519106015e-07,0.4054920399466576,-0.0001503462034545544,-6.262578732500604e-07,0.5444444444444444,0.08112847723002244
44,hybrid,0.1,0.5,0.2,0.05,3.111013569835043e-06,2.453970412101621e-06,1.5729227267304339e-06,8.810476853711872e-07,4.779905476858452e-06,8.203847687673984e-07,2.995131258819376e-07,0.4017851994636329,0.40466733705772995,-0.00015444216618804019,-6.407240934772562e-07,0.40466753364858615,-0.00015424557533183503,-6.385752036346039e-07,0.5444444444444444,0.08096435584478359
45,hybrid,0.1,0.5,0.2,0.05,3.0947379144077632e-06,2.442727941469563e-06,1.5646712613257653e-06,8.780566801437977e-07,4.7419606883397654e-06,8.142174764820202e-07,2.994081761563932e-07,0.40106304078151805,0.4038529563068678,-0.00015872826423846131,-6.545688174925085e-07,0.4038534513187762,-0.00015823325233005336,-6.51190458969916e-07,0.5518518518518518,0.08080233691422126
46,hybrid,0.1,0.5,0.2,0.05,3.0825073608795096e-06,2.4340497427330123e-06,1.557595679020531e-06,8.764540637124806e-07,4.7155741771505966e-06,8.096680354729462e-07,2.993318667369865e-07,0.40017664475640996,0.4030458277907837,-0.0001626270290887577,-6.666719510388614e-07,0.40304629740163767,-0.00016215741823477625,-6.633782356094489e-07,0.5518518518518518,0.08064169096397449
47,hybrid,0.1,0.5,0.2,0.05,3.0729254661330626e-06,2.4273474803600423e-06,1.5535725621409071e-06,8.737749182191351e-07,4.693823910567005e-06,8.061650460297163e-07,2.99251710207546e-07,0.39941021812604083,0.4022455937372408,-0.0001667910291559549,-6.797392486345951e-07,0.40224606070957974,-0.00016632405681699103,-6.764712012934972e-07,0.5592592592592592,0.08048247695327936
48,hybrid,0.1,0.5,0.2,0.05,3.0569460963824204e-06,2.417023689027152e-06,1.5458357227740698e-06,8.711879662530824e-07,4.651144805147106e-06,7.992541144538225e-07,2.991420789958588e-07,0.39855728133951257,0.401456174141117,-0.00017108435971685543,-6.933038496412366e-07,0.40145688139584496,-0.0001703771049889058,-6.890396267908417e-07,0.5592592592592592,0.08032545170016678
49,hybrid,0.1,0.5,0.2,0.05,3.0449147630133943e-06,2.4080945286012976e-06,1.5392476376744486e-06,8.688468909268489e-07,4.6280932466715574e-06,7.952870750177215e-07,2.990698948279317e-07,0.3978051007740661,0.4006762608922614,-0.000175331808460355,-7.065265696094792e-07,0.4006771470779674,-0.00017444562275431563,-7.01527915038621e-07,0.5592592592592592,0.08017031854014435
50,hybrid,0.1,0.5,0.2,0.05,3.0317428172025814e-06,2.3990982609770598e-06,1.5326290569090615e-06,8.664692040679984e-07,4.59666826360813e-06,7.901440719412225e-07,2.989783095292841e-07,0.3969872131971964,0.39989917050868456,-0.0001796663966143197,-7.200040455113284e-07,0.39990014966353143,-0.0001786872417674501,-7.146149779192767e-07,0.562962962962963,0.08001576738105978
51,hybrid,0.1,0.5,0.2,0.05,3.0205527311019774e-06,2.391437155953068e-06,1.5273902886183858e-06,8.640468673346818e-07,4.570248487253129e-06,7.857296629084284e-07,2.9889587683821743e-07,0.3961691634012185,0.3991256906692984,-0.00018407708475753903,-7.335987505340924e-07,0.39912672901531326,-0.00018303873874270238,-7.280110647044341e-07,0.562962962962963,0.07986195355081119
52,hybrid,0.1,0.5,0.2,0.05,3.0093129277097947e-06,2.383550600353344e-06,1.5212170314611806e-06,8.623335688921635e-07,4.545010249081618e-06,7.816035256988882e-07,2.988119461702135e-07,0.39539396503921503,0.3983601710372833,-0.00018860093254824406,-7.476479587461996e-07,0.3983614320808632,-0.00018733988896829645,-7.411851833489733e-07,0.5740740740740741,0.0797097543939663
53,hybrid,0.1,0.5,0.2,0.05,2.999068762949898e-06,2.3763431324585783e-06,1.5161945546602833e-06,8.601485777982953e-07,4.522284058546814e-06,7.778011863352534e-07,2.987397473917492e-07,0.39469440599952277,0.3976027266602074,-0.00019301076167105302,-7.611238884419331e-07,0.39760402552252044,-0.0001917118993580158,-7.545188701548497e-07,0.5777777777777777,0.07955914748437569
54,hybrid,0.1,0.5,0.2,0.05,2.989928552365827e-06,2.370438058016519e-06,1.5126797359722966e-06,8.577583220442226e-07,4.497597392831765e-06,7.7398961289087e-07,2.9865664975915145e-07,0.39380196165030623,0.3968515059930547,-0.0001976110485157334,-7.751954577544791e-07,0.39685298727315244,-0.00019612976841798524,-7.678876024544141e-07,0.5851851851851851,0.07940982340831408
55,hybrid,0.1,0.5,0.2,0.05,2.978493647205567e-06,2.3623923384429398e-06,1.506753648893631e-06,8.556386895493084e-07,4.472186406164461e-06,7.697684089130559e-07,2.9857972727141215e-07,0.393013891971958,0.39610624813236056,-0.00020202577288569445,-7.884024920668496e-07,0.3961076933940841,-0.0002005805111621739,-7.812459270031455e-07,0.5888888888888889,0.07926165478104925
56,hybrid,0.1,0.5,0.2,0.05,2.9716805817669655e-06,2.3582315491317557e-06,1.5044136030009002e-06,8.538179461308558e-07,4.4517485510504795e-06,7.667444747715911e-07,2.9850565151686765e-07,0.3922205809321746,0.3953735248188856,-0.0002065697445877146,-8.020528651981099e-07,0.39537507065519073,-0.00020502390828258665,-7.94503741513759e-07,0.5925925925925926,0.07911601891269467
57,hybrid,0.1,0.5,0.2,0.05,2.9613870475758167e-06,2.3511295344919373e-06,1.4994080914061057e-06,8.517214430858315e-07,4.427717983757421e-06,7.628229874697526e-07,2.984223442837433e-07,0.3914679611047159,0.39463933507932636,-0.0002110286697057373,-8.152832491338221e-07,0.3946409061172086,-0.0002094576318235064,-8.076431207578415e-07,0.5925925925925926,0.07897007274980641
58,hybrid,0.1,0.5,0.2,0.05,2.9504180104577168e-06,2.343467377250082e-06,1.4941597640343798e-06,8.493076132157027e-07,4.403144834190447e-06,7.585937218512509e-07,2.9834810836679204e-07,0.3907374621209286,0.39390600716340396,-0.00021577017679147437,-8.294978252288364e-07,0.39390763538443024,-0.00021414195576519024,-8.216802467760336e-07,0.5925925925925926,0.07882435546803909
59,hybrid,0.1,0.5,0.2,0.05,2.9440273270196666e-06,2.3388680153421457e-06,1.49126042811982e-06,8.476075872223251e-07,4.389251533492796e-06,7.565995682737257e-07,2.9828489346991965e-07,0.3900864310579237,0.39319023956808746,-0.00022040391774041934,-8.431639880436765e-07,0.3931919752744348,-0.00021866821139310266,-8.349370556307478e-07,0.5925925925925926,0.07868212869716558
60,hybrid,0.1,0.5,0.2,0.05,2.9361508643482775e-06,2.3343059359375057e-06,1.488400673011676e-06,8.4590526292583e-07,4.363869724890544e-06,7.527400216302905e-07,2.9819903191317287e-07,0.38923285172397687,0.39247504252798,-0.00022515113986248947,-8.57264536673649e-07,0.39247689867497587,-0.00022329499286660726,-8.486503596457653e-07,0.5925925925925926,0.07854003873356849
61,hybrid,0.1,0.5,0.2,0.05,2.927542822493686e-06,2.327556637250096e-06,1.4837873703240064e-06,8.437692669260892e-07,4.3503374917082324e-06,7.502259170194281e-07,2.981450533776281e-07,0.388586684369565,0.39177172387454295,-0.0002298633227668656,-8.711261119506881e-07,0.3917736958681405,-0.00022789132916933852,-8.620714154148885e-07,0.5925925925925926,0.07840031743946196
62,hybrid,0.1,0.5,0.2,0.05,2.9181005042739946e-06,2.321253884846314e-06,1.4795782792102118e-06,8.416756056361022e-07,4.326640868095806e-06,7.463967825647532e-07,2.980635221029916e-07,0.38779875742283054,0.3910684811862855,-0.00023458761209904644,-8.849690638684164e-07,0.39107046899936954,-0.00023259979901502081,-8.758428635932181e-07,0.5925925925925926,0.07826061375967691
63,hybrid,0.1,0.5,0.2,0.05,2.909250440431783e-06,2.314151397245599e-06,1.4749404605808413e-06,8.392109366647576e-07,4.314083918353783e-06,7.439520508936965e-07,2.9800482344132806e-07,0.38720153414519565,0.3903711253678589,-0.00023946019898973825,-8.993397983939099e-07,0.39037315319217203,-0.00023743237467660494,-8.900861988914762e-07,0.5925925925925926,0.07812211711336972
64,hybrid,0.1,0.5,0.2,0.05,2.9012842217753044e-06,2.3098614431325832e-06,1.4722313510895267e-06,8.376300920430566e-07,4.285527252467926e-06,7.398716701601291e-07,2.9791438727805914e-07,0.3863123933972629,0.3896775229361032,-0.00024442769286969757,-9.139189216044005e-07,0.3896799016293693,-0.0002420489996036168,-9.034378194056904e-07,0.5925925925925926,0.07798439012579458
65,hybrid,0.1,0.5,0.2,0.05,2.898658098417804e-06,2.3085312082448443e-06,1.4713323427624533e-06,8.37198865482391e-07,4.2753101513606925e-06,7.385148532241147e-07,2.9785808784134585e-07,0.3856955768773806,0.3889987970943051,-0.00024922364689750065,-9.27825685839755e-07,0.38900130883626793,-0.0002467119049346933,-9.168484729823057e-07,0.5925925925925926,0.07784960414824052
66,hybrid,0.1,0.5,0.2,0.05,2.8887531326447623e-06,2.3005387784574127e-06,1.4655567506132174e-06,8.349820278441958e-07,4.261620021098038e-06,7.358117317061173e-07,2.978001147264497e-07,0.385129957426094,0.3883181943252859,-0.0002541025012525733,-9.41946424446588e-07,0.3883208408593989,-0.00025145596713960217,-9.305160136361236e-07,0.6,0.0777144593653077
67,hybrid,0.1,0.5,0.2,0.05,2.8847320559220585e-06,2.298241395010205e-06,1.463240952310358e-06,8.350004426998467e-07,4.248383509709778e-06,7.338264983626436e-07,2.977402053669472e-07,0.38437538678044864,0.3876407387352315,-0.00025898459150236475,-9.559690619182957e-07,0.3876433783335273,-0.000256344993206592,-9.446276781354974e-07,0.6037037037037037,0.07757994466534678
68,hybrid,0.1,0.5,0.2,0.05,2.876174371238208e-06,2.2915162444822676e-06,1.4604653157352698e-06,8.310509287469975e-07,4.234801754866377e-06,7.314700157424568e-07,2.9767896241623575e-07,0.38379093554316046,0.38697822307624175,-0.0002639117988234574,-9.701243273857203e-07,0.3869808655596445,-0.000261269315420698,-9.587304040023221e-07,0.6074074074074074,0.07744842697501304
69,hybrid,0.1,0.5,0.2,0.05,2.8708999437206076e-06,2.28908893642931e-06,1.459197169955907e-06,8.298917664734028e-07,4.212413364942845e-06,7.284476535612402e-07,2.976028016952962e-07,0.38306042209621505,0.3863190454098259,-0.0002688627098865193,-9.843540029730834e-07,0.38632174404929065,-0.0002661640704217927,-9.727755631625912e-07,0.6148148148148148,0.07731758162394248
