epoch,train_steps,pre_update_energy,post_update_energy,energy_delta,trace_saved,weight_norm_l1,weight_norm_l2,bias_norm_l1,bias_norm_l2,accuracy,baseline_accuracy
31,30,0.27315975697588935,0.2707521467202485,-0.0024076102556408463,False,0.2979804979621198,0.5310218751588606,0.005412837441056114,0.45541482063382144,1.0,0.3333333333333333
32,30,0.2707521467202485,0.26841506268376475,-0.0023370840364837497,False,0.2985745077613249,0.5369818287715044,0.005476676403529212,0.4612388932704002,1.0,0.3333333333333333
33,30,0.26841506268376475,0.26614151726458596,-0.0022735454191787907,False,0.2991803526035233,0.5430017666849734,0.005536839491544829,0.46677202945996715,1.0,0.3333333333333333
34,30,0.26614151726458596,0.26392521371042366,-0.002216303554162302,False,0.29979789654271216,0.5490792318813387,0.005593511144918601,0.4720288436594788,1.0,0.3333333333333333
35,30,0.26392521371042366,0.26176047902156563,-0.0021647346888580277,False,0.3004270024297208,0.5552118410411652,0.005646866708181622,0.4770232167821632,1.0,0.3333333333333333
36,30,0.26176047902156563,0.25964220341113375,-0.0021182756104318745,False,0.30106753190979657,0.5613972824879614,0.005697072862542986,0.4817683330318174,1.0,0.3333333333333333
37,30,0.25964220341113375,0.25756578568021493,-0.0020764177309188225,False,0.3017193454243451,0.5676333140967368,0.005744288039470087,0.4862767148868463,1.0,0.3333333333333333
38,30,0.25756578568021493,0.25552708392839635,-0.0020387017518185835,False,0.30238230221644347,0.5739177611808881,0.005788662816497025,0.4905602563270262,1.0,0.3333333333333333
39,30,0.25552708392839635,0.2535223710769909,-0.0020047128514054657,False,0.3030562603397816,0.5802485143700797,0.005830340295866648,0.4946302543913007,1.0,0.3333333333333333
40,30,0.2535223710769909,0.2515482947334334,-0.001974076343557507,False,0.30374107667072564,0.5866235274903303,0.00586945646660547,0.49849743915048195,1.0,0.3333333333333333
41,30,0.2515482947334334,0.24960184097150384,-0.0019464537619295341,False,0.3044366069232302,0.593040815456151,0.005906140550623329,0.5021720021745109,1.0,0.3333333333333333
42,30,0.24960184097150384,0.24768030164370242,-0.0019215393278014248,False,0.30514270566635743,0.5994984521833253,0.005940515333420898,0.5056636235699293,1.0,0.3333333333333333
43,30,0.24768030164370242,0.24578124487967315,-0.0018990567640292666,False,0.30585922634418344,0.6059945685297482,0.005972697479978557,0.5089814976594119,1.0,0.3333333333333333
44,30,0.24578124487967315,0.24390248845847984,-0.0018787564211933117,False,0.30658602129789997,0.6125273502706795,0.0060027978363893335,0.5121343573715935,1.0,0.3333333333333333
45,30,0.24390248845847984,0.2420420757731184,-0.00186041268536144,False,0.3073229417899358,0.6190950361137957,0.006030921717787172,0.5151304974059981,1.0,0.3333333333333333
46,30,0.2420420757731184,0.24019825413323662,-0.001843821639881782,False,0.30806983802994314,0.6256959157585358,0.00605716918310943,0.5179777962346185,1.0,0.3333333333333333
47,30,0.24019825413323662,0.2383694551769196,-0.0018287989563170182,False,0.3088265592025091,0.6323283280034446,0.006081635297219605,0.5206837369985963,1.0,0.3333333333333333
48,30,0.2383694551769196,0.2365542771848508,-0.0018151779920687894,False,0.3095929534964668,0.6389906589044968,0.006104410380902862,0.5232554273555204,1.0,0.3333333333333333
49,30,0.2365542771848508,0.23475146911040923,-0.0018028080744415809,False,0.3103688681356907,0.6456813399867491,0.00612558024923299,0.5256996183300647,1.0,0.3333333333333333
50,30,0.23475146911040923,0.23295991615753428,-0.0017915529528749474,False,0.31115414941127684,0.6523988465110897,0.006145226438795273,0.528022722218038,1.0,0.3333333333333333
51,30,0.23295991615753428,0.23117862675467168,-0.0017812894028625958,False,0.31194864271501066,0.6591416957973554,0.006163426424235257,0.5302308295914016,1.0,0.3333333333333333
52,30,0.23117862675467168,0.22940672078797986,-0.001771905966691828,False,0.31275219257403997,0.6659084456046351,0.006180253824588796,0.5323297254494186,1.0,0.3333333333333333
53,30,0.22940672078797986,0.22764341897039153,-0.0017633018175883253,False,0.31356464268667306,0.6726976925691889,0.006195778599834049,0.5343249045588281,1.0,0.3333333333333333
54,30,0.22764341897039153,0.22588803323522294,-0.0017553857351685909,False,0.31438583595923064,0.6795080707000677,0.00621006723809138,0.5362215860237819,1.0,0.3333333333333333
55,30,0.22588803323522294,0.22413995805393938,-0.0017480751812835593,False,0.31521561454388386,0.6863382499322245,0.0062231829338824166,0.5380247271242341,1.0,0.3333333333333333
56,30,0.22413995805393938,0.22239866258753263,-0.0017412954664067504,False,0.31605381987741643,0.6931869347366455,0.00623518575784494,0.5397390364595254,1.0,0.3333333333333333
57,30,0.22239866258753263,0.2206636835898483,-0.0017349789976843222,False,0.3169002927208515,0.7000528627868167,0.006246132818285826,0.5413689864320623,1.0,0.3333333333333333
58,30,0.2206636835898483,0.21893461898921632,-0.001729064600631991,False,0.3177548731998877,0.7069348036806485,0.006256078414940015,0.5429188251042341,1.0,0.3333333333333333
59,30,0.21893461898921632,0.21721112208196455,-0.0017234969072517647,False,0.31861740084609147,0.7138315577168275,0.006265074185289379,0.5443925874600428,1.0,0.3333333333333333
60,30,0.21721112208196455,0.21549289627792015,-0.0017182258040444043,False,0.31948771463879483,0.7207419547244297,0.006273169243781653,0.5457941061013448,1.0,0.3333333333333333
61,30,0.21549289627792015,0.21377969034388272,-0.0017132059340374262,False,0.32036565304764886,0.7276648529445265,0.006280410314276014,0.5471270214070936,1.0,0.3333333333333333
62,30,0.21377969034388272,0.21207129409636494,-0.001708396247517785,False,0.32125105407578686,0.7345991379624222,0.006286841856028683,0.5483947911825521,1.0,0.3333333333333333
63,30,0.21207129409636494,0.21036753449967918,-0.0017037595966857555,False,0.32214375530354866,0.7415437216890954,0.006292506183519069,0.5496006998240839,1.0,0.3333333333333333
64,30,0.21036753449967918,0.20866827212977185,-0.001699262369907334,False,0.32304359393272253,0.7484975413903677,0.00629744358040436,0.5507478670238473,1.0,0.3333333333333333
65,30,0.20866827212977185,0.20697339796809985,-0.0016948741616719942,False,0.32395040683125803,0.7554595587622752,0.006301692407878288,0.5518392560374926,1.0,0.3333333333333333
66,30,0.20697339796809985,0.20528283049335966,-0.0016905674747401955,False,0.32486403057840735,0.7624287590511046,0.006305289207697879,0.5528776815368055,1.0,0.3333333333333333
67,30,0.20528283049335966,0.20359651304204865,-0.001686317451311009,False,0.32578430151024945,0.7694041502165262,0.006308268800130542,0.5538658170681313,1.0,0.3333333333333333
68,30,0.20359651304204865,0.20191441141169866,-0.0016821016303499858,False,0.32671105576555465,0.7763847621362652,0.006310664377062662,0.5548062021363741,1.0,0.3333333333333333
69,30,0.20191441141169866,0.20023651168319964,-0.0016778997284990216,False,0.32764412933194514,0.7833696458507405,0.006312507590500095,0.5557012489333651,1.0,0.3333333333333333
70,30,0.20023651168319964,0.1985628182409585,-0.0016736934422411365,True,0.3285833580923086,0.79035787284612,0.006313828636680543,0.5565532487284541,1.0,0.3333333333333333
