run_index,method_name,stage_name,seed,run_id,run_config_path,run_summary_path,candidate_name,transport_family,residual_branch_structure,explicit_transport_drift_decomposition_enabled,trajectory_curriculum_enabled,trajectory_curriculum_schedule_identity,lambda_traj_curr,alpha_floor,alpha_warmup_epochs,alpha_ramp_epochs,configured_transport_steps,one_step_energy_delta_vs_identity,configured_step_energy_delta_vs_identity,configured_step_fixed_point_residual_delta_vs_identity,one_step_energy_delta_vs_local_field_only,configured_step_energy_delta_vs_local_field_only,configured_step_fixed_point_residual_delta_vs_local_field_only,val_accuracy,test_accuracy,val_output_mse,test_output_mse,selected_epoch,total_training_epochs,selection_hits_final_training_boundary,runtime_proxy_seconds,acceptance_contract,mechanism_signal_positive,config_json_exists,summary_json_exists,epoch_metrics_csv_exists,seed_matches,dataset_matches,batch_protocol_matches,deterministic_artifact_checks_passed
1,stage_05_two_branch_corrected_residual_core_v2,FMPC Stage 05 EF Core Probe v2 Control,0,seed_0,runs/stage_05_two_branch_corrected_residual_core_v2/seed_0/config.json,runs/stage_05_two_branch_corrected_residual_core_v2/seed_0/summary.json,stage05_v2_two_branch_corrected_residual_meanflow_core,two_branch_residual_meanflow_core,two_branch,False,False,,0.1,,3,3,2,-0.0001132693447383204,-0.0001190896720053014,-6.261774174679143e-07,1.964361225226252e-05,1.3691714728647497e-05,6.973737944878993e-08,0.11851851851851852,0.14074074074074075,0.0902664397705138,0.09047199648651282,4,4,True,0.4530905999999959,mechanism_first,True,True,True,True,True,True,True,True
2,stage05_v3b_stronger_traj_curr_weight,FMPC Stage 05 EF Core Probe Promoted Refined v3-B Reference,0,seed_0,runs/stage05_v3b_stronger_traj_curr_weight/seed_0/config.json,runs/stage05_v3b_stronger_traj_curr_weight/seed_0/summary.json,stage05_v3b_stronger_traj_curr_weight,two_branch_residual_meanflow_core,two_branch,True,True,warmup_sigmoid_to_alpha_floor,0.2,0.5,3,3,2,-0.00011067083836024949,-0.00011670488641585264,-6.13853161938316e-07,2.224388032090463e-05,1.6078260219154483e-05,8.206648860996368e-08,0.11481481481481481,0.14074074074074075,0.09026695496137163,0.09047254252227681,4,4,True,0.5791811000017333,mechanism_first,True,True,True,True,True,True,True,True
3,stage05_v3c_endpoint_semigroup_consistency_contract,FMPC Stage 05 EF Core Probe v3-C Endpoint Semigroup Candidate,0,seed_0,runs/stage05_v3c_endpoint_semigroup_consistency_contract/seed_0/config.json,runs/stage05_v3c_endpoint_semigroup_consistency_contract/seed_0/summary.json,stage05_v3c_endpoint_semigroup_consistency_contract,two_branch_residual_meanflow_core,two_branch,True,True,warmup_sigmoid_to_alpha_floor,0.2,0.5,3,3,2,-0.00011067336971509745,-0.00011670700218779917,-6.138640708076642e-07,2.224134800010713e-05,1.607614348231312e-05,8.205557709377981e-08,0.11481481481481481,0.14074074074074075,0.09026695474211913,0.09047254229373401,4,4,True,0.5650464999926044,mechanism_first,True,True,True,True,True,True,True,True
