target_snapshot_mode,candidate_key,psi_family,time_encoding_variant,seed,epoch,mean_relative_bootstrap_target_delta,mean_relative_identity_target_delta,mean_bootstrap_target_cosine_similarity,mean_identity_target_cosine_similarity
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,1,0.16410986325765622,0.003309263889974868,0.9852137973046681,0.9999932873811945
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,2,0.21808213168470156,0.004371395195966519,0.9763963793023264,0.9999888523589411
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,3,0.2533075663597114,0.0050359947110527195,0.9687335122921915,0.9999851388833422
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,4,0.24530582945486157,0.004873156781780278,0.9708588092244842,0.9999859490185032
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,5,0.22002085710013067,0.004357540936156316,0.9764659296656054,0.9999884301553019
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,6,0.19034657857207218,0.0038008755675501904,0.9823627533233011,0.9999910618649854
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,7,0.15506175461379618,0.003193080837270267,0.9882167750538251,0.999993755951286
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,8,0.12595705243544794,0.0026433183066365785,0.9921835910522676,0.9999957596005711
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,9,0.10857965706379194,0.0023207769833700972,0.9942510032203131,0.9999967528047943
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,10,0.10044625057346394,0.002280191166635389,0.9951320124867682,0.9999969395971899
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,11,0.08891148666661104,0.0021033732771223563,0.9961387048902605,0.9999972805146811
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,12,0.08239838754037657,0.0019494319924969628,0.9967272125191666,0.9999978297822393
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,13,0.08058098049851652,0.0019573687237923075,0.996867756773543,0.9999976782263842
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,14,0.08164213380199546,0.0019886144781787233,0.9968228763451726,0.9999976886192682
lag1_target_snapshot,baseline_plain_raw,baseline_plain,raw,2,15,0.07994085299123635,0.002053270745843403,0.9969630380654086,0.9999975000815688
