epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_main_traj_contract_loss,train_mean_midpoint_reconstruction_shift_norm,train_mean_continuation_reevaluation_shift_norm,train_mean_semigroup_endpoint_closure_residual_norm,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
1,warmup,0.0,1.0,0.0,0.0,4.493656037904779e-06,4.493656037904779e-06,2.4738491371164604e-06,2.0198069007883185e-06,6.762819587502695e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.495335591577503,0.48319073473143526,-9.264746652459799e-05,-4.722473462792599e-07,0.48318405820170673,-9.932399625312005e-05,-5.051966721226619e-07,0.1037037037037037,0.09665667643959197
2,warmup,0.0,1.0,0.0,0.0,4.389957985811562e-06,4.389957985811562e-06,2.4474825741230954e-06,1.9424754116884674e-06,6.816827356115794e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.47573674806048283,0.4679802991513115,-9.820800283799613e-05,-5.079184827166006e-07,0.4679739151923832,-0.00010459196176632046,-5.404195986554274e-07,0.1,0.0936157014308299
3,warmup,0.0,1.0,0.0,0.0,4.3101318234686984e-06,4.3101318234686984e-06,2.422277034151459e-06,1.88785478931724e-06,6.858573364562639e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.46309054979151343,0.4579608781238024,-0.00010485075275640243,-5.478411410232817e-07,0.45795478655559124,-0.00011094232096753309,-5.793707302127868e-07,0.1,0.09161314577531175
4,transition,0.011731042782619834,0.9413447860869009,0.023462085565239668,0.1,4.361509305378958e-06,4.248959008755116e-06,2.397616609041385e-06,1.8513423997137306e-06,6.904005334129505e-06,3.7456659199224376e-06,8.460722798897487e-09,3.155911467773314e-08,0.0041065381000821525,3.5871200499068624e-05,0.0016022235185644555,0.4547304306645506,0.4512240966747413,-0.00011067592650593205,-5.823943483312271e-07,0.45121806346107374,-0.00011670914017347656,-6.138750991954484e-07,0.11481481481481481,0.09026695452024944
5,transition,0.08826895721738015,0.5586552139130994,0.1765379144347603,0.1,5.059885846848466e-06,4.205364733977867e-06,2.3746359653417287e-06,1.8307287686361385e-06,6.897402002152399e-06,1.589435891064375e-06,1.683396843703319e-07,2.4569463063153605e-07,0.0009088178225686316,8.08033147557742e-06,0.00227105925171167,0.4489941215572997,0.4464509156777511,-0.00011703391437872801,-6.187892546748804e-07,0.4464450148352861,-0.0001229347568437178,-6.496704911657081e-07,0.13333333333333333,0.08931358991842596
6,transition,0.1,0.5,0.2,0.1,5.0835312834168476e-06,4.156571747965042e-06,2.348937496291041e-06,1.8076342516740005e-06,6.897313194229852e-06,1.3126743255772943e-06,1.729498259556487e-07,2.3722821602882035e-07,0.0007388913880528071,6.599255738679304e-06,0.0020800659388098153,0.44477215252581537,0.4429073440687129,-0.00012338062851952047,-6.54334479306039e-07,0.44290159755146874,-0.00012912714576368556,-6.84384862982394e-07,0.14814814814814814,0.08860614493944649
7,hybrid,0.1,0.5,0.2,0.1,5.032601134383882e-06,4.110084778707108e-06,2.3214039806653867e-06,1.7886807980417214e-06,6.864652068412729e-06,1.305529985213775e-06,1.72855196779727e-07,2.3605114883550084e-07,0.0007365830293704515,6.585545481121927e-06,0.0020736091228169694,0.441567635704981,0.4401363363473605,-0.00012923626119759613,-6.865017913353577e-07,0.44013074137890223,-0.00013483122965585181,-7.156738655730789e-07,0.15925925925925927,0.08805311452171162
8,hybrid,0.1,0.5,0.2,0.1,4.987774446207271e-06,4.070109429046378e-06,2.297752170855911e-06,1.7723572581904676e-06,6.82842029969487e-06,1.298224204588739e-06,1.7276058307085056e-07,2.3482298719140612e-07,0.0007343334794962628,6.576321468984323e-06,0.002067618607215784,0.4390619513074269,0.43785302493338984,-0.00013499484095358394,-7.173447725466802e-07,0.4378475817560836,-0.00014043801825980307,-7.455969985009213e-07,0.17777777777777778,0.0875976039548687
9,hybrid,0.1,0.5,0.2,0.1,4.940761976739454e-06,4.029568023095994e-06,2.271811865081757e-06,1.7577561580142381e-06,6.780710198123576e-06,1.2882310991264286e-06,1.7266138022781276e-07,2.3312293383110133e-07,0.000731548844723032,6.559084564046474e-06,0.0020599683589577695,0.43690400417600317,0.4358782038345209,-0.00014020566652261923,-7.445756852722985e-07,0.435872872375003,-0.00014553712604054025,-7.721047835651106e-07,0.2074074074074074,0.0872036819002087
10,hybrid,0.1,0.5,0.2,0.1,4.890064939912339e-06,3.986812238572763e-06,2.2463035032026396e-06,1.7405087353701235e-06,6.7218244437931206e-06,1.2762613554649178e-06,1.7256436127771732e-07,2.3107025696026407e-07,0.0007282763289974615,6.541503847308405e-06,0.0020511504103900655,0.4348912348100667,0.43409271990161785,-0.00014525350051236563,-7.702654198542887e-07,0.43408749504855915,-0.00015047835357107076,-7.970917969858107e-07,0.24074074074074073,0.08684759468042605
