seed,epoch,candidate_key,mean_relative_bootstrap_target_delta,mean_relative_identity_target_delta,mean_relative_psi_input_delta,mean_bootstrap_target_cosine_similarity,mean_identity_target_cosine_similarity,mean_state_slot_displacement
0,41,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,41,residualized_local_field_poly_rt2,0.8127220219548414,1.8546459753635987,1.4058381651096894,0.6787378990276249,0.08764122168946104,8.189232620253401
0,42,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,42,residualized_local_field_poly_rt2,0.8248681584499215,1.8517566558023308,1.4068979173368379,0.6703369845776722,0.08746357385231902,8.191394662417355
0,43,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,43,residualized_local_field_poly_rt2,0.8363799092552737,1.8487580868793905,1.4081355811923524,0.6619473766759459,0.08743458064510916,8.190831697747697
0,44,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,44,residualized_local_field_poly_rt2,0.847086078821858,1.8458881073575018,1.409333376911018,0.6542212129428863,0.08709642801240279,8.192302479070662
0,45,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,45,residualized_local_field_poly_rt2,0.857944167686914,1.8432347961486808,1.4106121686843904,0.6460958848539147,0.08690901309152446,8.192440080783147
0,46,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,46,residualized_local_field_poly_rt2,0.8684811667448731,1.8404556063270774,1.4118789273192096,0.6388608045682063,0.08649312101614201,8.19206160353814
0,47,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,47,residualized_local_field_poly_rt2,0.8785601421417697,1.8375694744479598,1.41307236004784,0.6312370855316072,0.08640225804575434,8.191434070718543
0,48,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,48,residualized_local_field_poly_rt2,0.8895986244089042,1.8349312537425253,1.4142814755824622,0.6233762084680251,0.08620848223215957,8.189035986272646
0,49,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,49,residualized_local_field_poly_rt2,0.8994331077240663,1.8321421906393511,1.4155422553558457,0.6160912194299826,0.08583829871882977,8.186634437282587
0,50,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,50,residualized_local_field_poly_rt2,0.9085570510118552,1.829588318031971,1.4168624995178238,0.609326884311973,0.0855621649842725,8.183859888472742
0,51,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,51,residualized_local_field_poly_rt2,0.9190898620018457,1.826952069185171,1.4180052475829963,0.6014738797480496,0.08534012387853837,8.179894362517274
0,52,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,52,residualized_local_field_poly_rt2,0.92835882051669,1.8243821206823472,1.4193198385578927,0.5945147399901659,0.0848968370480582,8.176224156712838
0,53,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,53,residualized_local_field_poly_rt2,0.9374077522579809,1.8217523848923178,1.4204084745769059,0.5879576643484691,0.08460909477640106,8.173506144090668
0,54,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,54,residualized_local_field_poly_rt2,0.9465002809336485,1.8191648202210609,1.4216030724423054,0.5810717924170177,0.08440564800047078,8.169481610257114
0,55,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,55,residualized_local_field_poly_rt2,0.9548573367544748,1.8167722086058933,1.4226301951327414,0.5747347403222531,0.08389467781436276,8.166379400335881
0,56,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,56,residualized_local_field_poly_rt2,0.9634978276698778,1.8141972396438728,1.4236019599136185,0.567773426249695,0.08375038360635864,8.160210665479733
0,57,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,57,residualized_local_field_poly_rt2,0.9716755813118979,1.8119735094916458,1.4244603879679612,0.5616224289601995,0.0831064818818972,8.155163146722131
0,58,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,58,residualized_local_field_poly_rt2,0.9797690564045741,1.8096297176121556,1.4251919077003223,0.5553876518431682,0.0827257408233443,8.150706739742724
0,59,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,59,residualized_local_field_poly_rt2,0.9874998311337111,1.8071901916732127,1.425769188058647,0.5492592713095152,0.08244239107510384,8.147629275546795
0,60,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
0,60,residualized_local_field_poly_rt2,0.9948011622668125,1.8050684916923772,1.4265285397398886,0.543234031889082,0.08199933239859605,8.143095270929882
1,1,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,1,residualized_local_field_poly_rt2,0.04873238166635295,2.4591868376420205,0.1825749960334669,0.9985526261222486,-0.19659656190416708,0.8407259726198489
1,2,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,2,residualized_local_field_poly_rt2,0.11290232074242804,2.4569043072127403,0.5462762735068533,0.9939483915214691,-0.1951658687991196,1.8701971037865686
1,3,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,3,residualized_local_field_poly_rt2,0.13784755961729123,2.45450277937635,0.8244539978275425,0.9903042239301854,-0.1935192109926362,2.955468819466199
1,4,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,4,residualized_local_field_poly_rt2,0.16782341882956878,2.451350444804772,1.0177492264951336,0.9854256080045044,-0.19156928666165704,3.973039204984471
1,5,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,5,residualized_local_field_poly_rt2,0.19464676988463564,2.4483393157041253,1.1329327708287118,0.9806583896960424,-0.18946456518705726,4.829007676442311
1,6,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,6,residualized_local_field_poly_rt2,0.22052518841280727,2.444993355074618,1.1945187787663047,0.9755407988705176,-0.18723619132541441,5.502086891562843
1,7,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,7,residualized_local_field_poly_rt2,0.2441920629057181,2.4412487733160693,1.227214096387396,0.9702897964355616,-0.18538068036567162,6.009437850714532
1,8,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,8,residualized_local_field_poly_rt2,0.2649055220454692,2.435225142786721,1.2475997103414014,0.9652457883094845,-0.18378470167066868,6.388074712409409
1,9,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,9,residualized_local_field_poly_rt2,0.28405724336475846,2.428381590408674,1.2612987730191736,0.9601233660804083,-0.18267003887552916,6.665953544234769
1,10,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,10,residualized_local_field_poly_rt2,0.3025046002144782,2.4206312475299407,1.2714799660225213,0.9548191362444536,-0.18177767169078976,6.870182674472764
1,11,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,11,residualized_local_field_poly_rt2,0.32143454832957086,2.4130410287099444,1.2798342986064701,0.9490568009819402,-0.1810712619080841,7.022584919313829
1,12,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,12,residualized_local_field_poly_rt2,0.3411328776837182,2.4055147577723113,1.2871695899265976,0.9426863397087407,-0.18060262165989455,7.139531829022367
1,13,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,13,residualized_local_field_poly_rt2,0.35980766968851935,2.3990008787979145,1.2936216990794542,0.9363457368783636,-0.18009013551044536,7.231048235729814
1,14,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,14,residualized_local_field_poly_rt2,0.37999661860853956,2.3926730846495614,1.2993478708825674,0.9290633978947443,-0.17978549548841177,7.305222965951861
1,15,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,15,residualized_local_field_poly_rt2,0.3993518151519931,2.387150395433909,1.3043378309041773,0.921727234943595,-0.1795168187491454,7.3651626706916105
1,16,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,16,residualized_local_field_poly_rt2,0.4187238077016865,2.382111706469035,1.3086393881853875,0.9140508086055602,-0.17921927530550602,7.411612658633322
1,17,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,17,residualized_local_field_poly_rt2,0.436427684913644,2.377354028656942,1.3123261751532787,0.9065730600352072,-0.17885192524843713,7.448805385815552
1,18,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,18,residualized_local_field_poly_rt2,0.45554403580416897,2.372899862094667,1.3156283157931374,0.8982415287457991,-0.1785602105920439,7.48007030224755
1,19,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,19,residualized_local_field_poly_rt2,0.47335937981176646,2.3692627656884193,1.3185520257717918,0.8902240199332259,-0.17830633710980437,7.505648746791039
1,20,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,20,residualized_local_field_poly_rt2,0.4910376082470934,2.365318679557058,1.321266145362047,0.8817325968087308,-0.17796872343645528,7.526624276761318
1,21,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,21,residualized_local_field_poly_rt2,0.50914929455369,2.36185157719613,1.3237349270055319,0.872848855147285,-0.17771147327782352,7.544603612599015
1,22,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,22,residualized_local_field_poly_rt2,0.5250937194349224,2.358951533398197,1.3259726327617989,0.8647222109963437,-0.17732702611693446,7.556677870971936
1,23,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,23,residualized_local_field_poly_rt2,0.5431580719450185,2.3553274034628258,1.3278400055809356,0.8551336674357751,-0.17728745124561376,7.568271300068187
1,24,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,24,residualized_local_field_poly_rt2,0.559717011888645,2.352063445600756,1.3297724594416507,0.846121794456878,-0.1771017799976564,7.577509835028434
1,25,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,25,residualized_local_field_poly_rt2,0.5751972800749997,2.3488409864949658,1.3313444046427012,0.8373720056739788,-0.17685264935932546,7.584311714380503
1,26,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,26,residualized_local_field_poly_rt2,0.5913526686108213,2.3454286521840575,1.333059622593821,0.8278916254548727,-0.1769992838760906,7.594606224857619
1,27,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,27,residualized_local_field_poly_rt2,0.6063843523112011,2.342172314511526,1.3345191489719244,0.8190554828808979,-0.17683070025708125,7.598852523232585
1,28,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,28,residualized_local_field_poly_rt2,0.6214094128411507,2.3392194761771448,1.3358421021920261,0.8097777859446117,-0.17682123290860624,7.603668123940436
1,29,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,29,residualized_local_field_poly_rt2,0.6364895224004333,2.335500511974762,1.3372526835784535,0.8004668884275785,-0.17693741447708417,7.608668442837699
1,30,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,30,residualized_local_field_poly_rt2,0.6511994103925448,2.3319668244733043,1.3388032842352182,0.7909341429497274,-0.1770907557387206,7.614756394069305
1,31,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,31,residualized_local_field_poly_rt2,0.6642016094569108,2.328444952518455,1.340220509573362,0.7824357388003189,-0.17712648953713359,7.621952891654061
1,32,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,32,residualized_local_field_poly_rt2,0.6784138052392203,2.325258123851354,1.3416754168202008,0.7729448617059224,-0.17734334061925253,7.627272384169613
1,33,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,33,residualized_local_field_poly_rt2,0.6914914947245312,2.321376288593168,1.3431788356129404,0.7641074370561002,-0.17749773574175515,7.632483770017821
1,34,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,34,residualized_local_field_poly_rt2,0.7047771547842195,2.3181658157409166,1.3444477938376556,0.7550907007941843,-0.17774118917696985,7.636689182780908
1,35,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,35,residualized_local_field_poly_rt2,0.7175402576452166,2.314523890824778,1.34542675591783,0.7458522514677026,-0.17805436017284243,7.640336103999476
1,36,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,36,residualized_local_field_poly_rt2,0.7291239633797653,2.3112031601074507,1.3463837743394,0.7377986548153552,-0.1781290809415365,7.6422313347212825
1,37,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,37,residualized_local_field_poly_rt2,0.7412691613263449,2.307656637047489,1.3470486266999953,0.7290205104779389,-0.17833790793000695,7.643187647673524
1,38,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,38,residualized_local_field_poly_rt2,0.7531988426528418,2.3047893072468733,1.3474214886020208,0.7203923395813628,-0.17870020516589608,7.64249075810268
1,39,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,39,residualized_local_field_poly_rt2,0.7642734899365098,2.301249213374503,1.3475511594942464,0.7120163482986086,-0.17875321034677413,7.637500852785026
1,40,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,40,residualized_local_field_poly_rt2,0.7755443187893577,2.29839937040362,1.347422187653693,0.703731338656925,-0.17905960864119552,7.634153398878721
1,41,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,41,residualized_local_field_poly_rt2,0.7861004845771262,2.295004727021664,1.3472538282272193,0.6956951678286778,-0.1792341879020523,7.625959216918636
1,42,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,42,residualized_local_field_poly_rt2,0.796765248232938,2.291970179212559,1.3467759822468894,0.6874651662725204,-0.17945401471995853,7.617671846548575
1,43,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,43,residualized_local_field_poly_rt2,0.8073458438117884,2.2890322548476183,1.3463517417384998,0.679323478847589,-0.1794705821466875,7.608385486205523
1,44,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,44,residualized_local_field_poly_rt2,0.8172308738762661,2.285640829886323,1.3457679155413984,0.6715845144959443,-0.17962925803751364,7.597674197908772
1,45,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,45,residualized_local_field_poly_rt2,0.8271850584604522,2.282879936663432,1.3451183039213372,0.6638206788772327,-0.1798427368614312,7.587103674568016
1,46,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,46,residualized_local_field_poly_rt2,0.8368539032319962,2.2797808251421157,1.34422042254294,0.6562446873068457,-0.1798366783031084,7.573780959350033
1,47,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,47,residualized_local_field_poly_rt2,0.8465354255918018,2.277195702474601,1.3433535464227897,0.6485876292491612,-0.17996315428963883,7.5602089764062175
1,48,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,48,residualized_local_field_poly_rt2,0.8556373177266074,2.273769616561119,1.341940991297942,0.6411741421943666,-0.18002142786292966,7.543526837120915
1,49,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,49,residualized_local_field_poly_rt2,0.8650125342933714,2.2709043740240435,1.3406969767867216,0.633452468384643,-0.18003465710977923,7.52559843427116
1,50,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,50,residualized_local_field_poly_rt2,0.8739416451459358,2.268018368784265,1.3389997075480784,0.6262249348394906,-0.17989022004103322,7.506705125014689
1,51,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,51,residualized_local_field_poly_rt2,0.8826070948268665,2.2648207064500383,1.337211061648312,0.6189410773325239,-0.18000911268540037,7.486304254207319
1,52,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,52,residualized_local_field_poly_rt2,0.890607901272108,2.262201878544307,1.334823549180231,0.6121279383615257,-0.17983355944798027,7.464547064604865
1,53,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,53,residualized_local_field_poly_rt2,0.8993728559920962,2.2588551959046175,1.3324143172547758,0.6048165357252391,-0.17973603559326587,7.441450556252448
1,54,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,54,residualized_local_field_poly_rt2,0.9078923128931328,2.255457634708349,1.3294863350421255,0.5972585289964263,-0.17972093662626684,7.415349149931363
1,55,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,55,residualized_local_field_poly_rt2,0.9154578525553575,2.252773251370458,1.326335153548445,0.5907857040885636,-0.1794375237816599,7.387255721196368
1,56,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,56,residualized_local_field_poly_rt2,0.9233272414673342,2.2493895748555888,1.323027910838794,0.5838269009521689,-0.179412979698034,7.3630387440423615
1,57,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,57,residualized_local_field_poly_rt2,0.9308529293684268,2.246138431705642,1.3194428071415687,0.577320535217506,-0.17921242870120274,7.334579058784942
1,58,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,58,residualized_local_field_poly_rt2,0.9381704807588382,2.243013827957971,1.3157286017339644,0.5707751252406899,-0.17900162529572583,7.307458994254716
1,59,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,59,residualized_local_field_poly_rt2,0.9454553236523153,2.2398576010647004,1.3119175547661686,0.564356303779646,-0.1788029477448374,7.2795689333007
1,60,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
1,60,residualized_local_field_poly_rt2,0.9528136210655788,2.2364567039089494,1.3081341982954098,0.5577068086804419,-0.17867797972112437,7.255293194486178
2,1,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
2,1,residualized_local_field_poly_rt2,0.034142370228345556,1.8560305075980477,0.19909550267402906,0.999274149428139,-0.0467741710919057,0.8637347905151387
2,2,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
2,2,residualized_local_field_poly_rt2,0.08517110995581398,1.855327991767366,0.611045840119915,0.9964523441081109,-0.0477158976981127,1.9241273744588852
2,3,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
2,3,residualized_local_field_poly_rt2,0.11527947831725771,1.8572070840813466,0.9374078747660135,0.9931157574715893,-0.05017177698469968,3.1824423372992325
2,4,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
2,4,residualized_local_field_poly_rt2,0.14754571696662291,1.861692939918806,1.1405697264367383,0.9885087146045205,-0.05364906683163152,4.455218420599616
2,5,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
2,5,residualized_local_field_poly_rt2,0.17849102775065023,1.865686003918937,1.2547408110964375,0.9834924134977957,-0.057450167891963874,5.539057448045876
2,6,baseline_plain_raw,0.0,0.0,0.0,1.0,1.0,0.0
