epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_main_traj_contract_loss,train_mean_midpoint_reconstruction_shift_norm,train_mean_continuation_reevaluation_shift_norm,train_mean_continuation_target_blend_shift_norm,train_mean_semigroup_endpoint_closure_residual_norm,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
12,hybrid,0.1,0.5,0.2,0.1,4.754657712947396e-06,3.924450156712108e-06,2.2043533136058877e-06,1.7200968431062213e-06,6.6246247280046595e-06,1.256357754794474e-06,1.7237756140791768e-07,1.6774508343482088e-07,0.0007120501770266829,6.427095585553883e-06,0.0011956745481130414,0.001544413662025553,0.4315690299836624,0.4308804620459085,-0.00015457272894725538,-8.157060681068524e-07,0.4308753732081112,-0.00015966156674457332,-8.415098947705721e-07,0.2814814814814815,0.08620700695497116
13,hybrid,0.1,0.5,0.2,0.1,4.708852701028308e-06,3.8863668736845485e-06,2.1819514729594365e-06,1.7044154007251116e-06,6.562200587239304e-06,1.24367610293936e-06,1.72280489943445e-07,1.6626576861982885e-07,0.0007087421335462715,6.408538511691238e-06,0.0011900698823798087,0.001537387378877942,0.4299784619775206,0.4293816559048694,-0.00015924480929302431,-8.375865364664014e-07,0.42937666254308593,-0.00016423817107646954,-8.627362300078322e-07,0.3111111111111111,0.08590818014283248
14,hybrid,0.1,0.5,0.2,0.1,4.666977287752584e-06,3.852457170435377e-06,2.16053087633839e-06,1.6919262940969858e-06,6.498078406659005e-06,1.2305263859919412e-06,1.7218048082276232e-07,1.6471227665130772e-07,0.0007054042304769149,6.387278774271608e-06,0.001184709205333492,0.0015305899156275598,0.4284566135438016,0.4279242333549958,-0.0001638247703937279,-8.583301334828721e-07,0.4279193239088015,-0.000168734216588029,-8.829081328415864e-07,0.3296296296296296,0.0856176116250779
15,hybrid,0.1,0.5,0.2,0.1,4.627315257670236e-06,3.820752833728011e-06,2.1423880653164246e-06,1.6783647684115852e-06,6.433729471646508e-06,1.2179158797261248e-06,1.720799043132067e-07,1.63189476777575e-07,0.0007025593507598027,6.378718713204249e-06,0.0011799395001284006,0.0015247154026699714,0.42704457729191736,0.4265110828514258,-0.00016836311412160576,-8.78349162813382e-07,0.42650622204624594,-0.0001732239193014684,-9.025163776762676e-07,0.35555555555555557,0.08533588919310948
16,hybrid,0.1,0.5,0.2,0.1,4.5914311931253394e-06,3.7920955035001153e-06,2.122815644320356e-06,1.6692798591797592e-06,6.375500908910977e-06,1.2061394098785558e-06,1.7198353011927468e-07,1.6178559873412683e-07,0.0006996815877969025,6.367757088894302e-06,0.0011752879172429286,0.0015188620785708499,0.4256024365371223,0.42512256511094254,-0.00017304166872889049,-8.985926716701678e-07,0.4251177957066907,-0.00017781107298070475,-9.221440723543501e-07,0.36666666666666664,0.08505912135593428
17,hybrid,0.1,0.5,0.2,0.1,4.5493423509143055e-06,3.7577546843101388e-06,2.102361916354836e-06,1.6553927679553028e-06,6.312915416173856e-06,1.193481399272194e-06,1.7188734242672808e-07,1.6029612498678046e-07,0.0006964352758766649,6.350648603897604e-06,0.001169843089963823,0.0015120368011060457,0.4241994147168698,0.423761499604941,-0.00017803986568953878,-9.199615171343815e-07,0.42375687862763606,-0.0001826608429945087,-9.425956458634758e-07,0.37037037037037035,0.08478790789412612
18,hybrid,0.1,0.5,0.2,0.1,4.512938046639495e-06,3.7291059930263707e-06,2.0831003228726884e-06,1.6460056701536823e-06,6.250556889818832e-06,1.180856599013751e-06,1.7179350841733933e-07,1.5877636463124055e-07,0.0006933827524629296,6.337849889619285e-06,0.0011650931628985125,0.001506026497375544,0.4227269338196454,0.4224194858745135,-0.0001826006248265566,-9.386238045082081e-07,0.4224149104072936,-0.00018717609204643715,-9.60878533202503e-07,0.37777777777777777,0.084520417299868
19,hybrid,0.1,0.5,0.2,0.1,4.474232194948466e-06,3.6993883231983173e-06,2.0651313219647328e-06,1.6342570012335845e-06,6.1780664004359605e-06,1.1665029850195992e-06,1.7168697222461683e-07,1.5703723170655203e-07,0.0006900603351433982,6.318672608698224e-06,0.0011597150134276797,0.0014993363502737197,0.4214851139162138,0.42109830913499735,-0.00018742481786016008,-9.581697152061762e-07,0.4210938377665424,-0.0001918961863150992,-9.797480165219788e-07,0.3962962962962963,0.0842571467905715
20,hybrid,0.1,0.5,0.2,0.1,4.4350109433469755e-06,3.667903725155268e-06,2.046582067923799e-06,1.621321657231469e-06,6.11559972823564e-06,1.1541283659275972e-06,1.7159304123628157e-07,1.5554724536814333e-07,0.0006870926165085202,6.306311894350068e-06,0.0011548505319002188,0.001493285422262868,0.42015417992211235,0.4197966562168296,-0.00019182923333416202,-9.751740024410466e-07,0.419792182914097,-0.0001963025360667836,-9.966089109962931e-07,0.4148148148148148,0.08399769709003276
21,hybrid,0.1,0.5,0.2,0.1,4.398790245425795e-06,3.638943610125331e-06,2.029006974283578e-06,1.609936635841753e-06,6.057022151745595e-06,1.142349602012691e-06,1.715014066869604e-07,1.5414442012590517e-07,0.0006841413110589947,6.291310390281931e-06,0.0011499988395086353,0.0014872132945501723,0.4187129290514459,0.41850937659490667,-0.00019663166587952086,-9.937563184599226e-07,0.41850494925005177,-0.0002010590107344168,-1.0148031279079016e-06,0.43703703703703706,0.08374120165215725
22,hybrid,0.1,0.5,0.2,0.1,4.362227307599788e-06,3.6099200710398267e-06,2.0134360015522296e-06,1.5964840694875966e-06,5.996113994186753e-06,1.1303600406580437e-06,1.7140861212291374e-07,1.5269583714128713e-07,0.0006812882261415288,6.278729657633869e-06,0.0011452877830658824,0.0014813779330145691,0.4174717160501891,0.4172421792851454,-0.00020117565532956627,-1.0105406484205018e-06,0.41723775261686813,-0.00020560232360683495,-1.0314562599623989e-06,0.44814814814814813,0.083488670988095
23,hybrid,0.1,0.5,0.2,0.1,4.328930026253285e-06,3.584201648764945e-06,1.9973130365399634e-06,1.5868886122249815e-06,5.934788078071551e-06,1.1183127124255084e-06,1.7131554241970697e-07,1.512495696811857e-07,0.0006783923128709831,6.265503772991319e-06,0.0011403640217814716,0.0014753127614863162,0.4161979617555825,0.4159892361461128,-0.00020618597965404994,-1.029250363464491e-06,0.4159848668838249,-0.0002105552419419121,-1.0497454014265193e-06,0.44074074074074077,0.08323908442515338
24,hybrid,0.1,0.5,0.2,0.1,4.294030103304245e-06,3.5563510201470044e-06,1.9782083364756866e-06,1.5781426836713182e-06,5.878062070816364e-06,1.1070359112435598e-06,1.7122445464930312e-07,1.498728760756043e-07,0.0006757010665300251,6.257665297515673e-06,0.0011361922097462118,0.0014700654451498961,0.41484476801444387,0.41475449241861384,-0.00021101954010999124,-1.0468355942563749e-06,0.4147501900948685,-0.00021532186385531116,-1.0668559652368475e-06,0.43703703703703706,0.08299310239174476
25,hybrid,0.1,0.5,0.2,0.1,4.2644701750568794e-06,3.5333747895958655e-06,1.9639458716857088e-06,1.5694289179101565e-06,5.824949106506428e-06,1.096607976716407e-06,1.7113049129816352e-07,1.4860047481037132e-07,0.0006732881953059867,6.24796000054424e-06,0.0011322769868273542,0.0014652247464045632,0.4136110864911358,0.41353244056991073,-0.00021606275256585983,-1.065075285276647e-06,0.41352823654686094,-0.00022026677561565178,-1.084486255079379e-06,0.44074074074074077,0.08274970066449532
26,hybrid,0.1,0.5,0.2,0.1,4.231976386940185e-06,3.5079624642963475e-06,1.9492520809041805e-06,1.558710383392167e-06,5.767867329886327e-06,1.0852739038965032e-06,1.7103910405736508e-07,1.4722718965520529e-07,0.0006705505144567321,6.233172448248007e-06,0.001127866609123614,0.0014597267883494909,0.4123329202679341,0.41232694671326436,-0.00022094666803745833,-1.082176040130919e-06,0.4123227818265678,-0.00022511155473403655,-1.1012690510111948e-06,0.45925925925925926,0.08250957867626035
27,hybrid,0.1,0.5,0.2,0.1,4.201646104517306e-06,3.4851950097141353e-06,1.9347262784682336e-06,1.550468731245901e-06,5.706890584246598e-06,1.0734808036767746e-06,1.7094806904882506e-07,1.457620363785117e-07,0.0006680036223184845,6.226634313157272e-06,0.0011238494163057706,0.0014547816403958833,0.4110499398482671,0.41113432674199835,-0.00022566384384559157,-1.0981852398295742e-06,0.41113015908397854,-0.00022983150186539625,-1.1171684574421109e-06,0.46296296296296297,0.08227199811716879
28,hybrid,0.1,0.5,0.2,0.1,4.171800243779049e-06,3.461351389951127e-06,1.921748843940596e-06,1.5396025460105313e-06,5.658178291550337e-06,1.064136875154086e-06,1.7086049325530444e-07,1.4463102467288777e-07,0.0006658056586329649,6.218295637622027e-06,0.0011199786241711043,0.0014500948174145812,0.4098829973405941,0.40995972430563027,-0.0002304804182058917,-1.1142089192135566e-06,0.4099555181901195,-0.00023468653371666592,-1.1332647263945098e-06,0.4703703703703704,0.08203804094476723
29,hybrid,0.1,0.5,0.2,0.1,4.145851293647737e-06,3.4425357879543893e-06,1.906590390269247e-06,1.5359453976851419e-06,5.600647496778954e-06,1.0530563256446577e-06,1.707646886839465e-07,1.4325075601545222e-07,0.0006634369976136183,6.211334869820599e-06,0.001116203419917808,0.0014454731555895686,0.4088070107142632,0.40879739591569875,-0.00023581404939798656,-1.1325690980574317e-06,0.4087932618175984,-0.0002399481474983367,-1.151149090123266e-06,0.4703703703703704,0.08180664199301935
30,hybrid,0.1,0.5,0.2,0.1,4.114233613451066e-06,3.416616522363749e-06,1.893195625894411e-06,1.5234208964693374e-06,5.554396240488712e-06,1.044094283902147e-06,1.7068772064325732e-07,1.4217746703844684e-07,0.000661180436053904,6.207810421693312e-06,0.0011122498111460195,0.001440636738815343,0.407543458551013,0.4076555930854748,-0.0002411218807193416,-1.150458500710056e-06,0.40765152340977096,-0.00024519155642316326,-1.1686109409642272e-06,0.4740740740740741,0.08157934299323882
31,hybrid,0.1,0.5,0.2,0.1,4.085525555399018e-06,3.3948196747450155e-06,1.8804826849705497e-06,1.514336989774465e-06,5.498614927333255e-06,1.0333284971591726e-06,1.7060125088051774e-07,1.4084438792067676e-07,0.0006587821477075437,6.197694115911812e-06,0.0011083927951475224,0.0014359134103657334,0.4063126896781409,0.4065216173749058,-0.00024635787943511067,-1.1676737492075995e-06,0.40651757757730783,-0.00025039767703305404,-1.1855881549618637e-06,0.4777777777777778,0.08135359505086817
32,hybrid,0.1,0.5,0.2,0.1,4.056838665490995e-06,3.3719496406919034e-06,1.8656330270900216e-06,1.5063166136018822e-06,5.451816720566204e-06,1.0240443958254764e-06,1.7051238672551557e-07,1.3970735274247184e-07,0.0006565206435654284,6.186865646946188e-06,0.0011048547667204022,0.0014314848967229275,0.4052872952951755,0.40540195685662417,-0.00025165176873098716,-1.1850494556990131e-06,0.405397952360133,-0.00025565626522217055,-1.202671944260927e-06,0.4777777777777778,0.08113072172507103
33,hybrid,0.1,0.5,0.2,0.1,4.036745629020537e-06,3.3579675278673506e-06,1.8553622325277192e-06,1.5026052953396313e-06,5.4022744364848806e-06,1.0148558540597204e-06,1.7042667986836488e-07,1.3855065750469832e-07,0.0006546991872959197,6.187777910174712e-06,0.0011017333519155652,0.0014277937890589006,0.4041004846037991,0.4042930406895971,-0.0002570744539584502,-1.2027232221932397e-06,0.40428909135854346,-0.00026102378501208223,-1.219977981476865e-06,0.4777777777777778,0.0809100230287111
34,hybrid,0.1,0.5,0.2,0.1,4.007263252282856e-06,3.3348066639093826e-06,1.8426259524737623e-06,1.49218071143562e-06,5.351192762153009e-06,1.005050640500466e-06,1.7034152443893348e-07,1.3733731215817316e-07,0.0006524765448052479,6.179497829081916e-06,0.0010980872309343487,0.001423340858458096,0.40305876678684305,0.40319776227877335,-0.00026246931988876954,-1.220045454861004e-06,0.40319386346438063,-0.00026636813428149164,-1.2369600050979041e-06,0.48148148148148145,0.08069204631973242
35,hybrid,0.1,0.5,0.2,0.1,3.977166705609343e-06,3.3099535536698426e-06,1.8274531042589594e-06,1.4825004494108839e-06,5.309025799355778e-06,9.965959968922956e-07,1.7026112713193422e-07,1.3631057200392297e-07,0.0006502965970870828,6.1665757428252835e-06,0.0010946786886056746,0.0014190502715518479,0.40181519548151384,0.4021135591368164,-0.0002676955116386326,-1.236470248762835e-06,0.40210964808686095,-0.00027160656159408436,-1.2533060567919939e-06,0.4925925925925926,0.08047625092969102
36,hybrid,0.1,0.5,0.2,0.1,3.95401480411844e-06,3.291902602504103e-06,1.816337436858081e-06,1.4755651656460226e-06,5.26762359353404e-06,9.888065622090368e-07,1.7018390702403082e-07,1.3534984226093389e-07,0.0006485097850842058,6.16439749422126e-06,0.001091565254652583,0.0014153083711648758,0.4006486076683748,0.4010452014273607,-0.00027303626847052787,-1.253112412994274e-06,0.4010413150486808,-0.0002769226471504571,-1.2697389928724608e-06,0.5,0.08026364753916625
37,hybrid,0.1,0.5,0.2,0.1,3.933031646118331e-06,3.2768776441538726e-06,1.8053814719795296e-06,1.4714961721743426e-06,5.2193691235618525e-06,9.799120783304505e-07,1.7009691357296977e-07,1.3421708960827373e-07,0.000646811482978642,6.163486158722281e-06,0.0010887010238708693,0.0014119442436015118,0.39962866547629583,0.3999898025531407,-0.00027863748059053783,-1.2707482789399156e-06,0.3999859829993108,-0.0002824570344204247,-1.2869746764517182e-06,0.5111111111111111,0.08005368800674625
38,hybrid,0.1,0.5,0.2,0.1,3.908694360302306e-06,3.2581728854733184e-06,1.7956422827933798e-06,1.4625306026799388e-06,5.173840573087884e-06,9.713486988484553e-07,1.7001649599516887e-07,1.3313741752019977e-07,0.0006450122885058208,6.160045154095297e-06,0.0010857685735980282,0.0014084162169723858,0.39850967613533334,0.39894609390092944,-0.0002837682615210446,-1.2859951826722034e-06,0.3989422231169158,-0.00028763904553469333,-1.3023844504580226e-06,0.5185185185185185,0.0798459724324901
39,hybrid,0.1,0.5,0.2,0.1,3.887628908379895e-06,3.24257574816165e-06,1.7848836861007679e-06,1.4576920620608827e-06,5.12963151035337e-06,9.63060397637833e-07,1.6993306899463768e-07,1.3209000918290667e-07,0.0006433033340515626,6.15664451057756e-06,0.001082964359694123,0.0014050644497180327,0.3974884504584952,0.39791112824373687,-0.0002893007002094383,-1.302870008727477e-06,0.3979073021543639,-0.0002931267895824319,-1.3189914954498327e-06,0.5222222222222223,0.07964008578878927
40,hybrid,0.1,0.5,0.2,0.1,3.8650226155040556e-06,3.2242434947017024e-06,1.7722512040309836e-06,1.4519922906707188e-06,5.09497981833654e-06,9.56310740064416e-07,1.6985990065930368e-07,1.312811389686977e-07,0.0006414857381413384,6.1502424924890594e-06,0.0010798135550535372,0.0014011892200810805,0.39654918247009846,0.3968945050953056,-0.00029520466041510485,-1.3213534473005713e-06,0.39689081187232805,-0.000298897883392657,-1.336795630148247e-06,0.5370370370370371,0.07943794195114415
41,hybrid,0.1,0.5,0.2,0.1,3.844119267152772e-06,3.2084041869807932e-06,1.7629381594657785e-06,1.4454660275150147e-06,5.054088021918962e-06,9.48747257374196e-07,1.6977771530757497e-07,1.3030627798008097e-07,0.0006400752285492375,6.151717444700552e-06,0.0010775828172711359,0.0013985587186763882,0.3955211884003444,0.39588332821126054,-0.00030094765275351376,-1.3389062399144977e-06,0.39587971526225385,-0.0003045606017602065,-1.35391094481101e-06,0.5481481481481482,0.07923685517280281
42,hybrid,0.1,0.5,0.2,0.1,3.823250198732204e-06,3.1925243118316937e-06,1.7528706060345035e-06,1.4396537057971904e-06,5.0135024460498235e-06,9.412819236373839e-07,1.6970351766260258e-07,1.2937564229552726e-07,0.0006384224346343523,6.150113583339086e-06,0.0010745968693344095,0.0013950319631457243,0.3944321431788774,0.39488896779338717,-0.0003068994306905104,-1.357208309642438e-06,0.3948855002784368,-0.0003103669456409053,-1.3715082643434929e-06,0.5481481481481482,0.07903917344481554
43,hybrid,0.1,0.5,0.2,0.1,3.8002545344909707e-06,3.174731299182511e-06,1.7444560798795963e-06,1.4302752193029145e-06,4.9713498847732295e-06,9.335319254566387e-07,1.6962263650968928e-07,1.283882468311358e-07,0.0006369161731221642,6.148246325340836e-06,0.0010720405126754468,0.0013920403481506708,0.3934520695826643,0.3939089666375868,-0.00031256548326680234,-1.3739931299075372e-06,0.3939055205549065,-0.0003160115659470719,-1.3881323618863788e-06,0.5592592592592592,0.07884430642417072
44,hybrid,0.1,0.5,0.2,0.1,3.779913519955247e-06,3.1595943879042143e-06,1.7333644321066937e-06,1.4262299557975202e-06,4.92940885806227e-06,9.255778545121044e-07,1.6954232527354838e-07,1.273782462448055e-07,0.0006351956421278362,6.142671485736764e-06,0.0010693803719319717,0.0013888036980644345,0.392273814685841,0.39293288014455924,-0.0003185281199083456,-1.392074641461946e-06,0.39292958260198013,-0.0003218256624874516,-1.4054863587149705e-06,0.5777777777777777,0.07865028165289352
45,hybrid,0.1,0.5,0.2,0.1,3.756802261794091e-06,3.1407725816460854e-06,1.7233560145593397e-06,1.4174165670867457e-06,4.8946360257648685e-06,9.191453726354549e-07,1.6947488376034577e-07,1.2656607757151834e-07,0.0006338487012512109,6.143131443089357e-06,0.0010670848498139447,0.0013860880390743201,0.39142113624627933,0.39197191275361887,-0.00032392819161675135,-1.4075142259761537e-06,0.39196854386525865,-0.00032729707997697366,-1.4211602473855503e-06,0.5851851851851851,0.07845916818904712
46,hybrid,0.1,0.5,0.2,0.1,3.740230280099136e-06,3.1282689964295e-06,1.7150734311671263e-06,1.4131955652623735e-06,4.861501173539747e-06,9.131034264827223e-07,1.6939906531159258e-07,1.2581116631566097e-07,0.0006325466889846379,6.142325017838013e-06,0.0010646524877565362,0.001383246704518852,0.39044559322346684,0.3910202685017437,-0.0003299497348111524,-1.4254632163046089e-06,0.3910170031839644,-0.00033321505259048534,-1.4385975880808893e-06,0.5962962962962963,0.07827004364731097
47,hybrid,0.1,0.5,0.2,0.1,3.7218513166584465e-06,3.114886878131926e-06,1.7063873762068376e-06,1.4084995019250887e-06,4.821209515233525e-06,9.055776741843323e-07,1.6932209521581167e-07,1.2484348700316792e-07,0.0006310098039588654,6.140110851216863e-06,0.0010622670226444,0.0013803822564217682,0.3894731133380218,0.39008084709049146,-0.0003358361067744009,-1.4427896851758023e-06,0.39007764863649896,-0.0003390345607668932,-1.4555471792979168e-06,0.6111111111111112,0.07808333663945317
48,hybrid,0.1,0.5,0.2,0.1,3.7003522569817855e-06,3.098307457198498e-06,1.6967306571673935e-06,1.4015768000311034e-06,4.781282039356995e-06,8.985457524462581e-07,1.692483811545144e-07,1.2391659584758825e-07,0.0006299153034638957,6.14518969042581e-06,0.0010603922365220466,0.0013783107587155478,0.38843404466674636,0.3891503521239757,-0.00034136540694523765,-1.4584120363797049e-06,0.38914712527801737,-0.0003445922529035639,-1.4712357710921164e-06,0.6111111111111112,0.07789834350618419
49,hybrid,0.1,0.5,0.2,0.1,3.6837569186946902e-06,3.0854939003449053e-06,1.6882155483416637e-06,1.3972783520032422e-06,4.75058099885299e-06,8.928058244773733e-07,1.691758689059621e-07,1.2320491846448573e-07,0.0006285626964101171,6.1435651960245024e-06,0.0010580000152324378,0.0013754533375401003,0.3876220467248904,0.3882280266436422,-0.00034738075226531384,-1.4760861320563322e-06,0.3882249114458736,-0.0003504959500338911,-1.4883540635404595e-06,0.6148148148148148,0.0777150814791815
50,hybrid,0.1,0.5,0.2,0.1,3.6654250483219567e-06,3.071154604411609e-06,1.6794363645407714e-06,1.391718239870837e-06,4.7182930682155505e-06,8.868094011390337e-07,1.6910675645104356e-07,1.224411370887933e-07,0.0006272846617094471,6.14038304827185e-06,0.001055892278396108,0.0013729454306210796,0.38667878112120546,0.38731187408982093,-0.00035328452856403514,-1.4930827154015116e-06,0.3873088289891516,-0.0003563296292333762,-1.5050283119358103e-06,0.6148148148148148,0.077533031723677
51,hybrid,0.1,0.5,0.2,0.1,3.6459887603294206e-06,3.055538308992497e-06,1.6708119337934688e-06,1.3847263751990283e-06,4.6871681129254065e-06,8.811770916485938e-07,1.6904066660894254e-07,1.2173364004438306e-07,0.0006260724287884468,6.138769177198139e-06,0.0010536530737233186,0.0013703423324242722,0.38570267387690754,0.3864137482110756,-0.00035918815650859415,-1.5098445593144804e-06,0.3864107538436743,-0.00036218252390990413,-1.5215735363764736e-06,0.6222222222222222,0.07735458727351684
52,hybrid,0.1,0.5,0.2,0.1,3.6321521660360667e-06,3.045475202287905e-06,1.6635408966404377e-06,1.3819343056474676e-06,4.656675660712463e-06,8.75652629678141e-07,1.689688626438044e-07,1.2100939767691557e-07,0.0006250807179444275,6.144614680437762e-06,0.001052063803220802,0.0013685002719994528,0.38485997849851555,0.385523923348819,-0.0003649152827645552,-1.525901083681083e-06,0.3855208989729797,-0.00036793965860387745,-1.537705698488438e-06,0.6333333333333333,0.07717776772631672
53,hybrid,0.1,0.5,0.2,0.1,3.6154193423213717e-06,3.0327861164351577e-06,1.656622508723951e-06,1.3761636077112066e-06,4.623906318564115e-06,8.698507153852015e-07,1.6890279335914653e-07,1.2024259402980297e-07,0.0006241393731466014,6.1475740270108794e-06,0.00105050008501334,0.0013667515671114806,0.3837068757745917,0.38464027108690385,-0.00037047046599447686,-1.5411128016112907e-06,0.3846371405520247,-0.0003736010008736357,-1.5533370042838035e-06,0.6333333333333333,0.07700214831057967
54,hybrid,0.1,0.5,0.2,0.1,3.597041979010951e-06,3.018635315951499e-06,1.648403397183245e-06,1.370231918768254e-06,4.589575469068761e-06,8.635932147706445e-07,1.6882582689812847e-07,1.1944911615257578e-07,0.0006228127635152572,6.144566991442308e-06,0.0010481356647701378,0.0013639882003729693,0.38302674166964873,0.3837678878142196,-0.0003764820703898164,-1.5581471460112783e-06,0.3837648078214382,-0.00037956206317124597,-1.570113035930063e-06,0.6370370370370371,0.07682887397692188
