mode,candidate_key,psi_family,time_encoding_variant,seed,epoch,mean_relative_bootstrap_target_delta,mean_relative_identity_target_delta,mean_bootstrap_target_cosine_similarity,mean_identity_target_cosine_similarity,mean_relative_psi_input_delta
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,1,0.0,0.000375504198515585,1.0,0.9999999265032861,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,2,0.0,0.00043791635744984067,1.0,0.9999998896960133,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,3,0.0,0.0005551635835798158,1.0,0.9999998105178391,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,4,0.0,0.0006654770334426587,1.0,0.9999997255785009,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,5,0.0,0.0007586017930279719,1.0,0.9999996472002545,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,6,0.0,0.0008409421504976158,1.0,0.9999995741044879,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,7,0.0,0.000868927199227009,1.0,0.9999995511486022,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,8,0.0,0.0008311076133786213,1.0,0.9999995919476365,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,9,0.0,0.0007514666457909146,1.0,0.9999996671551881,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,10,0.0,0.0006569421628411508,1.0,0.9999997462793353,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,11,0.0,0.0005700718341296854,1.0,0.9999998096230728,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,12,0.0,0.0004971141786476467,1.0,0.9999998568896687,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,13,0.0,0.0004362869953670937,1.0,0.9999998923281469,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,14,0.0,0.00038419513174393503,1.0,0.9999999204888746,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,15,0.0,0.00034575521842226297,1.0,0.9999999390356205,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,16,0.0,0.00030856940433768656,1.0,0.999999953952778,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,17,0.0,0.0002806413987633497,1.0,0.9999999637655727,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,18,0.0,0.00026043607795675163,1.0,0.9999999703813638,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,19,0.0,0.00024344761550772792,1.0,0.9999999755035768,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,20,0.0,0.0002313715294348443,1.0,0.9999999790367617,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,21,0.0,0.0002210602858932924,1.0,0.9999999820711041,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,22,0.0,0.00021328198144317484,1.0,0.999999984270106,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,23,0.0,0.000208721601328673,1.0,0.9999999859977484,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,24,0.0,0.0002062439175187913,1.0,0.9999999867773776,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,25,0.0,0.00020266584788668744,1.0,0.9999999880948577,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,26,0.0,0.0002045327248209066,1.0,0.9999999877811406,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,27,0.0,0.00020325412222431315,1.0,0.999999988331686,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,28,0.0,0.00020359851391366806,1.0,0.9999999885838541,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,29,0.0,0.00020235723727059744,1.0,0.9999999888923317,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,30,0.0,0.00020413950566520455,1.0,0.999999988324948,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,2,31,0.0,0.00020325358594079274,1.0,0.9999999887210379,0.0
