epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_main_traj_contract_loss,train_mean_midpoint_reconstruction_shift_norm,train_mean_continuation_reevaluation_shift_norm,train_mean_continuation_target_blend_shift_norm,train_mean_semigroup_endpoint_closure_residual_norm,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
11,hybrid,0.1,0.5,0.2,0.1,4.10175805837329e-06,3.2205657199224595e-06,2.1978599518854186e-06,1.0227057680370405e-06,6.954772206551738e-06,1.2140470396934498e-06,3.0393731904921073e-07,1.8571511779565735e-07,0.0006713383951777393,6.294385457012259e-06,0.0010982630268955033,0.0014355988166469876,0.4347296625927547,0.4366195676591622,-6.482683063446792e-05,-3.3136673857853214e-07,0.4366179675139044,-6.64269758922642e-05,-3.380967351151261e-07,0.25925925925925924,0.08733687889795934
12,hybrid,0.1,0.5,0.2,0.1,4.037854407038585e-06,3.1717386611263744e-06,2.1577783726874907e-06,1.0139602884388837e-06,6.833457936751184e-06,1.1906874174767018e-06,3.037443327878978e-07,1.82769952237092e-07,0.0006663669053414131,6.222564105092316e-06,0.0010906907019296499,0.0014262990301481765,0.4334685560851164,0.4354169946327027,-6.565830211058277e-05,-3.341430938926112e-07,0.43541499479193413,-6.765814287917893e-05,-3.43012782431343e-07,0.26296296296296295,0.08709653058696265
13,hybrid,0.1,0.5,0.2,0.1,3.981458391726644e-06,3.128067738640625e-06,2.1215849632011317e-06,1.0064827754394935e-06,6.73130295907852e-06,1.170780980223902e-06,3.035686702095583e-07,1.8026035717816613e-07,0.0006619380164510776,6.158797371619012e-06,0.0010841770494586385,0.0014182109228559718,0.4324025279180755,0.43425718914101047,-6.676869767702209e-05,-3.3822444438357945e-07,0.43425483648413593,-6.91213545515601e-05,-3.489433766157616e-07,0.28888888888888886,0.0868647915677375
14,hybrid,0.1,0.5,0.2,0.1,3.93071098854422e-06,3.0907272140711687e-06,2.088145196694054e-06,1.0025820173771146e-06,6.623309468983682e-06,1.1507248177188241e-06,3.033877953130114e-07,1.776528275746831e-07,0.0006582911462754805,6.105238445338797e-06,0.001078763581378073,0.0014117761717986755,0.43115499018482123,0.433129711256723,-6.760625287188793e-05,-3.4072236425365947e-07,0.4331270356884961,-7.028182109880543e-05,-3.530952209231347e-07,0.2962962962962963,0.08663946350191898
15,hybrid,0.1,0.5,0.2,0.1,3.877747801998694e-06,3.050787857254942e-06,2.0553136913900657e-06,9.954741658648764e-07,6.518458791314027e-06,1.130973964013976e-06,3.03205719366435e-07,1.7511406561234853e-07,0.000654397348303958,6.050858679701724e-06,0.0010729504839833864,0.001404748425254813,0.4299543011591468,0.4320191637133482,-6.87658056936491e-05,-3.4469118893575294e-07,0.4320163584681894,-7.157105085242588e-05,-3.5771480390978496e-07,0.3148148148148148,0.08641758590380838
16,hybrid,0.1,0.5,0.2,0.1,3.828617054059603e-06,3.013508778549021e-06,2.024163133562075e-06,9.893456449869454e-07,6.423018134646985e-06,1.1130206353166137e-06,3.0303691962776395e-07,1.728064620458837e-07,0.0006508455868367341,5.998539245972978e-06,0.0010675906138547775,0.0013983136565296663,0.4288976853700245,0.43092966106946096,-7.010796760753557e-05,-3.494654465757783e-07,0.4309267505105617,-7.301852650681839e-05,-3.629668517278917e-07,0.32592592592592595,0.0861999538074137
17,hybrid,0.1,0.5,0.2,0.1,3.780054804794663e-06,2.977501006903466e-06,1.9936494210780357e-06,9.8385158582543e-07,6.321944932155774e-06,1.0942609261749654e-06,3.0286256548327554e-07,1.7035930467561935e-07,0.0006474013851338874,5.95013508760173e-06,0.0010625890778872117,0.00139236306941787,0.4277634288658123,0.42985264613459456,-7.173012085215369e-05,-3.5547692572618535e-07,0.4298496695221049,-7.470673334181166e-05,-3.692595540791396e-07,0.32592592592592595,0.08598487525108935
18,hybrid,0.1,0.5,0.2,0.1,3.735765634686375e-06,2.9445578590796426e-06,1.9662757610221404e-06,9.782820980575022e-07,6.230328745395902e-06,1.077647507474159e-06,3.02693496804417e-07,1.6817490106714194e-07,0.0006446230788298066,5.911712171860969e-06,0.0010583257894532267,0.0013874529566284338,0.4266624798822236,0.42879261265111096,-7.335166047456321e-05,-3.613180796056966e-07,0.4287897904589713,-7.617385261421417e-05,-3.7424412300363866e-07,0.32592592592592595,0.0857731928623171
19,hybrid,0.1,0.5,0.2,0.1,3.692958781162342e-06,2.9122014253193588e-06,1.939837213299377e-06,9.723642120199821e-07,6.146324313916187e-06,1.0618213065008224e-06,3.025357245893186e-07,1.6612492445136398e-07,0.0006415090339296594,5.869347698137843e-06,0.001053856102501265,0.0013820651751488583,0.4255799321040451,0.4277435770933709,-7.527235841242597e-05,-3.6850380930196947e-07,0.4277407569275013,-7.809252428203628e-05,-3.8133476143917245e-07,0.3333333333333333,0.08556376989035666
20,hybrid,0.1,0.5,0.2,0.1,3.65195667002425e-06,2.882032350051547e-06,1.9140538250012224e-06,9.679785250503248e-07,6.058792776866683e-06,1.0459323473000228e-06,3.0237338504575997e-07,1.64045042286035e-07,0.0006386951203944944,5.8284002672125945e-06,0.001049444653234072,0.0013769626404630917,0.4245535406948192,0.42670459989966314,-7.742612132782822e-05,-3.766473832313437e-07,0.4267019299787834,-8.009604220754474e-05,-3.8866141238523945e-07,0.337037037037037,0.0853564052041982
21,hybrid,0.1,0.5,0.2,0.1,3.610493467167526e-06,2.851536854329166e-06,1.8890356079927134e-06,9.625012463364527e-07,5.970384811263191e-06,1.0299782408805176e-06,3.022117661607891e-07,1.6191813171204123e-07,0.0006361483461582386,5.791945654214083e-06,0.0010458192172459945,0.0013728090460911687,0.42341102295974864,0.42567498749241156,-7.964804933618952e-05,-3.849143974257534e-07,0.42567247267259445,-8.216286915330162e-05,-3.960912544794242e-07,0.35185185185185186,0.08515092710834954
22,hybrid,0.1,0.5,0.2,0.1,3.5730147336216454e-06,2.8236631188747568e-06,1.8659120284698905e-06,9.577510904048667e-07,5.893012059308858e-06,1.0157859996328262e-06,3.020602674797352e-07,1.6005040881600261e-07,0.0006336433701174673,5.759908657681933e-06,0.0010421885660669493,0.0013685704381083308,0.42245515376898685,0.424654101475575,-8.202010769892132e-05,-3.9373841576159554e-07,0.4246517550334946,-8.436654977928004e-05,-4.040303567219561e-07,0.36666666666666664,0.08494722431665477
23,hybrid,0.1,0.5,0.2,0.1,3.5417219298131247e-06,2.8010418454661587e-06,1.8471427475377552e-06,9.538990979284035e-07,5.8230253504706435e-06,1.0034728464582143e-06,3.0191311749982775e-07,1.5837754929990138e-07,0.0006319638380252546,5.739327163644207e-06,0.0010398063664031226,0.0013660053676550778,0.42142377908966305,0.423648509365767,-8.449807841887091e-05,-4.0297381767701013e-07,0.42364626127478094,-8.674616940490543e-05,-4.127272570968654e-07,0.3814814814814815,0.08474660148883717
24,hybrid,0.1,0.5,0.2,0.1,3.5084913060446543e-06,2.7757075087226124e-06,1.825734431974726e-06,9.499730767478871e-07,5.759481358294605e-06,9.917624464973107e-07,3.017794080444688e-07,1.5683566149258084e-07,0.0006297770582723114,5.710973066618721e-06,0.0010367029417465957,0.0013623287132172647,0.4203996604234077,0.42265644542435904,-8.685751264003727e-05,-4.114616277441617e-07,0.422654287925601,-8.901501139807477e-05,-4.207076750814304e-07,0.4,0.08454866058739982
25,hybrid,0.1,0.5,0.2,0.1,3.472651997904594e-06,2.750016772720788e-06,1.8056501498157595e-06,9.443666229050288e-07,5.677413363617399e-06,9.773118095777424e-07,3.0162376211981923e-07,1.548938888220651e-07,0.0006277222798751772,5.6837848166571575e-06,0.0010335624882389146,0.0013589155814999637,0.41924841143138164,0.42167030987554593,-8.953209049006317e-05,-4.212496792511662e-07,0.4216683535017704,-9.148846426559887e-05,-4.2946061117119915e-07,0.4222222222222222,0.0843519683932072
26,hybrid,0.1,0.5,0.2,0.1,3.4441402342459367e-06,2.7279685710503603e-06,1.7874924732758337e-06,9.404760977745269e-07,5.625739855222618e-06,9.676174133794746e-07,3.015006260907593e-07,1.5359767767331495e-07,0.0006259349655366028,5.664903031033956e-06,0.0010314634986616194,0.0013563710868741046,0.41845716010219636,0.4206977544293662,-9.235183218697651e-05,-4.3162826580560093e-07,0.4206958158139911,-9.429044756203986e-05,-4.3965356248868814e-07,0.45185185185185184,0.08415802125231063
27,hybrid,0.1,0.5,0.2,0.1,3.41286897766599e-06,2.7058384051454574e-06,1.768759463676309e-06,9.370789414691486e-07,5.5516946076404655e-06,9.54719888354053e-07,3.0135424420764105e-07,1.5186111175648551e-07,0.0006241306362475606,5.640203371609072e-06,0.001028580350326113,0.0013532727550846517,0.4173453031902544,0.4197262634905493,-9.521761312880628e-05,-4.4194843469070634e-07,0.41972448221613906,-9.699888753905705e-05,-4.4919577778441445e-07,0.45925925925925926,0.08396429622073562
28,hybrid,0.1,0.5,0.2,0.1,3.3864755516442063e-06,2.687211561887657e-06,1.7540301996375893e-06,9.331813622500674e-07,5.4888135040024426e-06,9.440922149596753e-07,3.0122267105101997e-07,1.503826393563054e-07,0.0006230434976883569,5.628413615416757e-06,0.001026976113525635,0.0013517681909755352,0.4163207332853376,0.41877506319571894,-9.78842565017013e-05,-4.512019157945765e-07,0.4187733716559345,-9.957579628616653e-05,-4.579596157803785e-07,0.4703703703703704,0.08377458949044413
29,hybrid,0.1,0.5,0.2,0.1,3.3575961274507535e-06,2.666444771370681e-06,1.7374907229854636e-06,9.289540483852177e-07,5.423370569282175e-06,9.325567207749204e-07,3.010830060711337e-07,1.4881429915185437e-07,0.0006214188589715026,5.6100939596248025e-06,0.0010247356416442162,0.0013493375083276288,0.41538286232555743,0.4178296511882837,-0.00010082370278885477,-4.615462425992703e-07,0.41782815911611537,-0.00010231577495717348,-4.673063241354442e-07,0.4777777777777778,0.08358609497821451
30,hybrid,0.1,0.5,0.2,0.1,3.3314212556502165e-06,2.6475218646343258e-06,1.722466260388449e-06,9.250556042458769e-07,5.364841225723196e-06,9.222932235112656e-07,3.0094920993126004e-07,1.4741526844357095e-07,0.000620024121517817,5.595530908813384e-06,0.0010227831653938201,0.0013472545268091987,0.4144347387560495,0.41689584089036197,-0.00010407674885248852,-4.731878427116751e-07,0.4168946233750178,-0.00010529426419664256,-4.776288312722664e-07,0.48148148148148145,0.08339998352784289
31,hybrid,0.1,0.5,0.2,0.1,3.3085483076987774e-06,2.6310657510270077e-06,1.7082613301812955e-06,9.228044208457123e-07,5.313068445757275e-06,9.135125118437334e-07,3.008334481263777e-07,1.4617571209604211e-07,0.0006191615498104744,5.588536623286886e-06,0.0010217837315822111,0.0013463618148655237,0.41342552991249243,0.41596714820657016,-0.00010702952159696855,-4.832368757782309e-07,0.4159660508421868,-0.00010812688598033082,-4.870892506281255e-07,0.48518518518518516,0.08321483554563343
32,hybrid,0.1,0.5,0.2,0.1,3.2816654075522903e-06,2.6107710572667192e-06,1.6934753832919512e-06,9.172956739747687e-07,5.260007637830878e-06,9.037745975315565e-07,3.007131989490775e-07,1.4489358650248264e-07,0.0006173492666530793,5.566993298664798e-06,0.0010191724965623562,0.0013433142819554412,0.41256692717607146,0.4150478675007516,-0.00011036692187993413,-4.949365946405201e-07,0.4150469057340645,-0.00011132868856705835,-4.981249113744375e-07,0.5037037037037037,0.08303164688452631
33,hybrid,0.1,0.5,0.2,0.1,3.2605778317382357e-06,2.5961119644542157e-06,1.6815275322168494e-06,9.145844322373663e-07,5.208212490292763e-06,8.95026842836327e-07,3.0058721073462645e-07,1.4364461825474318e-07,0.0006165663247457449,5.5625738765117676e-06,0.0010184428778424997,0.0013427366933932271,0.41155772368031907,0.41413293649737726,-0.0001138628692733401,-5.071420307297477e-07,0.4141321746442003,-0.00011462472245027389,-5.094048485025865e-07,0.5148148148148148,0.08284935987333011
34,hybrid,0.1,0.5,0.2,0.1,3.2382231520754434e-06,2.580461792267679e-06,1.6687108100321115e-06,9.117509822355674e-07,5.15389874330575e-06,8.857523079615907e-07,3.004617173155207e-07,1.4237148547718957e-07,0.0006154873692301963,5.55528902833972e-06,0.0010167437204499565,0.0013410538598731113,0.41068756837177195,0.4132315985218972,-0.00011737565650166149,-5.192781250109094e-07,0.41323108517420665,-0.0001178890041922398,-5.203960199934657e-07,0.5185185185185185,0.08266979483567978
35,hybrid,0.1,0.5,0.2,0.1,3.220080702063435e-06,2.567384232904584e-06,1.6581043349941927e-06,9.09279897910391e-07,5.113037633291596e-06,8.789858429307948e-07,3.003594586962799e-07,1.4139270582969131e-07,0.0006150018856020598,5.552898238950935e-06,0.0010163174244683282,0.0013408418045418667,0.40968268534752844,0.4123407838396308,-0.00012063118663585559,-5.300604461101093e-07,0.4123403221711316,-0.00012109285513506318,-5.309197397477107e-07,0.5185185185185185,0.08249228300525333
36,hybrid,0.1,0.5,0.2,0.1,3.1968342647635386e-06,2.5503698835520693e-06,1.645917940472129e-06,9.044519430799404e-07,5.0627116531183505e-06,8.701750981454512e-07,3.002430926544662e-07,1.4019321589963446e-07,0.0006138115539268749,5.543449855614137e-06,0.0010146257331055857,0.0013390474210344884,0.408793664189324,0.4114565924297755,-0.00012401055834282415,-5.412431321630642e-07,0.4114561289566268,-0.00012447403149151715,-5.420784891367624e-07,0.5185185185185185,0.08231612059762367
37,hybrid,0.1,0.5,0.2,0.1,3.177808805061653e-06,2.5368919793306897e-06,1.6342206134986467e-06,9.026713658320427e-07,5.0180229022341524e-06,8.623452076749385e-07,3.0013214079308236e-07,1.3911453550754793e-07,0.0006127036558159245,5.532698906347927e-06,0.0010132277425014943,0.0013375449466456915,0.4079800541579364,0.4105772152464985,-0.0001275626555969911,-5.530849276091953e-07,0.41057680436021443,-0.00012797354188104348,-5.536790636367895e-07,0.5222222222222223,0.08214095558041909
38,hybrid,0.1,0.5,0.2,0.1,3.1581658291591953e-06,2.522159768182153e-06,1.623324527355571e-06,8.988352408265822e-07,4.978498134645912e-06,8.55482009636301e-07,3.000262440688146e-07,1.3815624751245134e-07,0.0006118916466810253,5.530214434499218e-06,0.001012304649093336,0.0013366249581726638,0.40713926111118487,0.4097093809112699,-0.0001313047505918652,-5.655989569917301e-07,0.40970907934351253,-0.0001316063183492422,-5.656777130444348e-07,0.5370370370370371,0.08196813713237235
39,hybrid,0.1,0.5,0.2,0.1,3.143272038100679e-06,2.5127713124778833e-06,1.6161113596955634e-06,8.966599527823203e-07,4.933706650742844e-06,8.484188376486294e-07,2.999101955338676e-07,1.3713006054851118e-07,0.000611677614029617,5.534457723896576e-06,0.0010118682176531912,0.0013366082034594654,0.40623264885107957,0.408851387721323,-0.00013506827566245327,-5.781419194135788e-07,0.4088512361201878,-0.00013521987679765424,-5.775465619721454e-07,0.5333333333333333,0.08179729119939709
40,hybrid,0.1,0.5,0.2,0.1,3.1267223945084173e-06,2.50121122504409e-06,1.60662317505024e-06,8.945880499938506e-07,4.89346924976642e-06,8.417698824931423e-07,2.9980798637809977e-07,1.3616424448768535e-07,0.0006112242684821395,5.536058534393486e-06,0.0010115518591821175,0.001336514513474619,0.40526988462361346,0.4080000332653539,-0.00013867919276827623,-5.898036477954504e-07,0.40799989056777636,-0.00013882189034580827,-5.891485225307039e-07,0.5407407407407407,0.08162774249162444
41,hybrid,0.1,0.5,0.2,0.1,3.111841926969067e-06,2.4903775439836724e-06,1.598397803679218e-06,8.919797403044545e-07,4.860890252295783e-06,8.363108676915142e-07,2.9971553618524705e-07,1.3537535775581674e-07,0.0006107784949282144,5.536828407229668e-06,0.0010112197405082832,0.0013363132242072396,0.40435298285339644,0.4071564103328522,-0.00014241213138149744,-6.018125671462761e-07,0.40715631452114787,-0.00014250794308584558,-6.009514081393519e-07,0.5444444444444444,0.08145976449284674
42,hybrid,0.1,0.5,0.2,0.1,3.093035211313102e-06,2.4776630376616798e-06,1.5895707376213502e-06,8.880923000403292e-07,4.81148366800011e-06,8.28140340911259e-07,2.995959280897908e-07,1.3422380685141183e-07,0.0006100824653070076,5.537035504078464e-06,0.0010101618065075494,0.0013354373460413443,0.4035138078061835,0.4063209585082972,-0.00014640104504454188,-6.148032266635852e-07,0.40632110145381956,-0.0001462580995221785,-6.129326359857875e-07,0.5444444444444444,0.08129347191066834
43,hybrid,0.1,0.5,0.2,0.1,3.0769350603186054e-06,2.4649755209055606e-06,1.5798275418997721e-06,8.851479790057885e-07,4.784110051470062e-06,8.229870490380706e-07,2.9950995548633017e-07,1.3354853426603836e-07,0.0006090213926347325,5.527574735724493e-06,0.0010087042642949236,0.0013337016989176647,0.4027860180140709,0.4054920115352425,-0.000150390351228602,-6.277005884133791e-07,0.4054922721285899,-0.0001501297578812011,-6.253132458613531e-07,0.5444444444444444,0.08112848037729423
44,hybrid,0.1,0.5,0.2,0.1,3.0638497575671794e-06,2.456618664853462e-06,1.5732388472859744e-06,8.83379817567488e-07,4.745902561242935e-06,8.169201316139137e-07,2.9940665241328975e-07,1.3264083658942333e-07,0.0006089351141315366,5.535723729029693e-06,0.0010089138487325087,0.001334325628862064,0.40178565688942713,0.4046673993229603,-0.00015437393950940015,-6.403800516806854e-07,0.4046677506348287,-0.00015402262764102614,-6.376070090213359e-07,0.5444444444444444,0.08096435465249394
45,hybrid,0.1,0.5,0.2,0.1,3.047926397740039e-06,2.445476331743319e-06,1.5650299474001461e-06,8.804463843431728e-07,4.707200850141584e-06,8.106858808784648e-07,2.9929850140622795e-07,1.317299809825615e-07,0.0006086459780561815,5.542740176909995e-06,0.0010086437391464815,0.001334357829744149,0.4010632400613353,0.4038530548069083,-0.00015864938866821943,-6.541794827606012e-07,0.40385370886707855,-0.00015799532849797293,-6.501641176268394e-07,0.5518518518518518,0.0808023408391153
46,hybrid,0.1,0.5,0.2,0.1,3.0359036641135877e-06,2.4368410109402985e-06,1.557972616191135e-06,8.788683947491632e-07,4.679938689639842e-06,8.060396376224821e-07,2.992189610901814e-07,1.310687842093055e-07,0.000608128007278072,5.541161206909886e-06,0.0010081264524275755,0.0013338732404610618,0.400177110258279,0.4030458884452455,-0.00016254929345643765,-6.662859907237753e-07,0.403046521608989,-0.00016191612971294678,-6.623419796642199e-07,0.5518518518518518,0.0806416875477404
47,hybrid,0.1,0.5,0.2,0.1,3.026424858720992e-06,2.430176885742915e-06,1.553956186882481e-06,8.762206988604344e-07,4.657294330034863e-06,8.024347229360924e-07,2.991355576354601e-07,1.3051853997459005e-07,0.00060815771392377,5.552031038617011e-06,0.0010084912274207463,0.0013345377385620958,0.39941071132615147,0.40224560560512146,-0.0001667133109445329,-6.793531948844566e-07,0.4022462406186874,-0.00016607829737858015,-6.754216736775591e-07,0.5592592592592592,0.0804824637832132
48,hybrid,0.1,0.5,0.2,0.1,3.010889850722983e-06,2.4199673977918974e-06,1.5462722533399151e-06,8.73695144451982e-07,4.61394592873004e-06,7.954727497414183e-07,2.9902276200837345e-07,1.2952786005808244e-07,0.0006076980198641956,5.5559694166777744e-06,0.0010076296488588023,0.0013339289373385979,0.3985574396964233,0.40145622212955306,-0.00017099541060155987,-6.928691909815045e-07,0.40145710179294763,-0.0001701157472069892,-6.879289809201593e-07,0.5592592592592592,0.08032544350803092
49,hybrid,0.1,0.5,0.2,0.1,2.999043894564187e-06,2.4110903177706e-06,1.5396969901751858e-06,8.71393327595414e-07,4.590061277634117e-06,7.914158075756197e-07,2.9894735222207863e-07,1.2894744903017545e-07,0.0006073405022629132,5.557168142840264e-06,0.0010073321009322375,0.001333720702880359,0.39780527999237547,0.4006763199236206,-0.00017523391798041077,-7.060535562146148e-07,0.40067738296983235,-0.00017417087176868629,-7.003662272544585e-07,0.5592592592592592,0.08017031076832021
50,hybrid,0.1,0.5,0.2,0.1,2.9861699401919437e-06,2.4021897462979798e-06,1.533126881272514e-06,8.690628650254664e-07,4.557901202498764e-06,7.862064747324907e-07,2.988525507092397e-07,1.281900736440871e-07,0.0006070832957460116,5.5646739651320556e-06,0.0010070564675534876,0.0013336861574105793,0.39698749374316256,0.3998992262523875,-0.00017956329671403592,-7.195074799443699e-07,0.39990038673714856,-0.00017840281195297125,-7.134171378737268e-07,0.562962962962963,0.08001575790982031
51,hybrid,0.1,0.5,0.2,0.1,2.975199110407293e-06,2.3946005015556417e-06,1.5279092568341658e-06,8.666912447214756e-07,4.530716342375904e-06,7.817156074300488e-07,2.987669228362705e-07,1.2752697461406107e-07,0.0006068569063618411,5.57282899053286e-06,0.001007089125360715,0.0013339198327377768,0.3961696478434703,0.3991257104314307,-0.00018397249250606817,-7.330966876428313e-07,0.39912693460057264,-0.0001827483233641236,-7.267950424648796e-07,0.562962962962963,0.07986193658478735
52,hybrid,0.1,0.5,0.2,0.1,2.9641799226709307e-06,2.386789432435675e-06,1.5217589436378237e-06,8.650304887978517e-07,4.504732089497075e-06,7.775168588822339e-07,2.986797803648376e-07,1.269172812855483e-07,0.0006065625621979231,5.576419913275659e-06,0.0010067264721848684,0.001333707760352994,0.3953940373644297,0.39836023069925763,-0.00018848480930788725,-7.470982330515198e-07,0.3983616817991314,-0.00018703370943412567,-7.399101081104642e-07,0.5740740740740741,0.07970974310171311
53,hybrid,0.1,0.5,0.2,0.1,2.9541312015966778e-06,2.3796523368954864e-06,1.5167736816107349e-06,8.628786552847513e-07,4.481259662067088e-06,7.736400204634932e-07,2.9860439166082327e-07,1.2635289849448258e-07,0.0006062711059316161,5.5799453608876684e-06,0.0010065022000213674,0.0013336034408250774,0.39469467916311624,0.3976027886359953,-0.00019288928611604916,-7.605512241786469e-07,0.39760428202040476,-0.00019139590170658138,-7.532086542625803e-07,0.5777777777777777,0.07955913558442228
54,hybrid,0.1,0.5,0.2,0.1,2.945187382743537e-06,2.3738460722324465e-06,1.513298312654796e-06,8.605477595776505e-07,4.455881501055078e-06,7.697680892550468e-07,2.985180777825328e-07,1.2575316040558238e-07,0.0006064735689766986,5.593516070511839e-06,0.0010070363306342734,0.0013345617689081617,0.393802134776107,0.39685160201217196,-0.000197478170312404,-7.745758723935433e-07,0.3968532822412262,-0.00019579794125818006,-7.665185329176934e-07,0.5851851851851851,0.07940981603649688
