epoch,lambda_id,stage,train_loss,train_boot_loss,train_identity_loss,train_transported_final_energy,val_transported_final_energy,val_identity_final_energy,val_local_field_only_final_energy,val_energy_delta_vs_identity,val_energy_delta_vs_local_field_only,val_accuracy,val_baseline_accuracy
1,0.0,warmup,0.003649890909080699,0.003649890909080699,0.005530172950096314,0.6146158082255209,0.5959322809576175,0.47534716063489396,0.4748145168611147,0.12058512032272356,0.12111776409650282,0.14814814814814814,0.1037037037037037
2,0.0,warmup,0.004168892236993581,0.004168892236993581,0.005969026632545721,0.597239900258622,0.6109467510232953,0.4493426564963677,0.44884239619264193,0.16160409452692764,0.16210435483065339,0.15555555555555556,0.1037037037037037
3,0.0,warmup,0.005598969970057188,0.005598969970057188,0.007449006211366219,0.6334358678545694,0.666015272888073,0.4402638503590826,0.4397742165558605,0.22575142252899044,0.22624105633221253,0.15925925925925927,0.1037037037037037
4,0.0,warmup,0.007255119907401996,0.007255119907401996,0.009137556256797488,0.6859810273321896,0.7054210976008083,0.43644656093188533,0.43596013890797175,0.26897453666892296,0.26946095869283654,0.26296296296296295,0.1037037037037037
5,0.0,warmup,0.008092145332494204,0.008092145332494204,0.009890320274180485,0.7071153460333359,0.7057071116432737,0.4332402601345388,0.43275521756156815,0.2724668515087349,0.27295189408170556,0.26666666666666666,0.1037037037037037
6,0.2,hybrid,0.009565211802459334,0.0077013843423880055,0.00931913730035664,0.6849292854782612,0.6611616974295229,0.4318458551955906,0.43135877429255426,0.2293158422339323,0.22980292313696865,0.26296296296296295,0.1037037037037037
7,0.2,hybrid,0.008101128875426227,0.006513910867065773,0.007936090041802287,0.6365356192870963,0.6118029937568201,0.4307529401139562,0.4302643680808668,0.18105005364286392,0.1815386256759533,0.3074074074074074,0.1037037037037037
8,0.2,hybrid,0.006565593775750264,0.005262474132972382,0.006515598213889412,0.5884797776689831,0.5664718816653951,0.42786624356648284,0.42737629479304207,0.13860563809891224,0.13909558687235302,0.25925925925925924,0.1037037037037037
9,0.2,hybrid,0.0052876024822315175,0.004216057981319745,0.005357722504558866,0.5493100573619925,0.5332183093683843,0.4269544815910163,0.42646212551642354,0.10626382777736804,0.10675618385196078,0.21481481481481482,0.1037037037037037
10,0.2,hybrid,0.004342163937119042,0.0034439503625810545,0.004491067872689937,0.5198345848182482,0.5071100700988822,0.4247039411039385,0.42420764638891106,0.0824061289949437,0.08290242370997114,0.3925925925925926,0.1037037037037037
