epoch,stage,lambda_id,train_total_loss,train_boot_loss,train_identity_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
1,warmup,0.0,4.057515622250185e-06,4.057515622250185e-06,6.740039214905508e-06,0.495335591577503,0.48318977142214664,-9.36107758132132e-05,-4.769871883703427e-07,0.4831831468482471,-0.00010023534971276282,-5.096843713397006e-07,0.1037037037037037,0.09665667643959197
2,transition,0.1,4.7170805403387414e-06,4.042643456740443e-06,6.744370835982971e-06,0.47582348068416086,0.46806186676566425,-9.960192004399016e-05,-5.149014512011629e-07,0.4680554505070734,-0.00010601817863481466,-5.475930476892649e-07,0.0962962962962963,0.09363229373714164
3,hybrid,0.1,4.69878430776473e-06,4.025090631353516e-06,6.736936764112142e-06,0.4632255226916687,0.4580788185161768,-0.00010697943132575993,-5.586160208227351e-07,0.4580726621358286,-0.00011313581167399223,-5.905264654222479e-07,0.08888888888888889,0.09163715958950051
4,hybrid,0.1,4.681745856654898e-06,4.0090831677464155e-06,6.7266268890848165e-06,0.4548317965004097,0.45129792997921686,-0.00011425694023803334,-6.008140423752976e-07,0.45129201675875186,-0.00012017016070303699,-6.317190607688962e-07,0.11481481481481481,0.09028243738389097
5,hybrid,0.1,4.639462633331418e-06,3.972342392386703e-06,6.671202409447156e-06,0.4490553303555198,0.4464930937211297,-0.00012133322299989757,-6.410571843222556e-07,0.4464874150501393,-0.0001270118939903364,-6.708224086331973e-07,0.12962962962962962,0.08932288538882593
6,hybrid,0.1,4.612518872257084e-06,3.948459704062e-06,6.640591681950832e-06,0.44480444488804594,0.4429275463057395,-0.0001281090142223884,-6.789014389046912e-07,0.44292209158666845,-0.0001335637332934292,-7.07465100655626e-07,0.14444444444444443,0.08861113106399238
7,hybrid,0.1,4.564758357183522e-06,3.906687399495503e-06,6.5807095768801786e-06,0.4415809645018622,0.44014179054428354,-0.00013426031158619844,-7.126274179026148e-07,0.4401365409567891,-0.0001395098990806254,-7.400281911233686e-07,0.15555555555555556,0.08805521017117394
8,hybrid,0.1,4.520591098361298e-06,3.8686571383852535e-06,6.519339599760457e-06,0.4390622494164331,0.43784857483699957,-0.00014021127622665386,-7.444511337098482e-07,0.43784352093922796,-0.00014526517399826577,-7.707011197265201e-07,0.17777777777777778,0.08759775722264525
9,hybrid,0.1,4.466974814465029e-06,3.822153621813098e-06,6.448211926519315e-06,0.4368959865520495,0.4358673103645409,-0.0001455802204987644,-7.724543384430736e-07,0.43586240656190556,-0.00015048402313411202,-7.977821753658713e-07,0.2074074074074074,0.08720257811700793
10,hybrid,0.1,4.409551487412396e-06,3.7727489955794843e-06,6.368024918329116e-06,0.4348765854090767,0.43407757905354766,-0.00015074946472815043,-7.986984861420689e-07,0.43407281647388724,-0.0001555120443885727,-8.231474672720925e-07,0.24074074074074073,0.08684566570365516
11,hybrid,0.1,4.355875097047323e-06,3.7264458081078605e-06,6.294292889394627e-06,0.433066029065559,0.4324202818905668,-0.0001559505146028206,-8.245097672522996e-07,0.43241569027262305,-0.00016054213254657057,-8.479086639536784e-07,0.26296296296296295,0.08651524648103393
12,hybrid,0.1,4.302450168773744e-06,3.6805119434465197e-06,6.219382253272239e-06,0.4315486217374748,0.43086006176953917,-0.00016041276326550502,-8.456985525572393e-07,0.43085551599823496,-0.00016495853456971465,-8.687228978311741e-07,0.2814814814814815,0.08620409490656093
13,hybrid,0.1,4.245413301026791e-06,3.6315136275876883e-06,6.1389967343910194e-06,0.42995519374460683,0.42935968967767335,-0.00016518845178314923,-8.679738108236901e-07,0.4293552716314162,-0.00016960649804032002,-8.90189649334675e-07,0.3111111111111111,0.08590497562589129
14,hybrid,0.1,4.188049892240329e-06,3.58217431199933e-06,6.058755802409984e-06,0.4284319851927842,0.4279008557900939,-0.00016987699267423384,-8.891327989367891e-07,0.4278965530255619,-0.00017417975720623868,-9.106300076716178e-07,0.3296296296296296,0.08561414655655362
15,hybrid,0.1,4.1360739558226746e-06,3.538109189885963e-06,5.9796476593671215e-06,0.427018318000544,0.4264864343960364,-0.0001745144268247012,-9.094974214869764e-07,0.42648221087534766,-0.00017873794751344096,-9.304436526519485e-07,0.35185185185185186,0.08533218976457221
16,hybrid,0.1,4.08677842699281e-06,3.4959379048605915e-06,5.908405221322176e-06,0.4255741472316732,0.42509667811820584,-0.00017927918145044242,-9.300078030499877e-07,0.4250925755493058,-0.00018338175035048643,-9.502061845657276e-07,0.37037037037037035,0.08505519145993125
17,hybrid,0.1,4.034831022005738e-06,3.4514708222774733e-06,5.833601997282647e-06,0.42416893809720396,0.42373454402375665,-0.00018432402375895274,-9.514181851130417e-07,0.4237306189679103,-0.00018824907960529602,-9.705726006914298e-07,0.37407407407407406,0.08478377360950312
18,hybrid,0.1,3.9852510384845785e-06,3.409095730604637e-06,5.761553078799415e-06,0.4226962852225638,0.422391018002561,-0.00018897778586041136,-9.703564283322283e-07,0.4223871662445219,-0.000192829543899542,-9.890137337290657e-07,0.37777777777777777,0.08451599915768429
19,hybrid,0.1,3.932216779295752e-06,3.364147491172091e-06,5.680692881236623e-06,0.42145268043226325,0.4210683277043032,-0.00019386394745235513,-9.900104610964554e-07,0.4210646076233215,-0.0001975840284340613,-1.0078768166876416e-06,0.3925925925925926,0.0842524383303511
20,hybrid,0.1,3.886043142503556e-06,3.32500530050959e-06,5.610378419939661e-06,0.4201214638398499,0.4197647597635979,-0.00019836218235896874,-1.007281380378442e-06,0.4197610641770612,-0.00020205776889564708,-1.0248977218682467e-06,0.4111111111111111,0.08399262438919138
21,hybrid,0.1,3.841874815776686e-06,3.287366374616126e-06,5.545084411605603e-06,0.4186765683894322,0.41847572586372167,-0.00020320923212685527,-1.0258719223096467e-06,0.418472101523053,-0.0002068335727955506,-1.043001592020891e-06,0.43703703703703706,0.08373578701916971
22,hybrid,0.1,3.7991544024938773e-06,3.2512893200046366e-06,5.478650824892404e-06,0.4174347669225206,0.4172062687848177,-0.00020784485450586754,-1.042906472896644e-06,0.41720266979357445,-0.00021144384574911523,-1.0598112392982625e-06,0.44814814814814813,0.08348282272786471
23,hybrid,0.1,3.7570190781189105e-06,3.2157355771024073e-06,5.412835010165036e-06,0.4161569553581943,0.41595131999283286,-0.00021288119940615635,-1.0615324646708882e-06,0.41594780179797336,-0.0002163993942656539,-1.0779312425224566e-06,0.44814814814814813,0.0832328402384478
24,hybrid,0.1,3.7181092533690815e-06,3.182816764844952e-06,5.352924885241298e-06,0.41480266106558805,0.41471415692239416,-0.00021777112639681517,-1.0791575011399727e-06,0.4147107285845007,-0.00022119946429027815,-1.095000298770532e-06,0.44074074074074077,0.0829863856097582
25,hybrid,0.1,3.6829710124117864e-06,3.1532431486492757e-06,5.297278637625105e-06,0.4135657249967304,0.4134895790422088,-0.00022284387109050563,-1.0973120985478856e-06,0.41348627075252326,-0.0002261521607760386,-1.1124712281375914e-06,0.44814814814814813,0.08274248458265986
26,hybrid,0.1,3.6446983060111584e-06,3.1208568073401936e-06,5.238414986709651e-06,0.41228584021854864,0.412281137088628,-0.0002277784603377797,-1.1144360148593118e-06,0.41227788910224694,-0.00023102644671885164,-1.1292070177693504e-06,0.46296296296296297,0.08250178310979316
27,hybrid,0.1,3.6078174220818576e-06,3.0900894336512044e-06,5.177279884306531e-06,0.41100085721534213,0.4110850792652711,-0.00023257767809398144,-1.1306201401182234e-06,0.41108184868615444,-0.0002358082572106457,-1.145216685371174e-06,0.4666666666666667,0.08226353138867301
28,hybrid,0.1,3.5778488203067627e-06,3.065116426103996e-06,5.127323942027669e-06,0.40983037252342747,0.40990702104385,-0.00023745675483183293,-1.146740673854408e-06,0.40990377144702933,-0.00024070635165251986,-1.1613499570909053e-06,0.4703703703703704,0.08202889555973637
29,hybrid,0.1,3.544548016223591e-06,3.0374380436633657e-06,5.071099725602252e-06,0.40874842526644883,0.40874155280035646,-0.00024277023100394146,-1.164786179421915e-06,0.40873839292438247,-0.00024593010697793183,-1.1788687515115195e-06,0.4703703703703704,0.08179686460627208
30,hybrid,0.1,3.51595940645962e-06,3.0134840288513737e-06,5.024753776082465e-06,0.4074816048357321,0.40759640451905804,-0.0002480647730659369,-1.1823905318642154e-06,0.4075933260360115,-0.0002511432561124738,-1.1959991376977932e-06,0.4777777777777778,0.0815688938584248
31,hybrid,0.1,3.484058555277288e-06,2.986928602270435e-06,4.9712995300685274e-06,0.40624745570578086,0.40645870281238894,-0.00025331380750337473,-1.1994660292110573e-06,0.4064556700045601,-0.0002563466153321925,-1.212795926646261e-06,0.4740740740740741,0.08134240332397846
32,hybrid,0.1,3.4555828859157155e-06,2.9628971830353777e-06,4.926857028803379e-06,0.4052177078453717,0.40533523515513253,-0.00025859254656823705,-1.216561284567662e-06,0.4053322530241946,-0.00026157467750614893,-1.2295611492872996e-06,0.4740740740740741,0.08111876554034016
