epoch,stage,lambda_id,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
34,hybrid,0.1,4.496582389711269e-06,3.7300008810644236e-06,2.7622607338682054e-06,9.677401471962185e-07,7.665815086468447e-06,0.42664179465572616,0.42436149002548457,-0.0003133539237588634,-1.593876879213131e-06,0.4243588847489162,-0.00031595920032723157,-1.6053955819624868e-06,0.4740740740740741,0.08493496878984869
35,hybrid,0.1,4.459558605320868e-06,3.697557494750845e-06,2.7324384840439815e-06,9.651190107068636e-07,7.620011105700227e-06,0.4259767825094832,0.42364410811649367,-0.00031553844884729676,-1.5971261303580756e-06,0.4236416376250477,-0.00031800894029326843,-1.607872945019425e-06,0.4703703703703704,0.0847919293130682
36,hybrid,0.1,4.41936718809036e-06,3.66378686690516e-06,2.7009583121030988e-06,9.628285548020618e-07,7.555803211851999e-06,0.4252158713335691,0.4229252887797886,-0.0003175102293276888,-1.5992706482748109e-06,0.42292286413616,-0.00031993487295628453,-1.6096925501803345e-06,0.4666666666666667,0.08464855980182326
37,hybrid,0.1,4.378849950960082e-06,3.6279315927954896e-06,2.668292689506586e-06,9.596389032889042e-07,7.509183581645914e-06,0.42456045409397836,0.42221336467493736,-0.00031928080615234444,-1.600284005976707e-06,0.422210876519729,-0.0003217689613607133,-1.6109463220025913e-06,0.4703703703703704,0.08450652909621795
38,hybrid,0.1,4.347107219964085e-06,3.6000120285441376e-06,2.644154509017615e-06,9.558575195265224e-07,7.4709519141994695e-06,0.42374624684367274,0.42150021000714694,-0.0003211931466651774,-1.6019425433302231e-06,0.4214978798524183,-0.00032352330139379104,-1.6117349992450828e-06,0.4777777777777778,0.08436428063076241
39,hybrid,0.1,4.30959355993528e-06,3.568375622804334e-06,2.613465226472902e-06,9.54910396331432e-07,7.412179371309452e-06,0.4231043511074829,0.4207979236155015,-0.0003233349567157706,-1.6045301881345455e-06,0.42079565138977915,-0.0003256071824381257,-1.6139756682983228e-06,0.48148148148148145,0.08422425171444346
40,hybrid,0.1,4.278505598149053e-06,3.541371957281385e-06,2.589867863811967e-06,9.51504093469418e-07,7.371336408676671e-06,0.42232284173610324,0.42009523671680593,-0.0003256314438724317,-1.607821760025329e-06,0.420093038099189,-0.00032783006148934257,-1.616845846150655e-06,0.4888888888888889,0.08408417363213566
41,hybrid,0.1,4.244168837256708e-06,3.511290985532502e-06,2.562608966353692e-06,9.486820191788098e-07,7.328778517242062e-06,0.42169162375087615,0.41939491850231286,-0.0003280377214994745,-1.611654795018278e-06,0.4193931156597742,-0.0003298405640381197,-1.6186317361241301e-06,0.4925925925925926,0.08394459124476246
42,hybrid,0.1,4.2103432405608894e-06,3.4834015444690564e-06,2.5358626908422727e-06,9.475388536267829e-07,7.2694169609183336e-06,0.4211787471225247,0.4187015650545103,-0.00033087857001834475,-1.6174310061003658e-06,0.41869974552793127,-0.0003326980965973614,-1.624411347335978e-06,0.5037037037037037,0.08380648872490572
43,hybrid,0.1,4.177661025861137e-06,3.4538342923443182e-06,2.5104410300588524e-06,9.433932622854658e-07,7.238267335168189e-06,0.42037094327696123,0.4180098577838248,-0.00033354864345808144,-1.6222054717861029e-06,0.4180082542227047,-0.00033515220457819295,-1.628121884808824e-06,0.5037037037037037,0.08366868128545658
44,hybrid,0.1,4.150619912436933e-06,3.43068769440251e-06,2.488967042821277e-06,9.417206515812329e-07,7.199322180344238e-06,0.41973694239366044,0.4173238242108526,-0.00033641804135919884,-1.6278922685255344e-06,0.4173227092330039,-0.000337533019207914,-1.6313606877197751e-06,0.5074074074074074,0.08353204845044236
45,hybrid,0.1,4.119924873660277e-06,3.404228296192059e-06,2.4647501410587625e-06,9.394781551332961e-07,7.15696577468218e-06,0.4190231445211481,0.416649225494661,-0.00033825231465184347,-1.6287174947237824e-06,0.41664787645546314,-0.0003396013538496945,-1.6332590614722689e-06,0.5111111111111111,0.08339749556186256
46,hybrid,0.1,4.092355269359812e-06,3.380672211232036e-06,2.4434639555645773e-06,9.372082556674587e-07,7.116830581277762e-06,0.4183316906472422,0.41597372002995203,-0.00034104219483915843,-1.6340207988665945e-06,0.41597281290963134,-0.0003419493151598507,-1.6363295269080215e-06,0.5185185185185185,0.08326295244495824
47,hybrid,0.1,4.062542946838879e-06,3.3550327850041707e-06,2.4200131564224606e-06,9.350196285817094e-07,7.0751016183470895e-06,0.4176784832883098,0.4153031405144,-0.00034286671176575467,-1.634652620413255e-06,0.4153017121483907,-0.00034429507777505863,-1.639439479282558e-06,0.5148148148148148,0.08312920144523316
48,hybrid,0.1,4.035396186097381e-06,3.3321281764672094e-06,2.399556457891558e-06,9.325717185756517e-07,7.032680096301716e-06,0.41713434498115076,0.41463231816733015,-0.0003457984391643243,-1.6405779058404962e-06,0.41463115700615166,-0.00034695960034281104,-1.6439981444418936e-06,0.5148148148148148,0.0829956233212989
49,hybrid,0.1,4.008861090166322e-06,3.3092734308792814e-06,2.379616221537596e-06,9.29657209341686e-07,6.995876592870396e-06,0.4163679478117336,0.4139658661043858,-0.00034859175064128056,-1.6457268220697221e-06,0.41396479310489714,-0.0003496647501299299,-1.6486729576181604e-06,0.5185185185185185,0.08286289157100542
50,hybrid,0.1,3.9825933857089935e-06,3.2857617775310745e-06,2.3574432240579775e-06,9.28318553473097e-07,6.9683160817791924e-06,0.41571985837103737,0.4133096522111882,-0.00035111174574514736,-1.6494378301343683e-06,0.41330864004377504,-0.0003521239131583087,-1.6520592419521816e-06,0.5185185185185185,0.08273215279138667
51,hybrid,0.1,3.956954961738361e-06,3.2643201062780154e-06,2.3394955064414086e-06,9.24824599836607e-07,6.926348554603466e-06,0.41503587859144925,0.41265180380850525,-0.00035399381485284875,-1.654831741897952e-06,0.41265112628545325,-0.00035467133790484384,-1.6558471583687207e-06,0.5185185185185185,0.08260115952467162
52,hybrid,0.1,3.932767874157963e-06,3.2441495202380176e-06,2.32000837574085e-06,9.241411444971678e-07,6.886183539199456e-06,0.4144680017860726,0.4119968744603189,-0.0003569979283037372,-1.6607875218525067e-06,0.41199626821061547,-0.0003576041780071759,-1.661461585953809e-06,0.5185185185185185,0.08247077447772452
53,hybrid,0.1,3.905826875693308e-06,3.2213083125600654e-06,2.2995363954377472e-06,9.217719171223176e-07,6.845185631332422e-06,0.41379319787656144,0.41134453850277986,-0.00035977178069235283,-1.6656610081720858e-06,0.41134373545835384,-0.0003605748251183649,-1.6672221244297262e-06,0.5222222222222223,0.08234086205669444
54,hybrid,0.1,3.883524124359373e-06,3.2013806998011372e-06,2.282868559389911e-06,9.185121404112257e-07,6.821434245582369e-06,0.4131563070244811,0.41069762154597006,-0.0003627053987057538,-1.6714161646067818e-06,0.4106972212252886,-0.00036310571938719116,-1.6710427342261154e-06,0.5259259259259259,0.08221206538893516
55,hybrid,0.1,3.861881131819911e-06,3.184186168432954e-06,2.265027456776768e-06,9.191587116561855e-07,6.776949633869562e-06,0.4126163691838195,0.41006048319529315,-0.0003654161500930564,-1.6760926573860656e-06,0.4100597848641071,-0.0003661144812791006,-1.676948226978696e-06,0.5222222222222223,0.08208517986907723
56,hybrid,0.1,3.841803292389634e-06,3.1653407434739684e-06,2.250163140238679e-06,9.151776032352893e-07,6.764625489156659e-06,0.4119461083989691,0.4094244148242689,-0.000368383587381671,-1.6818595713997487e-06,0.40942411230279935,-0.0003686861088512128,-1.680822039478965e-06,0.5296296296296297,0.08195855968233011
57,hybrid,0.1,3.815962913690599e-06,3.143710259389547e-06,2.2309767977284787e-06,9.127334616610681e-07,6.722526543010526e-06,0.41138379167602546,0.408792587714932,-0.0003709512411838034,-1.6859079934733456e-06,0.40879210675066263,-0.00037143220545315936,-1.6856906504362503e-06,0.5370370370370371,0.08183270779122316
58,hybrid,0.1,3.798358614183446e-06,3.12948541528706e-06,2.2179027833566653e-06,9.115826319303944e-07,6.688731988963873e-06,0.41070529934383365,0.40816232182254664,-0.0003745226560620818,-1.694178770264191e-06,0.40816213283295044,-0.00037471164565827664,-1.6926248851709483e-06,0.5333333333333333,0.08170736889572174
59,hybrid,0.1,3.77550011991829e-06,3.110364372029904e-06,2.1999539091314537e-06,9.104104628984505e-07,6.651357478883853e-06,0.4100605815622559,0.4075287178081479,-0.0003778283533694138,-1.7013728395254236e-06,0.40752865411655215,-0.000377892044965189,-1.6992436739656609e-06,0.5444444444444444,0.08158130923230346
60,hybrid,0.1,3.7576472640093853e-06,3.094845918628078e-06,2.186010337693794e-06,9.088355809342842e-07,6.628013453813072e-06,0.40936005499685635,0.4069059732524679,-0.0003806475259564568,-1.7062685074639575e-06,0.40690569731699056,-0.00038092346143381306,-1.7050664496141062e-06,0.5481481481481482,0.08145732415568488
61,hybrid,0.1,3.7401703727880963e-06,3.079170195149316e-06,2.1729344889519733e-06,9.062357061973427e-07,6.610001776387802e-06,0.408866923726274,0.40628712405275,-0.0003843450915517743,-1.7149837677298669e-06,0.4062874334299271,-0.0003840357143746753,-1.7111609017425838e-06,0.5444444444444444,0.08133429382886036
62,hybrid,0.1,3.719172905905953e-06,3.062002800976493e-06,2.157508978744411e-06,9.04493822232082e-07,6.571701049294602e-06,0.40822260988903325,0.40566974001274386,-0.0003868312933751339,-1.7185762332715473e-06,0.4056696853559651,-0.0003868859501539035,-1.7163983204326492e-06,0.5555555555555556,0.0812113142612238
63,hybrid,0.1,3.7046693301496138e-06,3.0490600391931923e-06,2.1469212712058687e-06,9.02138767987323e-07,6.5560929095642165e-06,0.4075684888921738,0.4050549253527845,-0.00039027250564788174,-1.7261228977480663e-06,0.40505536849345875,-0.0003898293649736151,-1.7217554443274747e-06,0.5518518518518518,0.08108903957168646
64,hybrid,0.1,3.683997782722679e-06,3.032313826066684e-06,2.1319360750760593e-06,9.003777509906242e-07,6.516839566559958e-06,0.4069643304421865,0.40444658506182757,-0.0003933193772012178,-1.7320689518647559e-06,0.40444685985276246,-0.0003930445862663223,-1.7284496585957528e-06,0.5555555555555556,0.08096798088780575
65,hybrid,0.1,3.6645944201709284e-06,3.0165662440016864e-06,2.1165402376474103e-06,9.000260063542767e-07,6.480281761692414e-06,0.4064479397406721,0.40384017170999553,-0.0003966818249702131,-1.7393538579708976e-06,0.40384031378361845,-0.00039653975134729125,-1.7363051250377968e-06,0.5592592592592592,0.08084737070699315
66,hybrid,0.1,3.646037022716207e-06,2.999503655398663e-06,2.1029736519175445e-06,8.965300034811186e-07,6.465333673175441e-06,0.4058147228963584,0.4032351941214651,-0.00039902926697699126,-1.7424107942033663e-06,0.4032349841520823,-0.0003992392363597608,-1.740953169321243e-06,0.562962962962963,0.08072684467768841
67,hybrid,0.1,3.634111244335199e-06,2.990867470908561e-06,2.09474461699112e-06,8.961228539174406e-07,6.4324377342663795e-06,0.40518473449643705,0.40263144139247226,-0.00040271126449659134,-1.7510576725981465e-06,0.40263129721494934,-0.00040285544201951184,-1.7492646285414103e-06,0.5666666666666667,0.08060683053139378
68,hybrid,0.1,3.6184030046046873e-06,2.9774842274686328e-06,2.0822934882191186e-06,8.951907392495143e-07,6.4091877713605415e-06,0.4046997383659254,0.4020360644697342,-0.00040645880179823735,-1.7598879748492713e-06,0.4020359469810407,-0.0004065762904917336,-1.7579360618480866e-06,0.5703703703703704,0.0804885046543065
69,hybrid,0.1,3.6011615642441245e-06,2.962047108549189e-06,2.069578458978966e-06,8.924686495702232e-07,6.391144556949355e-06,0.4041580613335863,0.40144007164923906,-0.00040985262487808205,-1.7673962133560816e-06,0.40144011901369897,-0.00040980526041817233,-1.764698627542121e-06,0.5814814814814815,0.08036998485482343
70,hybrid,0.1,3.584319825789714e-06,2.947801018238565e-06,2.057642679813764e-06,8.901583384248012e-07,6.3651880755114865e-06,0.4035201892518071,0.40084954149574165,-0.000413428218329126,-1.7756686371683946e-06,0.40085000408715693,-0.00041296562691384153,-1.771088481151192e-06,0.5777777777777777,0.08025259394281416
71,hybrid,0.1,3.5697900766630876e-06,2.9356800044243732e-06,2.047300483380236e-06,8.883795210441373e-07,6.341100722387145e-06,0.4029898704665279,0.40026746075979724,-0.0004163943398210468,-1.7812798956462809e-06,0.400267683553425,-0.000416171546193278,-1.7777653391301313e-06,0.5814814814814815,0.08013677101992366
72,hybrid,0.1,3.558381307302015e-06,2.9270985199617366e-06,2.0390208715652428e-06,8.88077648396494e-07,6.312827873402781e-06,0.40231904635533366,0.3996808159785984,-0.0004201811671052935,-1.7901376009655558e-06,0.39968114410992794,-0.0004198530357757413,-1.7862589831286026e-06,0.5851851851851851,0.08002019942914074
73,hybrid,0.1,3.5406786721849483e-06,2.911543427530376e-06,2.0259997095249705e-06,8.855437180054058e-07,6.29135244654572e-06,0.4017958989827678,0.3991037482528901,-0.0004232177040972007,-1.796265079722476e-06,0.39910417699277706,-0.00042278896421021894,-1.791838922770943e-06,0.5777777777777777,0.07990539319139746
74,hybrid,0.1,3.5289595548839107e-06,2.9016834925651606e-06,2.0173400601188804e-06,8.843434324462801e-07,6.272760623187501e-06,0.40123114347310257,0.3985258146967335,-0.00042707194841334895,-1.8054533005768848e-06,0.3985266674882304,-0.00042621915691642975,-1.799304326967246e-06,0.5777777777777777,0.07979057732902936
75,hybrid,0.1,3.5156908441067883e-06,2.8911553572577306e-06,2.0080689272267142e-06,8.830864300310166e-07,6.245354868490571e-06,0.4005957896476617,0.3979477735606079,-0.0004306299370533395,-1.8135420430347832e-06,0.3979484501109636,-0.0004299533866976568,-1.8081438289227914e-06,0.5740740740740741,0.07967568069953225
76,hybrid,0.1,3.5035098664936186e-06,2.8814130917882592e-06,1.9991881696777445e-06,8.822249221105148e-07,6.22096774705359e-06,0.4000639156647172,0.3973821707554882,-0.0004339068522100087,-1.8207994304698266e-06,0.397382853737566,-0.00043322387013222663,-1.8150931407598706e-06,0.5777777777777777,0.07956321552153965
77,hybrid,0.1,3.489661476762478e-06,2.8695408784750233e-06,1.9892822325371295e-06,8.802586459378936e-07,6.201205982874544e-06,0.39954696283090474,0.3968105111774267,-0.0004373815090714661,-1.8284277867161493e-06,0.39681093135864615,-0.0004369613278520368,-1.823953141780806e-06,0.5888888888888889,0.07944957853729963
78,hybrid,0.1,3.476861517003842e-06,2.8586843287613735e-06,1.98044014663233e-06,8.78244182129043e-07,6.181771882424691e-06,0.3988644888895688,0.3962398296376622,-0.0004408841598541047,-1.83607994479212e-06,0.3962403302037116,-0.00044038359380471626,-1.8314830062670794e-06,0.5888888888888889,0.07933614275950326
79,hybrid,0.1,3.467554340823546e-06,2.8515820301591433e-06,1.9736083179320886e-06,8.779737122270542e-07,6.159723106644032e-06,0.3983692715866838,0.39567056997112643,-0.00044505259375438033,-1.8465228430931567e-06,0.39567120496243474,-0.00044441760244606776,-1.8413352033220067e-06,0.6,0.07922312451297617
80,hybrid,0.1,3.4533341366319397e-06,2.8387014649273836e-06,1.9633116951095223e-06,8.753897698178612e-07,6.146326717045555e-06,0.39770254946564526,0.39511164383792674,-0.00044834763104617537,-1.8535389078469609e-06,0.3951120996883854,-0.0004478917805875171,-1.849058369864879e-06,0.6,0.07911199829379459
81,hybrid,0.1,3.4415285080349406e-06,2.829406924901058e-06,1.954797776239616e-06,8.746091486614419e-07,6.12121583133882e-06,0.39733985232643076,0.3945537347134021,-0.0004521708485041853,-1.862861819519764e-06,0.3945543476770273,-0.00045155788487899473,-1.8576469415494505e-06,0.6074074074074074,0.07900118111238126
82,hybrid,0.1,3.4342342432510816e-06,2.824175697035834e-06,1.950135902474405e-06,8.740397945614286e-07,6.1005854621524825e-06,0.3966914114477079,0.39400137862530193,-0.0004560801176598517,-1.8721654126100263e-06,0.3940022276061504,-0.00045523113681139593,-1.8659907818484203e-06,0.6074074074074074,0.07889149174859236
83,hybrid,0.1,3.4220431615669354e-06,2.8131175199702135e-06,1.941810690100162e-06,8.713068298700523e-07,6.0892564159672145e-06,0.3961981365553561,0.3934485328088287,-0.00046005586339986637,-1.881950716104276e-06,0.3934496692745604,-0.00045891939766817824,-1.874524370392989e-06,0.6111111111111112,0.07878171773444571
84,hybrid,0.1,3.408291833677272e-06,2.8019025162122144e-06,1.9328432043674107e-06,8.690593118448037e-07,6.0638931746505676e-06,0.3955193543226118,0.3928913673766835,-0.000463455339944574,-1.8892581366788432e-06,0.39289230674415476,-0.00046251597247332077,-1.882896191212637e-06,0.6111111111111112,0.07867096454332562
85,hybrid,0.1,3.400397581104594e-06,2.7957780572269806e-06,1.9267080116193887e-06,8.690700456075921e-07,6.046195238776136e-06,0.39508535089262675,0.39234362414224355,-0.00046722870901594327,-1.8980591974630812e-06,0.39234463010970205,-0.0004662227415574427,-1.8915649363306932e-06,0.6148148148148148,0.0785621705702519
