epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_main_traj_contract_loss,train_mean_midpoint_reconstruction_shift_norm,train_mean_continuation_reevaluation_shift_norm,train_mean_semigroup_endpoint_closure_residual_norm,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
20,hybrid,0.1,0.5,0.2,0.1,5.3421396626784075e-06,4.2579498545512585e-06,3.2396373010725653e-06,1.0183125534786934e-06,8.183097059163218e-06,1.315567830714169e-06,4.3015277296535616e-07,2.658801022108269e-07,0.000664683203306407,5.947200277483608e-06,0.0019387579083809316,0.43705792929245246,0.434985291623381,-0.0002940192976556566,-1.5857276602025661e-06,0.43498195960400576,-0.0002973513170309028,-1.602367720493367e-06,0.3592592592592593,0.08705586218420733
21,hybrid,0.1,0.5,0.2,0.1,5.284693932193712e-06,4.208786933102271e-06,3.1947597649071846e-06,1.014027168195087e-06,8.123383713766146e-06,1.3022559892284214e-06,4.299968258256655e-07,2.635686277148263e-07,0.0006611371653474703,5.918983434865984e-06,0.0019284738777568314,0.4362336990902846,0.4341939859445387,-0.00029485230170755994,-1.5851031548150317e-06,0.4341908678725044,-0.00029797037374185154,-1.6004929500255103e-06,0.37037037037037035,0.08689776764924925
22,hybrid,0.1,0.5,0.2,0.1,5.216595194673212e-06,4.154153759723849e-06,3.1420088867756933e-06,1.0121448729481566e-06,8.023680466953512e-06,1.2829440079240123e-06,4.2981003584216455e-07,2.600733882540105e-07,0.000657088406689876,5.88723044850049e-06,0.0019179314326176991,0.4355099303681508,0.43340778580703154,-0.00029597481473514486,-1.585620989112067e-06,0.43340486369994835,-0.0002988969218183368,-1.5998915930680075e-06,0.37777777777777777,0.08674075212435334
23,hybrid,0.1,0.5,0.2,0.1,5.159365730668979e-06,4.107932021993638e-06,3.0994235464454394e-06,1.0085084755482e-06,7.942315524858654e-06,1.266902055171297e-06,4.2963330725542453e-07,2.5720215618947427e-07,0.0006534151840497923,5.852598482216177e-06,0.0019082539908539305,0.43468619797495656,0.43262592511917725,-0.00029791442493515286,-1.5899134384920284e-06,0.43262334024445215,-0.0003004992996602507,-1.6023499185194691e-06,0.3925925925925926,0.08658476790882248
24,hybrid,0.1,0.5,0.2,0.1,5.096297240480073e-06,4.055780176665226e-06,3.050468520116512e-06,1.0053116565487135e-06,7.862235019321846e-06,1.2505241954667451e-06,4.2946915880412253e-07,2.542935618826612e-07,0.0006494178431744782,5.814964364986576e-06,0.001897346435450482,0.43395856953424444,0.43185323993736946,-0.00029919591120985967,-1.5905149413099058e-06,0.43185054218098307,-0.0003018936675962536,-1.6034962078909434e-06,0.40370370370370373,0.08643048716971585
25,hybrid,0.1,0.5,0.2,0.1,5.039199272247983e-06,4.009342218029509e-06,3.006433579808502e-06,1.0029086382210074e-06,7.78334140076832e-06,1.2353242905504728e-06,4.292872782418301e-07,2.5152291414164133e-07,0.0006463735414795208,5.796580910183026e-06,0.001889477526898615,0.43321143566509646,0.431083066173069,-0.0003003797687726184,-1.5906082924845965e-06,0.4310804256494716,-0.0003030202923700598,-1.6031914235395406e-06,0.4148148148148148,0.08627668918836832
26,hybrid,0.1,0.5,0.2,0.1,4.985935339654214e-06,3.964155481479243e-06,2.9663905971380026e-06,9.9776488434124e-07,7.724236358521282e-06,1.2230347343592927e-06,4.291329888936561e-07,2.493562223228431e-07,0.0006432271837866258,5.764062804887918e-06,0.001880822727663244,0.43248454178757384,0.4303220210349954,-0.0003016035343120782,-1.5906044925061982e-06,0.4303194889467191,-0.0003041356225883529,-1.6025325965059222e-06,0.4222222222222222,0.08612472491386149
27,hybrid,0.1,0.5,0.2,0.1,4.928834641012311e-06,3.9176437087601715e-06,2.923557852696676e-06,9.940858560634956e-07,7.64648045601478e-06,1.2073279361724504e-06,4.289625376883513e-07,2.465428866506608e-07,0.0006396045218711017,5.732431726778064e-06,0.0018710159022746861,0.43172264402702043,0.42956096881800176,-0.0003029558676195254,-1.591105879115485e-06,0.42955865955034317,-0.00030526513527812105,-1.6017730002713775e-06,0.42592592592592593,0.08597278493712426
28,hybrid,0.1,0.5,0.2,0.1,4.87901700189064e-06,3.877908996206438e-06,2.8841097872431028e-06,9.937992089633354e-07,7.571603409216593e-06,1.193161389630836e-06,4.2880057425998077e-07,2.439476647625428e-07,0.0006367931095775356,5.7119645696730035e-06,0.0018638237233436154,0.4309244707787265,0.42880884933857816,-0.00030435085527458217,-1.5913299189787523e-06,0.42880637740354816,-0.0003068227903045839,-1.602811676486998e-06,0.43703703703703706,0.08582264003877055
29,hybrid,0.1,0.5,0.2,0.1,4.82750590908916e-06,3.836553105003398e-06,2.8468427306693087e-06,9.897103743340886e-07,7.4964664787573405e-06,1.1785836121555346e-06,4.286265107297979e-07,2.413061562100284e-07,0.000633667581207991,5.685762297448845e-06,0.0018557158271597398,0.430265777826611,0.42805430867647304,-0.0003065119605271116,-1.5953665446136862e-06,0.4280520845084789,-0.00030873612852122534,-1.6055241714860646e-06,0.4444444444444444,0.08567216412740003
30,hybrid,0.1,0.5,0.2,0.1,4.783355610597605e-06,3.799996484317641e-06,2.812831975829709e-06,9.871645084879321e-07,7.440809640282715e-06,1.167294348290681e-06,4.284688893773236e-07,2.3927816225169294e-07,0.0006310668338627052,5.661428305572446e-06,0.0018486245017667476,0.42946824255443367,0.42730465914223836,-0.00030827979013298146,-1.5972099641451017e-06,0.42730277594851046,-0.00031016298386088437,-1.6055358271443824e-06,0.4444444444444444,0.08552258778647427
31,hybrid,0.1,0.5,0.2,0.1,4.7336723411546585e-06,3.759917286436265e-06,2.7749633215257884e-06,9.849539649104765e-07,7.369322022590658e-06,1.15390796768999e-06,4.283103809645241e-07,2.368228524593278e-07,0.000628354968709436,5.642725755867461e-06,0.0018418227761440521,0.42873800914728105,0.42656594842376955,-0.00030984501931563546,-1.5978365037453866e-06,0.4265638855265239,-0.0003119079165612715,-1.6070488807789953e-06,0.45555555555555555,0.08537515868861703
32,hybrid,0.1,0.5,0.2,0.1,4.690313907669337e-06,3.724118750049729e-06,2.741406342050031e-06,9.827124079996974e-07,7.3137681619927414e-06,1.142871506113695e-06,4.281567223774814e-07,2.3481834142033404e-07,0.0006260220837207007,5.62559594463324e-06,0.0018355139634862057,0.42805415633885124,0.4258312940081688,-0.0003116203461849265,-1.5993962871756239e-06,0.4258292691542276,-0.0003136452001261669,-1.6083638468182635e-06,0.4666666666666667,0.08522858287087075
33,hybrid,0.1,0.5,0.2,0.1,4.64385247061499e-06,3.6867959030515158e-06,2.706495357822014e-06,9.803005452295018e-07,7.245753419148605e-06,1.130201625516694e-06,4.279878995159932e-07,2.324812256486131e-07,0.0006235994024492229,5.60642858356791e-06,0.001829528729955778,0.4273714139278966,0.4251019894664483,-0.00031378809726340107,-1.6027043280146286e-06,0.42510007999312854,-0.00031569757058313996,-1.6110403697403692e-06,0.4740740740740741,0.08508315551274234
34,hybrid,0.1,0.5,0.2,0.1,4.6019411305171795e-06,3.652118350947983e-06,2.674896893204593e-06,9.772214577433904e-07,7.192746120811863e-06,1.1195642065349104e-06,4.278348805219186e-07,2.3054816748800986e-07,0.0006213415414076742,5.590018306323502e-06,0.001823398940208204,0.4266550218539818,0.4243720425161448,-0.00031586781805659214,-1.6056310076218415e-06,0.4243705188071981,-0.00031739152700327455,-1.611910767331231e-06,0.4740740740740741,0.08493758206684028
35,hybrid,0.1,0.5,0.2,0.1,4.5628908346570845e-06,3.62012220873598e-06,2.645105009873004e-06,9.750171988629763e-07,7.140258407860104e-06,1.1096938303220277e-06,4.2768963347534926e-07,2.2874278513509346e-07,0.0006192487053301362,5.572719827561126e-06,0.0018181142505133644,0.4259922485440347,0.4236558896883005,-0.000318069158876666,-1.6088658435776102e-06,0.4236545310392155,-0.0003194278079616253,-1.614256373207103e-06,0.4703703703703704,0.08479479176943543
36,hybrid,0.1,0.5,0.2,0.1,4.52096885905784e-06,3.5875144174206044e-06,2.6138907996047255e-06,9.7362361781588e-07,7.070916900465838e-06,1.0968937810420724e-06,4.2752719304704574e-07,2.2636275159065097e-07,0.0006169662533864454,5.557348793477949e-06,0.00181247904616448,0.42523269778724304,0.4229383174693858,-0.0003200732462167455,-1.6110773994140216e-06,0.4229370346275412,-0.0003213560880613864,-1.6160280948276451e-06,0.4666666666666667,0.08465167814312051
37,hybrid,0.1,0.5,0.2,0.1,4.478698927108076e-06,3.5523318923731226e-06,2.5816992104479408e-06,9.70632681925182e-07,7.0185175953020284e-06,1.0867882187800641e-06,4.273737472538021e-07,2.2451527520475133e-07,0.0006148476493229171,5.541052166068857e-06,0.0018070720887135242,0.42457901902847245,0.4222276464487754,-0.00032189326710230226,-1.6122382793635364e-06,0.4222263304306394,-0.00032320928523832393,-1.6173147195411807e-06,0.4703703703703704,0.08450990794317555
38,hybrid,0.1,0.5,0.2,0.1,4.44543970798753e-06,3.5250747966559135e-06,2.557821748696297e-06,9.67253047959617e-07,6.974538948760736e-06,1.0780010834861297e-06,4.2723340444523255e-07,2.22911016455543e-07,0.0006130233449526767,5.528355779574069e-06,0.0018020435635643524,0.4237663872458513,0.4215159428546179,-0.00032382010907489045,-1.6138667149258486e-06,0.421514814417335,-0.0003249485463577839,-1.617963752003639e-06,0.4777777777777778,0.08436795259273856
39,hybrid,0.1,0.5,0.2,0.1,4.406790645913244e-06,3.4948137390232082e-06,2.5278078268609903e-06,9.670059121622181e-07,6.911621373495574e-06,1.0668613890929275e-06,4.270737942598422e-07,2.20814769540478e-07,0.0006111669193139879,5.514945676077591e-06,0.0017978070372064905,0.4231261327877293,0.42081505672398223,-0.00032598820503537684,-1.6164884259950625e-06,0.4208140157970308,-0.00032702913198678907,-1.6201302709553471e-06,0.48518518518518516,0.08422820898580352
40,hybrid,0.1,0.5,0.2,0.1,4.3746560368970045e-06,3.468811293152493e-06,2.504658358081479e-06,9.641529350710138e-07,6.866074299505548e-06,1.058413294246268e-06,4.269308293850361e-07,2.1923731379395698e-07,0.0006096689741028995,5.508052577833029e-06,0.0017940573864441388,0.42234601385712195,0.4201139680245033,-0.00032829802478123726,-1.6197502164342628e-06,0.42011303026331354,-0.0003292357859709938,-1.622863595148198e-06,0.4888888888888889,0.0840884532098569
41,hybrid,0.1,0.5,0.2,0.1,4.339155572495786e-06,3.4397179750194347e-06,2.4780896282057427e-06,9.61628346813692e-07,6.8189382424217585e-06,1.04918080656612e-06,4.2678452990134214e-07,2.175437732341758e-07,0.0006077890216930859,5.494292483817751e-06,0.0017890902106791177,0.4217160767864425,0.41941549337069334,-0.0003306729364531136,-1.6233194523003816e-06,0.4194149789899554,-0.00033118731719106176,-1.6242899373548425e-06,0.4962962962962963,0.08394923326142929
42,hybrid,0.1,0.5,0.2,0.1,4.304723690466622e-06,3.41357190308156e-06,2.4521573366026993e-06,9.614145664788605e-07,6.756625539054638e-06,1.0383145624979757e-06,4.266350106934697e-07,2.1548923347959744e-07,0.0006060898434699511,5.4807411743271575e-06,0.0017854635915153533,0.4212046533126415,0.4187240263503639,-0.0003335059747517355,-1.628958849744875e-06,0.4187235238484724,-0.00033400847664322164,-1.6298334094635189e-06,0.5037037037037037,0.08381150646502313
43,hybrid,0.1,0.5,0.2,0.1,4.2712293506110985e-06,3.3848950420972805e-06,2.4274963208294395e-06,9.573987212678412e-07,6.721160031549927e-06,1.031480959509095e-06,4.2649317458818643e-07,2.1421830535882533e-07,0.0006048335971527137,5.476526339324178e-06,0.0017820666301131681,0.42039887682311755,0.41803441595000845,-0.00033615111945378695,-1.633518511587632e-06,0.418034157914724,-0.0003364091547382597,-1.6332315640692056e-06,0.5111111111111111,0.08367411341389244
44,hybrid,0.1,0.5,0.2,0.1,4.243503115358795e-06,3.3628899462136295e-06,2.4069438041795514e-06,9.559461420340784e-07,6.678412028137023e-06,1.0238196882507246e-06,4.2634373683857383e-07,2.1277196633146337e-07,0.0006036200528396345,5.4703778941764385e-06,0.0017793007490081191,0.4197665247760208,0.4173507105891143,-0.0003389573636888854,-1.6387808440591304e-06,0.41735096746011285,-0.00033870049269035807,-1.635961832890969e-06,0.5111111111111111,0.08353793359056064
45,hybrid,0.1,0.5,0.2,0.1,4.2123328512236965e-06,3.33780231898027e-06,2.3835151393140545e-06,9.542871796662156e-07,6.6329306081826725e-06,1.0156894906672153e-06,4.262139483816155e-07,2.1123747142515878e-07,0.0006022351762297554,5.46236026878079e-06,0.0017760048613676073,0.4190575616943092,0.4166774471686859,-0.00034088851234725936,-1.6399645040706074e-06,0.4166775009780656,-0.0003408347029675296,-1.638111031829903e-06,0.5111111111111111,0.08340366713620663
46,hybrid,0.1,0.5,0.2,0.1,4.184490976549236e-06,3.3157013510375322e-06,2.3633013052462954e-06,9.524000457912368e-07,6.590002873472649e-06,1.0080888620003583e-06,4.2606016958336993e-07,2.0978933816443759e-07,0.0006011861964806116,5.4597698464777544e-06,0.0017737115124741743,0.4183659669647435,0.4160042385071906,-0.00034364051285473707,-1.644956311033861e-06,0.4160047624560376,-0.00034311656400770607,-1.640778497326409e-06,0.5185185185185185,0.08326957580400907
47,hybrid,0.1,0.5,0.2,0.1,4.154297608756874e-06,3.2915022915204773e-06,2.3405628191222633e-06,9.509394723982136e-07,6.5456363615876695e-06,9.99707486331692e-07,4.2594092344309286e-07,2.0823168107763016e-07,0.0005995876465090696,5.448175683733092e-06,0.0017696229231878298,0.41771676008254605,0.4153350579568795,-0.00034558774183374164,-1.646079898999747e-06,0.41533509160077126,-0.00034555409794201353,-1.6442740579091246e-06,0.5185185185185185,0.08313612913974265
48,hybrid,0.1,0.5,0.2,0.1,4.127194411040799e-06,3.2703218323253088e-06,2.321366450424136e-06,9.489553819011728e-07,6.501181615260654e-06,9.920195166960913e-07,4.2578764927015094e-07,2.0675441718942503e-07,0.0005986085951060516,5.443684524669488e-06,0.0017676405034379734,0.41717247307924704,0.41466669080183194,-0.00034848583422630863,-1.651725353251965e-06,0.41466701861900795,-0.0003481580170502929,-1.6484683009076637e-06,0.5185185185185185,0.08300303532721165
49,hybrid,0.1,0.5,0.2,0.1,4.10049695004904e-06,3.248886767947983e-06,2.302403943198076e-06,9.464828247499073e-07,6.461950819880634e-06,9.849158753389817e-07,4.2565617698507376e-07,2.054151001129936e-07,0.0005974621033131542,5.437991595916179e-06,0.0017649065707458524,0.4164088225698535,0.41400260836355846,-0.00035127589719519126,-1.6567447557269774e-06,0.4140030523876189,-0.0003508318731347271,-1.6529248624957418e-06,0.5185185185185185,0.08287077685215073
50,hybrid,0.1,0.5,0.2,0.1,4.073999487782557e-06,3.2264908277516196e-06,2.281300326134643e-06,9.451905016169766e-07,6.431590851048529e-06,9.792627071403947e-07,4.2552744087731014e-07,2.0434957492608388e-07,0.0005964278831582197,5.43409540496947e-06,0.001762274876708617,0.4157646685947779,0.413348469426229,-0.00035382820905521806,-1.6604915660716282e-06,0.4133490034248636,-0.00035329421042062936,-1.656254267547744e-06,0.5222222222222223,0.08274045952705684
51,hybrid,0.1,0.5,0.2,0.1,4.048469507991897e-06,3.2067654255656327e-06,2.2645857976334218e-06,9.421796279322112e-07,6.388036830501524e-06,9.7164861240614e-07,4.2538404005927754e-07,2.0290039937611107e-07,0.0005953326305480944,5.42730046059e-06,0.00175991018103362,0.41508217583816354,0.41269323265619723,-0.0003566802229189592,-1.6656219659068154e-06,0.4126941283041545,-0.000355784574961715,-1.65969793577671e-06,0.5222222222222223,0.08260998257582323
52,hybrid,0.1,0.5,0.2,0.1,4.024790991290807e-06,3.1885469637010598e-06,2.2462502026480636e-06,9.42296761052996e-07,6.346911676218918e-06,9.648191985515839e-07,4.2525097120004075e-07,2.0155285996785568e-07,0.0005947570914490742,5.429885738034423e-06,0.001759008590105117,0.4145158919245858,0.41204091658614733,-0.0003596714483538599,-1.6714169193034613e-06,0.4120419118343402,-0.0003586762001610011,-1.6650631308256863e-06,0.5185185185185185,0.08248011760690023
53,hybrid,0.1,0.5,0.2,0.1,3.9980874568859636e-06,3.167477712525655e-06,2.2270796475348714e-06,9.403980649907841e-07,6.3048398843843755e-06,9.573084622783856e-07,4.2511467710447775e-07,2.0012575592187062e-07,0.000593637037400423,5.421521865341657e-06,0.0017564896239986813,0.41384492892992253,0.41139109253196754,-0.0003624859625537269,-1.6763696987718288e-06,0.4113919193690223,-0.00036165912549895873,-1.6708158641705773e-06,0.5222222222222223,0.08235071569890424
54,hybrid,0.1,0.5,0.2,0.1,3.975823918393178e-06,3.1487231401146486e-06,2.2116027848721645e-06,9.371203552424833e-07,6.278788885019849e-06,9.525044563778412e-07,4.2498963069903335e-07,1.9922188977654536e-07,0.0005927716795774548,5.419578252831979e-06,0.0017543468415641874,0.4132103579027654,0.41074704597347406,-0.0003653854955699698,-1.6818287045123877e-06,0.4107483013598644,-0.00036413010917962785,-1.6742672287797789e-06,0.5259259259259259,0.08222248629380881
55,hybrid,0.1,0.5,0.2,0.1,3.9548131724526965e-06,3.133610932412838e-06,2.1949943940410565e-06,9.386165383717822e-07,6.23400460693699e-06,9.453602195475385e-07,4.248559241750792e-07,1.9780177934615895e-07,0.0005922410034634202,5.421827084668053e-06,0.0017538615485596727,0.41267422206155074,0.410112059506359,-0.00036817594930588227,-1.6867350007826595e-06,0.41011304655708036,-0.0003671888985845029,-1.680311146885679e-06,0.5296296296296297,0.08209604709113297
56,hybrid,0.1,0.5,0.2,0.1,3.934708583493355e-06,3.1155799199343358e-06,2.181264966303161e-06,9.343149536311751e-07,6.219077658528288e-06,9.421828332288254e-07,4.2473585722401733e-07,1.9722089770619086e-07,0.0005915309580755001,5.41840219925592e-06,0.0017517819290321702,0.41200530176572103,0.4094788911330139,-0.0003711115104673146,-1.6922131468694545e-06,0.40948030085715387,-0.00036970178632733663,-1.68381981895219e-06,0.5333333333333333,0.08197000052869624
