epoch,stage,lambda_id,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
12,hybrid,0.1,4.629415803392647e-06,3.955648704950292e-06,2.2295790840266e-06,1.726069620923693e-06,6.737670984423549e-06,0.4315710367101122,0.43088266869768355,-0.00015371184033413643,-8.113241666112545e-07,0.43087741149816605,-0.0001589690398516308,-8.379756210413986e-07,0.2814814814814815,0.08620727610760354
13,hybrid,0.1,4.589925315159824e-06,3.921082854390239e-06,2.210028328122976e-06,1.711054526267263e-06,6.6884246076958445e-06,0.42998114257283476,0.42938419963077706,-0.00015830386147380748,-8.328223252602757e-07,0.42937901657982763,-0.00016348691242323854,-8.589232585240328e-07,0.3111111111111111,0.08590850069845017
14,hybrid,0.1,4.554136348194219e-06,3.8904472012290755e-06,2.191368713551689e-06,1.6990784876773862e-06,6.636891469651442e-06,0.42845969975869735,0.4279271642742515,-0.00016280476337959815,-8.531910405899638e-07,0.42792204381701077,-0.000167925220620313,-8.78822526173583e-07,0.3296296296296296,0.08561799380752622
15,hybrid,0.1,4.5203172586767195e-06,3.861855462478897e-06,2.1758668486391035e-06,1.6859886138397935e-06,6.584617961978221e-06,0.42704817087662245,0.4265144506358844,-0.00016726412096002008,-8.728437896632097e-07,0.4265093575628063,-0.00017235719403813077,-8.981648668518775e-07,0.35555555555555557,0.08533634295136888
16,hybrid,0.1,4.489982021486865e-06,3.836176600055462e-06,2.1588629056607033e-06,1.6773136943947584e-06,6.5380542143140335e-06,0.42560666959546545,0.4251264244343152,-0.0001718698948889319,-8.927568496610997e-07,0.4251214015777264,-0.00017689275147775296,-9.175607276598521e-07,0.37037037037037035,0.08505965886584083
17,hybrid,0.1,4.453377640212312e-06,3.8047018732899132e-06,2.140810199823278e-06,1.6638916734666351e-06,6.486757669223986e-06,0.42420461185358144,0.4237658352877628,-0.0001768082702010565,-9.138694685363222e-07,0.4237609397721398,-0.00018170378582405,-9.378525801173804e-07,0.37037037037037035,0.08478852871159277
18,hybrid,0.1,4.4221669152216195e-06,3.7786651644016628e-06,2.1239515385402093e-06,1.6547136258614533e-06,6.435017508199561e-06,0.42273237668082037,0.4224244862159667,-0.00018129372025177393,-9.321995388744209e-07,0.422419615145478,-0.00018616479074046177,-9.558981123277733e-07,0.37777777777777777,0.08452115598724369
19,hybrid,0.1,4.388519598253267e-06,3.751274542300282e-06,2.108086634821028e-06,1.6431879074792545e-06,6.372450559529838e-06,0.42149175808454303,0.42110398276574496,-0.0001860571418616508,-9.514921756492061e-07,0.42109919482777,-0.00019084507983663235,-9.746071561326836e-07,0.3962962962962963,0.08425800798152132
20,hybrid,0.1,4.354097509802072e-06,3.7221219864217168e-06,2.0916323493675877e-06,1.6304896370541285e-06,6.319755233803551e-06,0.42016112966137165,0.41980317591424465,-0.00019038456011877258,-9.681657571426392e-07,0.4197983650489297,-0.00019519542543372514,-9.912287462278695e-07,0.4148148148148148,0.08399871209487268
21,hybrid,0.1,4.322485042532502e-06,3.6954205808114914e-06,2.07619657108897e-06,1.619224009722521e-06,6.270644617210116e-06,0.4187212107859229,0.4185167471941646,-0.00019512346815686588,-9.864908999272825e-07,0.4185119614313373,-0.00019990923098417435,-1.0092549542512364e-06,0.43333333333333335,0.0837423741324643
22,hybrid,0.1,4.290309154826126e-06,3.6684427685944727e-06,2.062554898060297e-06,1.6058878705341767e-06,6.218663862316528e-06,0.417480759766078,0.41725057263387816,-0.00019959240966632708,-1.0029594742841505e-06,0.4172457667309304,-0.0002043983126140958,-1.0256798025518e-06,0.44814814814814813,0.0834900330087089
23,hybrid,0.1,4.261246541564854e-06,3.6446593758543413e-06,2.048339718153493e-06,1.596319657700849e-06,6.165871657105123e-06,0.4162086734720181,0.4159986337272475,-0.00020454612970549624,-1.0214503112034219e-06,0.41599386459246923,-0.00020931526448375593,-1.0438351701754997e-06,0.44074074074074077,0.0832406359713906
24,hybrid,0.1,4.2303022950177965e-06,3.618581484997331e-06,2.0309828303199628e-06,1.5875986546773683e-06,6.117208100204645e-06,0.4148566287277017,0.4147650465443434,-0.0002093183567888346,-1.0388036597449527e-06,0.41476032381388656,-0.0002140410872456533,-1.0607969216466133e-06,0.43703703703703706,0.08299487298022644
25,hybrid,0.1,4.204534548515719e-06,3.597338656425362e-06,2.0183642521216097e-06,1.5789744043037523e-06,6.071958920903574e-06,0.41362450876196294,0.41354420848652124,-0.00021431131767984946,-1.0568651044478607e-06,0.4135395638143843,-0.00021895598981680475,-1.0783293457440688e-06,0.4444444444444444,0.08275170396084021
26,hybrid,0.1,4.1757452215147895e-06,3.57351269004902e-06,2.005241166819227e-06,1.568271523229793e-06,6.0223253146576915e-06,0.4123474707338133,0.41234012256346547,-0.00021913635269144027,-1.0737466657744648e-06,0.4123354966233771,-0.00022376229277981663,-1.09497268289995e-06,0.45555555555555555,0.08251185178323138
27,hybrid,0.1,4.148817409922009e-06,3.5520176102977577e-06,1.992394160113624e-06,1.5596234501841344e-06,5.967997996242497e-06,0.41106602852950375,0.4111491352427842,-0.00022378244937276692,-1.089481115794708e-06,0.4111444861345898,-0.00022843155756713251,-1.1106757834428984e-06,0.4666666666666667,0.0822745835384314
28,hybrid,0.1,4.12230163195606e-06,3.5296645047015926e-06,1.9807516946416737e-06,1.5489128100599189e-06,5.926371272544664e-06,0.4099006426950608,0.4099762592129912,-0.00022852808892365184,-1.1052270284193086e-06,0.4099715511713829,-0.00023323613053194414,-1.1265717719368198e-06,0.4703703703703704,0.08204095746038297
29,hybrid,0.1,4.0993904425973504e-06,3.5119094045675714e-06,1.9669161058764564e-06,1.5449932986911142e-06,5.874810380297796e-06,0.4088275000534544,0.4088156086230226,-0.00023382239244285064,-1.1234714547999594e-06,0.4088109527854299,-0.0002384782300355326,-1.1444135452348008e-06,0.4703703703703704,0.08180988620309308
30,hybrid,0.1,4.070894472175478e-06,3.487381316949216e-06,1.954914533728039e-06,1.532466783221177e-06,5.8351315522626145e-06,0.4075658256255938,0.40767562487957604,-0.0002390877094667343,-1.141231622876879e-06,0.40767101371258807,-0.000243698876454701,-1.161817826460319e-06,0.4703703703703704,0.08158294251780855
31,hybrid,0.1,4.044999007729351e-06,3.4665155484943486e-06,1.9436493719595384e-06,1.5228661765348092e-06,5.7848345923500315e-06,0.4063373513197373,0.40654362471182565,-0.00024427272643740006,-1.1582714950539416e-06,0.40653902376762363,-0.0002488736706394157,-1.1786899296722388e-06,0.4703703703703704,0.08135757948765261
32,hybrid,0.1,4.019064316877382e-06,3.444697949738735e-06,1.9297431857310316e-06,1.5149547640077028e-06,5.743663671386469e-06,0.4053142266777544,0.4054260392270447,-0.00024952467735483985,-1.1755225174677581e-06,0.40542145387936623,-0.00025411002503328284,-1.195718400217845e-06,0.4777777777777778,0.08113511278087991
33,hybrid,0.1,4.0014522790343065e-06,3.4315362260027834e-06,1.9207097752316805e-06,1.5108264507711028e-06,5.69916053031523e-06,0.40413047593915347,0.4043192659474321,-0.000254916127487681,-1.193117753286641e-06,0.40431471653162016,-0.0002594655432996418,-1.2130121782099007e-06,0.4777777777777778,0.08091483641498397
34,hybrid,0.1,3.974380946029766e-06,3.4090976084918846e-06,1.9089954902111672e-06,1.5001021182807174e-06,5.652833375378816e-06,0.4030912552251153,0.40322623382053685,-0.0002602771723770325,-1.2103508088026583e-06,0.403221715890009,-0.00026479510290489117,-1.2299694463779084e-06,0.48148148148148145,0.08069730219858277
35,hybrid,0.1,3.946748246897828e-06,3.385176354917662e-06,1.8946675859238219e-06,1.4905087689938407e-06,5.615718919801664e-06,0.40184976926236454,0.402144535436361,-0.00026545906189290314,-1.226642664607625e-06,0.40213998561223147,-0.00027000888602241035,-1.2462488662565087e-06,0.4925925925925926,0.08048199889965077
36,hybrid,0.1,3.925801932976591e-06,3.3679013065379704e-06,1.8845435971121872e-06,1.4833577094257838e-06,5.5790062643862065e-06,0.4006862689341492,0.401078815919687,-0.0002707572041940609,-1.2431541736101592e-06,0.40107427184874933,-0.0002753012751317563,-1.2626134109168714e-06,0.5,0.08026991462477623
37,hybrid,0.1,3.906747505791385e-06,3.353293374645423e-06,1.8745048498358328e-06,1.4787885248095903e-06,5.534541311459611e-06,0.3996700368547537,0.4000260731659803,-0.00027633382887343183,-1.2607428844640391e-06,0.4000215775254563,-0.0002808294693974478,-1.2798610333896604e-06,0.5111111111111111,0.08006048139897075
38,hybrid,0.1,3.8842824894735055e-06,3.335007211510463e-06,1.8656001920458531e-06,1.4694070194646099e-06,5.492752779630425e-06,0.398553031743822,0.39898541418532674,-0.00028139609784083586,-1.275733635028233e-06,0.3989808479933471,-0.0002859622898204739,-1.2950773651492604e-06,0.5148148148148148,0.07985336205663351
39,hybrid,0.1,3.865001826213599e-06,3.3197927690890743e-06,1.8555991735220443e-06,1.4641935955670295e-06,5.4520905712452496e-06,0.3975366417879622,0.3979533896340184,-0.00028690253222074524,-1.2925439765921652e-06,0.39794885026089916,-0.00029144190533997305,-1.3116755252358077e-06,0.5222222222222223,0.07964805843324783
40,hybrid,0.1,3.8443722933456786e-06,3.302207150419623e-06,1.8436706029673465e-06,1.4585365474522764e-06,5.421651429260553e-06,0.396601550371933,0.3969396665996239,-0.0002928099965159858,-1.3111051446962688e-06,0.39693524291168364,-0.0002972336844562218,-1.3296091903352214e-06,0.5333333333333333,0.07944649531922797
41,hybrid,0.1,3.824998226018887e-06,3.2866133064343515e-06,1.8348827487269534e-06,1.4517305577073983e-06,5.383849195845351e-06,0.39557703919491943,0.3959315817994112,-0.0002985501785014444,-1.3286974218463057e-06,0.39592722094956884,-0.0003029110283437886,-1.3468165530541735e-06,0.5481481481481482,0.07924602639558252
42,hybrid,0.1,3.8057465037426786e-06,3.271099278952247e-06,1.8255915740719867e-06,1.4455077048802599e-06,5.346472247904313e-06,0.3944924589108338,0.39494035818101714,-0.0003045103531936766,-1.3470904957408236e-06,0.3949361262080343,-0.0003087423261765032,-1.364553066333029e-06,0.5481481481481482,0.07904897370684216
43,hybrid,0.1,3.7840562596152836e-06,3.2533584028472876e-06,1.8174834446929264e-06,1.435874958154361e-06,5.3069785676799574e-06,0.3935145164820699,0.3939638289008023,-0.00031015223436492434,-1.3638151585609794e-06,0.3939596001319777,-0.0003143810031894789,-1.3811716317446569e-06,0.5555555555555556,0.07885479622703344
44,hybrid,0.1,3.7649410054516864e-06,3.2382174209604264e-06,1.8070215427992694e-06,1.4311958781611574e-06,5.267235844912594e-06,0.3923418426190474,0.39299100548293864,-0.00031613816873538036,-1.3820564069889376e-06,0.39298690917726625,-0.00032023447440776565,-1.3987301122136639e-06,0.5740740740740741,0.0786614287303348
45,hybrid,0.1,3.7432193546491696e-06,3.219683289774263e-06,1.7973836708365047e-06,1.4222996189377587e-06,5.235360648749061e-06,0.39149138967679287,0.39203396930549567,-0.00032148723445901695,-1.3973179701269134e-06,0.39202978327869675,-0.0003256732612579305,-1.4142802494934627e-06,0.5777777777777777,0.07847109130799093
46,hybrid,0.1,3.728000095932887e-06,3.2074955705531252e-06,1.7896110530104407e-06,1.4178845175426848e-06,5.205045253797614e-06,0.39052180312901275,0.3910859126596042,-0.0003275243466048794,-1.4153748023344043e-06,0.3910818138367687,-0.00033162316944035375,-1.4318709469561368e-06,0.5888888888888889,0.07828268740124182
47,hybrid,0.1,3.7106507293307738e-06,3.1939997546590564e-06,1.781350961795614e-06,1.4126487928634434e-06,5.166509746717163e-06,0.38955481171758854,0.3901502687389272,-0.00033342394781576967,-1.4328063119432887e-06,0.3901462203040167,-0.0003374723827263004,-1.4489706869360262e-06,0.6074074074074074,0.0780967385373486
48,hybrid,0.1,3.689779527157309e-06,3.1770012535680415e-06,1.771860443927093e-06,1.405140809640949e-06,5.12778273589268e-06,0.38851871376183,0.38922394989069686,-0.000338921624759847,-1.4483297210665343e-06,0.38921985616221627,-0.00034301535324043897,-1.4646073693017016e-06,0.6148148148148148,0.07791257430309134
49,hybrid,0.1,3.674340712666844e-06,3.1643963157540724e-06,1.7636639702251563e-06,1.4007323455289165e-06,5.0994439691277186e-06,0.387712230675566,0.3883054176475403,-0.0003449667568404813,-1.4661747773186105e-06,0.38830142027840764,-0.000348964125973128,-1.481936366981492e-06,0.6185185185185185,0.07773007688087616
50,hybrid,0.1,3.6568149526107877e-06,3.1499248400648696e-06,1.7551225715384984e-06,1.3948022685263712e-06,5.0689011254591855e-06,0.3867741631623981,0.38739327507955273,-0.00035087552044060777,-1.4832108705545646e-06,0.38738933248266916,-0.0003548181173241849,-1.4986908168596134e-06,0.6185185185185185,0.07754883011999868
51,hybrid,0.1,3.638372746327139e-06,3.134392059677985e-06,1.7467581207362468e-06,1.387633938941738e-06,5.039806866491544e-06,0.3858025765320693,0.3864995910854798,-0.00035677230333996945,-1.4999533512874744e-06,0.3864956836741809,-0.0003606797146388785,-1.5152581725605884e-06,0.6222222222222222,0.07737127267776396
52,hybrid,0.1,3.6252241558078125e-06,3.1241605450474114e-06,1.7395719474551593e-06,1.3845885975922527e-06,5.010636107604006e-06,0.3849635554980188,0.3856143647362697,-0.0003624721146157084,-1.515916355127793e-06,0.3856104103564754,-0.0003664264944099882,-1.531342929707454e-06,0.6333333333333333,0.07719536737017708
53,hybrid,0.1,3.609118042242784e-06,3.111223955171516e-06,1.7330774083481805e-06,1.3781465468233356e-06,4.978940870712685e-06,0.3838163156163365,0.38473566971656675,-0.0003679620200339184,-1.5308670054598513e-06,0.3847315916713676,-0.0003720400652330591,-1.5467615905213894e-06,0.6333333333333333,0.07702072634732013
54,hybrid,0.1,3.591303356828771e-06,3.0967386354313642e-06,1.7246407759600544e-06,1.37209785947131e-06,4.945647213974064e-06,0.3831431830212243,0.3838678371146151,-0.0003739946360003521,-1.5480034046854753e-06,0.3838637954213777,-0.0003780363292377187,-1.5636739770163934e-06,0.6370370370370371,0.07684836635012308
55,hybrid,0.1,3.578447280686548e-06,3.0866833578521364e-06,1.7185521844991198e-06,1.368131173353016e-06,4.917639228344118e-06,0.3822589764671501,0.38300728467350176,-0.0003799223659541884,-1.5644950619088534e-06,0.3830032456373725,-0.00038396140208346585,-1.5801361061094509e-06,0.6370370370370371,0.07667744140789119
56,hybrid,0.1,3.561761447859724e-06,3.0732987195489523e-06,1.710644246274124e-06,1.362654473274828e-06,4.884627283107711e-06,0.3813578736791584,0.38215926195559186,-0.0003858598700733906,-1.5811244716438318e-06,0.3821552249741686,-0.00038989685149665165,-1.5966749460679785e-06,0.6370370370370371,0.07650902436513306
57,hybrid,0.1,3.5493383931188653e-06,3.063113778048508e-06,1.7029939959580486e-06,1.3601197820904596e-06,4.8622461507035715e-06,0.3806196064106558,0.38132025346202336,-0.000392224857965473,-1.5993478175631856e-06,0.38131636302302757,-0.0003961152969612636,-1.6142522752868034e-06,0.6370370370370371,0.07634249566399777
58,hybrid,0.1,3.5358111968069078e-06,3.0527537260465486e-06,1.6965130220320513e-06,1.356240704014497e-06,4.830574707603592e-06,0.37971103820994834,0.38048753476381736,-0.00039829700657278977,-1.6164231751867523e-06,0.3804837196571784,-0.0004021121132117278,-1.6309588179941e-06,0.6370370370370371,0.07617716635407804
59,hybrid,0.1,3.5168694660812094e-06,3.0367649217118096e-06,1.6879935027903007e-06,1.348771418921509e-06,4.801045443694e-06,0.3787605954749364,0.3796605421455737,-0.00040453694805386853,-1.634052850863041e-06,0.3796568624112307,-0.00040821668239687803,-1.6480084072609258e-06,0.6407407407407407,0.07601301581872552
60,hybrid,0.1,3.5037755133398138e-06,3.025574175410295e-06,1.6830843266027772e-06,1.3424898488075179e-06,4.782013379295187e-06,0.37796190235056565,0.37885161000287204,-0.00041028678837684573,-1.6494713484969058e-06,0.37884780506205273,-0.0004140917291961532,-1.6639101305887874e-06,0.6481481481481481,0.07585237935824977
61,hybrid,0.1,3.4907000538090977e-06,3.0158979895928125e-06,1.6768090735366688e-06,1.3390889160561435e-06,4.748020642162852e-06,0.37729545595530034,0.3780408555980198,-0.0004165278825612462,-1.6669416099230564e-06,0.3780370922771551,-0.0004202912034259598,-1.681132272666466e-06,0.6481481481481481,0.07569147669611621
62,hybrid,0.1,3.475865897920363e-06,3.003857873291998e-06,1.6688260543912702e-06,1.3350318189007276e-06,4.72008024628365e-06,0.3762840941870635,0.3772392641198838,-0.0004225796624442446,-1.6836751665291207e-06,0.37723554992295855,-0.0004262938593694865,-1.697631109871063e-06,0.6518518518518519,0.07553236875646561
63,hybrid,0.1,3.4664099847812818e-06,2.9962297313380286e-06,1.6626865405080536e-06,1.3335431908299748e-06,4.701802534432533e-06,0.3755963624998262,0.37645011827737296,-0.00042889409091650954,-1.701311297585531e-06,0.3764465124305533,-0.0004324999377361416,-1.7147924176162698e-06,0.662962962962963,0.0753758024736579
64,hybrid,0.1,3.449956361487696e-06,2.9826956204577125e-06,1.6567304446486988e-06,1.3259651758090133e-06,4.672607410299835e-06,0.37456538607341494,0.37567002151813744,-0.0004350541556515375,-1.7182136867463027e-06,0.37566645973585,-0.0004386159379389798,-1.7315013973363976e-06,0.662962962962963,0.07522101513475779
65,hybrid,0.1,3.4359975008354566e-06,2.971196998003408e-06,1.6503630044626724e-06,1.3208339935407353e-06,4.648005028320493e-06,0.3739287100179878,0.3748992007567105,-0.00044111063317409105,-1.7345960793162577e-06,0.37489558034517895,-0.0004447310447056596,-1.7480679077363842e-06,0.6703703703703704,0.07506806227797692
66,hybrid,0.1,3.4243326237533764e-06,2.9623293506404797e-06,1.6446338950833198e-06,1.3176954555571597e-06,4.620032731128969e-06,0.3731991082189638,0.3741317122135343,-0.0004471093961863071,-1.750852281522336e-06,0.3741280724837634,-0.00045074912595721717,-1.7643483952160702e-06,0.6703703703703704,0.07491576432194412
67,hybrid,0.1,3.411641243945755e-06,2.951811726719813e-06,1.637219342123867e-06,1.314592384595946e-06,4.59829517225942e-06,0.37226344573820425,0.37336760713614997,-0.00045344751012965645,-1.7684829104904864e-06,0.3733640875855,-0.0004569670607796339,-1.7814603342147187e-06,0.6703703703703704,0.07476421092925592
68,hybrid,0.1,3.399524966614838e-06,2.941845822978711e-06,1.633331542745728e-06,1.3085142802329834e-06,4.576791436361263e-06,0.3714807564586314,0.37261714362626347,-0.0004596479871458725,-1.785383617849696e-06,0.3726136541386621,-0.00046313747474724387,-1.7982108982869107e-06,0.6703703703703704,0.07461535832268186
69,hybrid,0.1,3.3898090566132747e-06,2.934522508756323e-06,1.6276042550968935e-06,1.3069182536594293e-06,4.55286547856952e-06,0.3708789552465962,0.3718745125558396,-0.00046569327934004034,-1.8016090247771751e-06,0.3718710171755582,-0.0004691886596214223,-1.8144703202831462e-06,0.6703703703703704,0.07446804116703593
70,hybrid,0.1,3.3750229648104595e-06,2.9225415629618078e-06,1.621788414908514e-06,1.3007531480532936e-06,4.524814018486521e-06,0.3698975453679051,0.37113768120962104,-0.00047192567264559004,-1.8187611201233092e-06,0.3711342665844408,-0.00047534029782581033,-1.8312061257533914e-06,0.6666666666666666,0.07432192137645333
71,hybrid,0.1,3.3643813002891345e-06,2.914362544778448e-06,1.6174357518693914e-06,1.2969267929090563e-06,4.500187555106865e-06,0.3693249599030132,0.3703999185342561,-0.00047778800283021505,-1.8343237154166514e-06,0.37039644540254396,-0.0004812611345423323,-1.8469547502629078e-06,0.6666666666666666,0.07417554130741727
72,hybrid,0.1,3.3570245222127954e-06,2.908409204499178e-06,1.6110437550911627e-06,1.2973654494080153e-06,4.486153177136173e-06,0.3685191997488291,0.3696771364187388,-0.00048462042228319957,-1.8534479390786896e-06,0.3696739298429053,-0.0004878269981166694,-1.8650426897607805e-06,0.6666666666666666,0.07403235136820441
73,hybrid,0.1,3.3407859587063373e-06,2.894925529112208e-06,1.6056009701498002e-06,1.289324558962408e-06,4.458604295941292e-06,0.36781489161212355,0.36896551535905664,-0.0004907742852488517,-1.8700066322222854e-06,0.3689622794125752,-0.0004940102317302908,-1.88163409215017e-06,0.674074074074074,0.0738912579288611
74,hybrid,0.1,3.33325589594756e-06,2.889469671524498e-06,1.6001089502362398e-06,1.2893607212882576e-06,4.437862244230625e-06,0.3670751478516065,0.3682576665280855,-0.0004970637873207839,-1.8868918863653144e-06,0.3682544963823579,-0.0005002339330483774,-1.8983000692199747e-06,0.674074074074074,0.07375094606308126
75,hybrid,0.1,3.320191130283091e-06,2.8787759454998525e-06,1.5966552640199796e-06,1.2821206814798733e-06,4.414151847832376e-06,0.3662149376301996,0.3675489726745644,-0.0005032517396701408,-1.903572943669652e-06,0.3675458201936034,-0.0005064042206311403,-1.91486450423279e-06,0.674074074074074,0.0736104448828469
76,hybrid,0.1,3.309722174802398e-06,2.869926641203828e-06,1.591106625124474e-06,1.2788200160793542e-06,4.397955335985703e-06,0.3656430402612648,0.3668530525595701,-0.0005094005168838622,-1.919965283468303e-06,0.36684986926119834,-0.0005125838152556517,-1.931354386738968e-06,0.6777777777777778,0.07347249061529079
77,hybrid,0.1,3.298260417203796e-06,2.860632761536582e-06,1.5848541842622652e-06,1.275778577274317e-06,4.37627655667213e-06,0.36508815371201847,0.3661641349391055,-0.0005156177236527171,-1.93648826999753e-06,0.36616094764666296,-0.0005188050160952473,-1.9478977879856915e-06,0.6777777777777778,0.07333595053255164
78,hybrid,0.1,3.2902610667097053e-06,2.854622369187413e-06,1.5802281640264088e-06,1.274394205161005e-06,4.356386975222921e-06,0.36435700681241145,0.3654817040630584,-0.0005222565849686278,-1.954535084007893e-06,0.36547869533306604,-0.0005252653149609987,-1.965293668671126e-06,0.6777777777777778,0.0732007921296054
79,hybrid,0.1,3.279894037781538e-06,2.8463886670639256e-06,1.575885296691303e-06,1.270503370372623e-06,4.3350537071761194e-06,0.3636124533324554,0.3648029659225022,-0.0005286942079673618,-1.971891035563555e-06,0.3648000429055447,-0.0005316172249248963,-1.9823107306003035e-06,0.6777777777777778,0.07306633202609392
80,hybrid,0.1,3.271093730540498e-06,2.8397004119687723e-06,1.5718351065119971e-06,1.2678653054567756e-06,4.313933185717251e-06,0.3628528023001694,0.36413570914703813,-0.0005351923185814011,-1.989376275350434e-06,0.3641329540778961,-0.0005379473877234475,-1.999222136150978e-06,0.6777777777777778,0.0729341802931239
81,hybrid,0.1,3.2619051483642916e-06,2.8322377878941764e-06,1.5674900554302125e-06,1.2647477324639639e-06,4.296673604701152e-06,0.36220908602029883,0.3634759134875644,-0.0005415851286071915,-2.006597800699927e-06,0.36347326527460105,-0.0005442333415705547,-2.0160196210806686e-06,0.6777777777777778,0.07280349972323433
82,hybrid,0.1,3.2524542028409367e-06,2.8250044365845896e-06,1.5631502378453826e-06,1.261854198739207e-06,4.274497662563467e-06,0.36155616411636265,0.36281322657165654,-0.0005481894186365466,-2.024425647874145e-06,0.3628107033950979,-0.0005507125951951797,-2.033373300039344e-06,0.6777777777777778,0.07267228319805863
83,hybrid,0.1,3.241667013711832e-06,2.816187371969933e-06,1.5599306684433414e-06,1.2562567035265918e-06,4.254796417418984e-06,0.3608724116883506,0.36215038662118676,-0.000554509712640483,-2.0414772893642165e-06,0.3621479071064711,-0.0005569892273561416,-2.050151386907698e-06,0.6814814814814815,0.07254097926676545
84,hybrid,0.1,3.23529877136074e-06,2.8113503132336714e-06,1.5557860219327872e-06,1.2555642913008844e-06,4.239484581270691e-06,0.36015776412369843,0.3615006879214832,-0.0005611298767358996,-2.0595449106810865e-06,0.3614984170532124,-0.0005634007450067147,-2.0673862372521073e-06,0.6777777777777778,0.07241236355964382
85,hybrid,0.1,3.222758707416132e-06,2.800108079325708e-06,1.5506263514790513e-06,1.2494817278466566e-06,4.2265062809042416e-06,0.35947710697072416,0.36086181327870354,-0.0005669883882698512,-2.0745922624574144e-06,0.360859341406223,-0.0005694602607503874,-2.0831786718560107e-06,0.6777777777777778,0.07228576033339468
