epoch,stage,lambda_id,alpha,lambda_traj_curr,lambda_sg,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_semigroup_loss,train_main_traj_contract_loss,train_mean_midpoint_reconstruction_shift_norm,train_mean_continuation_reevaluation_shift_norm,train_mean_semigroup_endpoint_closure_residual_norm,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
20,hybrid,0.1,0.5,0.2,0.1,5.351850957310556e-06,4.259375173946002e-06,3.241186330877119e-06,1.0181888430688832e-06,8.17570590344827e-06,1.314967259235019e-06,4.301296080567169e-07,2.749051930197284e-07,0.0006870307800591172,6.1663550973680875e-06,0.0019347700839200254,0.4370582658225944,0.4349856134486993,-0.00029402224240332453,-1.5857499693489583e-06,0.4349823143664807,-0.00029732132462190197,-1.6022199387141485e-06,0.3592592592592593,0.08705592713822052
21,hybrid,0.1,0.5,0.2,0.1,5.294469623054139e-06,4.210276011638482e-06,3.1963814678665022e-06,1.0138945437719794e-06,8.115586963931172e-06,1.3016173979887908e-06,4.299724471858925e-07,2.7263491502254014e-07,0.0006829783397930751,6.1308568967951805e-06,0.0019251088608667449,0.4362340840875791,0.4341943786310885,-0.0002948538092088504,-1.5851180290797477e-06,0.4341912953483466,-0.0002979370919507507,-1.6003287012085704e-06,0.37037037037037035,0.08689784648805947
22,hybrid,0.1,0.5,0.2,0.1,5.226425743703019e-06,4.155728883217467e-06,3.143702495316834e-06,1.0120263879006325e-06,8.015531523470752e-06,1.2822795642379197e-06,4.297844602952142e-07,2.691437081384759e-07,0.0006788683194375217,6.09644296872163e-06,0.0019147662438901245,0.4355104236524966,0.4334082463321645,-0.0002959765591824537,-1.5856376008799636e-06,0.4334053608799863,-0.0002988620113606455,-1.5997200539496484e-06,0.37777777777777777,0.0867408445782694
23,hybrid,0.1,0.5,0.2,0.1,5.169250284147166e-06,4.109594611194083e-06,3.1011984013358986e-06,1.0083962098581834e-06,7.933827809929625e-06,1.2662138193962518e-06,4.296065508796416e-07,2.662728919601213e-07,0.0006751725224079717,6.059836537711032e-06,0.0019052496579840255,0.4346867309834287,0.4326264701671653,-0.00029791495446351846,-1.5899239398518199e-06,0.432623923820114,-0.00030046130151484274,-1.6021633293896614e-06,0.3925925925925926,0.08658487702432577
24,hybrid,0.1,0.5,0.2,0.1,5.106235390873104e-06,4.057513464465655e-06,3.05230627907733e-06,1.0052071853883257e-06,7.85338422819237e-06,1.2498050174453998e-06,4.294412344503865e-07,2.6338350358821226e-07,0.0006709336774398479,6.017966492444133e-06,0.0018947143210164274,0.43395922758706573,0.4318538642040461,-0.0002991977021759573,-1.5905325217939307e-06,0.4318512067749584,-0.0003018551312636286,-1.6033082583862424e-06,0.40370370370370373,0.08643061238124441
25,hybrid,0.1,0.5,0.2,0.1,5.049185821178025e-06,4.011151788903911e-06,3.0083382198449445e-06,1.0028135690589661e-06,7.774145786700507e-06,1.2345776113392054e-06,4.292582034269002e-07,2.6061945360406376e-07,0.0006677806840661738,5.998647865511311e-06,0.00188707260209127,0.43321218172567943,0.43108378043057966,-0.0003003825292150486,-1.5906311245957982e-06,0.43108118207834917,-0.0003029808814455359,-1.6030001023710245e-06,0.4148148148148148,0.08627683259195894
26,hybrid,0.1,0.5,0.2,0.1,4.995970840758943e-06,3.966034434706731e-06,2.9683642400637923e-06,9.976701946429396e-07,7.71469468263472e-06,1.2222589987207215e-06,4.2910277653279474e-07,2.584669377887396e-07,0.0006644368755391493,5.962441069868535e-06,0.001878727792525558,0.43248534327249405,0.43032284471219956,-0.0003016051359907568,-1.5906213230357355e-06,0.43032035663019536,-0.0003040932179949607,-1.6023268396540716e-06,0.4222222222222222,0.08612488996963807
27,hybrid,0.1,0.5,0.2,0.1,4.938917070902395e-06,3.919585057214146e-06,2.9255874576540747e-06,9.939975995600713e-07,7.6365844219556e-06,1.2065201117180065e-06,4.2893120237819686e-07,2.5567357149268857e-07,0.0006605485803975145,5.927514219372634e-06,0.001869305739943047,0.4317235508000115,0.4295619119316315,-0.0003029560521585206,-1.5911153345408058e-06,0.4295596485441818,-0.0003052194396082064,-1.6015513119377529e-06,0.42592592592592593,0.08597297359675801
28,hybrid,0.1,0.5,0.2,0.1,4.889148802887905e-06,3.879931308679465e-06,2.8861956255159613e-06,9.937356831635033e-07,7.5613953891230445e-06,1.1923310318108928e-06,4.2876812896932114e-07,2.5307795529613615e-07,0.0006576967457279894,5.902599776518943e-06,0.0018622575706241117,0.4309255654404319,0.4288099038801521,-0.00030435305976134197,-1.5913503472019387e-06,0.4288074796038996,-0.0003067773360138637,-1.6025930448043885e-06,0.43703703703703706,0.0858228513879827
29,hybrid,0.1,0.5,0.2,0.1,4.8376804613326455e-06,3.8386465361914695e-06,2.8489928325683684e-06,9.896537036231013e-07,7.485938961411077e-06,1.177727684891714e-06,4.285929710294477e-07,2.504400290000687e-07,0.0006544912680177028,5.8758932512465985e-06,0.0018543470628423983,0.43026693354208023,0.4280554980687083,-0.0003065136223380782,-1.5953841898995534e-06,0.4280533234565457,-0.00030868823450069804,-1.6052943003863434e-06,0.4444444444444444,0.08567240233820927
30,hybrid,0.1,0.5,0.2,0.1,4.793574246628416e-06,3.802150197103773e-06,2.8150381610922372e-06,9.871120360115356e-07,7.4299482808386e-06,1.1664081645363785e-06,4.284342659377705e-07,2.4842922144078344e-07,0.0006516459103478712,5.848218260834454e-06,0.0018475878074599294,0.4294695207250226,0.4273060072349794,-0.0003082786313138852,-1.5972130359244506e-06,0.42730417550343086,-0.00031011036286243687,-1.6052829945244164e-06,0.4444444444444444,0.08552285717325865
31,hybrid,0.1,0.5,0.2,0.1,4.743934078583401e-06,3.7621493767170887e-06,2.7772231308297222e-06,9.849262458873664e-07,7.358170776005582e-06,1.1530016950638848e-06,4.282746859652044e-07,2.459676242657545e-07,0.0006489618149094961,5.827686339501315e-06,0.0018408723778443677,0.42873949125040606,0.4265674420129306,-0.0003098456671086769,-1.5978490014797336e-06,0.4265654323329522,-0.0003118553470871088,-1.6067979820112504e-06,0.45555555555555555,0.08537545753600786
32,hybrid,0.1,0.5,0.2,0.1,4.700615856826074e-06,3.7264073172574427e-06,2.7437152880573565e-06,9.82692029200085e-07,7.302290946018427e-06,1.1419349955917093e-06,4.281199696757171e-07,2.4397944496678894e-07,0.0006463740704195912,5.805905293057845e-06,0.0018348919685509466,0.42805577757248725,0.42583294849648096,-0.0003116212340053548,-1.599410048609023e-06,0.4258309787087837,-0.0003135910217025861,-1.6081063214824364e-06,0.4666666666666667,0.08522891394609726
33,hybrid,0.1,0.5,0.2,0.1,4.654194188507599e-06,3.6891566646982682e-06,2.7088624231997746e-06,9.802942414984936e-07,7.2339925823801925e-06,1.1292445224371699e-06,4.2795010053077817e-07,2.4163826557131154e-07,0.0006439664882920397,5.786669470570002e-06,0.0018289940318924052,0.4273731833331251,0.4251038194859819,-0.00031378874854537386,-1.6027167438648776e-06,0.42510196691693475,-0.000315641317592541,-1.6107737902197855e-06,0.4740740740740741,0.08508352164690546
34,hybrid,0.1,0.5,0.2,0.1,4.612317587123659e-06,3.6545258269021733e-06,2.677309226524756e-06,9.772166003774174e-07,7.1806560224687705e-06,1.118574052204815e-06,4.277960466597181e-07,2.3972615797460863e-07,0.0006414082003372408,5.766740588832006e-06,0.0018232363207358014,0.42665692346954776,0.4243740621446399,-0.00031586637629144043,-1.6056324034809642e-06,0.42437259735464267,-0.0003173311662886813,-1.611624587108916e-06,0.4740740740740741,0.08493798570418627
35,hybrid,0.1,0.5,0.2,0.1,4.573306447627564e-06,3.6226024579842978e-06,2.6475669266713993e-06,9.750355313128976e-07,7.127899287689506e-06,1.1086849404855736e-06,4.276497757000369e-07,2.3791406087431564e-07,0.0006393373488748565,5.747146478167455e-06,0.0018180245191417588,0.4259943198042014,0.42365812317624074,-0.0003180651851671934,-1.608853899148793e-06,0.4236568253057064,-0.0003193630557015159,-1.6139492379019314e-06,0.4703703703703704,0.08479523767228159
36,hybrid,0.1,0.5,0.2,0.1,4.531424043519617e-06,3.5900624589613486e-06,2.616393651798556e-06,9.736688071627929e-07,7.0582792546036645e-06,1.095862977252682e-06,4.274863234894837e-07,2.3553365909790245e-07,0.0006370026290009592,5.730440179692104e-06,0.001812519834498445,0.42523503482515307,0.4229407511924626,-0.00032007037325565424,-1.6110704165015366e-06,0.4229395310537955,-0.00032129051192275604,-1.6157180219572435e-06,0.4666666666666667,0.08465216431314365
37,hybrid,0.1,0.5,0.2,0.1,4.489185675837473e-06,3.554934328895516e-06,2.584246969320328e-06,9.706873595751877e-07,7.005597950784486e-06,1.0857333445401098e-06,4.273318740917822e-07,2.33691551863509e-07,0.0006348099079120071,5.713062642927544e-06,0.0018072813992663754,0.4245815639962517,0.4222302939952246,-0.00032189103760987825,-1.6122341835853493e-06,0.4222290425120457,-0.00032314252078879946,-1.6170002488803518e-06,0.4703703703703704,0.0845104370065669
38,hybrid,0.1,0.5,0.2,0.1,4.455957124763281e-06,3.527720756898673e-06,2.5604079895496763e-06,9.673127673489967e-07,6.961310056352085e-06,1.0769145762057315e-06,4.2719054104149604e-07,2.3210536222939917e-07,0.0006326743732899804,5.69541260373246e-06,0.0018026096093611498,0.42376913706420083,0.4215188250133975,-0.00032381616194954166,-1.613853801683894e-06,0.4215177630647773,-0.00032487811056974847,-1.617632640030784e-06,0.4777777777777778,0.0843685282350694
39,hybrid,0.1,0.5,0.2,0.1,4.417345660340654e-06,3.4975350229119302e-06,2.5304340106885424e-06,9.671010122233872e-07,6.898156012408292e-06,1.0657608327362447e-06,4.270299494267853e-07,2.2999503618789432e-07,0.0006309390241041775,5.682237220199617e-06,0.0017983391000517765,0.4231291234985376,0.42081817779361597,-0.0003259848118154496,-1.616477610100035e-06,0.4208172052783166,-0.0003269573271147963,-1.6197936848972498e-06,0.48518518518518516,0.08422883252108629
40,hybrid,0.1,0.5,0.2,0.1,4.385243601657686e-06,3.471589338888968e-06,2.50732728377608e-06,9.642620551128872e-07,6.852340183063419e-06,1.0572896355891792e-06,4.2688601362655405e-07,2.2842024446237606e-07,0.0006293247640379148,5.672167080232239e-06,0.0017947691051458838,0.4223492190693422,0.42011734726694683,-0.0003282943808219363,-1.6197372977503179e-06,0.42011647979466815,-0.0003291618531006124,-1.6225176414365295e-06,0.4888888888888889,0.08408912832955376
41,hybrid,0.1,0.5,0.2,0.1,4.349767377181064e-06,3.442535277272883e-06,2.4807937145363585e-06,9.61741562736524e-07,6.804913435747869e-06,1.0480275688644223e-06,4.267387539428025e-07,2.267407563333945e-07,0.0006272311217737733,5.656359514635932e-06,0.0017900741065251385,0.4217195098360504,0.4194191526469852,-0.00033066602377584964,-1.6232893461991759e-06,0.41941871062840824,-0.0003311080423528123,-1.6239186326255834e-06,0.4962962962962963,0.08394996373415221
42,hybrid,0.1,0.5,0.2,0.1,4.315375408553326e-06,3.4164679146336074e-06,2.454907934179044e-06,9.61559980454564e-07,6.742389758643821e-06,1.037151089678212e-06,4.265882819096702e-07,2.2466851805533633e-07,0.0006257397752605932,5.64391934762083e-06,0.001786344068710565,0.4212083631240806,0.41872795966278387,-0.00033350058799613835,-1.6289346476325826e-06,0.41872753141824276,-0.0003339288325372447,-1.6294608315102748e-06,0.5037037037037037,0.083812292050156
43,hybrid,0.1,0.5,0.2,0.1,4.28190407238584e-06,3.3878297122565724e-06,2.430270055301532e-06,9.575596569550404e-07,6.706651955891375e-06,1.030290877569653e-06,4.264455003674309e-07,2.234091645401294e-07,0.0006242366101105255,5.635064642046897e-06,0.0017832226414464317,0.42040285343665457,0.41803865094989706,-0.0003361439599816052,-1.633484568654397e-06,0.4180384692174835,-0.0003363256923951674,-1.6328414820199427e-06,0.5111111111111111,0.08367495898197574
44,hybrid,0.1,0.5,0.2,0.1,4.254207994357967e-06,3.3658825635877106e-06,2.4097658430380966e-06,9.56116720549614e-07,6.6636719538579585e-06,1.0226123812681982e-06,4.2629513013873814e-07,2.2195823538446025e-07,0.0006230473908563326,5.629469549896996e-06,0.0017804980049722862,0.41977074826946453,0.4173552787721676,-0.0003389448324359612,-1.6387190160822287e-06,0.417355614057139,-0.0003386095474645634,-1.6355359096076186e-06,0.5111111111111111,0.08353884472092071
45,hybrid,0.1,0.5,0.2,0.1,4.223069257187546e-06,3.3408546704053952e-06,2.386362202459765e-06,9.544924679456304e-07,6.617956577208464e-06,1.0144639767671486e-06,4.261644143864284e-07,2.2041892906130416e-07,0.0006216405044014318,5.619635611682997e-06,0.0017772845158186587,0.4190622111712384,0.4166823203554685,-0.0003408783555849393,-1.6399130886727079e-06,0.416682454216407,-0.00034074449464643886,-1.637689851473578e-06,0.5111111111111111,0.08340463974221068
46,hybrid,0.1,0.5,0.2,0.1,4.195254644558517e-06,3.3188070202324842e-06,2.3661937306515227e-06,9.526132895809612e-07,6.574802281851205e-06,1.0068457132162475e-06,4.2600972071388056e-07,2.1896739614091329e-07,0.0006205913588164112,5.617542282569255e-06,0.001775047370485038,0.41837078035505504,0.4160094738949292,-0.00034362541110044553,-1.6448784995180582e-06,0.41601008016926605,-0.0003430191367636004,-1.6403222812467382e-06,0.5185185185185185,0.08327061986120593
47,hybrid,0.1,0.5,0.2,0.1,4.165086754706204e-06,3.2946510907626704e-06,2.343465929453155e-06,9.511851613095155e-07,6.530180284115677e-06,9.984395051067908e-07,4.2588956127420014e-07,2.1741763553196496e-07,0.0006188369215172302,5.600957651820119e-06,0.0017711681967082296,0.41772207956093227,0.4153405978549924,-0.0003455788883416355,-1.6460313500902526e-06,0.41534071522140625,-0.00034546152192777013,-1.6438427341169308e-06,0.5185185185185185,0.08313723534866681
48,hybrid,0.1,0.5,0.2,0.1,4.138008923876666e-06,3.2735246776833245e-06,2.3243115651982975e-06,9.492131124850272e-07,6.485511750221126e-06,9.90735624331154e-07,4.2573539054760485e-07,2.1593307117122898e-07,0.0006179091506842851,5.597963654144338e-06,0.0017691944315663011,0.41717799580109843,0.4146725957669595,-0.00034847543029092876,-1.6516664217641828e-06,0.4146730095329009,-0.00034806166434947494,-1.6480183084929953e-06,0.5185185185185185,0.08300421423945008
49,hybrid,0.1,0.5,0.2,0.1,4.1113366715139394e-06,3.252138066133808e-06,2.3053781207181677e-06,9.467599454156404e-07,6.446058293171131e-06,9.836134257793574e-07,4.256030242675458e-07,2.1459277606301835e-07,0.0006167142931251354,5.590556061723548e-06,0.001766555373951854,0.4164146922387678,0.41400888257579654,-0.00035126528399070933,-1.6566824166039374e-06,0.41400941453712437,-0.00035073332266288837,-1.6524644383865297e-06,0.5185185185185185,0.08287202957195745
50,hybrid,0.1,0.5,0.2,0.1,4.084861581885928e-06,3.229781273329354e-06,2.284287765459541e-06,9.454935078698133e-07,6.415468668130889e-06,9.77939220474311e-07,4.2547339913385196e-07,2.135334417434843e-07,0.0006155346738214394,5.582951375521425e-06,0.0017641073061084131,0.41577092458712245,0.41335513564571247,-0.0003538166730075454,-1.6604225307962207e-06,0.41335575961950005,-0.0003531926992199619,-1.6557800175176821e-06,0.5222222222222223,0.08274179046374401
51,hybrid,0.1,0.5,0.2,0.1,4.0593553852916985e-06,3.2101086676845697e-06,2.2676129169388564e-06,9.424957507457128e-07,6.371713528405488e-06,9.703105428152632e-07,4.253291254253419e-07,2.120753647665818e-07,0.0006145019966004076,5.577811288350545e-06,0.0017617342205894868,0.4150888096978985,0.41270031161147247,-0.00035666495461667,-1.6655327797812896e-06,0.41270129948552664,-0.0003556770805624998,-1.6591955328321866e-06,0.5222222222222223,0.08261139531321783
52,hybrid,0.1,0.5,0.2,0.1,4.035702567714297e-06,3.1919420903986716e-06,2.2492965994173194e-06,9.426454909813523e-07,6.330380200062966e-06,9.634646716184463e-07,4.2519518354516387e-07,2.107224573093288e-07,0.0006139195650927656,5.5784115177433646e-06,0.0017608738506892554,0.4145229194421168,0.412048397354738,-0.0003596576420381026,-1.6713317403901679e-06,0.41204948680149545,-0.00035856819528068407,-1.664557952121994e-06,0.5185185185185185,0.08248161099935523
53,hybrid,0.1,0.5,0.2,0.1,4.009020999153964e-06,3.1709162272843016e-06,2.2301481957809615e-06,9.407680315033398e-07,6.288104781734906e-06,9.559373714872087e-07,4.250580228947831e-07,2.0929429369617294e-07,0.0006127879509323506,5.569974761707387e-06,0.0017584211074933957,0.41385238186994017,0.4113989726008645,-0.0003624761008655386,-1.676299936993579e-06,0.4113998952846392,-0.0003615534170908208,-1.6703209154600343e-06,0.5222222222222223,0.082352289740346
54,hybrid,0.1,0.5,0.2,0.1,3.986772269096746e-06,3.152197175748809e-06,2.21469926135951e-06,9.374979143892992e-07,6.26183747529605e-06,9.511125541331658e-07,4.249321253035611e-07,2.0839134581833233e-07,0.0006118450414861079,5.567165022404017e-06,0.0017563941404155508,0.413218122505463,0.4107553907660971,-0.00036537057369212533,-1.6817316748221156e-06,0.4107567444059088,-0.0003640169338803845,-1.6737364292142363e-06,0.5259259259259259,0.08222415226795783
55,hybrid,0.1,0.5,0.2,0.1,3.965798835995347e-06,3.137154459859892e-06,2.198117944232618e-06,9.390365156272741e-07,6.216894633597133e-06,9.439624515198346e-07,4.247975647473519e-07,2.0695491277574227e-07,0.0006114927397459042,5.570076739067497e-06,0.0017557905877428385,0.4126825909490722,0.41012082037638775,-0.000368167944945208,-1.686665010505739e-06,0.41012190733052395,-0.00036708099080901,-1.6798021942936398e-06,0.5296296296296297,0.0820977976642666
56,hybrid,0.1,0.5,0.2,0.1,3.945700804553634e-06,3.1191407929334583e-06,2.184410887251824e-06,9.347299056816346e-07,6.201737640685412e-06,9.407592989188192e-07,4.246766565652266e-07,2.063862475516337e-07,0.0006105489181609479,5.5637558014049335e-06,0.001753955225223093,0.41201385874101104,0.40948815177758263,-0.00037109713450395043,-1.6921097703331194e-06,0.4094896638417442,-0.0003695850703424042,-1.6832689288859596e-06,0.5333333333333333,0.08197184978241732
