run_index,method_name,stage_name,seed,run_id,run_config_path,run_summary_path,transport_family,residual_branch_structure,configured_transport_steps,one_step_energy_delta_vs_identity,configured_step_energy_delta_vs_identity,configured_step_fixed_point_residual_delta_vs_identity,one_step_energy_delta_vs_local_field_only,configured_step_energy_delta_vs_local_field_only,configured_step_fixed_point_residual_delta_vs_local_field_only,val_accuracy,test_accuracy,val_output_mse,test_output_mse,runtime_proxy_seconds,acceptance_contract,mechanism_signal_positive,config_json_exists,summary_json_exists,epoch_metrics_csv_exists,seed_matches,dataset_matches,batch_protocol_matches,deterministic_artifact_checks_passed
1,stage_04_frozen_bridge,FMPC Stage 04 Incremental Bridge,0,seed_0,runs/stage_04_frozen_bridge/seed_0/config.json,runs/stage_04_frozen_bridge/seed_0/summary.json,stage04_frozen_bridge_control,not_applicable,4,0.0016744247077167262,-0.0022855994134229896,-1.452226409273479e-05,0.0025312944057241382,-0.001430393170042621,-1.3366205387952936e-05,0.774074074074074,0.8037037037037037,0.06320277364531794,0.06274214890460197,18.441871800001536,mechanism_first_comparison_context,False,True,True,True,True,True,True,True
2,stage_05_two_branch_corrected_residual_core_v2,FMPC Stage 05 EF Core Probe v2,0,seed_0,runs/stage_05_two_branch_corrected_residual_core_v2/seed_0/config.json,runs/stage_05_two_branch_corrected_residual_core_v2/seed_0/summary.json,two_branch_residual_meanflow_core,two_branch,2,-0.00015786026169051226,-0.00016242903310992318,-8.556770074017361e-07,-2.233097525228267e-05,-2.7034984840745846e-05,-1.4728800687207819e-07,0.2814814814814815,0.2962962962962963,0.08620541280261927,0.08627582950960996,1.7060824999971373,mechanism_first,True,True,True,True,True,True,True,True
3,stage_04_frozen_bridge,FMPC Stage 04 Incremental Bridge,1,seed_1,runs/stage_04_frozen_bridge/seed_1/config.json,runs/stage_04_frozen_bridge/seed_1/summary.json,stage04_frozen_bridge_control,not_applicable,4,-0.00019433765940962688,-0.005772135641713527,-2.050962442629091e-05,0.000612888389385946,-0.004966491505416393,-1.937690192566871e-05,0.8629629629629629,0.8333333333333334,0.05881460861610098,0.059407377548759153,18.640501800000493,mechanism_first_comparison_context,True,True,True,True,True,True,True,True
4,stage_05_two_branch_corrected_residual_core_v2,FMPC Stage 05 EF Core Probe v2,1,seed_1,runs/stage_05_two_branch_corrected_residual_core_v2/seed_1/config.json,runs/stage_05_two_branch_corrected_residual_core_v2/seed_1/summary.json,two_branch_residual_meanflow_core,two_branch,2,-0.0002913308594792441,-0.00029581753099444663,-1.6219725046261895e-06,-0.0001640814079335584,-0.00016869559091620134,-9.326628424653879e-07,0.26666666666666666,0.24814814814814815,0.08835753006659999,0.08853110200077338,1.747510000001057,mechanism_first,True,True,True,True,True,True,True,True
5,stage_04_frozen_bridge,FMPC Stage 04 Incremental Bridge,2,seed_2,runs/stage_04_frozen_bridge/seed_2/config.json,runs/stage_04_frozen_bridge/seed_2/summary.json,stage04_frozen_bridge_control,not_applicable,4,-0.0003792148904603332,-0.004153881137195892,-1.9185008795768e-05,0.0004537770275097053,-0.003322501406487599,-1.8048643121244492e-05,0.7962962962962963,0.8222222222222222,0.06305214040572814,0.06270885437346925,18.961346500000218,mechanism_first_comparison_context,True,True,True,True,True,True,True,True
6,stage_05_two_branch_corrected_residual_core_v2,FMPC Stage 05 EF Core Probe v2,2,seed_2,runs/stage_05_two_branch_corrected_residual_core_v2/seed_2/config.json,runs/stage_05_two_branch_corrected_residual_core_v2/seed_2/summary.json,two_branch_residual_meanflow_core,two_branch,2,-6.911850129504016e-05,-7.08398504692398e-05,-3.5910905544882243e-07,6.558248452470661e-05,6.37285340790994e-05,3.375806363919607e-07,0.26296296296296295,0.2740740740740741,0.08709540148860126,0.08681217641700385,1.7117146999989927,mechanism_first,True,True,True,True,True,True,True,True
