epoch,batch_size,batches_per_epoch,train_steps,eval_steps,inference_backend,inference_method,state_init,train_loss,train_accuracy,val_loss,val_accuracy,train_baseline_accuracy,val_baseline_accuracy,accuracy,baseline_accuracy,train_mean_pre_update_energy,train_mean_post_update_energy,train_mean_energy_delta,weight_norm_l1,weight_norm_l2,bias_norm_l1,bias_norm_l2
1,64,20,30,30,pc_euler,euler,forward,0.08913067402627807,0.18854415274463007,0.08963957622499247,0.12222222222222222,0.10182975338106603,0.1037037037037037,0.12222222222222222,0.1037037037037037,0.4705494508960344,0.4654943458993161,-0.005055104996718229,3.2093515841030884,1.2440327217285876,0.0016152759887942342,0.10013684852374023
2,64,20,30,30,pc_euler,euler,forward,0.08562535704424155,0.31105807478122516,0.08607285576064756,0.2851851851851852,0.10182975338106603,0.1037037037037037,0.2851851851851852,0.1037037037037037,0.43040901971504175,0.4286878873891027,-0.0017211323259390871,3.2094375253323335,1.251042464304797,0.0021495134236856647,0.13342936515023582
3,64,20,30,30,pc_euler,euler,forward,0.08358814966500001,0.375497215592681,0.08400295411301771,0.36666666666666664,0.10182975338106603,0.1037037037037037,0.36666666666666664,0.1037037037037037,0.41783370828579053,0.4163249128891848,-0.0015087953966057555,3.209551507674961,1.259633505643284,0.0023406678267109205,0.1455760200116394
4,64,20,30,30,pc_euler,euler,forward,0.08180628953920083,0.4303898170246619,0.08217629362432555,0.4185185185185185,0.10182975338106603,0.1037037037037037,0.4185185185185185,0.1037037037037037,0.40833870208430445,0.40713228220787034,-0.001206419876434031,3.2097010132851906,1.270110384565576,0.0024174478395706076,0.15058319039185047
5,64,20,30,30,pc_euler,euler,forward,0.08015738035733366,0.492442322991249,0.08048728286566165,0.4925925925925926,0.10182975338106603,0.1037037037037037,0.4925925925925926,0.1037037037037037,0.3997096761700708,0.39840982408180514,-0.00129985208826556,3.209885340628527,1.2824398714604917,0.002474935912011911,0.15427094350884865
6,64,20,30,30,pc_euler,euler,forward,0.07861604669230207,0.5330151153540175,0.07890891209387671,0.5592592592592592,0.10182975338106603,0.1037037037037037,0.5592592592592592,0.1037037037037037,0.3917203706677225,0.39040890398923556,-0.0013114666784869305,3.210104366236537,1.2965710699416888,0.0025200064695921824,0.15678244453645174
7,64,20,30,30,pc_euler,euler,forward,0.07716074507977294,0.5767700875099443,0.07742641307530197,0.5888888888888889,0.10182975338106603,0.1037037037037037,0.5888888888888889,0.1037037037037037,0.3840914865888411,0.38286193157209103,-0.0012295550167501002,3.2103548380144944,1.3122074739271496,0.0025430606966016984,0.15952180525378737
8,64,20,30,30,pc_euler,euler,forward,0.07580019574654255,0.6117740652346858,0.07603377275021553,0.6333333333333333,0.10182975338106603,0.1037037037037037,0.6333333333333333,0.1037037037037037,0.37702179817628695,0.3759487151716796,-0.0010730830046074224,3.2106332087963803,1.329219572494829,0.002580914640143292,0.1613780717680747
9,64,20,30,30,pc_euler,euler,forward,0.07451392234718868,0.6443914081145584,0.0747218723132318,0.6518518518518519,0.10182975338106603,0.1037037037037037,0.6518518518518519,0.1037037037037037,0.3704565072223437,0.3694474556284152,-0.0010090515939285755,3.2109361808413937,1.3473590082136604,0.0026091971926107483,0.16278066938105476
10,64,20,30,30,pc_euler,euler,forward,0.07329895663030166,0.6682577565632458,0.07347338283974475,0.6666666666666666,0.10182975338106603,0.1037037037037037,0.6666666666666666,0.1037037037037037,0.36404794573743016,0.36305601920401437,-0.0009919265334157907,3.211260497410826,1.366375838748204,0.002655173271221183,0.16482648602314598
11,64,20,30,30,pc_euler,euler,forward,0.0721551101358243,0.6897374701670644,0.07230393644318384,0.6777777777777778,0.10182975338106603,0.1037037037037037,0.6777777777777778,0.1037037037037037,0.3580325090653051,0.3570073564809574,-0.001025152584347644,3.211602891807941,1.3860969923845283,0.0027069923451831335,0.16751607756908318
12,64,20,30,30,pc_euler,euler,forward,0.07107685099134954,0.7064439140811456,0.07120136499972575,0.6851851851851852,0.10182975338106603,0.1037037037037037,0.6851851851851852,0.1037037037037037,0.3524526949902622,0.35147175867647534,-0.0009809363137869454,3.2119630225224554,1.406520373120809,0.0027412505897841236,0.16950541963782692
