epoch,stage,lambda_id,alpha,lambda_traj_curr,train_total_loss,train_boot_loss,train_transport_loss,train_drift_loss,train_identity_loss,train_traj_curr_loss,train_transported_final_energy,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
11,hybrid,0.1,0.5,0.2,6.0366325870517475e-06,4.827323864862274e-06,3.772711583854599e-06,1.054612281007675e-06,9.090587352511909e-06,1.501249934691408e-06,0.44437507263676645,0.44235646348621865,-0.0002870011152790175,-1.5773773866786583e-06,0.44235165822694356,-0.0002918063745541155,-1.6028599136583082e-06,0.24814814814814815,0.08852869292029954
12,hybrid,0.1,0.5,0.2,5.947707423200599e-06,4.752656978498041e-06,3.7046350679238155e-06,1.0480219105742253e-06,8.99067668670255e-06,1.479913880161511e-06,0.4435079955820095,0.44150384855847646,-0.0002874286103452528,-1.5783365115632343e-06,0.4414991282035378,-0.00029214896528390044,-1.6031931893511044e-06,0.26666666666666666,0.08835825543376434
13,hybrid,0.1,0.5,0.2,5.868849862715123e-06,4.689102087918844e-06,3.643153770604631e-06,1.0459483173142118e-06,8.882335412260565e-06,1.4575711678511205e-06,0.4426524897634921,0.44066097035738455,-0.0002882245816071549,-1.580683790895998e-06,0.440656429539561,-0.00029276539943068336,-1.6044451067395455e-06,0.2814814814814815,0.08818983898779834
14,hybrid,0.1,0.5,0.2,5.7911680886169805e-06,4.622684991987031e-06,3.5811514486249483e-06,1.0415335433620828e-06,8.803875293399022e-06,1.4404778364502368e-06,0.4418857328595559,0.43983159295452756,-0.00028878756186667687,-1.5813658641124543e-06,0.4398272362870824,-0.0002931442293118147,-1.6039885760843876e-06,0.29259259259259257,0.08802407610327885
15,hybrid,0.1,0.5,0.2,5.716501469475698e-06,4.562704633024146e-06,3.5247976013770573e-06,1.0379070316470892e-06,8.699398231386614e-06,1.4192850665644513e-06,0.4410571015635682,0.43900830248697453,-0.000289917024223485,-1.5845234419442525e-06,0.43900427969331396,-0.0002939398178840591,-1.6052363935872502e-06,0.3037037037037037,0.0878596439022396
16,hybrid,0.1,0.5,0.2,5.6427594718101816e-06,4.5011461309821595e-06,3.4675217693759674e-06,1.033624361606192e-06,8.614287341956631e-06,1.4009230331617975e-06,0.4402316692846381,0.4381910086663241,-0.0002901560862509922,-1.582527112154922e-06,0.4381870952733182,-0.00029406947925691984,-1.6025613430122368e-06,0.31851851851851853,0.08769623295051501
17,hybrid,0.1,0.5,0.2,5.564424523664498e-06,4.436296713328509e-06,3.407287696686863e-06,1.0290090166416451e-06,8.519276154972881e-06,1.381000974193506e-06,0.4393968947217341,0.4373804673938133,-0.0002908085959240081,-1.5822622646006882e-06,0.4373766736701745,-0.0002946023195627978,-1.6015696513073808e-06,0.3333333333333333,0.08753425519794746
18,hybrid,0.1,0.5,0.2,5.499140035402004e-06,4.382930497747022e-06,3.3566618254609154e-06,1.026268672286106e-06,8.434305251018163e-06,1.363895062765824e-06,0.4385990823039803,0.43658040546537735,-0.00029162894079870494,-1.5824312200353463e-06,0.43657675686106556,-0.000295277545110495,-1.6008761951747492e-06,0.34074074074074073,0.08737440688123521
19,hybrid,0.1,0.5,0.2,5.426223826180941e-06,4.3221138158034534e-06,3.3011334846707213e-06,1.0209803311327317e-06,8.349725315683056e-06,1.3456873940459175e-06,0.4378364767895529,0.43578145502294424,-0.0002922080460576182,-1.5811083493276219e-06,0.43577775160122295,-0.00029591146777890875,-1.5997670123450182e-06,0.34814814814814815,0.08721473261380037
20,hybrid,0.1,0.5,0.2,5.355064149241834e-06,4.264788133339148e-06,3.2473173509927936e-06,1.0174707823463546e-06,8.251075068540166e-06,1.3258425452433417e-06,0.4370568688087301,0.43498447365219467,-0.00029373079546057834,-1.5842510342341481e-06,0.4349809641322581,-0.00029724031539712925,-1.6018093493915973e-06,0.3592592592592593,0.08705564088953105
21,hybrid,0.1,0.5,0.2,5.29791724079888e-06,4.215831953998063e-06,3.2026910444984005e-06,1.0131409094996615e-06,8.194803617059392e-06,1.3130246254743927e-06,0.4362323697095684,0.4341929353553428,-0.0002945555190099758,-1.5835924335334253e-06,0.4341896294941282,-0.0002978613802245844,-1.5999505834236307e-06,0.37037037037037035,0.08689749817487055
22,hybrid,0.1,0.5,0.2,5.229794956645055e-06,4.161175114853314e-06,3.1500960409076968e-06,1.0110790739456172e-06,8.098028483906397e-06,1.2940849670055074e-06,0.4355083826443046,0.4334064752600878,-0.0002956719014849396,-1.5840874841650983e-06,0.4334033551326458,-0.0002987920289269641,-1.5993758194563347e-06,0.37777777777777777,0.08674042943231454
23,hybrid,0.1,0.5,0.2,5.172627767572135e-06,4.114977259705577e-06,3.107648867854536e-06,1.0073283918510407e-06,8.019637805089637e-06,1.2784336367879733e-06,0.43468444015250246,0.4326243074936074,-0.0002976093581378847,-1.5883777339601444e-06,0.43262151439428104,-0.0003004024574642661,-1.6018804681540335e-06,0.3925925925925926,0.08658438337034906
24,hybrid,0.1,0.5,0.2,5.109576337601719e-06,4.062842508094979e-06,3.0588371903515075e-06,1.0040053177434706e-06,7.942465823503295e-06,1.2624362357820537e-06,0.43395624837709157,0.4318513622261272,-0.00029887420861890446,-1.5889002990829369e-06,0.4318484462946053,-0.00030179014014081185,-1.6029943701107092e-06,0.40370370370370373,0.08643004728694921
25,hybrid,0.1,0.5,0.2,5.052494711927729e-06,4.016350391449819e-06,3.014897018510638e-06,1.001453372939181e-06,7.86629145328481e-06,1.2475758757471449e-06,0.43320891069803497,0.43108085881587865,-0.00030004842640862783,-1.5889547764141659e-06,0.43107799011079295,-0.0003029171314943291,-1.6026972278973138e-06,0.4148148148148148,0.08627618144845746
26,hybrid,0.1,0.5,0.2,4.999351455326372e-06,3.971211334200355e-06,2.974950689327053e-06,9.962606448733014e-07,7.810059857438443e-06,1.2356706769108624e-06,0.43248163149617846,0.4303194648903009,-0.00030126297009880343,-1.5889144877857754e-06,0.4303166946221291,-0.0003040332382705513,-1.6020475898281448e-06,0.4222222222222222,0.08612414557207994
27,hybrid,0.1,0.5,0.2,4.942174072766824e-06,3.924628205458528e-06,2.932188252379177e-06,9.92439953079351e-07,7.734892454109729e-06,1.2202831094866118e-06,0.4317194292509832,0.42955799478434387,-0.00030261158542849165,-1.5894101212182374e-06,0.42955543729239404,-0.00030516907737832,-1.6013276744918157e-06,0.42592592592592593,0.08597212127395447
28,hybrid,0.1,0.5,0.2,4.892272471820522e-06,3.884750720657961e-06,2.8928046980440122e-06,9.919460226139486e-07,7.662424138594104e-06,1.20639668651575e-06,0.4309205553929079,0.4288055096337973,-0.0003039885199377368,-1.5895506611711494e-06,0.4288027797459732,-0.00030671840776186343,-1.6023259271192398e-06,0.43703703703703706,0.085821899630747
29,hybrid,0.1,0.5,0.2,4.840637456578491e-06,3.843254394684992e-06,2.8555420797984788e-06,9.877123148865132e-07,7.589645409379369e-06,1.1920926047778103e-06,0.43026174584531507,0.4280504724764343,-0.0003061477364179055,-1.5935900386815523e-06,0.42804798037741437,-0.00030863983543782947,-1.6050851053151655e-06,0.4444444444444444,0.08567132404257044
30,hybrid,0.1,0.5,0.2,4.796505282613487e-06,3.8066364464037492e-06,2.8215694647142724e-06,9.850669816894777e-07,7.536464026783696e-06,1.1811121676568374e-06,0.4294637035227691,0.42730026815744043,-0.00030791851112771385,-1.595463745411932e-06,0.427298107086055,-0.0003100795825131675,-1.6051701010049867e-06,0.4444444444444444,0.08552163733371364
31,hybrid,0.1,0.5,0.2,4.746665502747663e-06,3.7663602449046602e-06,2.7836935192081664e-06,9.826667256964947e-07,7.467132450322998e-06,1.1679600640535122e-06,0.4287326106581831,0.4265610896851392,-0.00030946374133317134,-1.5959998278548002e-06,0.4265587392787914,-0.0003118141476809999,-1.606633581795506e-06,0.46296296296296297,0.08537411068529448
32,hybrid,0.1,0.5,0.2,4.703262321198673e-06,3.7304395361063854e-06,2.750132822745815e-06,9.803067133605706e-07,7.41384508021698e-06,1.1571913853529484e-06,0.42804834962443145,0.4258258977549794,-0.0003112299762508819,-1.5975271849556479e-06,0.4258235755779535,-0.0003135521532768304,-1.6079574512813577e-06,0.4666666666666667,0.08522742554624606
33,hybrid,0.1,0.5,0.2,4.656614816405119e-06,3.6928864926983778e-06,2.715143072277007e-06,9.777434204213709e-07,7.347828057870218e-06,1.1447275895985938e-06,0.4273650921265169,0.42509599983046215,-0.0003133911548240387,-1.600816470887222e-06,0.42509378331503866,-0.0003156076702475197,-1.610655384033942e-06,0.4740740740740741,0.08508187819705723
34,hybrid,0.1,0.5,0.2,4.614626058502148e-06,3.658063679134994e-06,2.6835081384002738e-06,9.74555540734721e-07,7.296952933984201e-06,1.1343354298436696e-06,0.4266484077004442,0.4243653658481951,-0.00031547995024028275,-1.603808375401914e-06,0.4243635250299468,-0.0003173207684886159,-1.611632648727807e-06,0.4740740740740741,0.08493616915968707
35,hybrid,0.1,0.5,0.2,4.575488085923753e-06,3.6258988979913077e-06,2.653687406869263e-06,9.72211491122045e-07,7.246507242392271e-06,1.1246923184660963e-06,0.42598472178841246,0.42364853909176065,-0.0003176776185299657,-1.6070411588988396e-06,0.4236468535281857,-0.00031936318210490366,-1.6140156988479987e-06,0.4703703703703704,0.08479324334205812
36,hybrid,0.1,0.5,0.2,4.533258769325999e-06,3.59296562144433e-06,2.6223977323168554e-06,9.705678891274748e-07,7.178856930976594e-06,1.1120372739200475e-06,0.4252245200583234,0.4229302672409985,-0.0003196756572967918,-1.6092403031371617e-06,0.4229286476194343,-0.0003212952788610446,-1.6158145257554144e-06,0.4666666666666667,0.08464998857965907
37,hybrid,0.1,0.5,0.2,4.490850175503793e-06,3.557589619079025e-06,2.5900994419591555e-06,9.674901771198699e-07,7.1283433193734375e-06,1.1021311224371211e-06,0.42456995915502294,0.4222188876108959,-0.0003214830176899164,-1.6103556161369947e-06,0.4222172250920616,-0.0003231455365241831,-1.6170936531361715e-06,0.4703703703703704,0.08450807412571716
38,hybrid,0.1,0.5,0.2,4.457499875581766e-06,3.5301597068100628e-06,2.566162420021742e-06,9.639972867883212e-07,7.08628735324665e-06,1.0935571672351894e-06,0.4237566957297232,0.4215063857167956,-0.0003234105867439552,-1.6120068002367898e-06,0.4215049008607136,-0.0003248954428259343,-1.6178040541621269e-06,0.4740740740740741,0.0843659592607079
39,hybrid,0.1,0.5,0.2,4.418547474910632e-06,3.4995521289706213e-06,2.5360259902060314e-06,9.6352613876459e-07,7.024886167740223e-06,1.0825336458299421e-06,0.42311563723665085,0.42080469307816026,-0.0003255737219400312,-1.6146219820463133e-06,0.42080328589224514,-0.00032698090785515666,-1.6200017984105972e-06,0.48148148148148145,0.08422605336002006
40,hybrid,0.1,0.5,0.2,4.3862612580754915e-06,3.4733069616672896e-06,2.512783783970318e-06,9.605231776969716e-07,6.981038336423558e-06,1.0742523138292331e-06,0.4223347231594804,0.42010274109698253,-0.0003278794118091177,-1.6178819105213717e-06,0.4201014273037474,-0.00032919320504426475,-1.622770301793684e-06,0.4888888888888889,0.08408612410175834
41,hybrid,0.1,0.5,0.2,4.350575596425407e-06,3.4439816430618817e-06,2.4860906383859454e-06,9.57891004675936e-07,6.935571095822084e-06,1.0651842189065867e-06,0.4217041807865862,0.41940327650666526,-0.00033027051712608557,-1.6215539616296233e-06,0.4194023761332555,-0.000331170890535859,-1.6243369108327927e-06,0.4962962962962963,0.08394670940475826
42,hybrid,0.1,0.5,0.2,4.315756676365951e-06,3.4174246702083993e-06,2.460000720183643e-06,9.574239500247562e-07,6.874540246036989e-06,1.0543899077692636e-06,0.4211916171980329,0.4187109015741209,-0.00033309258636171624,-1.6271598806792014e-06,0.41871000333023795,-0.00033399083024465703,-1.6298828981087428e-06,0.5037037037037037,0.08380879883209652
43,hybrid,0.1,0.5,0.2,4.282172989711493e-06,3.388555746346437e-06,2.4352269323743664e-06,9.533288139720706e-07,6.840722947604751e-06,1.0477247430229008e-06,0.42038501642089354,0.4180202602946422,-0.0003357409227922048,-1.631754570274223e-06,0.41801959642228337,-0.00033640479515101296,-1.633353107369993e-06,0.5074074074074074,0.08367120024348688
44,hybrid,0.1,0.5,0.2,4.254243546399508e-06,3.366264358357406e-06,2.414495488641981e-06,9.517688697154254e-07,6.799420913251657e-06,1.0401854835846816e-06,0.4197518071201725,0.4173354036975629,-0.0003385664839012925,-1.6371364307893527e-06,0.4173352447962248,-0.0003387253852393801,-1.6362383060483795e-06,0.5111111111111111,0.08353479403629284
45,hybrid,0.1,0.5,0.2,4.2228254265469336e-06,3.3408619484716424e-06,2.3909495988119734e-06,9.499123496596691e-07,6.755310098623724e-06,1.0321623410645921e-06,0.41904125320733004,0.4166611932852676,-0.0003404776758201278,-1.6382445795063197e-06,0.41666082187877945,-0.00034084908230824773,-1.6383452049247179e-06,0.5148148148148148,0.08340033419221754
46,hybrid,0.1,0.5,0.2,4.19474621968093e-06,3.3184460403692344e-06,2.370536179394958e-06,9.479098609742764e-07,6.713686158342532e-06,1.0246578173872119e-06,0.41834923387064127,0.4159867627234243,-0.00034324679857528073,-1.6433479463486922e-06,0.415986850797389,-0.0003431587246105483,-1.6411625336668165e-06,0.5222222222222223,0.08326600190439991
47,hybrid,0.1,0.5,0.2,4.164265475769952e-06,3.293928816525581e-06,2.347707442070808e-06,9.46221374454773e-07,6.6706191509694355e-06,1.016373720737144e-06,0.41769827994753417,0.4153166400447479,-0.00034515745423319144,-1.6443150174828293e-06,0.41531622901295173,-0.0003455684860293462,-1.6445311053787514e-06,0.5185185185185185,0.08313235949979622
48,hybrid,0.1,0.5,0.2,4.136876130300861e-06,3.2723934481541936e-06,2.328288244685228e-06,9.441052034689654e-07,6.627320502213892e-06,1.0087531596263864e-06,0.41715347415150045,0.4146470293328555,-0.0003480628314074252,-1.6500238771436021e-06,0.41464690209239036,-0.00034819007187258944,-1.6488252217792653e-06,0.5185185185185185,0.0829990184328526
49,hybrid,0.1,0.5,0.2,4.109926746595406e-06,3.250648118077651e-06,2.3091652340224842e-06,9.414828840551665e-07,6.589312212538766e-06,1.0017370363193932e-06,0.4163885906383845,0.4139817244578298,-0.0003508492175144373,-1.655051762844916e-06,0.41398170345058644,-0.0003508702247578266,-1.653324308345484e-06,0.5185185185185185,0.08286651473506886
50,hybrid,0.1,0.5,0.2,4.0832844932525775e-06,3.2280172366514112e-06,2.2879219426184818e-06,9.400952940329293e-07,6.560273096393493e-06,9.96199734809086e-07,0.4157430500545981,0.4133263290238299,-0.0003533983404172547,-1.6588099544327098e-06,0.4133263877981912,-0.0003533395660559324,-1.65669959921287e-06,0.5222222222222223,0.08273594547284943
51,hybrid,0.1,0.5,0.2,4.057425800172655e-06,3.2079236235197484e-06,2.270984268142411e-06,9.369393553773374e-07,6.517753244841441e-06,9.886342608438108e-07,0.4150594464081979,0.41266970780879836,-0.00035626308001013296,-1.664028351837523e-06,0.41267011777238355,-0.00035585311642494233,-1.6602663420320146e-06,0.5222222222222223,0.0826051941777617
52,hybrid,0.1,0.5,0.2,4.033413739592386e-06,3.1892912064357626e-06,2.2524682743714688e-06,9.368229320642928e-07,6.477563118222376e-06,9.8183110667193e-07,0.41449197257044845,0.4120160446518323,-0.00035925061788733004,-1.6698318666681742e-06,0.41201654424156875,-0.000358751028150861,-1.6656733465522948e-06,0.5185185185185185,0.08247505905394392
53,hybrid,0.1,0.5,0.2,4.0063657585518555e-06,3.1678512823890506e-06,2.2330901653103423e-06,9.347611170787077e-07,6.436436414487668e-06,9.743541735701909e-07,0.4138193741985332,0.41136491342890924,-0.00036204209811979693,-1.6747046290436552e-06,0.41136523540847947,-0.00036172011854956887,-1.6713752521676823e-06,0.5222222222222223,0.0823453911054058
54,hybrid,0.1,0.5,0.2,3.983972087137989e-06,3.148876886669659e-06,2.2174247396118595e-06,9.314521470577993e-07,6.411627083640336e-06,9.696624605214887e-07,0.413183806099821,0.41071933827740553,-0.00036495834585420495,-1.6802742139720018e-06,0.41072007803737215,-0.00036421858588758793,-1.6749728908424977e-06,0.5259259259259259,0.08221685932465195
55,hybrid,0.1,0.5,0.2,3.96251687861905e-06,3.1332675788668087e-06,2.2006119966181994e-06,9.326555822486091e-07,6.367513462049801e-06,9.624897677363056e-07,0.41264576152936144,0.41008303747366753,-0.00036772016528829887,-1.6850830670634765e-06,0.41008349949222667,-0.0003672581467291658,-1.680949155536852e-06,0.5259259259259259,0.08209015152779117
56,hybrid,0.1,0.5,0.2,3.942412061200877e-06,3.115123746027954e-06,2.1867149220001375e-06,9.28408824027816e-07,6.353955423625912e-06,9.594638640516598e-07,0.4119761491843172,0.4094482534219572,-0.0003706756190214877,-1.6906884950793272e-06,0.4094491271510921,-0.00036980188988655627,-1.6846209371211172e-06,0.5333333333333333,0.08196378580819573
57,hybrid,0.1,0.5,0.2,3.916707942902975e-06,3.0950428371256348e-06,2.1686900308540444e-06,9.263528062715907e-07,6.312422959831877e-06,9.521140489707645e-07,0.4114158076838795,0.4088175498859892,-0.00037329224894727675,-1.6948598798896238e-06,0.40881826626420953,-0.0003725758707269211,-1.6895471357222846e-06,0.5370370370370371,0.08183816842698728
58,hybrid,0.1,0.5,0.2,3.8994053165924645e-06,3.082201697398305e-06,2.1566176517943157e-06,9.25584045603989e-07,6.2788177789673834e-06,9.466092064871045e-07,0.4107373831485307,0.4081889609159557,-0.00037680939329859386,-1.7027943792967903e-06,0.4081899835001441,-0.00037578680911015683,-1.6961128398562252e-06,0.5370370370370371,0.08171315406185085
59,hybrid,0.1,0.5,0.2,3.876904090366624e-06,3.064658124933242e-06,2.1398533102762783e-06,9.248048146569643e-07,6.242241660908552e-06,9.401089967126329e-07,0.41009389104069055,0.4075569686675187,-0.00038007900522751825,-1.709746761508797e-06,0.407558131542024,-0.00037891613072221775,-1.7024525527236398e-06,0.5407407407407407,0.08158740953454925
60,hybrid,0.1,0.5,0.2,3.8591991490949435e-06,3.050130607042302e-06,2.1268700010072708e-06,9.232606060350305e-07,6.21864040685534e-06,9.360225068355348e-07,0.40939611652986424,0.40693534707678375,-0.00038294265805660643,-1.714753432552205e-06,0.4069363178060266,-0.0003819719288137291,-1.7083266542779587e-06,0.5481481481481482,0.08146365794696808
61,hybrid,0.1,0.5,0.2,3.842044818519442e-06,3.035456150840291e-06,2.1149529587571703e-06,9.20503192083121e-07,6.200319245657377e-06,9.327837155670619e-07,0.4089027277488029,0.40631834239711284,-0.0003865547188771634,-1.7229902280662193e-06,0.40631990865798817,-0.0003849884580018337,-1.7139300402072846e-06,0.5481481481481482,0.081340979423198
62,hybrid,0.1,0.5,0.2,3.821612876076276e-06,3.0199526897959904e-06,2.1005504389896825e-06,9.19402250806308e-07,6.163387208586095e-06,9.266073271083706e-07,0.4082637774120694,0.4057019938493201,-0.0003891349384350651,-1.7269147535584539e-06,0.4057032202835125,-0.00038790850424264,-1.7194197698179874e-06,0.5592592592592592,0.08121822575755104
63,hybrid,0.1,0.5,0.2,3.807281076238023e-06,3.0078471907177563e-06,2.0909764641270597e-06,9.168707265906963e-07,6.147355334186255e-06,9.23491760508211e-07,0.407608392039419,0.4050889328076782,-0.00039252311707466125,-1.734138520347923e-06,0.4050906686984014,-0.00039078722635149665,-1.7244334289528702e-06,0.5518518518518518,0.08109629118495057
64,hybrid,0.1,0.5,0.2,3.7871454860637576e-06,2.992751731162878e-06,2.0770917380074305e-06,9.156599931554477e-07,6.109467399340787e-06,9.172350748340021e-07,0.40700785336885187,0.4044819659524879,-0.00039561764132334254,-1.7401989060373863e-06,0.4044835556771122,-0.000394027916699069,-1.7311741071376842e-06,0.5592592592592592,0.08097551671876224
65,hybrid,0.1,0.5,0.2,3.768415343250531e-06,2.9786435441108844e-06,2.0630662199906865e-06,9.155773241201977e-07,6.074314351578316e-06,9.117018199090745e-07,0.4064921533703627,0.40387711069768656,-0.0003989943391344841,-1.7474538464769967e-06,0.40387858826577216,-0.00039751677104887806,-1.7389405138411675e-06,0.562962962962963,0.08085522100736421
66,hybrid,0.1,0.5,0.2,3.750007543085508e-06,2.962406342637582e-06,2.0504090302618673e-06,9.11997312375715e-07,6.059327875718464e-06,9.083420643803981e-07,0.40586251507962323,0.40327316745384495,-0.0004014543260784653,-1.7509157496284594e-06,0.40327431724843005,-0.0004003045314933673,-1.7439135499840196e-06,0.5666666666666667,0.08073492435598469
67,hybrid,0.1,0.5,0.2,3.738943305876601e-06,2.9554117336062175e-06,2.0433206162790057e-06,9.120911173272116e-07,6.0278756089535405e-06,9.037200568751486e-07,0.40523217192508987,0.4026714160998213,-0.00040510761028555997,-1.759341827088114e-06,0.4026726469444894,-0.00040387676561748354,-1.7519690770536874e-06,0.5666666666666667,0.08061530474202137
68,hybrid,0.1,0.5,0.2,3.723753186154595e-06,2.943194046501647e-06,2.0319798420902252e-06,9.112142044114218e-07,6.005306675896914e-06,9.001423603162793e-07,0.4047483897697613,0.4020779062605691,-0.0004088280601216576,-1.7679596979086653e-06,0.4020791791745432,-0.0004075551461475424,-1.7603928601476896e-06,0.5740740740740741,0.08049734686413816
69,hybrid,0.1,0.5,0.2,3.7069172750184743e-06,2.9287937932960758e-06,2.0203151916783884e-06,9.084786016176872e-07,5.987747792035799e-06,8.967435125940976e-07,0.4042092984576584,0.4014837581278212,-0.00041220757953708276,-1.7753103951164318e-06,0.4014852101263416,-0.0004107555810167196,-1.7669655229472076e-06,0.5888888888888889,0.08037919314147166
70,hybrid,0.1,0.5,0.2,3.6905359437953975e-06,2.9157487969779477e-06,2.009596810753331e-06,9.061519862246165e-07,5.962765027337009e-06,8.925532204187445e-07,0.4035733115683561,0.4008952352860056,-0.000415747359877483,-1.7833069242092939e-06,0.40089711373528425,-0.000413868910598858,-1.7730642649211822e-06,0.5851851851851851,0.08026219652917663
71,hybrid,0.1,0.5,0.2,3.6765851077663496e-06,2.904853701687576e-06,2.0002082943688563e-06,9.046454073187199e-07,5.939774212759087e-06,8.887699240143232e-07,0.40304653475991675,0.4003145646455958,-0.00041879930957627876,-1.789182862872718e-06,0.40031622858526894,-0.00041713536990312106,-1.7799254053125308e-06,0.5851851851851851,0.0801466727910344
72,hybrid,0.1,0.5,0.2,3.6659449436193573e-06,2.897702777024587e-06,1.9930312180422824e-06,9.046715589823048e-07,5.912990531410019e-06,8.847155672688426e-07,0.4023755637867554,0.3997301008443866,-0.000422553097010947,-1.7978249208391536e-06,0.39973188564112155,-0.00042076830027598655,-1.7881653424215208e-06,0.5851851851851851,0.0800305307882795
73,hybrid,0.1,0.5,0.2,3.648561734217651e-06,2.8831381708600368e-06,1.9812359698126185e-06,9.019022010474182e-07,5.89219071217908e-06,8.810224606985351e-07,0.4018561097608053,0.39915455209751427,-0.0004256472681537504,-1.804056938421424e-06,0.399156454793792,-0.0004237445718759947,-1.7938076687600392e-06,0.5851851851851851,0.0799160398731336
74,hybrid,0.1,0.5,0.2,3.6376666944857887e-06,2.8745199055098303e-06,1.973551376193984e-06,9.009685293158464e-07,5.87486390044591e-06,8.783019946568367e-07,0.40129067072549524,0.39857891426312386,-0.00042944246060039326,-1.8129073634134789e-06,0.3985812524982777,-0.0004271042254465618,-1.8009155270955852e-06,0.5814814814814815,0.07980167134474485
75,hybrid,0.1,0.5,0.2,3.625163576781198e-06,2.865405937332374e-06,1.9653213397289227e-06,9.00084597603451e-07,5.8492177895633064e-06,8.741793024624685e-07,0.40065891673526444,0.39800299273130435,-0.0004330140716843345,-1.8209541676725326e-06,0.3980051746463799,-0.0004308321566087736,-1.809658857880223e-06,0.5814814814814815,0.07968720136059773
