mode,candidate_key,psi_family,time_encoding_variant,seed,epoch,mean_relative_bootstrap_target_delta,mean_relative_identity_target_delta,mean_bootstrap_target_cosine_similarity,mean_identity_target_cosine_similarity,mean_relative_psi_input_delta
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,40,0.0,0.00026960799434894335,1.0,0.9999999831928917,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,41,0.0,0.00026650980788357493,1.0,0.9999999832943853,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,42,0.0,0.0002648972815178055,1.0,0.9999999834296798,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,43,0.0,0.00026220121721019514,1.0,0.9999999836356697,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,44,0.0,0.0002589566927169368,1.0,0.9999999839782729,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,45,0.0,0.0002581193738361859,1.0,0.9999999841805728,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,46,0.0,0.00025499787833102464,1.0,0.9999999845375008,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,47,0.0,0.0002544021019473458,1.0,0.9999999845882132,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,48,0.0,0.0002536954647370728,1.0,0.9999999846529258,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,49,0.0,0.00025120375368716815,1.0,0.9999999853314631,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,50,0.0,0.0002505859836992092,1.0,0.9999999855746766,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,51,0.0,0.000249516195885162,1.0,0.9999999858476467,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,52,0.0,0.0002500517929873298,1.0,0.9999999859335702,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,53,0.0,0.000248878937581238,1.0,0.999999986171256,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,54,0.0,0.00024755163594093,1.0,0.9999999863145932,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,55,0.0,0.0002487176869524616,1.0,0.9999999860963011,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,56,0.0,0.0002478636236514744,1.0,0.999999986324131,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,57,0.0,0.00024791587750618347,1.0,0.9999999865271235,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,58,0.0,0.0002476224968641182,1.0,0.9999999864203796,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,59,0.0,0.0002481703154275284,1.0,0.9999999862932192,0.0
batch_frozen_target_state_cache,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,60,0.0,0.00024777264295669233,1.0,0.9999999862693943,0.0
