mode,candidate_key,psi_family,time_encoding_variant,seed,epoch,mean_relative_bootstrap_target_delta,mean_relative_identity_target_delta,mean_bootstrap_target_cosine_similarity,mean_identity_target_cosine_similarity,mean_relative_psi_input_delta
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,1,0.0,0.0002614028943750604,1.0,0.9999999575559784,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,2,0.0,0.0002594207182139881,1.0,0.999999956112313,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,3,0.0,0.00029007636253416697,1.0,0.9999999439107106,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,4,0.0,0.00032560509078256937,1.0,0.9999999287359653,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,5,0.0,0.0003448534678468996,1.0,0.9999999200240699,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,6,0.0,0.0003536530190855475,1.0,0.9999999162114447,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,7,0.0,0.00034183968584897313,1.0,0.9999999224579023,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,8,0.0,0.00031762320839294434,1.0,0.9999999341137358,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,9,0.0,0.0002877078692177527,1.0,0.9999999474413063,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,10,0.0,0.0002592745433152415,1.0,0.9999999592514811,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,11,0.0,0.00023704482699705358,1.0,0.9999999679046561,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,12,0.0,0.00021960903257053796,1.0,0.999999974187687,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,13,0.0,0.00020783556246479028,1.0,0.9999999783520537,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,14,0.0,0.0001964695851827318,1.0,0.9999999818851769,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,15,0.0,0.00018855254957195476,1.0,0.9999999843871439,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,16,0.0,0.0001749660668164824,1.0,0.9999999872032592,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,17,0.0,0.00016341588774695844,1.0,0.9999999896441816,0.0
live_target_recompute,baseline_plain_raw,baseline_plain,raw,1,18,0.0,0.00015235754668294776,1.0,0.9999999915923002,0.0
