mode,candidate_key,psi_family,time_encoding_variant,seed,epoch,mean_relative_bootstrap_target_delta,mean_relative_identity_target_delta,mean_bootstrap_target_cosine_similarity,mean_identity_target_cosine_similarity,mean_relative_psi_input_delta
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,1,0.0,0.00045195674833215524,1.0,0.9999999063710773,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,2,0.0,0.0005173304284657283,1.0,0.9999998704081936,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,3,0.0,0.0005665011990383015,1.0,0.9999998408908294,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,4,0.0,0.000572255814642384,1.0,0.9999998375070083,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,5,0.0,0.0005492924556563296,1.0,0.9999998526845145,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,6,0.0,0.0005229138968654885,1.0,0.999999870637146,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,7,0.0,0.0004917706999747134,1.0,0.9999998885445258,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,8,0.0,0.0004616045152068201,1.0,0.9999999035178211,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,9,0.0,0.00043487149648127463,1.0,0.9999999163030104,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,10,0.0,0.00040807681181843176,1.0,0.9999999288796058,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,11,0.0,0.00038156769699447345,1.0,0.9999999412143703,0.0
live_target_recompute,residualized_local_field_poly_rt2,residualized_local_field,poly_rt2,1,12,0.0,0.00035761260083941435,1.0,0.9999999519271056,0.0
