seed,epoch,candidate_key,handoff_mode,replay_prefix_steps,terminal_bundle_mode,relative_terminal_bootstrap_target_delta,relative_terminal_identity_target_delta,terminal_bootstrap_target_cosine_similarity,terminal_identity_target_cosine_similarity,terminal_lambda_id_delta,terminal_predicted_average_velocity_delta_vs_replay,terminal_state_slot_displacement
0,21,residualized_local_field_poly_rt2,terminal_replay_identity_only,3,replay_identity_only,0.2293530803518434,1.8758264688718067,0.9724738957897993,-0.023902645900377543,0.0,0.009293472643348625,0.12224164144260521
0,21,residualized_local_field_poly_rt2,terminal_replay_full_supervision_bundle,3,replay_full_supervision_bundle,0.22930301741289072,1.8757836801015908,0.9724854512812919,-0.023892927636922058,0.0,0.00929171429110744,0.12222923075054364
0,21,residualized_local_field_poly_rt2,k4_open_loop_baseline_plan_replay,4,full_replay,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,22,residualized_local_field_poly_rt2,terminal_live_full_bundle,3,live_full_bundle,0.23032660636217242,1.8767706623428453,0.9722035701215267,-0.024746199710677604,0.0,0.009434847027647684,0.12215398280241936
0,22,residualized_local_field_poly_rt2,terminal_replay_bootstrap_only,3,replay_bootstrap_only,0.23027972911857408,1.8767247125254098,0.9722145096044542,-0.02473581067992945,0.0,0.009433351030044196,0.12214175517492917
0,22,residualized_local_field_poly_rt2,terminal_replay_identity_only,3,replay_identity_only,0.22905873407928654,1.8731972850909604,0.972499251534054,-0.02383541374952782,0.0,0.00939928253458005,0.12171142863834121
0,22,residualized_local_field_poly_rt2,terminal_replay_full_supervision_bundle,3,replay_full_supervision_bundle,0.22901252435827732,1.8731522406047614,0.9725099867467779,-0.023825192284652567,0.0,0.009397806337569415,0.12169946304770615
0,22,residualized_local_field_poly_rt2,k4_open_loop_baseline_plan_replay,4,full_replay,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,23,residualized_local_field_poly_rt2,terminal_live_full_bundle,3,live_full_bundle,0.23023321306328498,1.8752032784634078,0.9721707870292832,-0.025319212432773425,0.0,0.009537974956762115,0.12142709507634955
0,23,residualized_local_field_poly_rt2,terminal_replay_bootstrap_only,3,replay_bootstrap_only,0.23018946047143127,1.8751548738523944,0.9721810670677623,-0.025308285872998153,0.0,0.009536683023278892,0.1214152905170327
0,23,residualized_local_field_poly_rt2,terminal_replay_identity_only,3,replay_identity_only,0.2289168039850802,1.8713240045577018,0.9724790755494498,-0.02432801179977085,0.0,0.009503579412071018,0.12097464447792179
0,23,residualized_local_field_poly_rt2,terminal_replay_full_supervision_bundle,3,replay_full_supervision_bundle,0.22887378695399288,1.8712766250339516,0.9724891366104746,-0.024317274442496158,0.0,0.00950230964828988,0.12096312042369647
0,23,residualized_local_field_poly_rt2,k4_open_loop_baseline_plan_replay,4,full_replay,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,24,residualized_local_field_poly_rt2,terminal_live_full_bundle,3,live_full_bundle,0.23096052732439695,1.8732804109839036,0.9719872303253464,-0.02541486391524389,0.0,0.009799918728552416,0.12097725038148661
0,24,residualized_local_field_poly_rt2,terminal_replay_bootstrap_only,3,replay_bootstrap_only,0.23091899244267772,1.8732294800423084,0.9719970639297639,-0.025403386687481072,0.0,0.00979875065159657,0.12096564985501095
0,24,residualized_local_field_poly_rt2,terminal_replay_identity_only,3,replay_identity_only,0.2296062422838115,1.8691003622895077,0.9723063048534512,-0.024343543026016976,0.0,0.009764976639630395,0.12051241357601303
0,24,residualized_local_field_poly_rt2,terminal_replay_full_supervision_bundle,3,replay_full_supervision_bundle,0.22956550244665977,1.8690505789933016,0.9723159060404276,-0.024332276890215533,0.0,0.009763831464516086,0.12050111132172019
0,24,residualized_local_field_poly_rt2,k4_open_loop_baseline_plan_replay,4,full_replay,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,25,residualized_local_field_poly_rt2,terminal_live_full_bundle,3,live_full_bundle,0.23144868394802987,1.8717257585541387,0.9718549722333251,-0.026067045981541137,0.0,0.00992842247420397,0.120300183390133
0,25,residualized_local_field_poly_rt2,terminal_replay_bootstrap_only,3,replay_bootstrap_only,0.23140923972417166,1.8716721801442744,0.9718643933840102,-0.026054970668933603,0.0,0.009927454485408722,0.12028879871228923
0,25,residualized_local_field_poly_rt2,terminal_replay_identity_only,3,replay_identity_only,0.2300627020424369,1.8672433221333833,0.9721835231117847,-0.024915081367960147,0.0,0.009896048449397333,0.11982658021265594
0,25,residualized_local_field_poly_rt2,terminal_replay_full_supervision_bundle,3,replay_full_supervision_bundle,0.23002410714657687,1.8671910188996421,0.9721926991840937,-0.02490323935692699,0.0,0.009895103922506684,0.11981551021991996
0,25,residualized_local_field_poly_rt2,k4_open_loop_baseline_plan_replay,4,full_replay,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,26,residualized_local_field_poly_rt2,terminal_live_full_bundle,3,live_full_bundle,0.23233120214612643,1.8703687823089215,0.971623366250878,-0.026333896704979876,0.0,0.010119528699461228,0.11964143450451555
0,26,residualized_local_field_poly_rt2,terminal_replay_bootstrap_only,3,replay_bootstrap_only,0.23229338980605313,1.8703125070738467,0.9716324743132885,-0.026321207369729586,0.0,0.010118647147057732,0.11963024069413855
0,26,residualized_local_field_poly_rt2,terminal_replay_identity_only,3,replay_identity_only,0.23091823789299504,1.8655873475667484,0.9719608466876938,-0.025102029591990684,0.0,0.010086322782064599,0.11916145916856231
0,26,residualized_local_field_poly_rt2,terminal_replay_full_supervision_bundle,3,replay_full_supervision_bundle,0.23088132543261639,1.8655324776667181,0.9719696975182484,-0.02508959570284709,0.0,0.010085465588262541,0.11915059545362594
0,26,residualized_local_field_poly_rt2,k4_open_loop_baseline_plan_replay,4,full_replay,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,27,residualized_local_field_poly_rt2,terminal_live_full_bundle,3,live_full_bundle,0.2330478167252556,1.8691775010434681,0.971472072714241,-0.02704310787936961,0.0,0.010395922768199681,0.11919758462205805
0,27,residualized_local_field_poly_rt2,terminal_replay_bootstrap_only,3,replay_bootstrap_only,0.23301137324340737,1.8691184255218638,0.9714809108411184,-0.027029777991557136,0.0,0.010395144635472597,0.11918651087764964
0,27,residualized_local_field_poly_rt2,terminal_replay_identity_only,3,replay_identity_only,0.23161911096382432,1.8640984113919046,0.9718153352820611,-0.025731302150930592,0.0,0.010364686448789453,0.11871020588509777
0,27,residualized_local_field_poly_rt2,terminal_replay_full_supervision_bundle,3,replay_full_supervision_bundle,0.23158360871979333,1.8640408744562325,0.9718239061766711,-0.02571824985814755,0.0,0.0103639315836609,0.11869947614071083
0,27,residualized_local_field_poly_rt2,k4_open_loop_baseline_plan_replay,4,full_replay,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,28,residualized_local_field_poly_rt2,terminal_live_full_bundle,3,live_full_bundle,0.23386137982617156,1.8682530993253128,0.971281154868692,-0.02759992012752823,0.0,0.010591287706860398,0.11846449088163431
0,28,residualized_local_field_poly_rt2,terminal_replay_bootstrap_only,3,replay_bootstrap_only,0.23382621189345693,1.8681911732585497,0.971289750097719,-0.027585942536319723,0.0,0.010590575441062951,0.11845359246670402
0,28,residualized_local_field_poly_rt2,terminal_replay_identity_only,3,replay_identity_only,0.23241256314553635,1.8628773757096897,0.9716319072345554,-0.02620855084760475,0.0,0.010559124199100729,0.11797344265492098
0,28,residualized_local_field_poly_rt2,terminal_replay_full_supervision_bundle,3,replay_full_supervision_bundle,0.23237837952254017,1.8628171246695402,0.9716402241707225,-0.0261948729188204,0.0,0.010558435686631017,0.11796290155416425
0,28,residualized_local_field_poly_rt2,k4_open_loop_baseline_plan_replay,4,full_replay,0.0,0.0,1.0,1.0,0.0,0.0,0.0
